timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Осадки (достигают поверхности земли)
1599400800,"Воскресенье, 6 сентября
14:00 (UTC)",,,,,,,,,,35.0,,,южный,,,,3,,,,,,,,,,,753,,22.4,,,,,,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,37.2,,,южный,,,24.5,2,,,0,,,,,,,10.0,753,,21.5,,,,,,9.0,,
1599408000,"Воскресенье, 6 сентября
16:00 (UTC)",,,,,,,,,,49.7,,,юго-восточный,,,,2,,,,,,,,,,,753,,18.7,,,,,,,,
1599411600,"Воскресенье, 6 сентября
17:00 (UTC)",,,,,,,,,,55.4,,,юго-восточный,,,,2,,,,,,,,,,,753,,17.2,,,,,,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,63.1,,,юго-восточный,,,,2,,,,,,,,,,10.0,753,,15.9,,,,,,6.0,,
1599418800,"Воскресенье, 6 сентября
19:00 (UTC)",,,,,,,,,,67.3,,,юго-восточный,,,,3,,,,,,,,,,,753,,14.9,,,,,,,,
1599422400,"Воскресенье, 6 сентября
20:00 (UTC)",,,,,,,,,,69.0,,,юго-восточный,,,,3,,,,,,,,,,,753,,14.3,,,,,,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,68.1,,,южный,,,,2,,,,,,,,,,10.0,753,,14.4,,,,,,7.0,,
1599429600,"Воскресенье, 6 сентября
22:00 (UTC)",,,,,,,,,,66.4,,,юго-восточный,,,,2,,,,,,,,,,,753,,14.8,,,,,,,,
1599433200,"Воскресенье, 6 сентября
23:00 (UTC)",,,,,,,,,,69.9,,,юго-восточный,,,,2,,,,,,,,,,,753,,13.9,,,,,,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,72.1,,,юго-восточный,,,,2,,,,,,,,,,10.0,753,,12.9,,,,,,2.0,,
1599440400,"Понедельник, 7 сентября
01:00 (UTC)",,,,,,,,,,75.0,,,юго-восточный,,,,2,,,,,,,,,,,753,,12.1,,,,,,,,
1599444000,"Понедельник, 7 сентября
02:00 (UTC)",,,,,,,,,,76.4,,,юго-восточный,,,,2,,,,,,,,,,,752,,11.6,,,,,,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,78.0,,11.3,юго-восточный,,,,1,,,0,,0,,,,,10.0,753,,11.4,,,,,,7.0,,
1599451200,"Понедельник, 7 сентября
04:00 (UTC)",,,,,,,,,,77.1,,,юго-восточный,,,,3,,,,,,,,,,,752,,12.5,,,,,,,,
1599454800,"Понедельник, 7 сентября
05:00 (UTC)",,,,,,,,,,66.8,,,южный,,,,2,,,,,,,,,,,753,,14.8,,,,,,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,62.8,,,южный,,,,2,,,,,,,,,,10.0,752,,16.4,,,,,,10.0,,
1599462000,"Понедельник, 7 сентября
07:00 (UTC)",,,,,,,,,,57.2,,,юго-западный,,,,1,,,,,,,,,,,752,,18.3,,,,,,,,
1599465600,"Понедельник, 7 сентября
08:00 (UTC)",,,,,,,,,,52.5,,,южный,,,,2,,,,,,,,,,,753,,20.1,,,,,,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,50.4,,,южный,,,,2,,,,,,,,,,10.0,753,,21.2,,,,,,10.0,,
1599472800,"Понедельник, 7 сентября
10:00 (UTC)",,,,,,,,,,48.1,,,юго-западный,,,,2,,,,,,,,,,,753,,22.3,,,,,,,,
1599476400,"Понедельник, 7 сентября
11:00 (UTC)",,,,,,,,,,42.1,,,юго-западный,,,,3,,,,,,,,,,,753,,23.6,,,,,,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,41.9,,,западный,,,,1,,,,,,,,,,10.0,753,,23.9,,,,,,10.0,,
1599483600,"Понедельник, 7 сентября
13:00 (UTC)",,,,,,,,,,38.6,,,юго-западный,,,,3,,,,,,,,,,,753,,24.5,,,,,,,,
1599487200,"Понедельник, 7 сентября
14:00 (UTC)",,,,,,,,,,45.1,,,западный,,,,2,,,,,,,,,,,753,,23.9,,,,,,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,56.9,,,юго-западный,,,24.8,1,,,0,,,,,,,10.0,753,,21.7,,,,,,10.0,,
1599494400,"Понедельник, 7 сентября
16:00 (UTC)",,,,,,,,,,76.0,,,,,,,0,,,,,,,,,,,753,,18.0,,,,,,,,
1599498000,"Понедельник, 7 сентября
17:00 (UTC)",,,,,,,,,,84.0,,,,,,,0,,,,,,,,,,,754,,15.6,,,,,,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,90.7,,,юго-восточный,,,,1,,,,,,,True,,,4.0,754,,14.0,,,,,,4.0,,
1599505200,"Понедельник, 7 сентября
19:00 (UTC)",,,,,,,,,,91.2,,,,,,,0,,,,,,,,,,,753,,13.4,,,,,,,,
1599508800,"Понедельник, 7 сентября
20:00 (UTC)",,,,,,,,,,93.7,,,восточный,,,,1,,,,,,,,,,,753,,13.6,,,,,,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,87.8,,,восточный,,,,1,,,,,,,True,,,4.0,753,,14.7,,,,,,6.0,,
1599516000,"Понедельник, 7 сентября
22:00 (UTC)",,,,,,,,,,88.9,,,восточный,,,,1,,,,,,,,,,,752,,14.3,,,,,,,,
1599519600,"Понедельник, 7 сентября
23:00 (UTC)",,,,,,,,,,87.8,,,юго-восточный,,,,2,,,,,,,,,,,752,,14.4,,,,,,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,82.0,,,юго-восточный,,,,3,,,,,,,,,,10.0,751,,13.4,,,,,,5.0,,
1599526800,"Вторник, 8 сентября
01:00 (UTC)",,,,,,,,,,76.7,,,юго-восточный,,,,2,,,,,,,,,,,751,,13.3,,,,,,,,
1599530400,"Вторник, 8 сентября
02:00 (UTC)",,,,,,,,,,70.3,,,юго-восточный,,,,2,,,,,,,,,,,751,,13.5,,,,,,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,True,,,,67.0,,12.4,юго-восточный,,,,3,,,менее 0.1,,менее 0.1,,,,,10.0,751,,13.5,,,,,,10.0,,
1599537600,"Вторник, 8 сентября
04:00 (UTC)",,,,,,,,,,54.4,,,южный,,,,3,,,,,,,,,,,750,,14.8,,,,,,,,
1599541200,"Вторник, 8 сентября
05:00 (UTC)",,,,,,,,,,43.8,,,южный,,,,4,,,,,,,,,,,750,,17.0,,,,,,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,42.2,,,южный,,,,5,,,,,,,,,,10.0,749,,17.7,,,True,,,10.0,,
1599548400,"Вторник, 8 сентября
07:00 (UTC)",,,,,,,,,,39.0,,,южный,,,,4,,,,,,,,,,,749,,19.3,,,,,,,,
1599552000,"Вторник, 8 сентября
08:00 (UTC)",,,,,,,,,,33.9,,,южный,,,,6,,,,,,,,,,,748,,21.8,,,,,,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,10.0,,,,,,,,33.8,,,южный,,,,5,,,,,,,,,,10.0,748,,21.5,,,,,,10.0,,
1599559200,"Вторник, 8 сентября
10:00 (UTC)",,,,,,,,,,29.8,,,южный,,,,4,,,,,,,,,,,748,,23.2,,,,,,,,
1599562800,"Вторник, 8 сентября
11:00 (UTC)",,,,,,,,,,33.3,,,южный,,,,3,,,,,,,,,,,747,,23.2,,,,,,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,29.4,,,южный,,,,3,,,,,,,,,,10.0,747,,23.7,,,,,,10.0,,
1599570000,"Вторник, 8 сентября
13:00 (UTC)",,,,,,,,,,42.1,,,западный,,,,4,,,,,,,,,,,747,,20.6,,,,,,,,
1599573600,"Вторник, 8 сентября
14:00 (UTC)",,,,,,,,,,49.1,,,западный,,,,1,,,,,,,,,,,746,,18.9,,,,,,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,61.3,,,северо-западный,,,23.8,1,,,0,,,,,,,10.0,746,,17.1,,,,,,10.0,,
1599580800,"Вторник, 8 сентября
16:00 (UTC)",,,,,,,,,,76.1,,,северо-западный,,,,6,,,,,,,,,,,746,,15.8,,,,,,,,
1599584400,"Вторник, 8 сентября
17:00 (UTC)",,,,,,,,,,80.0,,,северо-западный,,,,3,,,,,,,,,,,746,,14.2,,,,,,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,82.6,,,северо-западный,,,,4,,,,,,,,,,10.0,745,,13.3,,,,,,10.0,,
1599591600,"Вторник, 8 сентября
19:00 (UTC)",,,,,,,,,,82.0,,,северо-западный,,,,5,,,,,,,,,,,744,,12.9,,,,,,,,
1599595200,"Вторник, 8 сентября
20:00 (UTC)",,,,,,,,,,84.7,,,северо-западный,,,,4,,,,,,,,,,,744,,12.5,,,,,,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,91.7,,,северо-западный,,,,4,,,,,,True,,,,4.0,744,,11.7,,,,,,10.0,,
1599602400,"Вторник, 8 сентября
22:00 (UTC)",,,,,,,,,,93.6,,,северо-западный,,,,5,,,,,,,,,,,742,,11.2,,,,,,,,
1599606000,"Вторник, 8 сентября
23:00 (UTC)",,,,,,,,,,94.2,,,северо-западный,,,,6,,,,,,,,,,,741,,10.8,,,,,,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,11.0,,,,,,,,92.3,,,северо-западный,,,,6,,,,,,True,,,,4.0,740,,11.1,,,,,,10.0,,
1599613200,"Среда, 9 сентября
01:00 (UTC)",,,,,,,,,,93.6,,,северо-западный,,,,6,,,,,,,,,,,740,,11.0,,,,,,,,
1599616800,"Среда, 9 сентября
02:00 (UTC)",,,,,,,,,,91.7,,,западный,,,,7,,,,,,,,,,,740,,11.1,,,,,,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,11.0,,,,,,,,91.7,,10.9,западный,,,,6,,,17,,17,True,,,,4.0,741,,11.0,,,,,,10.0,,
1599624000,"Среда, 9 сентября
04:00 (UTC)",,,,,,,,,,90.5,,,западный,,,,5,,,,,,,,,,,741,,11.0,,,,,,,,
1599627600,"Среда, 9 сентября
05:00 (UTC)",,,,,,,,,,89.9,,,западный,,,,4,,,,,,,,,,,741,,11.2,,,,,,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,10.0,,,,,,,,89.3,,,западный,,,,5,,,,,,,,,,10.0,742,,11.1,,,True,,,10.0,,
1599634800,"Среда, 9 сентября
07:00 (UTC)",,,,,,,,,,85.2,,,западный,,,,5,,,,,,,,,,,742,,11.9,,,,,,,,
1599638400,"Среда, 9 сентября
08:00 (UTC)",,,,,,,,,,78.2,,,западный,,,,5,,,,,,,,,,,742,,12.5,,,,,,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,65.9,,,западный,,,,5,,,,,,,,,,10.0,742,,14.8,,,,,,10.0,,
1599645600,"Среда, 9 сентября
10:00 (UTC)",,,,,,,,,,63.8,,,западный,,,,4,,,,,,,,,,,743,,14.9,,,,,,,,
1599649200,"Среда, 9 сентября
11:00 (UTC)",,,,,,,,,,59.7,,,западный,,,,4,,,,,,,,,,,743,,15.5,,,,,,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,55.7,,,западный,,,,4,,,,,,,,,,10.0,743,,16.7,,,,,,7.0,,
1599656400,"Среда, 9 сентября
13:00 (UTC)",,,,,,,,,,53.0,,,западный,,,,5,,,,,,,,,,,744,,16.6,,,,,,,,
1599660000,"Среда, 9 сентября
14:00 (UTC)",,,,,,,,,,,,,западный,,,,3,,,,,,,,,,,744,,,,,,,,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,64.1,,,западный,,,17.4,3,,,менее 0.1,,,,,,,10.0,745,,14.5,,,,,,9.0,,
1599667200,"Среда, 9 сентября
16:00 (UTC)",,,,,,,,,,73.1,,,западный,,,,2,,,,,,,,,,,745,,13.0,,,,,,,,
1599670800,"Среда, 9 сентября
17:00 (UTC)",,,,,,,,,,77.6,,,западный,,,,2,,,,,,,,,,,746,,12.2,,,,,,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,86.8,,,юго-западный,,,,2,,,,,,,,,,10.0,746,,9.8,,,,,,4.0,,
1599678000,"Среда, 9 сентября
19:00 (UTC)",,,,,,,,,,90.3,,,западный,,,,1,,,,,,,,,,,746,,9.0,,,,,,,,
1599681600,"Среда, 9 сентября
20:00 (UTC)",,,,,,,,,,87.9,,,западный,,,,1,,,,,,,,,,,746,,9.5,,,,,,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,91.5,,,юго-западный,,,,2,,,,,,,,,,10.0,746,,8.7,,,,,,4.0,,
1599688800,"Среда, 9 сентября
22:00 (UTC)",,,,,,,,,,91.0,,,юго-западный,,,,2,,,,,,,,,,,746,,9.3,,,,,,,,
1599692400,"Среда, 9 сентября
23:00 (UTC)",,,,,,,,,,92.8,,,южный,,,,1,,,,,,,,,,,746,,8.8,,,,,,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,94.1,,,юго-западный,,,,2,,,,,,,,,,10.0,746,,8.3,,,,,,6.0,,
1599699600,"Четверг, 10 сентября
01:00 (UTC)",,,,,,,,,,94.7,,,юго-западный,,,,2,,,,,,,,,,,746,,9.0,,,,,,,,
1599703200,"Четверг, 10 сентября
02:00 (UTC)",,,,,,,,,,95.4,,,юго-западный,,,,1,,,,,,,,,,,746,,9.8,,,,,,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,94.7,,8.3,южный,,,,1,,,0,,менее 0.1,,,,,10.0,746,,9.2,,,,,,4.0,,
1599710400,"Четверг, 10 сентября
04:00 (UTC)",,,,,,,,,,95.4,,,южный,,,,2,,,,,,,,,,,745,,9.7,,,,,,,,
1599714000,"Четверг, 10 сентября
05:00 (UTC)",,,,,,,,,,94.8,,,южный,,,,3,,,,,,,,,,,745,,10.9,,,,,,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,91.1,,,южный,,,,4,,,,,,,,,,10.0,744,,11.7,,,,,,10.0,,
1599721200,"Четверг, 10 сентября
07:00 (UTC)",,,,,,,,,,86.5,,,южный,,,,4,,,,,,,,,,,744,,12.6,,,,,,,,
1599724800,"Четверг, 10 сентября
08:00 (UTC)",,,,,,,,,,91.8,,,южный,,,,4,,,,,,,,,,,743,,12.2,,,,,,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,92.4,,,южный,,,,3,,,,,,True,,,,10.0,743,,12.5,,,,,,10.0,,
1599732000,"Четверг, 10 сентября
10:00 (UTC)",,,,,,,,,,90.6,,,южный,,,,4,,,,,,,,,,,742,,13.1,,,,,,,,
1599735600,"Четверг, 10 сентября
11:00 (UTC)",,,,,,,,,,87.7,,,южный,,,,4,,,,,,,,,,,741,,13.9,,,,,,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,90.7,,,южный,,,,5,,,,,,True,,,,4.0,741,,14.1,,,,,,10.0,,
1599742800,"Четверг, 10 сентября
13:00 (UTC)",,,,,,,,,,85.5,,,южный,,,,4,,,,,,,,,,,740,,14.5,,,,,,,,
1599746400,"Четверг, 10 сентября
14:00 (UTC)",,,,,,,,,,87.2,,,южный,,,,4,,,,,,,,,,,740,,14.4,,,,,,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,10.0,,,,,,,,91.3,,,южный,,,14.6,4,,,5,,,True,,,,4.0,739,,14.2,,,,,,10.0,,
1599753600,"Четверг, 10 сентября
16:00 (UTC)",,,,,,,,,,92.5,,,южный,,,,3,,,,,,,,,,,739,,14.4,,,,,,,,
1599757200,"Четверг, 10 сентября
17:00 (UTC)",,,,,,,,,,90.7,,,западный,,,,4,,,,,,,,,,,738,,14.7,,,,,,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,87.7,,,юго-западный,,,,3,,,,,,True,,,,10.0,739,,13.3,,,,,,10.0,,
1599764400,"Четверг, 10 сентября
19:00 (UTC)",,,,,,,,,,89.9,,,западный,,,,2,,,,,,,,,,,739,,11.2,,,,,,,,
1599768000,"Четверг, 10 сентября
20:00 (UTC)",,,,,,,,,,85.7,,,западный,,,,4,,,,,,,,,,,739,,11.1,,,,,,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,88.6,,,западный,,,,4,,,,,,,,,,10.0,739,,10.7,,,True,,,4.0,,
1599775200,"Четверг, 10 сентября
22:00 (UTC)",,,,,,,,,,89.8,,,западный,,,,3,,,,,,,,,,,740,,10.0,,,,,,,,
1599778800,"Четверг, 10 сентября
23:00 (UTC)",,,,,,,,,,89.1,,,западный,,,,4,,,,,,,,,,,740,,9.5,,,,,,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,89.7,,,западный,,,,4,,,,,,,,,,10.0,740,,9.1,,,,,,4.0,,
1599786000,"Пятница, 11 сентября
01:00 (UTC)",,,,,,,,,,89.1,,,западный,,,,4,,,,,,,,,,,740,,8.8,,,,,,,,
1599789600,"Пятница, 11 сентября
02:00 (UTC)",,,,,,,,,,87.3,,,западный,,,,4,,,,,,,,,,,741,,9.2,,,,,,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,87.8,,8.6,западный,,,,3,,,3,,8,,,,,10.0,741,,8.6,,,,,,6.0,,
1599796800,"Пятница, 11 сентября
04:00 (UTC)",,,,,,,,,,86.1,,,западный,,,,4,,,,,,,,,,,741,,9.1,,,,,,,,
1599800400,"Пятница, 11 сентября
05:00 (UTC)",,,,,,,,,,84.4,,,западный,,,,4,,,,,,,,,,,741,,9.7,,,,,,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,11.0,,,,,,,,79.5,,,западный,,,,6,,,,,,,,,,10.0,742,,10.6,,,,,,10.0,,
1599807600,"Пятница, 11 сентября
07:00 (UTC)",,,,,,,,,,79.5,,,западный,,,,6,,,,,,,,,,,742,,11.0,,,,,,,,
1599811200,"Пятница, 11 сентября
08:00 (UTC)",,,,,,,,,,82.3,,,западный,,,,6,,,,,,,,,,,743,,10.9,,,,,,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,14.0,,,,True,,,,73.5,,,западный,,,,8,,,,,,,,,,10.0,744,,12.2,,,,,,10.0,,
1599818400,"Пятница, 11 сентября
10:00 (UTC)",,,,,,,,,,72.5,,,западный,,,,6,,,,,,,,,,,745,,12.6,,,,,,,,
1599822000,"Пятница, 11 сентября
11:00 (UTC)",,,,,,,,,,70.6,,,западный,,,,6,,,,,,,,,,,746,,12.6,,,,,,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,13.0,,,,,,,,67.4,,,западный,,,,5,,,,,,,,,,10.0,747,,13.0,,,True,,,10.0,,
1599829200,"Пятница, 11 сентября
13:00 (UTC)",,,,,,,,,,65.2,,,западный,,,,5,,,,,,,,,,,747,,13.3,,,,,,,,
1599832800,"Пятница, 11 сентября
14:00 (UTC)",,,,,,,,,,61.5,,,западный,,,,4,,,,,,,,,,,748,,14.2,,,,,,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,11.0,,,,,,,,62.2,,,западный,,,14.3,4,,,менее 0.1,,,,,,,10.0,749,,13.8,,,,,,9.0,,
1599840000,"Пятница, 11 сентября
16:00 (UTC)",,,,,,,,,,66.8,,,западный,,,,4,,,,,,,,,,,749,,12.7,,,,,,,,
1599843600,"Пятница, 11 сентября
17:00 (UTC)",,,,,,,,,,72.3,,,западный,,,,3,,,,,,,,,,,750,,11.3,,,,,,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,76.8,,,западный,,,,3,,,,,,,,,,10.0,751,,10.5,,,,,,4.0,,
1599850800,"Пятница, 11 сентября
19:00 (UTC)",,,,,,,,,,79.4,,,западный,,,,3,,,,,,,,,,,751,,10.0,,,,,,,,
1599854400,"Пятница, 11 сентября
20:00 (UTC)",,,,,,,,,,81.6,,,западный,,,,3,,,,,,,,,,,751,,9.6,,,,,,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,86.0,,,западный,,,,2,,,,,,,,,,10.0,752,,8.5,,,,,,4.0,,
1599861600,"Пятница, 11 сентября
22:00 (UTC)",,,,,,,,,,89.0,,,западный,,,,1,,,,,,,,,,,752,,7.7,,,,,,,,
1599865200,"Пятница, 11 сентября
23:00 (UTC)",,,,,,,,,,92.1,,,западный,,,,1,,,,,,,,,,,752,,7.3,,,,,,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,92.1,,,юго-западный,,,,1,,,,,,,,,,10.0,753,,7.7,,,,,,6.0,,
1599872400,"Суббота, 12 сентября
01:00 (UTC)",,,,,,,,,,92.7,,,юго-западный,,,,1,,,,,,,,,,,753,,7.2,,,,,,,,
1599876000,"Суббота, 12 сентября
02:00 (UTC)",,,,,,,,,,93.3,,,,,,,0,,,,,,,,,,,753,,6.9,,,,,,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,94.0,,6.7,западный,,,,1,,,0,,менее 0.1,,,,,10.0,754,,6.7,,,,,,6.0,,
1599883200,"Суббота, 12 сентября
04:00 (UTC)",,,,,,,,,,94.0,,,юго-западный,,,,2,,,,,,,,,,,754,,7.4,,,,,,,,
1599886800,"Суббота, 12 сентября
05:00 (UTC)",,,,,,,,,,83.9,,,западный,,,,2,,,,,,,,,,,755,,10.4,,,,,,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,73.5,,6.4,западный,,,,2,,,,,,,,,,10.0,755,,12.6,,,,,,4.0,,
1599894000,"Суббота, 12 сентября
07:00 (UTC)",,,,,,,,,,64.9,,,западный,,,,4,,,,,,,,,,,755,,14.3,,,,,,,,
1599897600,"Суббота, 12 сентября
08:00 (UTC)",,,,,,,,,,58.4,,,западный,,,,4,,,,,,,,,,,755,,15.2,,,,,,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,54.6,,,западный,,,,4,,,,,,,,,,10.0,756,,15.4,,,,,,6.0,,
1599904800,"Суббота, 12 сентября
10:00 (UTC)",,,,,,,,,,48.5,,,западный,,,,6,,,,,,,,,,,756,,16.7,,,,,,,,
1599908400,"Суббота, 12 сентября
11:00 (UTC)",,,,,,,,,,47.3,,,северо-западный,,,,4,,,,,,,,,,,756,,16.9,,,,,,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,44.7,,,западный,,,,3,,,,,,,,,,10.0,756,,16.8,,,,,,6.0,,
1599915600,"Суббота, 12 сентября
13:00 (UTC)",,,,,,,,,,45.9,,,западный,,,,3,,,,,,,,,,,756,,16.7,,,,,,,,
1599919200,"Суббота, 12 сентября
14:00 (UTC)",,,,,,,,,,51.4,,,западный,,,,1,,,,,,,,,,,755,,15.9,,,,,,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,54.0,,,западный,,,17.7,1,,,0,,,,,,,10.0,755,,14.8,,,,,,7.0,,
1599926400,"Суббота, 12 сентября
16:00 (UTC)",,,,,,,,,,65.4,,,юго-западный,,,,1,,,,,,,,,,,756,,12.3,,,,,,,,
1599930000,"Суббота, 12 сентября
17:00 (UTC)",,,,,,,,,,72.2,,,юго-западный,,,,1,,,,,,,,,,,756,,10.7,,,,,,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,77.7,,,юго-западный,,,,1,,,,,,,,,,10.0,756,,9.5,,,,,,7.0,,
1599937200,"Суббота, 12 сентября
19:00 (UTC)",,,,,,,,,,79.9,,,юго-западный,,,,1,,,,,,,,,,,756,,10.0,,,,,,,,
1599940800,"Суббота, 12 сентября
20:00 (UTC)",,,,,,,,,,83.7,,,юго-западный,,,,1,,,,,,,,,,,756,,8.9,,,,,,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,86.6,,,южный,,,,1,,,,,,,,,,10.0,755,,8.5,,,,,,7.0,,
1599948000,"Суббота, 12 сентября
22:00 (UTC)",,,,,,,,,,86.6,,,юго-западный,,,,2,,,,,,,,,,,755,,8.2,,,,,,,,
1599951600,"Суббота, 12 сентября
23:00 (UTC)",,,,,,,,,,88.4,,,южный,,,,1,,,,,,,,,,,755,,7.7,,,,,,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,87.8,,,южный,,,,2,,,,,,,,,,10.0,755,,7.8,,,,,,7.0,,
1599958800,"Воскресенье, 13 сентября
01:00 (UTC)",,,,,,,,,,89.0,,,южный,,,,2,,,,,,,,,,,754,,7.5,,,,,,,,
1599962400,"Воскресенье, 13 сентября
02:00 (UTC)",,,,,,,,,,87.7,,,южный,,,,1,,,,,,,,,,,754,,7.5,,,,,,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,87.1,,7.4,южный,,,,2,,,0,,0,,,,,10.0,754,,7.6,,,,,,6.0,,
1599969600,"Воскресенье, 13 сентября
04:00 (UTC)",,,,,,,,,,86.0,,,южный,,,,3,,,,,,,,,,,753,,8.0,,,,,,,,
1599973200,"Воскресенье, 13 сентября
05:00 (UTC)",,,,,,,,,,80.4,,,южный,,,,3,,,,,,,,,,,753,,9.5,,,,,,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,76.3,,,южный,,,,3,,,,,,,,,,10.0,752,,10.7,,,,,,10.0,,
1599980400,"Воскресенье, 13 сентября
07:00 (UTC)",,,,,,,,,,65.2,,,южный,,,,4,,,,,,,,,,,751,,13.6,,,,,,,,
1599984000,"Воскресенье, 13 сентября
08:00 (UTC)",,,,,,,,,,56.6,,,юго-западный,,,,5,,,,,,,,,,,750,,15.7,,,,,,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,11.0,,,,,,,,52.9,,,южный,,,,4,,,,,,,,,,10.0,750,,17.4,,,,,,7.0,,
1599991200,"Воскресенье, 13 сентября
10:00 (UTC)",,12.0,,,,,,,,52.6,,,южный,,,,5,,,,,,,,,,,749,,17.8,,,,,,,,
1599994800,"Воскресенье, 13 сентября
11:00 (UTC)",,12.0,,,,,,,,53.3,,,юго-западный,,,,5,,,,,,,,,,,749,,17.6,,,,,,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,12.0,,,,,,,,56.6,,,юго-западный,,,,4,,,,,,,,,,10.0,748,,17.3,,,,,,10.0,,
