timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Пыльная (песчаная) буря, слабая или умеренная, ослабела","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,10.0,,,,,,,,,10,750,,,17.1,,72.9,,,северо-западный,0.0,,,3
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,10,750,,,15.4,,79.6,,,западный,0.0,,,3
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,10,751,,,13.3,,81.5,,,западный,0.0,,,1
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,,,10,752,,,13.4,,86.0,12.5,,северо-западный,5.0,,,3
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,10,752,,,23.9,,48.2,,,северный,5.0,,,4
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,10,752,,,26.9,,35.8,,,северный,5.0,,,3
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,10,752,,,28.3,,30.0,,,северный,4.0,,,3
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,10,751,,,27.6,,29.8,,,северный,2.0,,28.9,2
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,10,752,,,20.3,,44.7,,,южный,2.0,,,1
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,10,752,,,18.7,,49.7,,,восточный,4.0,,,4
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,10,752,,,16.2,,58.7,,,восточный,4.0,,,4
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,,10,752,,,17.3,,58.5,15.6,,восточный,4.0,,,4
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,10,752,,,26.6,,28.2,,,восточный,0.0,,,3
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,10,752,,,28.4,,21.6,,,восточный,0.0,,,3
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,10,751,,,29.9,,20.4,,,юго-восточный,0.0,,,4
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,,10,750,,,28.8,,22.3,,,юго-восточный,0.0,,31.0,4
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,10,750,,,22.0,,30.1,,,восточный,0.0,,,3
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,10,750,,,21.2,,34.9,,,восточный,0.0,,,4
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,10,750,,,18.8,,44.0,,,восточный,0.0,,,4
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,20.1,,40.9,17.2,,юго-восточный,0.0,,,4
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,10,750,,,28.1,,23.6,,,юго-восточный,0.0,,,6
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,10.0,,,,,,,,,10,749,,,32.2,,21.8,,,юго-восточный,0.0,,,6
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,12.0,,,,,,,,,10,748,,,33.6,,18.7,,,восточный,0.0,,,6
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,10,748,,,31.7,,20.7,,,восточный,0.0,,34.3,7
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,10,748,,,24.1,,32.9,,,юго-восточный,0.0,,,5
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,10,749,,,21.6,,35.5,,,юго-восточный,0.0,,,4
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,10,749,,,18.9,,45.0,,,юго-восточный,0.0,,,2
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,19.4,,54.1,16.3,,восточный,0.0,,,5
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,10,751,,,29.0,,26.9,,,восточный,0.0,,,6
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,10,750,,,33.5,,19.0,,,юго-восточный,0.0,,,6
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,12.0,,,,,,,,,10,750,,,34.5,,15.3,,,южный,4.0,,,6
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,10,750,,,32.5,,17.3,,,юго-восточный,0.0,,35.5,3
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,10,751,,,24.4,,29.1,,,восточный,0.0,,,3
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,16.0,,,,,,,,,10,753,,,23.4,,49.7,,,восточный,0.0,,,13
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,17.0,,,,,,,,,10,753,,,18.8,,52.9,,,восточный,0.0,,,10
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,13.0,,,,,,,,,10,754,,,16.7,,60.4,16.7,,восточный,0.0,,,10
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,14.0,,,,,,,,,10,755,,,20.0,,48.4,,,восточный,2.0,,,8
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,12.0,,,,,,,,,10,755,,,25.0,,31.2,,,восточный,0.0,,,10
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,14.0,,,,,,,,,10,755,,,27.8,,21.2,,,восточный,0.0,,,10
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,12.0,,,,,,,,,10,755,,,25.7,,13.4,,,восточный,0.0,,28.0,7
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,12.0,,,,,,,,,10,756,,,21.3,,19.4,,,восточный,0.0,,,7
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,10,756,,,17.5,,26.4,,,восточный,0.0,,,7
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,10,756,,,14.2,,36.4,,,восточный,0.0,,,5
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,10,756,,,12.6,,42.2,11.1,,восточный,0.0,,,4
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,10,756,,,19.2,,32.0,,,восточный,0.0,,,7
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,13.0,,,,,,,,,10,755,,,23.7,,25.0,,,восточный,7.0,,,8
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,13.0,,,,,,,,,10,754,,,25.3,,19.4,,,восточный,7.0,,,7
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,11.0,,,,,,,,,10,753,,,23.2,,22.3,,,восточный,7.0,,25.8,4
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,11.0,,,,,,,,,10,753,,,18.2,,33.8,,,восточный,7.0,,,5
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,10,752,,,15.4,,40.1,,,восточный,5.0,,,4
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,10,752,,,13.2,,54.8,,,восточный,4.0,,,5
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,10,751,,,12.2,,54.5,11.4,,восточный,4.0,,,5
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,10,751,,,20.5,,34.7,,,восточный,6.0,,,7
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,10,750,,,25.2,,26.8,,,восточный,4.0,,,6
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,10.0,,,,,,,,,10,750,,,27.0,,23.8,,,восточный,4.0,,,5
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,10,749,,,26.0,,22.1,,,юго-восточный,4.0,,28.0,5
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,10,750,,,21.4,,26.5,,,юго-восточный,2.0,,,4
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,10,749,,,20.7,,25.8,,,юго-восточный,6.0,,,6
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,10,750,,,17.0,,41.4,,,восточный,4.0,,,5
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,10,751,,,13.9,,47.4,12.9,,восточный,5.0,,,5
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,10,751,,,22.3,,17.0,,,восточный,4.0,,,7
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,15.0,,,,,,,,,10,750,,,25.4,,14.4,,,юго-восточный,4.0,,,11
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,15.0,,,,,,,,,10,750,,,26.4,,13.3,,,юго-восточный,4.0,,,9
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,13.0,,,,,,,,,10,750,,,24.9,,14.6,,,восточный,7.0,,27.6,5
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,13.0,,,,,,,,,10,750,,,19.2,,23.6,,,восточный,7.0,,,4
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,10,750,,,18.3,,25.1,,,восточный,7.0,,,5
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,10,750,,,17.0,,28.1,,,восточный,6.0,,,6
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,17.4,,26.4,16.6,,восточный,6.0,,,7
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,13.0,,,,,,,,,10,750,,,22.6,,19.5,,,восточный,6.0,,,9
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,15.0,,,,,,,,,10,750,,,26.3,,16.4,,,восточный,7.0,,,11
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,15.0,,,,,,,,,10,750,,,26.6,,29.0,,,восточный,5.0,,,9
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,11.0,,,,,,,,,10,750,,,25.2,,41.5,,,восточный,2.0,,28.2,5
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,11.0,,,,,,,,,10,751,,,20.2,,55.1,,,юго-восточный,0.0,,,4
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,10,751,,,19.2,,65.6,,,юго-восточный,0.0,,,4
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,10,751,,,16.7,,73.8,,,восточный,2.0,,,4
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,10,752,,,17.2,,64.7,16.0,,юго-восточный,5.0,,,4
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,10,752,,,22.2,,41.7,,,юго-восточный,5.0,,,6
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,11.0,,,,,,,,,10,751,,,26.8,,28.6,,,юго-восточный,7.0,,,8
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,12.0,,,,,,,,,10,750,,,27.9,,25.4,,,юго-восточный,7.0,,,6
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,10.0,,,,,,,,,10,749,,,26.0,,31.3,,,юго-восточный,7.0,,28.9,5
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,10.0,,,,,,,,,10,748,,,23.7,,35.1,,,юго-восточный,9.0,,,5
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,10,748,,,22.8,,39.2,,,южный,7.0,,,7
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,10,747,,,20.4,,60.9,,,южный,6.0,,,4
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,,,10,748,,,14.6,,62.0,14.6,,северный,5.0,,,6
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,10.0,,,,,,,,,10,748,,,15.1,,58.0,14.3,,северный,9.0,,,7
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,10,748,,,19.1,,38.1,,,северный,7.0,,,5
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,10.0,,,,,,,,,10,747,,,22.3,,27.2,,,северо-западный,6.0,,,7
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,13.0,,,,,,,,,10,747,,,20.7,,32.4,,,северо-западный,7.0,,23.2,8
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,13.0,,,,,,,,,10,748,,,15.9,,46.3,,,западный,6.0,,,3
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,10,748,,,13.6,,56.8,,,западный,2.0,,,3
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,10,749,,,10.1,,69.1,,,северо-западный,0.0,,,2
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,9.1,,72.4,8.4,,западный,0.0,,,3
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,10,750,,,17.4,,50.1,,,западный,0.0,,,3
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,10.0,,,,,,,,,10,750,,,22.5,,31.8,,,северо-западный,2.0,,,5
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,10,749,,,24.1,,28.7,,,западный,2.0,,,5
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,10,749,,,23.1,,30.7,,,западный,0.0,,24.6,3
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,10,748,,,17.3,,40.3,,,южный,0.0,,,3
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,10,748,,,14.5,,46.2,,,южный,0.0,,,4
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,10,748,,,14.4,,46.2,,,южный,4.0,,,4
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,10,747,,,16.0,,40.8,14.1,,юго-западный,6.0,,,4
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,10,748,,,23.6,,28.7,,,западный,5.0,,,7
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,10.0,,,,,,,,,10,747,,,27.7,,25.2,,,западный,0.0,,,7
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,10.0,,,,,,,,,10,747,,,29.1,,24.9,,,западный,0.0,,,7
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,11.0,,,,,,,,,10,747,,,25.3,,37.3,,,северо-восточный,5.0,,29.9,6
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,11.0,,,,,,,,,10,749,,,18.4,,45.1,,,северо-восточный,0.0,,,4
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,10,750,,,16.5,,37.9,,,северо-восточный,0.0,,,5
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,10,751,,,15.0,,45.1,,,северо-восточный,4.0,,,5
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,10,752,,,13.0,,51.3,12.9,,северо-восточный,4.0,,,3
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,10,753,,,19.7,,32.8,,,северо-восточный,4.0,,,6
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,10.0,,,,,,,,,10,753,,,21.7,,24.2,,,северо-восточный,6.0,,,6
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,10.0,,,,,,,,,10,754,,,22.8,,17.1,,,северный,2.0,,,6
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,10,754,,,19.7,,28.0,,,восточный,0.0,,23.7,3
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,10,755,,,15.0,,40.5,,,северо-восточный,0.0,,,5
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,10,756,,,12.0,,56.4,,,восточный,0.0,,,4
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,10,756,,,10.7,,62.8,,,восточный,0.0,,,4
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,10,757,,,11.7,,68.5,9.1,,восточный,0.0,,,4
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,10,757,,,17.2,,42.9,,,восточный,0.0,,,5
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,10,757,,,20.6,,32.8,,,юго-восточный,0.0,,,3
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,10,755,,,22.5,,27.0,,,юго-восточный,0.0,,,4
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,,,10,754,,,20.2,,30.7,,,южный,0.0,,23.1,2
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,10,754,,,13.9,,45.8,,,юго-восточный,0.0,,,3
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,10,753,,,11.5,,52.8,,,юго-восточный,0.0,,,4
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,10,752,,,11.0,,52.7,,,южный,0.0,,,3
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,10,751,,,11.4,,52.0,10.5,,юго-западный,5.0,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,10.0,,,,,,,,,10,750,,,19.4,,32.7,,,юго-западный,9.0,,,9
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,12.0,,,,,,,,,10,749,,,25.0,,23.1,,,западный,9.0,,,7
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,14.0,,,,,,,,,10,748,,,23.1,,27.4,,,северный,6.0,,,8
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,12.0,,,,,,,,,10,749,,,20.6,,32.6,,,северный,6.0,,27.2,5
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,12.0,,,,,,,,,10,750,,,14.2,,47.2,,,западный,4.0,,,2
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,10,750,,,11.0,,58.2,,,северо-западный,0.0,,,2
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,10,750,,,9.7,,62.1,,,западный,0.0,,,2
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,8.2,,63.6,8.0,,юго-западный,0.0,,,2
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,10,751,,,17.3,,42.4,,,северо-западный,6.0,,,5
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,13.0,,,,,,,,,10,750,,,20.4,,42.1,,,северо-западный,5.0,,,8
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,15.0,,,,,,,,,10,749,,,22.5,,34.1,,,северо-западный,6.0,,,8
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,12.0,,,,,,,,,10,749,,,20.4,,38.5,,,северо-западный,4.0,,23.0,6
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,12.0,,,,,,,,,10,749,,,13.6,,54.5,,,западный,0.0,,,2
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,10,749,,,13.1,,54.4,,,западный,7.0,,,3
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,10,749,,,14.6,,58.7,,,северо-западный,5.0,,,5
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,10,750,,,13.3,,69.3,11.8,,северный,2.0,,,6
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,11.0,,,,,,,,,10,751,,,16.6,,45.6,,,северный,0.0,,,7
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,17.0,,,,,,,,,10,751,,,18.1,,34.5,,,северо-западный,0.0,,,10
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,17.0,,,,,,,,,10,751,,,19.7,,25.7,,,северный,2.0,,,8
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,13.0,,,,,,,,,10,752,,,17.6,,28.9,,,северный,5.0,,20.3,4
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,13.0,,,,,,,,,10,753,,,10.8,,45.5,,,северный,5.0,,,1
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,10,753,,,7.9,,54.1,,,северный,5.0,,,1
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,10,754,,,7.7,,57.3,,,северо-западный,0.0,,,2
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,10,754,,,4.7,,65.1,4.5,,,0.0,,,0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,10,754,,,16.3,,38.1,,,западный,0.0,,,2
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,10,754,,,19.7,,26.4,,,западный,0.0,,,3
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,10,752,,,22.3,,19.6,,,юго-западный,0.0,,,2
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,,,,,,10,751,,,18.4,,25.3,,,юго-восточный,2.0,,22.6,4
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,10,751,,,13.3,,46.9,,,юго-восточный,0.0,,,4
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,10,750,,,11.1,,38.8,,,юго-восточный,0.0,,,4
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,10,748,,,10.6,,42.6,,,юго-восточный,0.0,,,5
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,10,747,,,10.5,,56.8,10.2,,юго-восточный,2.0,,,4
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,11.0,,,,,,,,,10,747,,,17.5,,55.1,,,южный,6.0,,,8
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,13.0,,,,,,,,,10,745,,,21.8,,50.3,,,южный,6.0,,,9
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,15.0,,,,,,,,,10,743,,,23.7,,45.7,,,южный,7.0,,,9
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,13.0,,,,,,,,,10,741,,,22.7,,51.8,,,юго-восточный,6.0,,24.9,5
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,15.0,,,,,,,,,10,741,,,15.6,,52.1,,,северо-западный,4.0,,,8
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,True,10.0,,,,,,,,,10,741,,,11.9,,74.4,,,северный,7.0,,,7
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,10.0,,,,,,,,,10,742,,,9.9,,85.0,,True,западный,6.0,,,5
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,True,,,10,742,,,8.9,,84.9,8.4,,западный,5.0,,,6
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,13.0,,,,,,,,,10,743,,,10.6,,74.7,,True,северо-западный,7.0,,,9
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,16.0,,,,,,,,,10,743,,,13.9,,54.9,,True,северо-западный,7.0,,,11
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,17.0,,,,,,,,,10,744,,,14.7,,44.7,,True,северо-западный,7.0,,,11
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,15.0,,,,,,,,,10,745,,,12.9,,53.2,,,северо-западный,7.0,,15.6,11
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,15.0,,,,,,,,,10,746,,,12.1,,58.4,,,западный,7.0,,,7
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,11.0,,,,,,,,,10,746,,,9.3,,64.3,,,западный,4.0,,,5
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,11.0,,,,,,,,,10,746,,,7.5,,70.6,,,западный,6.0,,,4
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,10,746,,,6.3,,77.2,6.1,,западный,4.0,,,4
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,10,747,,,13.1,,55.9,5.9,,северо-западный,2.0,,,6
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,11.0,,,,,,,,,10,747,,,16.4,,33.0,,,северо-западный,5.0,,,8
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,16.0,,,,,,,,,10,747,,,18.7,,30.0,,,северо-западный,5.0,,,9
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,21.0,,,,,,,,,10,748,,,15.2,,37.8,,,северо-западный,4.0,,18.9,6
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,21.0,,,,,,,,,10,750,,,9.5,,48.2,,,северо-западный,2.0,,,4
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,10,751,,,5.4,,59.3,,,западный,0.0,,,3
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,10,752,,,3.8,,63.0,,,западный,0.0,,,2
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,10,753,,,3.7,,63.4,2.2,,западный,0.0,,,3
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,10,754,,,12.1,,42.4,,,западный,0.0,,,2
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,11.0,,,,,,,,,10,753,,,16.7,,28.2,,,западный,4.0,,,5
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,11.0,,,,,,,,,10,752,,,18.3,,21.8,,,западный,0.0,,,5
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,10,752,,,15.4,,27.6,,,западный,2.0,,18.9,4
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,10,752,,,10.9,,51.1,,,западный,4.0,,,4
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,10,752,,,8.4,,64.1,,,западный,0.0,,,3
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,10,752,,,6.5,,62.7,,,западный,0.0,,,4
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,10,753,,,5.3,,67.6,5.1,,юго-западный,0.0,,,3
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,10,753,,,13.2,,40.0,,,западный,4.0,,,3
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,10,753,,,19.3,,27.7,,,западный,4.0,,,7
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,10,752,,,21.7,,24.4,,,западный,6.0,,,6
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,10,752,,,17.9,,34.2,,,западный,4.0,,21.9,3
