timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Изменение количества облаков неизвестно,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег умеренный или сильный,Снежная крупа (возможно с дождем) слабая,Дождь (незамерзающий) слабый с перерывами
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,,10,752,,,18.1,,67.1,,,,0,,,,,0,,,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,True,,4,753,,,15.1,,83.9,,,,0,,,,,0,,,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,True,,4,753,,,13.9,,87.7,,,,0,,,,,0,,,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,0,,,,0,,,True,,2,753,,,12.7,,89.4,12.4,,,0,,,,,0,,,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,True,,2,753,,,19.3,,70.0,,,,2,,,,,0,,,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,10,753,,,23.4,,45.6,,,западный,4,,,,,1,,,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,10,752,,,24.5,,45.0,,,юго-восточный,4,,,,,1,,,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,0,,,,,,,,,10,751,,,23.1,,44.6,,,юго-западный,0,,,,25.6,1,,,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,,,10,751,,,19.0,,62.6,,,,2,,,,,0,,,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,10,750,,,18.2,,72.1,,,,0,,,,,0,,,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,10,748,,,16.9,,76.3,,,,0,,,,,0,,,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,747,,,17.8,,70.7,16.7,,южный,7,,,,,1,,,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,,10,746,,,19.7,,61.9,,,,10,,,,,0,,,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,10,745,,,20.9,,56.0,,True,западный,10,,,,,1,,,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,True,,,,,,10,745,,,18.9,,67.2,,,западный,10,,,,,1,,,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,0.1,,,,,,,,,10,745,,,19.8,,60.3,,True,западный,7,,,,20.9,2,,,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,,10,745,,,16.7,,73.3,,,западный,0,,,,,1,,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,10,746,,,15.4,,75.0,,,западный,0,,,,,1,,,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,746,,,13.4,,81.0,,,западный,0,,,,,1,,,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,0,,,,0.1,,,True,,4,747,,,12.7,,81.4,12.3,,,10,,,,,0,,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,,10,746,,,16.0,,71.7,,,юго-западный,10,,,,,1,,,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,10,746,,,20.6,,52.3,,,юго-западный,9,,,,,2,,,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,True,,,4,746,,,16.7,,85.7,,,юго-восточный,10,,,,,1,,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,3,,,,,,,,,10,744,,,20.8,,67.6,,True,юго-восточный,10,,,,20.8,2,,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,,10,742,,,20.4,,71.1,,,,7,,,,,0,,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,10,741,,,20.6,,65.9,,,западный,7,,,,,1,,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,10,740,,,19.9,,64.4,,,юго-западный,6,,,,,1,,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,0,,,,3,,,,,10,739,,,19.9,,63.6,19.7,,юго-западный,7,,,,,2,,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,,,,10,737,,,23.2,,50.0,,,юго-западный,6,,,,,3,,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,10.0,,,,,,,,,,,10,737,,,26.9,,34.9,,,западный,4,,,,,3,,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,738,,,26.3,,37.6,,,западный,6,,,,,3,,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,10.0,,0,,,,,,,,,10,740,,,19.3,,58.2,,,северо-западный,10,,,,27.8,4,,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,10.0,,,,,,,,,,,10,742,,,13.3,,71.7,,,северо-западный,9,,,,,2,,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,10,743,,,12.0,,72.9,,,северо-западный,10,,,,,1,,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,10,744,,,9.9,,82.2,,,западный,7,,,,,1,,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,744,,,8.6,,85.5,8.5,,западный,10,,,,,1,,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,,10,745,,,9.1,,80.4,,,северо-западный,10,,,,,2,,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,10,745,,,12.9,,53.5,,,западный,9,,,,,2,,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10,745,,,13.4,,45.9,,,западный,9,,,,,2,,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,11.3,,49.1,,,западный,4,,,,13.5,2,,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,,10,745,,,9.5,,60.8,,,западный,7,,,,,1,,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,10,745,,,8.1,,73.2,,,западный,10,,,,,2,,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,True,,,4,746,,,7.1,,87.1,,,западный,10,,,,,1,,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,0.4,,,,0.4,,True,,,4,746,,,6.9,,84.7,6.9,,западный,10,,,,,1,,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,,10,747,,,8.0,,77.5,6.9,True,западный,10,,,,,1,,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,True,,,,,,10,748,,,9.1,,68.9,,,северо-западный,10,,,,,2,,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,10,749,,,10.2,,65.4,,True,западный,10,,,,,1,,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,749,,,10.4,,72.6,,True,юго-западный,10,,,,10.7,2,,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,True,,,,,,10,749,,,9.0,,81.5,,,юго-западный,10,,,,,2,,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,True,,,,,,10,749,,,8.5,,83.1,,,западный,10,,,,,1,,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,10,748,,,7.9,,84.8,,,западный,10,,,,,1,,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,0.1,,,,0.1,,,,,10,748,,,8.3,,82.5,7.9,,западный,10,,,,,1,,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,,10,748,,,9.8,,77.2,,True,западный,10,,,,,1,,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,10,748,,,12.3,,61.4,,True,западный,10,,,,,2,,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,10,748,,,13.5,,49.7,,,юго-западный,10,,,,,2,,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,748,,,10.0,,72.6,,True,,10,,,,13.8,0,,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,True,,4,748,,,9.5,,77.2,,,,9,,,,,0,,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,748,,,9.1,,73.4,,,,10,,,,,0,,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,749,,,8.4,,74.8,,,,10,,,,,0,,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,0,,,,менее 0.1,,,True,,4,749,,,8.3,,84.3,7.9,,восточный,10,,,,,1,,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,True,,4,749,,,11.1,,72.8,,,южный,10,,,,,1,,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,10,749,,,12.2,,57.7,,,юго-западный,10,,,,,1,,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10,750,,,12.4,,59.8,,,юго-западный,10,,,,,1,,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,0,,,,,,,,True,4,750,,,13.0,,54.7,,,восточный,10,,,,13.3,1,,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,True,4,750,,,10.0,,69.6,,,восточный,10,,,,,1,,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,750,,,8.4,,76.4,,,восточный,10,,,,,1,,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,749,,,7.7,,79.6,,,восточный,7,,,,,2,,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,менее 0.1,,,True,менее 0.1,,,,,4,749,,,7.8,,80.2,7.3,,восточный,10,,,,,1,,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,True,,,4,749,,,7.7,,87.8,7.2,,восточный,10,,,,,3,,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,True,,4,748,,,9.7,,84.4,,,восточный,10,,,,,2,,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,4,749,True,,7.9,,85.4,,,западный,10,,,,,1,,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,11,,,True,,,,,,10,749,,,8.0,,86.6,,,северо-западный,10,,,,11.3,1,,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,,10,750,,,7.7,,87.2,,,,9,,,,,0,,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,10,750,,,8.0,,89.0,,,юго-западный,10,,,,,1,,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,True,,,4,750,,,8.1,,90.3,,,северо-западный,10,,,,,1,,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,менее 0.1,,,,11,,,True,,4,751,,,7.3,,89.6,7.3,,северо-западный,10,,,,,1,,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,,True,,4,752,,,7.5,,89.0,,,западный,10,,,,,1,,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,10,752,,,9.3,,82.1,,,северо-западный,10,,,,,1,,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,10,752,,,13.4,,61.3,,,северо-западный,7,,,,,2,,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,0,,,,,,,,True,4,753,,,11.5,,68.5,,,,7,,,,13.9,0,,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,True,,4,754,,,8.6,,85.5,,,,4,,,,,0,,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,754,,,6.4,,87.6,,,,0,,,,,0,,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,754,,,5.1,,91.9,,,северо-западный,2,,,,,1,,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,0,,,,0,,,True,,4,755,,,5.1,,91.9,4.5,,,10,,,,,0,,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,True,,,,,,,,,,4,755,,,8.2,,89.0,,,южный,6,,,,,1,,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,True,4,755,,,13.4,,62.1,,,северо-западный,9,,,,,1,,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,10,755,,,15.7,,48.2,,,северо-западный,7,,,,,2,,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,менее 0.1,,,,,,True,,,4,756,,,11.3,,72.3,,,северо-западный,10,,,,16.3,2,,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,True,,4,756,,,10.7,,82.3,,,северо-западный,7,,,,,1,,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,757,,,10.1,,83.3,,,,9,,,,,0,,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,757,,,9.8,,87.4,,,,10,,,,,0,,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,1,,,,1,,,True,,4,758,,,9.7,,88.5,9.5,,северо-западный,10,,,,,1,,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,True,,4,758,,,11.4,,79.1,,,,10,,,,,0,,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,10,759,,,14.9,,58.7,,,,9,,,,,0,,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,10,758,,,15.5,,53.1,,,юго-западный,7,,,,,1,,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,759,,,14.3,,57.8,,,,2,,,,16.6,0,,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,True,,4,759,,,10.3,,82.8,,,,0,,,,,0,,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,759,,,9.0,,87.3,,,,2,,,,,0,,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,True,,4,759,,,7.4,,90.2,,,,0,,,,,0,,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,0,,,,0,,,True,,4,760,,,6.7,,90.8,6.7,,восточный,4,,,,,1,,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,True,4,760,,,12.8,,70.6,,,,10,,,,,0,,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,10,759,,,17.7,,44.9,,,южный,7,,,,,1,,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10,758,,,18.9,,37.3,,,восточный,6,,,,,1,,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,758,,,15.9,,53.6,,,,6,,,,19.6,0,,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,True,4,758,,,13.6,,62.6,,,восточный,2,,,,,2,,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,True,4,757,,,10.6,,65.9,,,восточный,0,,,,,1,,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,True,4,757,,,9.2,,68.5,,,восточный,0,,,,,1,,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,0,,,,0,,,True,,4,757,,,6.9,,81.2,6.9,,восточный,6,,,,,1,,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,,10,757,,,13.6,,55.3,6.9,,восточный,6,,,,,1,,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,10,757,,,19.0,,33.3,,,северо-восточный,6,,,,,1,,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,10,756,,,20.4,,31.2,,,,4,,,,,0,,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,0,,,,,,,,True,4,755,,,17.9,,37.8,,,восточный,7,,,,20.6,1,,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,,,True,4,755,,,13.8,,52.7,,,восточный,6,,,,,1,,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,True,4,755,,,11.7,,60.0,,,восточный,6,,,,,1,,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,True,4,754,,,9.4,,69.5,,,восточный,4,,,,,1,,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,0,,,,0,,,True,,4,754,,,7.6,,75.8,7.6,,восточный,4,,,,,1,,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,,10,754,,,12.2,,58.5,7.1,,восточный,9,,,,,1,,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,10,753,,,18.8,,40.5,,,восточный,10,,,,,1,,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,10,752,,,21.4,,28.5,,,южный,10,,,,,1,,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,752,,,18.8,,35.2,,,,9,,,,21.7,0,,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,,10,751,,,14.5,,55.1,,,восточный,0,,,,,1,,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,10,751,,,12.4,,59.8,,,восточный,0,,,,,2,,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,10.4,,66.8,,,восточный,4,,,,,1,,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,749,,,8.5,,74.3,8.3,,восточный,7,,,,,1,,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,True,4,748,,,13.1,,58.7,8.3,,восточный,7,,,,,1,,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,10,747,,,20.1,,37.1,,,юго-восточный,7,,,,,1,,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,10,746,,,21.8,,28.4,,,,7,,,,,0,,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,0,,,,,,,,True,4,746,,,18.5,,34.4,,,восточный,6,,,,22.1,1,,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,True,4,745,,,14.4,,58.6,,,восточный,6,,,,,1,,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,True,,4,744,,,11.7,,72.9,,,восточный,2,,,,,1,,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742,,,10.8,,68.3,,,восточный,10,,,,,2,,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,740,,,12.3,,65.4,10.8,,восточный,10,,,,,2,,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,,10,739,,,15.4,,56.5,,,южный,10,,,,,1,,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,11.0,,,,,,,,,,,10,741,,,17.0,,51.0,,,западный,10,,,,,2,,,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,741,,,16.9,,57.3,,True,юго-западный,6,,,,,4,,,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,10.0,,менее 0.1,,,,,,,,,10,741,,,16.8,,59.2,,True,юго-западный,6,,,,17.9,1,,,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,,10,741,,,14.6,,71.9,,,юго-восточный,6,,,,,1,,,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742,,,14.6,,62.8,,,,7,,,,,0,,,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,742,,,12.9,,70.2,12.7,,,7,,,,,0,,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,,10,743,,,16.3,,54.8,12.3,,юго-восточный,9,,,,,1,,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,10,742,,,19.2,,30.8,,,юго-восточный,9,,,,,2,,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,10,741,,,20.2,,28.2,,,юго-восточный,10,,,,,2,,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,0.5,,,,,,True,,,4,740,,,15.8,,54.7,,,западный,10,,,,21.2,2,,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,11.0,,,,,,,,,,,10,741,,,12.8,,68.7,,True,юго-западный,7,,,,,3,,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,10,742,,,11.1,,74.3,,True,юго-западный,0,,,,,2,,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742,,,11.3,,70.8,,,юго-восточный,10,,,,,1,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,0.6,,,,1,,,,,10,742,,,11.2,,75.8,10.4,,южный,10,,,,,1,,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,10.0,,,,,,,,,,,10,743,,,11.7,,66.2,,,юго-западный,10,,,,,3,,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,True,,,4,745,,,10.1,,81.6,,,юго-западный,10,,,,,3,,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,10,746,,,12.9,,63.3,,True,юго-западный,10,,,,,3,,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,1,,,,,,,,,10,748,,,11.3,,69.4,,True,юго-западный,7,,,,13.5,2,,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,10,750,,,9.6,,82.1,,,юго-западный,6,,,,,1,,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,10,750,,,9.4,,79.3,,,западный,7,,,,,1,,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,10.0,,77.2,,,западный,10,,,,,1,,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,1,,,,2,,True,,,4,751,,,9.4,,87.9,9.2,,западный,10,,,,,1,,,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,,10,752,,,10.3,,85.6,,True,юго-западный,10,,,,,1,,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,10,753,,,11.7,,74.9,,True,западный,10,,,,,1,,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,752,,,15.3,,55.3,,,западный,10,,,,,4,,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,10.0,,менее 0.1,,,,,,,,,10,753,,,14.7,,54.0,,,западный,10,,,,16.0,1,,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,,10,754,,,12.0,,68.1,,,западный,6,,,,,1,,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,10,754,,,11.6,,72.9,,,западный,7,,,,,1,,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,10,754,,,11.4,,74.3,,,западный,7,,,,,1,,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,754,,,11.8,,70.0,11.2,,южный,6,,,,,1,,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,,10,754,,,14.1,,63.1,10.9,,южный,6,,,,,1,,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,10,753,,,18.6,,47.1,,,южный,6,,,,,1,,,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,,10,752,,,21.0,,36.1,,,юго-западный,7,,,,,2,,,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,752,,,18.6,,44.9,,,,7,,,,21.3,0,,,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,,,10,751,,,13.1,,70.2,,,восточный,0,,,,,1,,,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,,10,751,,,12.1,,73.5,,,восточный,0,,,,,1,,,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,10.7,,75.8,,,восточный,0,,,,,1,,,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,749,,,8.6,,82.0,8.6,,восточный,2,,,,,1,,,,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,,10,748,,,14.0,,61.8,,,юго-восточный,6,,,,,1,,,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,,10,747,,,19.4,,43.3,,,юго-восточный,4,,,,,2,,,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,,10,745,,,23.1,,28.4,,,южный,7,,,,,1,,,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,0,,,,,,,,,10,744,,,20.6,,35.7,,,юго-восточный,10,,,,23.7,1,,,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,,10,744,,,17.7,,42.5,,,юго-восточный,7,,,,,2,,,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,,10,743,,,16.4,,43.6,,,юго-восточный,6,,,,,1,,,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742,,,14.8,,52.9,,,западный,7,,,,,1,,,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,0,,,,0,,,,,10,745,,,10.5,,60.6,10.5,,,10,,,,,0,,,,
