timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Дождь (незамерзающий) сильный с перерывами,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,В окрестности станции местами туман,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Изменение количества облаков неизвестно,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Морось с дождем слабая,Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Гроза, дождь со снегом слабые","Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) умеренная с перерывами,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно)
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,77.6,,,0.6,западный,,,,,4.0,,,0.7,,,,,,,,,,10.0,730.0,,,,1.9,,,,,,10.0,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,10.0,,,,True,,,,,,,,,80.2,,,,западный,,,,,4.0,,,,,,,,,,,,,10.0,731.0,,,,3.8,,,,,,10.0,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,,15.0,,,,,,,,,,,,,51.1,,,,западный,,,,,7.0,,,,,,,,,,,,,10.0,731.0,,,,6.9,,,,True,,6.0,
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,13.0,,,,,,,,,,,,,75.1,,,,северо-западный,,,,,3.0,,,0.9,,,,,,,,,,10.0,732.0,,,,3.6,,,,True,,9.0,
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,,,True,,,,,,,,84.7,,,,западный,,,,6.9,2.0,,,0.9,,,,,,,,,,10.0,733.0,,,,1.7,,,,,,2.0,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,85.8,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,733.0,,,,0.5,,,,,,0.0,
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,88.9,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,733.0,,,,-0.3,,,,,,0.0,
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,89.6,,,-1.2,западный,,,,,2.0,,,менее 0.1,,,,,0.9,,,,,10.0,734.0,,,,-0.6,,,,,,10.0,
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,82.7,,,-1.2,западный,,,,,3.0,,,менее 0.1,,,,,,,,,,10.0,735.0,,,,0.3,,,True,,,10.0,
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,,,,64.1,,True,,западный,,,,,4.0,,,,,,,,,,,,,10.0,736.0,,,,4.5,,,,,,7.0,
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,,11.0,,,,,,,,,,,,,61.2,,,,западный,,,,,5.0,,,,,,,,,,,,,10.0,736.0,,,,5.8,,,,True,,7.0,
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,,13.0,,,,,,,,,,,,,85.5,,,,западный,,,,,2.0,,True,2,,,,,,,,,,10.0,737.0,,,,3.9,,,,,,4.0,
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,86.0,,,,юго-западный,,,,5.9,3.0,,,2,,,True,,,,,,,10.0,738.0,,,,2.3,,,,,,10.0,
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,81.7,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,738.0,,,,2.4,,,,,,10.0,
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,84.1,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,738.0,,,,1.8,,,,,,9.0,
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,84.1,,,1.4,юго-западный,,,,,3.0,,,0.1,,,,,2,,,,,10.0,738.0,,,,1.6,,,,,,10.0,
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,,,True,,,,,,,,,,,,93.1,,,1.4,юго-западный,,,,,3.0,,,3,,,,,,,,,,10.0,738.0,,,,1.6,,,,,,10.0,
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,,10.0,True,,,,,,,,,,,,76.8,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,738.0,,,,4.1,,,,,,10.0,
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,11.0,,,,,,,,,,,,,74.7,,,,юго-западный,,,,,5.0,,,,,,,,,,,,,10.0,739.0,,,,4.8,,,,True,,10.0,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,75.8,,,,северный,,,,,1.0,,,2,,,,,,,,,,10.0,739.0,,,,4.7,,,,,,10.0,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,93.0,,,,западный,,,,5.8,1.0,,,2,,,,,,True,,,,10.0,740.0,,,,1.3,,,,,,10.0,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,95.7,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,740.0,,,,0.4,,,,True,,6.0,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,97.1,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,741.0,,,,0.4,,,,True,,10.0,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,96.4,,,-0.2,северный,,,,,1.0,,,2,,,,,4,,,,,10.0,741.0,,,,0.5,,,,,,10.0,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,95.1,,,0.2,северный,,,,,2.0,,,0.3,,,,,,,True,,,4.0,742.0,,,,1.4,,,,,,10.0,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,79.1,,,,северный,,,,,2.0,,,,,,,,,True,,,,10.0,742.0,,,,4.2,,,,,,10.0,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,,,,,,,,True,,,,,,,55.3,,,,северный,,,,,2.0,,,,,,,,,,,,,10.0,743.0,,,,7.7,,,,,,9.0,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,52.7,,,,северный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,743.0,,,,6.9,,,,,,4.0,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,71.8,,,,северный,,,,9.0,2.0,,,менее 0.1,,,,,,,,,,10.0,744.0,,,,3.2,,,,,,0.0,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,84.0,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,744.0,,,,1.4,,,,,,0.0,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,86.4,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,744.0,,,,0.2,,,,,,0.0,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,88.9,,,-0.5,северо-западный,,,,,3.0,,,0,,,,,менее 0.1,,,,,10.0,744.0,,,,-0.5,,,,,,2.0,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,70.5,,,-0.6,северо-западный,,,,,3.0,,,0,,,,,,,,,,10.0,744.0,,,,4.4,,,,,,0.0,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,,,,39.2,,,,северный,,,,,4.0,,,,,,,,,,,,,10.0,744.0,,,,8.5,,,,,,5.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,,13.0,,,,,,,,,,,,,32.8,,,,северо-западный,,,,,4.0,,,,,,,,,,,,,,743.0,,,,10.0,,,,,,,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,,10.0,,,,,,,,,,,,,37.1,,,,северо-западный,,,,,3.0,,,0,,,,,,,,,,10.0,743.0,,,,8.2,,,,,,7.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,44.9,,,,северо-западный,,,,10.4,2.0,,,0,,,,,,,,,,10.0,743.0,,,,6.3,,,,,,10.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,50.0,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,741.0,,,,5.6,,,,,,0.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,55.0,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,740.0,,,,5.1,,,,,,10.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,68.3,,,3.7,северо-западный,,,,,3.0,,,0,,,,,0,,,,,10.0,740.0,,,,3.9,,,,,,10.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,14.0,,,,,,,,,,,,,54.8,,,3.7,северо-западный,,,,,6.0,,,0,,,,,,,,,,10.0,740.0,,,,6.0,,,,,,10.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,,14.0,,,,,,,,,,,,,29.0,,,,северный,,,,,6.0,,,,,,,,,,,,,10.0,740.0,,,,8.2,,,,,,7.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,15.0,,,,,,,,,,,,,21.1,,,,северный,,,,,5.0,,,,,,,,,,,,,10.0,740.0,,,,8.9,,,,,,2.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,16.0,,,,,,,,,,,,,18.8,,,,северо-западный,,,,,5.0,,,0,,,,,,,,,,10.0,741.0,,,,8.2,,,,,,0.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,13.0,,,,,,,,,,,,,24.8,,,,северо-западный,,,,9.1,2.0,,,0,,,,,,,,,,10.0,742.0,,,,4.9,,,,,,0.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,36.2,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,742.0,,,,1.7,,,,,,2.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,42.9,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,742.0,,,,0.9,,,,,,5.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,48.0,,,-0.1,западный,,,,,2.0,,,0,,,,,0,,,,,10.0,741.0,,,,0.1,,,,,,7.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,30.6,,,-0.1,западный,,,,,3.0,,,0,,,,,,,,,,10.0,741.0,,,,6.5,,,,,,6.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,11.0,,,,,,,,,,,,,24.0,,,,западный,,,,,4.0,,,,,,,,,,,,,10.0,739.0,,,,9.0,,,,,,4.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,13.0,,,,,,,,,,,,,21.5,,,,западный,,,,,4.0,,,,,,,,,,,,,10.0,737.0,,,,11.1,,,,,,6.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,12.0,,,,,,,,,,,,,21.8,,,,западный,,,,,3.0,,,0,,,,,,,,,,10.0,736.0,,,,11.4,,,,,,5.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,30.4,,,,северо-западный,,,,12.6,1.0,,,0,,,,,,,,,,10.0,736.0,,,,8.3,,,,,,7.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,37.6,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,5.3,,,,,,2.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,56.0,,,,,,,,,0.0,,,,,,,,,,,,,10.0,735.0,,,,1.1,,,,,,7.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,56.4,,,0.7,западный,,,,,1.0,,,0,,,,,0,,,,,10.0,735.0,,,,2.6,,,,,,9.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,46.4,,,0.7,южный,,,,,2.0,,,0,,,,,,,,,,10.0,734.0,,,,6.9,,,,,,9.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,31.5,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,733.0,,,,10.5,,,,,,10.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,30.0,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,731.0,,,,13.3,,,,,,9.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,11.0,,,,,,,,,,,,,43.9,,,,западный,,,,,2.0,,,0,,,,,,,,,,10.0,730.0,,,,12.0,,,,,,9.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,12.0,,,,,,,True,,,,,,86.4,,,,северный,,,,14.0,1.0,,,0.3,,,,,,,,,,10.0,730.0,,,,6.2,,,,,,9.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,True,,,,,,,91.9,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,729.0,,,,4.4,,,,,,2.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,88.8,,,,юго-западный,,,,,2.0,,,,,,True,,,,,,,10.0,729.0,,,,5.2,,,,,,9.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,True,,,,,,,,,,,,88.1,,,4.3,западный,,,,,1.0,,,0.9,,,,,0.9,,,,,10.0,729.0,,,,5.0,,,,,,10.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,80.6,,,4.3,северный,,,,,1.0,,,0.8,,,,,,,,,,10.0,729.0,,,,6.5,,,,True,,9.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,74.2,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,729.0,,,,7.5,,,,True,,10.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,True,,,,,,,,,,,,92.6,,,,северный,,,,,2.0,,,,,,,,,,,,,10.0,728.0,,,,5.1,,,,,,10.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,85.2,,,,северный,,,,,1.0,,,6,,,,,,,,,,10.0,729.0,,,,5.9,,,,True,,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,93.2,,,,северо-западный,,,,7.8,1.0,,,8,,,True,,,,,,,10.0,730.0,,,,3.5,,,,,,0.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,95.8,,,,северный,,,,,1.0,,,,,,,,,,,,,50.0,730.0,,,,2.1,,,,,,10.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,95.8,,,,северный,,,,,1.0,,,,,,,,,,,,,,730.0,,,,2.2,,,,,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,90.5,,,1.9,северо-восточный,,,,,3.0,,,0,,,,,0.6,,,,,10.0,731.0,,,,2.5,,,,,,10.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,70.1,,,1.9,южный,,,,,2.0,,,0,,,,,,,,,,10.0,735.0,,,,5.1,,,,,,10.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,39.8,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,732.0,,,,8.6,,,,,,6.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,29.8,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,732.0,,,,11.0,,,,,,7.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,29.7,,,,северо-западный,,,,,1.0,,,0,,,,,,,,,,10.0,732.0,,,,9.8,,,,,,5.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,42.0,,,,северный,,,,11.7,1.0,,,0,,,,,,,,,,10.0,733.0,,,,5.6,,,,,,4.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,46.8,,,,северный,,,,,1.0,,,,,,,,,,,,,10.0,733.0,,,,4.5,,,,,,9.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,62.8,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,733.0,,,,3.0,,,,,,7.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,65.1,,,2.2,западный,,,,,1.0,,,0,,,,,0,,,,,10.0,733.0,,,,2.7,,,,,,9.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,32.6,,,2.2,южный,,,,,1.0,,,0,,,,,,,,,,10.0,733.0,,,,9.2,,,,,,6.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,31.6,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,733.0,,,,9.3,,,,,,9.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,28.7,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,734.0,,,,10.3,,,,,,10.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,38.6,,,,северо-западный,,,,,3.0,,,0,,,,,,,,,,10.0,734.0,,,,8.5,,,,,,9.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,43.4,,,,северо-западный,,,,10.4,2.0,,,0,,,,,,,,,,10.0,736.0,,,,6.0,,,,,,0.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,55.4,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,3.5,,,,,,0.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,78.2,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,736.0,,,,2.0,,,,,,0.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,88.4,,,0.4,западный,,,,,1.0,,,0,,,,,0,,,,,10.0,737.0,,,,0.6,,,,,,0.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,53.9,,,0.4,западный,,,,,3.0,,,0,,,,,,,,,,10.0,738.0,,,,5.5,,,,,,1.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,32.7,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,738.0,,,,8.8,,,,,,2.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,24.0,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,737.0,,,,11.7,,,,,,2.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,10.0,,,,,,,,,,,,,27.4,,,,юго-западный,,,,,3.0,,,0,,,,,,,,,,10.0,737.0,,,,11.8,,,,,,9.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,34.9,,,,южный,,,,12.3,1.0,,,0,,,,,,,,,,10.0,736.0,,,,10.2,,,,,,9.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,46.4,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,735.0,,,,8.0,,,,,,0.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,48.3,,,,южный,,,,,4.0,,,,,,,,,,,,,10.0,733.0,,,,8.6,,,,,,2.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,49.8,,,7.9,южный,,,,,5.0,,,0,,,,,0,,,,,10.0,730.0,,,,9.9,,,,,,10.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,12.0,True,,,,,,,,,,,,47.1,,,7.9,юго-западный,,,,,7.0,,,0.3,,,,,,,,,,10.0,730.0,,,,11.8,,,,,,10.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,13.0,,,,,,,,,,,,,46.2,,,,юго-западный,,,,,8.0,,,,,,,,,,,,,10.0,730.0,,,,14.3,,,,True,,10.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,16.0,,,,,,,,,,,,,40.0,,,,юго-западный,,,,,8.0,,,,,,,,,,,,,10.0,731.0,,,,14.3,,,,True,,10.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,15.0,,,,,,,,,,,,,54.2,,,,юго-западный,,,,,7.0,,,0.3,,,,,,,,,,10.0,732.0,,,,11.0,,,,,,7.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,12.0,,,,,,,,,,,,,58.7,,,,юго-западный,,,,15.8,3.0,,,менее 0.1,,,,,,,,,,10.0,734.0,,,,10.0,,,,,,9.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,49.4,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,735.0,,,,7.2,,,,,,10.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,60.9,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,736.0,,,,4.9,,,,,,10.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,66.0,,,1.9,северо-западный,,,,,1.0,,,0,,,,,0.3,,,,,10.0,738.0,,,,2.6,,,,,,6.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,50.4,,,1.9,северный,,,,,2.0,,,0,,,,,,,,,,10.0,739.0,,,,5.6,,,,,,4.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,37.7,,,,,,,,,0.0,,,,,,,,,,,,,10.0,739.0,,,,7.5,,,,,,10.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,43.4,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,739.0,,,,7.0,,,,,,10.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,61.5,,,,,,,,,0.0,,,менее 0.1,,,,,,,,,,10.0,740.0,,,,5.5,,,,True,,10.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,True,,,,91.2,,,,северо-восточный,,,,8.3,1.0,,,6,,,,,,,,,,10.0,740.0,,,,3.0,,,,,,10.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,True,,,,92.5,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,740.0,,,,2.8,,,,,,10.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,94.5,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,740.0,,,,2.8,,,,True,,10.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,,,,,93.1,,,2.6,северо-восточный,,,,,3.0,,,10,,,,,10,,,,,10.0,740.0,,,,3.1,,,,,,10.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,,88.7,,,2.6,северо-восточный,,,,,4.0,,,4,,,,,,,,,,10.0,741.0,,,,4.0,,,,,,10.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,,,79.9,,,,северо-восточный,,,,,5.0,,,,,,,,,,,,,10.0,741.0,,,,5.7,,,,,,10.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,,68.2,,,,восточный,,,,,4.0,,,,,,,,,,,,,10.0,741.0,,,,7.9,,,,,,10.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,,,,,59.8,,,,восточный,,,,,4.0,,,0,,,,,,,,,,10.0,741.0,,,,9.1,,,,,,2.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,,72.9,,,,юго-восточный,,,,9.3,1.0,,,0,,,,,,,,,,10.0,741.0,,,,6.1,,,,,,0.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,,83.7,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,741.0,,,,3.6,,,,,,0.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,86.1,,,,северо-восточный,,,,,2.0,,,,,,,,,,,,,10.0,741.0,,,,3.2,,,,,,0.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,,,,,83.1,,,3.0,северо-восточный,,,,,5.0,,,0,,,,,0,,,,,10.0,742.0,,,,3.8,,,,,,10.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,,,61.9,,,3.0,восточный,,,,,6.0,,,0,,,,,,,,,,10.0,742.0,,,,7.1,,,,,,10.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,,57.3,,,,восточный,,,,,6.0,,,,,,,,,,,,,10.0,741.0,,,,10.7,,,,,,9.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,51.1,,,,восточный,,,,,5.0,,,,,,,,,,,,,10.0,741.0,,,,14.8,,,,,,10.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,,,,55.7,,,,восточный,,,,,4.0,,,0,,,,,,,,,,10.0,740.0,,,,15.3,,,,,,7.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,,73.9,,,,восточный,,,,15.7,3.0,,,0,,,,,,,,,,10.0,740.0,,,,11.9,,,,,,4.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,,83.3,,,,восточный,,,,,3.0,,,,,,,,,,,,,10.0,740.0,,,,10.1,,,,,,10.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,,82.8,,,,восточный,,,,,3.0,,,,,,,,,,,,,,739.0,,,,10.6,,,,,,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,,,,80.6,,,10.0,восточный,,,,,2.0,,,0,,,,,0,,,,,10.0,739.0,,,,10.9,,,,,,9.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,,59.5,,,10.0,юго-восточный,,,,,3.0,,,0,,,,,,,,,,10.0,739.0,,,,16.2,,,,,,9.0,
