timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,,10,748,,,17.3,,76.3,,,,северный,4,,,1,,,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,,10,747,,,12.1,,96.8,,,,,0,,,0,,,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,0,,,,0,,True,,,4,748,,,11.3,,98.7,10.8,,,,0,,,0,,,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,,,,10,748,,,18.6,,76.1,,,,северо-восточный,2,,,1,,,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,,10,748,,,23.5,,48.4,,,,северо-западный,5,,,1,,,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,,10,747,,,25.3,,38.3,,,,западный,6,,,2,,,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,747,,,24.3,,39.1,,,,северо-западный,0,,26.0,1,,,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,,,,10,747,,,15.2,,79.6,,,,,0,,,0,,,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,13.0,,88.2,,,,,0,,,0,,,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,11.4,,94.8,,,,,0,,,0,,,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,11.3,,95.5,9.4,,,юго-западный,2,,,2,,,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,22.2,,54.9,,,,юго-западный,7,,,3,,,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,27.1,,35.4,,,,юго-западный,7,,,4,,,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,,10,741,,,28.1,,30.6,,,,юго-западный,10,,,5,,,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,741,,,24.1,,49.9,,,,северо-западный,10,,28.3,3,,,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,19.1,,66.4,,True,,,10,,,0,,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,16.2,,79.2,,True,,южный,6,,,1,,,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,14.1,,86.6,,,,,6,,,0,,,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,10,743,,,12.8,,93.0,12.4,,,,7,,,0,,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,21.0,,61.4,,,,,9,,,0,,,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,,10,743,,,25.4,,41.3,,,,западный,9,,,3,,,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,26.8,,35.3,,,,западный,9,,,3,,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,741,,,26.6,,42.7,,,,юго-западный,4,,27.5,2,,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,22.0,,59.3,,,,южный,2,,,2,,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,21.9,,58.5,,,,южный,0,,,2,,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,20.8,,61.4,,,,южный,0,,,3,,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,19.2,,66.4,19.2,,,южный,2,,,2,,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,10,736,,,23.5,,49.7,19.0,,,южный,6,,,4,,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,10,736,,,28.4,,36.2,,,,южный,7,,,3,,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,True,16.0,,,,,,,,,,,2,736,,,18.6,,86.5,,,,западный,10,,,2,,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,3,,,,,,,,,10,735,,,23.5,,48.1,,True,,юго-западный,7,,30.3,3,,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,737,,,20.1,,67.5,,,,западный,7,,,2,,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,14.2,,78.9,,,,западный,9,,,2,,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,True,,4,739,,,11.9,,85.2,,,,северо-западный,10,,,2,,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,0.5,,,True,3,,,,,10,740,,,10.8,,91.1,10.8,,,западный,10,,,2,,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,13.2,,71.7,,,,западный,6,,,3,,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,True,,10,742,,,11.9,,74.4,,,,западный,9,,,2,,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,741,,,15.4,,45.2,,True,,западный,7,,,3,,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,0.3,,,,,,,,,10,742,,,13.8,,45.7,,True,,западный,6,,16.2,3,,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,10.5,,54.0,,,,южный,10,,,2,,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,True,,10,743,,,8.7,,80.9,,,,юго-западный,10,,,3,,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,10.0,,,,,,,,,,,10,743,,,8.4,,78.1,,True,,юго-западный,10,,,6,,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,10.0,,0.4,,,,0.7,,,,,10,744,,,7.6,,85.9,7.5,True,,юго-западный,10,,,4,,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,10,745,,,8.5,,83.1,,,,юго-западный,10,,,5,,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,11.0,,,,,,,,,,,10,745,,,10.9,,67.4,,,,юго-западный,10,,,5,,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,12.0,,,,,True,,,,,,10,746,,,10.4,,75.7,,,,юго-западный,10,,,5,,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,2,,,True,,,,,,10,746,,,10.1,,78.3,,,,юго-западный,10,,11.2,3,,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,6.7,,88.9,,,,южный,0,,,1,,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,7.9,,84.8,,,,южный,10,,,1,,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,7.4,,87.7,,,,юго-западный,7,,,2,,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,0,,,,2,,True,,,4,745,,,5.2,,92.6,5.2,,,южный,2,,,1,,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,10.8,,75.8,4.9,,,южный,4,,,1,,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,745,,,12.9,,55.5,,,,юго-западный,9,,,2,,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,744,,,12.4,,54.2,,,,юго-западный,10,,,2,,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,744,,,12.1,,59.7,,,,,10,,13.1,0,,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,8.1,,86.6,,,,,10,,,0,,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,7.9,,92.8,,,,,10,,,0,,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,6.2,,94.0,,,,юго-восточный,7,,,1,,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,3.7,,95.9,3.7,,,,6,,,0,,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,11.3,,67.9,3.7,,,южный,9,,,2,,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,745,,,14.0,,51.6,,,,южный,7,,,2,,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,745,,,13.9,,50.9,,True,,южный,7,,,2,,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,0.9,,,,,,,,,10,746,,,13.0,,50.6,,True,,юго-восточный,9,,14.7,1,,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,9.1,,73.4,,,,юго-восточный,7,,,1,,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,9.1,,71.4,,,,юго-восточный,9,,,1,,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,True,,10,744,,,8.1,,85.4,,,,восточный,10,,,1,,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,3,,,True,4,,,,,10,744,,,7.8,,94.7,7.7,,,юго-восточный,10,,,3,,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,True,,10,743,,,9.1,,93.5,,,,юго-восточный,10,,,3,,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,11.0,,,,,,,,,True,,10,744,,,8.9,,86.7,,,,южный,9,,,3,,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,True,,,,,,10,745,,,11.4,,65.2,,,,юго-западный,9,,,5,,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,3,,,,,,,,,10,745,,,10.3,,74.1,,True,,юго-западный,10,,11.9,3,,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,True,,,,,,10,746,,,8.6,,86.0,,,,южный,7,,,1,,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,8.8,,88.5,,True,,юго-западный,10,,,2,,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,True,,10,747,,,8.8,,92.8,,,,юго-западный,10,,,3,,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,0.1,,,,3,,,,,10,747,,,8.5,,92.8,8.4,True,,юго-западный,10,,,2,,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,748,,,9.4,,87.3,,,,юго-западный,10,,,4,,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,True,,10,748,,,10.1,,85.0,,,,западный,10,,,1,,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,748,,,12.8,,70.6,,True,,западный,9,,,2,,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,0.5,,,,,,,,,10,749,,,12.0,,72.4,,True,,юго-западный,9,,14.4,3,,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,749,,,6.8,,95.3,,,,,2,,,0,,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,749,,,8.2,,97.3,,,,западный,7,,,1,,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,749,,,6.2,,97.3,,,,южный,6,,,1,,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,0,,,,0.5,,,,,1,750,,,5.6,,98.6,5.6,,True,западный,4,,,1,,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,,,1,751,,,7.4,,98.6,,,True,западный,6,,,1,,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,13.1,,70.7,,True,,западный,7,,,2,,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,True,,,,,,10,751,,,10.2,,88.6,,,,западный,10,,,2,,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,2,,,,,,,,,10,751,,,13.0,,74.1,,True,,западный,7,,15.6,1,,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,752,,,8.0,,92.8,,,,,4,,,0,,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,5.3,,97.9,,,,западный,4,,,1,,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,6.8,,98.0,,,,,10,,,0,,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,0,,,,2,,,,,10,753,,,7.4,,98.0,4.4,,,юго-западный,7,,,1,,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,754,,,12.4,,81.9,,,,западный,9,,,1,,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,15.3,,60.5,,,,северный,7,,,2,,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.5,,38.7,,True,,западный,7,,,1,,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,754,,,15.7,,57.7,,True,,северо-восточный,6,,18.2,1,,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,754,,,8.2,,94.1,,,,,2,,,0,,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,6.5,,97.3,,,,,0,,,0,,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,4.1,,97.9,,,,,0,,,0,,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,1,755,,,3.1,,97.9,2.9,,True,,0,,,0,,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,755,,,11.3,,80.7,,True,,северо-восточный,6,,,1,,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,16.0,,46.0,,True,,северо-восточный,10,,,2,,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,18.4,,39.5,,,,восточный,6,,,1,,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,752,,,16.5,,43.3,,,,северо-восточный,2,,18.4,1,,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,752,,,8.8,,77.0,,,,северо-восточный,0,,,1,,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,6.2,,90.7,,,,северо-восточный,0,,,1,,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,4.4,,95.2,,,,,0,,,0,,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,751,,,3.8,,96.5,3.2,,,северный,4,,,1,,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,751,,,10.8,,65.5,,,,северо-восточный,2,,,2,,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,18.0,,35.7,,,,северо-восточный,4,,,2,,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,750,,,19.8,,28.1,,,,северо-восточный,6,,,2,,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,750,,,17.9,,36.2,,,,северо-восточный,2,,20.3,1,,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,750,,,8.8,,73.4,,,,,0,,,0,,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,5.8,,90.7,,,,,0,,,0,,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,749,,,5.1,,92.6,,,,,0,,,0,,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,749,,,3.2,,96.5,2.9,,,,0,,,0,,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,749,,,10.9,,73.2,,,,северо-восточный,6,,,2,,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,748,,,18.1,,46.0,,,,северо-восточный,10,,,2,,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,747,,,21.4,,31.0,,,,северо-восточный,7,,,1,,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,746,,,18.8,,41.6,,,,северный,7,,21.7,1,,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,9.9,,74.1,,,,,2,,,0,,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,6.6,,89.5,,,,,0,,,0,,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,744,,,4.8,,95.9,,,,,0,,,0,,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,2.8,,97.9,2.8,,,,7,,,0,,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,13.2,,72.2,,,,,7,,,0,,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,17.7,,54.4,,,,северный,10,,,1,,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,19.1,,45.0,,,,северо-восточный,9,,,1,,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,741,,,17.2,,54.3,,,,северо-восточный,9,,20.1,1,,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,11.0,,72.7,,,,,7,,,0,,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,11.5,,72.3,,,,восточный,7,,,1,,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.0,,70.2,,,,юго-западный,7,,,1,,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,736,,,13.3,,67.0,9.8,,,юго-восточный,7,,,2,,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,737,,,16.7,,51.3,,,,южный,10,,,2,,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,11.0,,,,,,,,,,,10,737,,,21.4,,39.6,,,,юго-западный,9,,,3,,,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,True,,,,,,10,738,,,15.6,,74.1,,,,западный,10,,,1,,,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,2,,,True,,,,,,10,737,,,14.0,,93.7,,,,северный,10,,22.0,1,,,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,True,,10,737,,,12.8,,94.9,,,,северо-восточный,10,,,1,,,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,11.8,,98.0,,True,,,10,,,0,,,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,True,,,,,,10,738,,,12.0,,97.4,,,,западный,7,,,1,,,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,0.5,,,,2,,,,,10,739,,,9.1,,98.0,9.1,True,,,7,,,0,,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,739,,,14.4,,75.9,,,,юго-восточный,9,,,1,,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,738,,,18.9,,44.6,,,,юго-восточный,9,,,3,,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,10,736,,,20.9,,50.7,,,,юго-восточный,10,,,2,,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,14.0,,менее 0.1,,,,,,,,,10,737,,,14.6,,71.0,,True,,юго-западный,10,,21.9,5,,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,,,,,,,,4,739,True,,12.7,,89.4,,,,юго-западный,10,,,3,,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,10.8,,96.1,,True,,южный,0,,,1,,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,10.1,,90.4,,,,юго-восточный,2,,,1,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,3,,,,3,,,,,10,740,,,9.8,,72.5,9.6,,,южный,2,,,1,,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,11.9,,62.6,9.0,,,южный,9,,,2,,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,13.0,,,,,,,,,,,10,742,,,11.9,,76.0,,,,юго-западный,10,,,6,,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,14.0,,,,,,,,,,,10,743,,,15.2,,53.4,,True,,юго-западный,7,,,5,,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,15.0,,3,,,,,,,,,10,745,,,11.6,,78.0,,True,,юго-западный,6,,15.2,3,,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,747,,,9.0,,85.5,,,,юго-западный,0,,,3,,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,748,,,9.2,,84.9,,,,южный,7,,,4,,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,748,,,9.7,,79.9,,,,юго-западный,10,,,4,,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,0.7,,,True,3,,,,,10,749,,,9.5,,88.5,8.6,,,южный,10,,,3,,,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,750,,,11.3,,86.3,,,,юго-западный,9,,,4,,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,11.0,,,,,,,,,,,10,751,,,15.0,,63.8,,,,юго-западный,7,,,6,,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,13.0,,,,,,,,,,,10,751,,,15.7,,52.4,,,,юго-западный,9,,,5,,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,751,,,15.1,,56.0,,,,юго-западный,9,,16.9,2,,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,12.6,,68.2,,,,южный,7,,,1,,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,11.6,,67.1,,,,южный,6,,,3,,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,9.2,,75.5,,,,южный,0,,,1,,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,751,,,8.7,,75.4,8.7,,,юго-восточный,6,,,1,,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,751,,,12.7,,63.7,8.0,,,южный,4,,,1,,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,,10,750,,,19.3,,47.6,,,,юго-восточный,4,,,2,,,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,,,10,748,,,21.3,,35.9,,,,южный,5,,,2,,,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,748,,,17.7,,51.2,,,,северо-восточный,4,,21.5,1,,,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,747,,,9.6,,79.9,,,,,0,,,0,,,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,7.8,,87.2,,,,,0,,,0,,,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,5.2,,96.6,,,,,0,,,0,,,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,5.0,,98.6,4.9,,,юго-восточный,0,,,1,,,,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,13.7,,70.8,,,,юго-восточный,0,,,1,,,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,,,20,743,,,21.1,,38.4,,,,юго-восточный,0,,,3,,,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,,,20,741,,,24.7,,22.0,,,,южный,1,,,3,,,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,0,,,,,,,,,10,741,,,22.0,,27.1,,,,юго-восточный,2,,24.8,1,,,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,15.2,,47.8,,,,,0,,,0,,,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,15.9,,54.7,,,,юго-восточный,0,,,3,,,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.2,,47.4,,,,южный,2,,,2,,,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,11.0,,0,,,,0,,,,,10,742,,,11.3,,58.7,11.3,,,юго-западный,10,,,3,,,,
