timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1598346000,"Вторник, 25 августа
09:00 (UTC)",,8.0,,,,,,,,,,,60.1,,,,западный,,,,3,,,,,,,,,,,,20.0,742,,,20.6,,,,7.0,
1598356800,"Вторник, 25 августа
12:00 (UTC)",,8.0,,,,,,,,,,,55.3,,,,западный,,,,3,,,,,,,,,,,,20.0,743,,,20.9,,,,6.0,
1598367600,"Вторник, 25 августа
15:00 (UTC)",,9.0,,,,,,,,,,,58.4,,,,западный,,,21.3,1,,,,0,,,,,,,,20.0,744,,,20.1,,,,0.0,
1598378400,"Вторник, 25 августа
18:00 (UTC)",,2.0,,,,,,,,,,,88.2,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,745,,,13.0,,,,0.0,
1598389200,"Вторник, 25 августа
21:00 (UTC)",,1.0,,,,,,,,,,,90.5,,,,,,,,0,,,,,,,,,,,,20.0,745,,,12.1,,,,2.0,
1598400000,"Среда, 26 августа
00:00 (UTC)",,1.0,,,,,,,,,,,91.7,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,746,,,11.6,,,,0.0,
1598410800,"Среда, 26 августа
03:00 (UTC)",,1.0,,,,,,,,,,,92.4,,,10.1,,,,,0,,,,0,,,0,,,,,20.0,746,,,12.6,,,,2.0,
1598421600,"Среда, 26 августа
06:00 (UTC)",,3.0,,,,,,,,,,,56.7,,,,южный,,,,1,,,,,,,,,,,,20.0,746,,,20.7,,,,6.0,
1598432400,"Среда, 26 августа
09:00 (UTC)",,5.0,,,,,,,,,,,47.6,,,,южный,,,,2,,,,,,,,,,,,20.0,745,,,22.8,,,,9.0,
1598443200,"Среда, 26 августа
12:00 (UTC)",,6.0,,,,,,,,,,,55.2,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,744,,,22.1,,,,9.0,
1598454000,"Среда, 26 августа
15:00 (UTC)",,7.0,,,,,,,,,,,60.2,,,,юго-восточный,,,23.8,2,,,,0,,,,,,,,20.0,742,,,20.8,,,,10.0,
1598464800,"Среда, 26 августа
18:00 (UTC)",,7.0,,,,,,,,,,,70.4,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,741,,,18.8,,,,7.0,
1598475600,"Среда, 26 августа
21:00 (UTC)",,8.0,,,,,,,,,,,72.3,,,,южный,,,,3,,,,,,,,,,,,20.0,740,,,18.9,,,,4.0,
1598486400,"Четверг, 27 августа
00:00 (UTC)",,9.0,,,,,,,,,,,74.9,,,,южный,,,,4,,,,,,,,,,,,20.0,739,,,17.6,,,,5.0,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,7.0,,,,,,,,,,,66.8,,,16.4,юго-западный,,,,3,,,,0,,,0,,,,,20.0,739,,,16.9,,,,2.0,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,9.0,,,,,,,,,,,67.5,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,740,,,18.1,,,,9.0,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,8.0,,,,,,,,,,,74.3,,,,западный,,,,3,,,,,,,,,True,,,20.0,742,,,17.0,,,,10.0,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,7.0,,,,,,,,,,,63.3,,,,западный,,,,2,,,,,,,,,,,,20.0,743,,,18.7,,,True,9.0,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,5.0,,,,,,,,,,,64.5,,,,юго-западный,,,20.3,1,,,,менее 0.1,,,,,,,,20.0,743,,,18.3,,,,10.0,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,2.0,,,,,,,,,,,88.7,,,,,,,,0,,,,,,,,,,,,20.0,744,,,11.8,,,,10.0,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,1.0,,,,,,,,,,,92.3,,,,,,,,0,,,,,,,,,,,,20.0,744,,,10.8,,,,6.0,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,1.0,,,,,,,,,,,92.3,,,,восточный,,,,1,,,,,,,,,,,,20.0,744,,,11.2,,,,10.0,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,4.0,,,,,,,,,,,91.7,,,9.7,восточный,,,,2,,,,0,,,менее 0.1,,,,,20.0,744,,,11.9,,,,10.0,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,5.0,,,,,,,,,,,83.8,,,,восточный,,,,2,,,,,,,,,,,,20.0,744,,,14.4,,,True,10.0,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,7.0,,,,,,,,,,,74.6,,,,восточный,,,,3,,,,,,,,,,,,20.0,742,,,18.5,,,True,10.0,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,7.0,,,,,,,,,,,73.7,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,742,,,19.2,,,,10.0,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,5.0,,,,,,,,,,,78.5,,,,северо-восточный,,,19.6,2,,,,2,,,,,,,,20.0,742,,,18.2,,,,7.0,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,5.0,,,,,,,,,,,84.1,,,,восточный,,,,1,,,,,,,,,,,,20.0,741,,,16.5,,,,10.0,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,4.0,,,,,,,,,,,88.5,,,,,,,,0,,,,,,,,,,,,20.0,741,,,15.8,,,True,7.0,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,6.0,,,,,,,,,,,92.5,,,,северо-восточный,,,,1,,,,,,,,,,,,20.0,741,,,14.6,,,,6.0,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,3.0,,,,,,,,,,,91.9,,,13.3,восточный,,,,1,,,,0.1,,,2,,,,,20.0,741,,,14.3,,,,7.0,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,6.0,,,,,,,,,,,79.6,,,,южный,,,,2,,,,,,,,,,,,20.0,741,,,18.5,,,,10.0,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,5.0,,,,,,,,,,,76.2,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,742,,,19.3,,,,10.0,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,4.0,,,,,,,,,,,77.6,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,743,,,18.9,,,,10.0,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,4.0,,,,,,,,,,,83.2,,,,юго-восточный,,,19.9,1,,,,0,,,,,,,,20.0,743,,,18.5,,,,7.0,
1598724000,"Суббота, 29 августа
18:00 (UTC)",True,6.0,,,,,,,,,,,89.6,,,,западный,,,,1,,,,,,,,,,,,4.0,744,,,15.9,,,,10.0,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,4.0,,,,,,True,,,,,92.5,,,,,,,,0,,,,,,,,,,,,10.0,744,,,14.0,,,,4.0,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,4.0,,,,,,,,,,,93.1,,,,юго-западный,,,,1,,,,,,,,,,True,,1.0,745,,,13.9,,,,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,5.0,,,,,,,,,,,92.5,,,12.4,западный,,,,1,,,,3,,,3,True,,,,4.0,746,,,14.3,,,,10.0,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,6.0,,,,,,,,,,,82.4,,,,западный,,,,2,,,,,,,,,,,,20.0,746,,,15.9,,,True,10.0,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,8.0,,,,,,,,,,,69.4,,,,западный,,,,2,,,,,,,,,,,,20.0,747,,,16.3,,,,10.0,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,7.0,,,,,,,,,,,60.8,,,,западный,,,,2,,,,,,,,,,,,20.0,747,,,16.8,,,,9.0,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,6.0,,,,,,,,,,,76.0,,,,,,,17.5,0,,,,0,,,,,,,,20.0,747,,,15.1,,,,10.0,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,5.0,True,,,,,,,,,,85.5,,,,юго-западный,,,,1,,,,,,,,,,,,10.0,746,,,14.3,,,,10.0,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,6.0,,,,,,,,,,,87.2,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,746,,,14.8,,,True,10.0,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,5.0,,,,,,,,,,,85.0,,,,западный,,,,2,,,,,,,,,,,,20.0,746,,,15.4,,,True,10.0,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,5.0,,,,,,,,,,,87.8,,,14.3,западный,,,,1,,,,0.5,,,0.5,,,,,20.0,746,,,14.9,,,,10.0,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,5.0,,,,,,,,,,,85.6,,,,западный,,,,1,,,,,,,,,True,,,10.0,746,,,15.6,,,,10.0,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,5.0,,,,,,,,,,,78.8,,,,западный,,,,1,,,,,,,,,,,,20.0,747,,,17.1,,,True,10.0,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,4.0,,,,,,,,,,,75.9,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,746,,,17.5,,,True,10.0,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,3.0,,,,,,,,,,,88.5,,,,юго-восточный,,,18.2,1,,,,2,,,,,,,,4.0,745,True,,16.0,,,,10.0,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,4.0,,,,,,,,,,,90.2,,,,юго-восточный,,,,1,,,,,,,,,True,,,4.0,744,,,15.3,,,,10.0,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,5.0,,,,,,,,,,,92.6,,,,юго-восточный,,,,1,,,,,,,,,,,,10.0,743,,,15.5,,,True,10.0,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,4.0,,,,,,,,,,,92.6,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,742,,,15.9,,,True,0.0,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,5.0,,,,,,,,,,,90.8,,,14.8,юго-западный,,,,1,,,,7,,,8,,,,,20.0,741,,,15.7,,,,7.0,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,5.0,,,,,,,,,,,85.8,,,,юго-западный,,,,1,,,,,,,,,True,,,20.0,741,,,17.1,,,,10.0,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,7.0,,,,,,,,,,,68.6,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,741,,,21.3,,,True,9.0,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,7.0,,,,,,,,,,,65.8,,,,западный,,,,2,,,,,,,,,,,,20.0,741,,,22.2,,,,6.0,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,6.0,,,,,,,,,,,73.1,,,,юго-западный,,,22.3,1,,,,менее 0.1,,,,,,,,20.0,741,,,20.8,,,,7.0,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,10.0,,,,,,,,,,,88.4,,,,северо-западный,,,,1,,,,,,,,,True,,,20.0,743,,,14.8,,,,7.0,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,6.0,,,,,,,,,,,86.3,,,,северо-западный,,,,3,,,,,,,,,,,,20.0,746,,,11.3,,,True,10.0,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,9.0,,,,,,,,,,,85.7,,,,северный,,,,2,,,,,,,,,,,,20.0,749,,,10.7,,,,10.0,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,10.0,,,,,,,,,,,84.4,,,9.4,северный,,,,2,,,,2,,,2,,,,,20.0,752,,,9.4,,,,10.0,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,9.0,,,,,,,,,,,61.9,,,8.9,северо-восточный,,,,4,,,,,,,,,,,,20.0,755,,,10.8,,,,4.0,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,49.1,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,757,,,14.0,,,,1.0,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,7.0,,,,,,,,,,,47.5,,,,северный,,,,3,,,,,,,,,,,,20.0,757,,,15.5,,,,7.0,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,6.0,,,,,,,,,,,57.3,,,,северо-западный,,,15.7,1,,,,0,,,,,,,,20.0,758,,,13.8,,,,2.0,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,4.0,,,,,,,,,,,80.4,,,,,,,,0,,,,,,,,,,,,20.0,759,,,9.6,,,,0.0,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,3.0,,,,,,,,,,,84.9,,,,,,,,0,,,,,,,,,,,,20.0,759,,,8.6,,,,0.0,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,1.0,,,,,,,,,,,89.4,,,,,,,,0,,,,,,,,,,,,20.0,760,,,5.3,,,,0.0,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,1.0,,,,,,,,,,,91.4,,,5.2,северо-западный,,,,1,,,,0,,,0,,,,,20.0,760,,,7.1,,,,1.0,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,5.0,,,,,,,,,,,60.2,,,,северный,,,,2,,,,,,,,,,,,20.0,761,,,12.6,,,,2.0,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,6.0,,,,,,,,,,,42.5,,,,северный,,,,2,,,,,,,,,,,,20.0,761,,,14.6,,,,7.0,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,7.0,,,,,,,,,,,38.6,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,761,,,16.0,,,,7.0,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,4.0,,,,,,,,,,,45.1,,,,северный,,,16.3,1,,,,0,,,,,,,,20.0,760,,,15.0,,,,5.0,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,2.0,,,,,,,,,,,87.7,,,,,,,,0,,,,,,,,,,,,20.0,760,,,6.8,,,,2.0,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,1.0,,,,,,,,,,,90.1,,,,,,,,0,,,,,,,,,,,,20.0,760,,,6.0,,,,6.0,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,1.0,,,,,,,,,,,91.3,,,,,,,,0,,,,,,,,,,,,20.0,761,,,5.7,,,,6.0,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,2.0,,,,,,,,,,,92.0,,,4.6,,,,,0,,,,0,,,0,,,,,20.0,761,,,6.5,,,,7.0,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,2.0,,,,,,,,,,,65.8,,,,,,,,0,,,,,,,,,,,,20.0,761,,,12.2,,,,7.0,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,3.0,,,,,,,,,,,47.2,,,,западный,,,,2,,,,,,,,,,,,20.0,760,,,15.6,,,,7.0,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,5.0,,,,,,,,,,,42.5,,,,южный,,,,1,,,,,,,,,,,,20.0,758,,,17.6,,,,7.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,4.0,,,,,,,,,,,69.8,,,,,,,17.9,0,,,,0,,,,,,,,20.0,757,,,13.3,,,,4.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,0.0,,,,,,,,,,,90.2,,,,,,,,0,,,,,,,,,,,,20.0,757,,,7.6,,,,2.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,1.0,,,,,,,,,,,89.5,,,,,,,,0,,,,,,,,,,,,20.0,757,,,6.2,,,,0.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,1.0,,,,,,,,,,,91.9,,,,,,,,0,,,,,,,,,,,,20.0,757,,,4.9,,,,0.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,1.0,,,,,,,,,,,92.7,,,4.2,,,,,0,,,,0,,,0,,,,,20.0,757,,,7.1,,,,0.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,2.0,,,,,,,,,,,51.3,,,,южный,,,,1,,,,,,,,,,,,20.0,757,,,15.5,,,,1.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,5.0,,,,,,,,,,,40.7,,,,южный,,,,2,,,,,,,,,,,,20.0,756,,,18.5,,,,1.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,5.0,,,,,,,,,,,33.0,,,,южный,,,,2,,,,,,,,,,,,20.0,755,,,19.6,,,,4.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,4.0,,,,,,,,,,,67.8,,,,,,,19.9,0,,,,0,,,,,,,,20.0,755,,,13.0,,,,6.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,1.0,,,,,,,,,,,89.0,,,,,,,,0,,,,,,,,,,,,20.0,754,,,8.2,,,,1.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,1.0,,,,,,,,,,,90.2,,,,,,,,0,,,,,,,,,,,,20.0,754,,,7.2,,,,1.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,0.0,,,,,,,,,,,91.4,,,,,,,,0,,,,,,,,,,,,20.0,755,,,6.5,,,,10.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,1.0,,,,,,,,,,,92.1,,,5.7,,,,,0,,,,0,,,0,,,,,20.0,754,,,7.3,,,,10.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,4.0,,,,,,,,,,,53.1,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,754,,,16.8,,,,6.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,6.0,,,,,,,,,,,40.5,,,,южный,,,,2,,,,,,,,,,,,20.0,754,,,19.7,,,,7.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,6.0,,,,,,,,,,,36.6,,,,западный,,,,1,,,,,,,,,,,,20.0,753,,,21.0,,,,4.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,5.0,,,,,,,,,,,61.9,,,,,,,21.0,0,,,,0,,,,,,,,20.0,752,,,16.0,,,,2.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,1.0,,,,,,,,,,,88.5,,,,,,,,0,,,,,,,,,,,,20.0,753,,,9.4,,,,0.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,1.0,,,,,,,,,,,90.2,,,,,,,,0,,,,,,,,,,,,20.0,753,,,7.9,,,,0.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,1.0,,,,,,,,,,,92.1,,,,,,,,0,,,,,,,,,,,,20.0,753,,,6.8,,,,0.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,1.0,,,,,,,,,,,92.2,,,6.0,,,,,0,,,,0,,,0,,,,,20.0,753,,,8.6,,,,7.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,2.0,,,,,,,,,,,53.1,,,,южный,,,,1,,,,,,,,,,,,20.0,753,,,18.0,,,,7.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,5.0,,,,,,,,,,,35.3,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,752,,,21.6,,,,7.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,6.0,,,,,,,,,,,29.8,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,752,,,23.2,,,,4.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,5.0,,,,,,,,,,,61.7,,,,юго-восточный,,,23.6,1,,,,0,,,,,,,,20.0,752,,,16.8,,,,2.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,2.0,,,,,,,,,,,73.3,,,,южный,,,,1,,,,,,,,,,,,20.0,752,,,13.9,,,,6.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,2.0,,,,,,,,,,,80.3,,,,,,,,0,,,,,,,,,,,,20.0,751,,,12.7,,,,7.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,2.0,,,,,,,,,,,85.2,,,,,,,,0,,,,,,,,,,,,20.0,751,,,11.3,,,,7.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,1.0,,,,,,,,,,,91.6,,,9.6,,,,,0,,,,0,,,0,,,,,20.0,751,,,10.2,,,,9.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,3.0,,,,,,,,,,,69.2,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,751,,,17.6,,,,7.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,4.0,,,,,,,,,,,41.1,,,,южный,,,,1,,,,,,,,,,,,20.0,750,,,23.9,,,,10.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,5.0,,,,,,,,,,,42.7,,,,южный,,,,1,,,,,,,,,,,,20.0,749,,,22.7,,,,9.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,4.0,,,,,,,,,,,59.1,,,,юго-восточный,,,24.9,1,,,,0,,,,,,,,20.0,748,,,19.7,,,,10.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,4.0,,,,,,,,,,,61.7,,,,южный,,,,1,,,,,,,,,,,,20.0,747,,,16.8,,,,10.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,6.0,,,,,,,,,,,58.7,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,745,,,16.3,,,,10.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,6.0,,,,,,,,,,,55.1,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,743,,,15.9,,,,9.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,6.0,,,,,,,,,,,60.0,,,14.8,юго-восточный,,,,2,,,,0,,,0,,,,,20.0,741,,,14.9,,,,10.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,10.0,,,,True,,,,,,,74.4,,,13.7,юго-восточный,,,,4,,,,,,,,,,,,20.0,740,,,14.6,,,,10.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,68.4,,,,южный,,,,3,,,,,,,,,,,,20.0,739,,,15.6,,,,10.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,11.0,,,,,,,,,,,60.3,,,,южный,,,,4,,,,,,,,,,,,20.0,740,,,14.8,,,,10.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,10.0,,,,,,,,,,,81.9,,,,южный,,,15.8,2,,,,0.4,,,,,,,,20.0,740,,,12.0,,,True,10.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,8.0,True,,,,,,,,,,88.1,,,,южный,,,,2,,,,,,,,,,,,10.0,740,,,11.3,,,,10.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,6.0,,,,,,,,,,,82.9,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,740,,,11.6,,,True,10.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,6.0,True,,,,,,,,,,86.3,,,,юго-западный,,,,1,,,,,,,,,,,,10.0,740,,,11.2,,,,10.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,5.0,,,,,,,,,,,85.7,,,10.9,юго-западный,,,,2,,,,0.2,,,0.6,,,,,20.0,741,,,11.2,,,True,10.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,7.0,,,,,,,,,,,76.5,,,,западный,,,,2,,,,,,,,,,,,20.0,742,,,11.7,,,True,9.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,7.0,,,,,,,,,,,64.9,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,742,,,14.3,,,,7.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,7.0,,,,,,,,,,,58.9,,,,южный,,,,2,,,,,,,,,,,,20.0,742,,,15.7,,,,9.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,6.0,,,,,,,,,,,67.2,,,,южный,,,16.9,3,,,,0,,,,,,,,20.0,740,,,14.6,,,,10.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,7.0,True,,,,,,,,,,78.7,,,,южный,,,,2,,,,,,,,,,,,10.0,739,,,12.8,,,,10.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,9.0,,,,,,,,,,,88.1,,,,южный,,,,4,,,,,,,,,,,,4.0,737,True,,11.7,,,,10.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,9.0,,,,,,,,,,,90.5,,,,южный,,,,2,,,,,,,,,,,,4.0,735,True,,11.4,,,,10.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,7.0,,,,,,,,,,,92.4,,,11.4,юго-западный,,,,3,,,,13,,,13,,,,,10.0,734,True,,11.9,,,,10.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,8.0,,,,,,,,,,,75.7,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,735,,,13.5,,,True,7.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,11.0,,,,,,,,,,,62.7,,,,западный,,,,3,,,,,,,,,,,,20.0,736,,,13.9,,,,9.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,8.0,,,,,,,,,,,81.2,,,,юго-западный,,,,2,,,,,,,,,True,,,10.0,738,,,11.5,,,,9.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,8.0,,,,,,,,,,,88.0,,,,юго-западный,,,15.2,2,,,,1,,,,,True,,,10.0,739,,,10.5,,,,10.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,6.0,,,,,,,,,,,89.2,,,,западный,,,,2,,,,,,,,,,,,20.0,740,,,10.7,,,True,10.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,7.0,,,,,,,,,,,86.8,,,,западный,,,,3,,,,,,,,,,,,20.0,741,,,10.4,,,True,10.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,7.0,,,,,,,,True,,,89.2,,,,северо-западный,,,,1,,,,,,,,,,,,10.0,743,,,9.8,,,,10.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,8.0,,,,,,,,,,,83.2,,,9.1,западный,,,,2,,,,2,,,3,,,,,20.0,746,,,9.1,,,True,9.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,6.0,,,,,,,,,,,75.7,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,10.5,,,True,10.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,6.0,,,,,,,,,,,65.5,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,749,,,12.6,,,,7.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,6.0,,,,,,,,,,,53.3,,,,западный,,,,2,,,,,,,,,,,,20.0,750,,,14.9,,,,7.0,
