timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,25.5,,51.6,,,,южный,5.0,,,,1
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,29.2,,34.4,,,,западный,4.0,,,,3
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,27.3,,41.5,,,,юго-западный,5.0,,,29.5,2
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,23.2,,53.0,,,,южный,2.0,,,,1
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,22.9,,49.9,,,,юго-западный,7.0,,,,1
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,18.3,,70.7,,,,юго-восточный,0.0,,,,1
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,749,,,18.1,,69.8,,17.1,,юго-восточный,7.0,,,,1
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,24.2,,44.9,,,,западный,2.0,,,,3
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,29.2,,33.5,,,,юго-западный,7.0,,,,3
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,,748,,,30.1,,29.7,,,,западный,10.0,,,,3
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,27.9,,33.1,,,,юго-западный,10.0,,,30.6,2
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,23.9,,49.5,,,,западный,7.0,,,,1
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,20.7,,69.4,,,,западный,6.0,,,,2
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,17.7,,71.6,,,,северо-западный,6.0,,,,3
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,11.0,,0,,,,,0,,,10.0,,754,,,13.4,,73.2,,13.3,,северо-западный,9.0,,,,3
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,10.0,,756,,,14.4,,66.3,,,,северный,10.0,,,,3
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,17.1,,54.6,,,,северный,7.0,,,,3
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,18.3,,44.2,,,,северный,0.0,,,,3
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,760,,,16.0,,50.0,,,,северный,0.0,,,18.7,3
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,761,,,13.5,,61.3,,,,северный,0.0,,,,1
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,762,,,11.2,,70.8,,,,северный,0.0,,,,1
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,763,,,9.4,,81.5,,,,северный,0.0,,,,2
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,763,,,8.7,,84.9,,8.7,,северный,0.0,,,,1
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,764,,,14.6,,63.7,,,,,0.0,,,,0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,764,,,18.1,,43.5,,,,северо-западный,2.0,,,,2
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,763,,,18.8,,40.2,,,,северный,7.0,,,,2
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,763,,,17.5,,42.1,,,,северный,0.0,,,19.8,1
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,763,,,14.2,,51.7,,,,восточный,0.0,,,,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,764,,,11.4,,62.1,,,,восточный,0.0,,,,1
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,764,,,10.1,,68.6,,,,восточный,0.0,,,,1
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,764,,,9.4,,76.6,,7.8,,восточный,5.0,,,,1
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,764,,,15.0,,52.6,,,,восточный,5.0,,,,1
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,763,,,17.8,,41.3,,,,восточный,2.0,,,,1
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,761,,,18.5,,33.9,,,,восточный,2.0,,,,1
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,760,,,16.7,,42.2,,,,,0.0,,,19.1,0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,11.9,,70.0,,,,,0.0,,,,0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,11.4,,63.8,,,,восточный,0.0,,,,2
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,9.6,,68.1,,,,юго-восточный,0.0,,,,1
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,760,,,9.0,,69.4,,7.7,,восточный,2.0,,,,1
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,15.8,,43.1,,,,юго-восточный,2.0,,,,2
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,760,,,17.7,,45.9,,,,восточный,6.0,,,,3
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,759,,,18.8,,36.2,,,,восточный,7.0,,,,2
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,759,,,17.1,,49.3,,,,восточный,7.0,,,19.2,1
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,14.4,,57.0,,,,восточный,7.0,,,,2
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,12.4,,65.4,,,,восточный,6.0,,,,1
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,11.3,,73.8,,,,восточный,6.0,,,,2
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,758,,,10.7,,80.0,,10.6,,восточный,10.0,,,,2
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,14.4,,70.5,,,,юго-восточный,7.0,,,,2
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,19.7,,48.0,,,,южный,2.0,,,,1
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,21.4,,34.5,,,,юго-западный,2.0,,,,2
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,757,,,18.1,,47.9,,,,восточный,2.0,,,21.8,1
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,15.2,,56.4,,,,восточный,0.0,,,,1
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,14.1,,73.3,,,,восточный,0.0,,,,1
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,12.5,,79.8,,,,восточный,2.0,,,,1
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,757,,,11.8,,78.6,,11.6,,восточный,2.0,,,,1
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,17.4,,59.4,,,,юго-восточный,7.0,,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,22.1,,45.8,,,,южный,5.0,,,,2
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,24.4,,40.4,,,,южный,5.0,,,,1
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,756,,,20.7,,55.6,,,,,7.0,,,25.0,0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,15.6,,80.2,,,,,2.0,,,,0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,15.1,,76.5,,,,южный,7.0,,,,1
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,13.7,,80.5,,,,,7.0,,,,0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,756,,,12.7,,82.0,,12.6,,,7.0,,,,0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,20.8,,45.8,,,,южный,9.0,,,,1
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,24.9,,35.0,,,,южный,9.0,,,,1
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,24.8,,32.7,,,,южный,10.0,,,,1
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,21.6,,37.5,,,,восточный,10.0,,,26.4,1
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,18.6,,47.4,,,,юго-восточный,7.0,,,,2
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,18.2,,47.9,,,,юго-восточный,10.0,,,,2
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,18.6,,41.3,,,,южный,10.0,,,,2
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,1,,,,,1,,,10.0,,747,,,15.5,,72.6,,15.3,,юго-западный,10.0,,,,1
1599631200,"Среда, 9 сентября
06:00 (UTC)",True,,,,,,,,,,,,10.0,,747,,,12.8,,95.5,,12.8,,южный,10.0,,,,1
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,12.7,,85.9,,,,южный,10.0,,,,1
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,14.8,,70.5,,,,южный,7.0,,,,1
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,4,,,,,,,,10.0,,746,,,14.0,,73.8,,,,юго-восточный,7.0,,,15.6,1
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,True,,,,10.0,,746,,,12.1,,84.1,,,,западный,10.0,,,,1
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,11.1,,98.7,,,,,7.0,,,,0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,11.5,,99.3,,,,западный,7.0,,,,1
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,0.3,,,,,4,,,10.0,,747,,,9.9,,100.0,,9.2,,,6.0,,,,0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,14.4,,80.6,,,,западный,2.0,,,,2
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,16.9,,60.9,,,,юго-западный,5.0,,,,3
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,19.4,,44.2,,,,юго-западный,7.0,,,,3
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,15.7,,60.6,,,,южный,9.0,,,19.8,2
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,14.8,,68.7,,,,южный,9.0,,,,1
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,True,,10.0,,745,,,14.1,,83.8,,,,южный,10.0,,,,2
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,14.7,,79.0,,,True,южный,9.0,,,,2
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,11.0,,4,,,,,4,True,,10.0,,743,,,13.3,,95.5,,13.3,,юго-западный,10.0,,,,9
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,14.0,,87.7,,,True,юго-западный,7.0,,,,3
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,10.0,,,,,,,,True,,10.0,,745,,,14.1,,83.8,,,,южный,10.0,,,,2
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,746,,,16.5,,48.1,,,,западный,6.0,,,,4
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,11.0,,1,,,,,,,,10.0,,747,,,14.2,,57.0,,,,западный,10.0,,,17.1,4
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,,749,,,12.8,,76.1,,,,западный,10.0,,,,3
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,11.0,,,,,,,,,,10.0,,749,,,12.5,,82.5,,,,западный,10.0,,,,3
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,12.3,,80.3,,,,западный,10.0,,,,3
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,0,,,,,1,,,10.0,,752,,,11.0,,89.9,,10.9,,западный,10.0,,,,2
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,12.1,,79.7,,,,северо-западный,9.0,,,,3
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,15.6,,61.8,,,,западный,9.0,,,,4
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,17.3,,45.8,,,,западный,2.0,,,,3
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,756,,,15.5,,54.2,,,,западный,2.0,,,17.8,1
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,10.6,,92.9,,,,,0.0,,,,0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,757,,,9.6,,98.0,,,,,,,,,0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,9.0,,98.0,,,,,0.0,,,,0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,758,,,8.0,,99.3,,7.6,,юго-восточный,0.0,,,,1
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,758,,,14.8,,65.5,,,,западный,9.0,,,,2
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,17.7,,47.5,,,,юго-западный,10.0,,,,3
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,18.9,,40.0,,,,юго-западный,5.0,,,,4
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,15.9,,53.6,,,,,4.0,,,19.0,0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,13.5,,62.1,,,,,2.0,,,,0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,13.5,,60.0,,,,юго-восточный,9.0,,,,1
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,True,,,,,,,,,10.0,,747,,,12.8,,68.7,,,,южный,10.0,,,,1
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,3,,,,,3,True,,10.0,,745,,,10.7,,100.0,,10.7,,северо-западный,10.0,,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,True,,,,10.0,,745,,,11.2,,97.4,,,,западный,10.0,,,,2
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,13.1,,81.5,,,,западный,7.0,,,,3
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,13.0,,,,,,,,,,10.0,,745,,,14.8,,55.6,,,True,западный,9.0,,,,6
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,13.0,,3,,,,,,,,10.0,,746,,,12.8,,65.5,,,True,северо-западный,7.0,,,15.9,4
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,11.8,,79.7,,,True,западный,6.0,,,,3
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,10.8,,80.6,,,,западный,5.0,,,,3
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,10.4,,82.8,,,,западный,7.0,,,,3
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,0,,,,,3,,,10.0,,745,,,10.0,,85.6,,10.0,,западный,7.0,,,,4
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,10.7,,82.3,,9.9,,западный,9.0,,,,4
1600160400,"Вторник, 15 сентября
09:00 (UTC)",True,,,,,,,,,,,,10.0,,745,,,12.7,,66.8,,,,северо-западный,9.0,,,,4
1600171200,"Вторник, 15 сентября
12:00 (UTC)",True,,10.0,,,,,,,,,,10.0,,745,,,12.4,,66.8,,,,северо-западный,2.0,,,,3
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,10.0,True,1,,,,,,,,10.0,,745,,,11.1,,72.8,,,,северо-западный,9.0,,,14.2,3
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,745,,,9.7,,79.9,,,True,западный,10.0,,,,2
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,10.0,,,,,,,,,,10.0,,745,,,8.5,,92.2,,,,северо-западный,7.0,,,,2
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,8.0,,94.7,,,,северо-западный,10.0,,,,2
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,0.8,,,,,2,,,10.0,,746,,,7.5,,95.3,,7.5,,северо-западный,10.0,,,,3
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,8.2,,87.2,,,,северо-западный,10.0,,,,3
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,748,,,10.5,,75.2,,,,северо-западный,10.0,,,,3
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,749,,,11.8,,65.3,,,True,северо-западный,10.0,,,,4
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,11.0,,0,,,,,,,,10.0,,750,,,10.9,,73.2,,,,северо-западный,10.0,,,12.0,3
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,751,,,10.0,,74.1,,,,северо-западный,9.0,,,,3
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,9.2,,76.0,,,,северо-западный,9.0,,,,2
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,8.3,,80.8,,,,северо-западный,10.0,,,,3
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,752,,,7.8,,81.9,,7.7,,северо-западный,9.0,,,,2
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,8.6,,69.8,,,,северо-западный,9.0,,,,3
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,11.4,,60.8,,,,западный,6.0,,,,2
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,12.9,,56.2,,,,северо-западный,7.0,,,,2
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,751,,,10.4,,72.6,,,,восточный,10.0,,,13.7,1
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,9.5,,81.5,,,,южный,7.0,,,,1
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,9.9,,77.8,,,,юго-восточный,6.0,,,,2
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,10.2,,77.8,,,,юго-восточный,6.0,,,,2
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,745,,,10.3,,74.1,,8.6,,юго-восточный,10.0,,,,2
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,14.6,,58.7,,,,южный,10.0,,,,1
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,18.2,,36.5,,,,юго-западный,9.0,,,,2
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,744,,,20.9,,31.8,,,,юго-западный,2.0,,,,2
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,0,,,,,,,,10.0,,745,,,12.3,,79.7,,,,западный,5.0,,,21.1,2
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,10.6,,86.8,,,,юго-восточный,9.0,,,,1
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,10.2,,90.4,,,,восточный,10.0,,,,1
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,True,,10.0,,742,,,9.7,,100.0,,,,,10.0,,,,0
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,True,2,,,,,2,,,10.0,,741,,,10.2,,100.0,,9.4,,северо-западный,10.0,,,,1
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,10.4,,100.0,,,True,западный,10.0,,,,1
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,13.8,,61.8,,,,западный,7.0,,,,3
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,11.9,,70.5,,,,западный,10.0,,,,4
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,True,0.5,,,,,,,,10.0,,741,,,7.9,,93.4,,,,северо-западный,10.0,,,13.8,3
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,6.9,,96.0,,,True,северо-западный,7.0,,,,2
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,7.0,,95.3,,,,северо-западный,7.0,,,,2
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,6.8,,96.0,,,,северо-западный,10.0,,,,1
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,0.3,,,,,0.8,,,10.0,,740,,,5.4,,100.0,,5.4,,западный,10.0,,,,2
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,739,,,7.1,,94.7,,,,западный,10.0,,,,3
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,7.6,,85.9,,,True,северо-западный,10.0,,,,3
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,741,,,10.0,,61.3,,,True,северо-западный,7.0,,,,4
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,11.0,,1,,,,,,,,10.0,,742,,,7.9,,79.6,,,True,западный,7.0,,,10.2,3
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,7.1,,84.7,,,True,северо-западный,10.0,,,,3
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,6.9,,92.7,,,,западный,10.0,,,,3
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,6.5,,94.0,,,,западный,10.0,,,,3
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,0,,,,,1,,,10.0,,746,,,6.5,,84.0,,6.4,,западный,10.0,,,,3
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,10.0,,747,,,7.5,,79.6,,,,западный,10.0,,,,3
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,9.7,,65.3,,,,западный,10.0,,,,4
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,True,,,,,,,,,10.0,,744,,,8.5,,95.4,,,,западный,10.0,,,,4
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",True,,10.0,,3,,,,,,,,10.0,,744,,,8.7,,96.7,,,,западный,10.0,,,9.9,3
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,745,,,8.9,,94.7,,,True,северо-западный,7.0,,,,5
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,10.0,,,,,,,,,,10.0,,746,,,8.2,,96.7,,,,западный,7.0,,,,3
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,8.4,,92.8,,,,западный,7.0,,,,2
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,0,,,,,3,,,10.0,,747,,,8.2,,100.0,,8.1,,западный,10.0,,,,2
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,9.9,,92.9,,,,юго-западный,10.0,,,,3
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,12.3,,79.7,,,,западный,10.0,,,,4
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,745,,,15.2,,68.3,,,,западный,9.0,,,,4
