timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Ливневый дождь со снегом
1587578400,"Среда, 22 апреля
18:00 (UTC)",,13.0,,,,,,,53.0,,,северный,,,7,,,,,,,,,,,,10,747,,,-2.0,,,,,9.0,,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,49.4,,-2.3,северный,,,9,,,,0,,,,0.3,,,,10,747,,,-1.8,,,,,9.0,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,11.0,,,,,,,43.0,,,северный,,,7,,,,,,,,,,,,10,748,,,0.0,,,,,9.0,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,40.7,,,северный,,,5,,,,,,,,,,,,10,748,,,2.2,,,,,9.0,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,34.2,,,западный,,,4,,,,,,,,,,,,10,747,,,4.3,,,,,7.0,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,37.6,,,юго-западный,,5.8,4,,,,0,,,,,,,,10,747,,,5.2,,,,,2.0,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,66.5,,,восточный,,,2,,,,,,,,,,,,10,749,,,0.2,,,,,2.0,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,73.2,,,восточный,,,1,,,,,,,,,,,,10,748,,,-0.8,,,,,7.0,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,78.8,,,восточный,,,3,,,,,,,,,,,,10,747,,,-1.2,,,,,9.0,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,72.7,,-1.6,южный,,,3,,,,0,,,,0,,,,10,746,,,-0.4,,,,,9.0,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,56.7,,,юго-западный,,,4,,,,,,,,,,,,10,746,,,3.6,,,,,9.0,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,True,,,,,61.3,,,юго-западный,,,5,,,,,,,,,,,,10,746,,,4.4,,,,,10.0,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,72.5,,,северо-восточный,,,3,,,,,,,,,,,,10,746,,,4.2,,True,,,10.0,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,70.3,,,северо-восточный,,5.4,3,,,,менее 0.1,,,,,,,,10,747,,,3.8,,True,,,9.0,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,90.4,,,восточный,,,1,,,,,,,,,,,,10,749,,,1.1,,True,,,6.0,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,95.0,,,северо-восточный,,,2,,,,,,,,,,,,10,749,,,0.0,,,,,9.0,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,77.7,,,северо-восточный,,,2,,,,,,,,,,,,10,750,,,-0.8,,,,,9.0,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,80.6,,-3.1,северный,,,2,,,,менее 0.1,,,,менее 0.1,,,,10,750,,,-1.4,,,,,5.0,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,54.3,,,северо-восточный,,,3,,,,,,,,,,,,10,751,,,4.0,,,,,6.0,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,40.1,,,северный,,,5,,,,,,,,,,,,10,751,,,5.4,,,,,9.0,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,41.2,,,северо-восточный,,,4,,,,,,,,,,,,10,751,,,6.1,,,,,7.0,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,43.0,,,северо-восточный,,7.1,4,,,,0,,,,,,,,10,752,,,5.6,,,,,5.0,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,60.0,,,северо-восточный,,,4,,,,,,,,,,,,10,753,,,3.0,,,,,5.0,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,63.1,,,северо-восточный,,,4,,,,,,,,,,,,10,754,,,2.5,,,,,9.0,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,77.4,,,северо-восточный,,,6,,,,,,,,,,,,10,754,,,0.9,,,,,9.0,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,78.5,,0.0,северный,,,5,,,,0,,,,0,,,,10,754,,,0.6,,,,,5.0,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,60.1,,,северо-восточный,,,6,,,,,,,,,,,,10,755,,,5.1,,,,,6.0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,10.0,,,,,,,44.3,,,северный,,,5,,,,,,,,,,,,10,755,,,7.8,,,,,9.0,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,10.0,,,,,,,36.8,,,северный,,,5,,,,,,,,,,,,10,754,,,8.3,,,,,9.0,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,40.1,,,северо-восточный,,9.3,4,,,,0,,,,,,,,10,755,,,7.4,,,,,4.0,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,51.1,,,северо-восточный,,,2,,,,,,,,,,,,10,756,,,4.1,,,,,4.0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,64.3,,,северный,,,2,,,,,,,,,,,,10,756,,,1.2,,,,,2.0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,75.4,,,,,,0,,,,,,,,,,,,10,755,,,-0.8,,,,,6.0,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,71.8,,-1.7,,,,0,,,,0,,,,0,,,,10,755,,,0.5,,,,,6.0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,37.5,,,юго-западный,,,3,,,,,,,,,,,,10,754,,,7.6,,,,,6.0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,True,,,,66.3,,,южный,,,3,,,,,,,,,,,,10,754,,,5.9,,,,,7.0,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,52.4,,,юго-западный,,,5,,,,,,,,,,,,10,752,,,8.7,,True,,,7.0,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,13.0,,,,,,,76.1,,,южный,,10.3,2,,,,2,,,,,,,,10,752,,,6.1,,True,,,4.0,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,93.1,,,южный,,,1,,,,,,,,,True,,,6,752,,,2.8,,,,,4.0,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,95.8,,,южный,,,2,,,,,,,,,True,,,8,751,,,1.2,,,,,4.0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,95.1,,,южный,,,2,,,,,,,,,True,,,7,750,,,0.7,,,,,9.0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,95.8,,0.1,южный,,,2,,,,0,,,,2,,,,10,749,,,0.9,,,,,7.0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,59.8,,,юго-западный,,,3,,,,,,,,,,,,10,749,,,9.1,,,,,7.0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,30.6,,,юго-западный,,,5,,,,,,,,,,,,10,748,,,14.6,,,,,7.0,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,14.0,,,,,,,28.5,,,западный,,,7,,,,,,,,,,,,10,747,,,14.2,,,,,9.0,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,13.0,,,,,,,43.8,,,западный,,15.5,4,,,,менее 0.1,,,,,,,,10,747,,,11.6,,True,,,9.0,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,13.0,,,,,,,67.7,,,южный,,,2,,,,,,,,,,,,10,748,,,8.0,,,,,9.0,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,75.3,,,юго-западный,,,3,,,,,,,,,,,,10,748,,,5.0,,,,,7.0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,80.6,,,северо-западный,,,3,,,,,,,,,,,,10,748,,,3.0,,,,,4.0,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,76.8,,0.9,юго-западный,,,2,,,,0,,,,менее 0.1,,,,10,749,,,3.9,,,,,0.0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,39.9,,,западный,,,3,,,,,,,,,,,,10,750,,,11.9,,,,,2.0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,23.7,,,западный,,,5,,,,,,,,,,,,10,750,,,16.0,,,,,4.0,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,12.0,,,,,,,22.8,,,юго-западный,,,8,,,,,,,,,,,,10,749,,,18.3,,,,,4.0,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,13.0,,,,,,,28.4,,,юго-западный,,19.6,7,,,,0,,,,,,,,10,748,,,17.3,,,,,4.0,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,13.0,,,,,,,42.0,,,южный,,,3,,,,,,,,,,,,10,749,,,12.8,,,,,2.0,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,45.0,,,юго-западный,,,6,,,,,,,,,,,,10,749,,,12.5,,,,,5.0,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,11.0,,,,,,,44.4,,,западный,,,6,,,,,,,,,,,,10,749,,,12.7,,,,,6.0,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,10.0,,,,,,,40.1,,9.2,западный,,,7,,,,0,,,,0,,,,10,749,,,12.6,,,,,9.0,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,13.0,,,,,,,25.4,,,юго-западный,,,10,,,,,,,,,,,,10,749,,,18.1,,,,,9.0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,14.0,,,,,,,19.8,,,юго-западный,,,11,,,,,,,,,,,,10,748,,,21.4,,,,,9.0,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,17.0,,,,,,,19.6,,,западный,,,11,,,,,,,,,,,,10,747,,,21.0,,,,,9.0,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,15.0,,,,,,,28.9,,,юго-западный,,22.5,7,,,,0,,,,,,,,10,746,,,19.1,,,,,9.0,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,15.0,,,,,,,47.4,,,юго-западный,,,4,,,,,,,,,,,,10,747,,,11.6,,,,,6.0,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,42.4,,,юго-западный,,,6,,,,,,,,,,,,10,747,,,13.4,,,,,6.0,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,45.8,,,западный,,,6,,,,,,,,,,,,10,746,,,13.9,,,,,9.0,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,56.4,,8.0,южный,,,3,,,,0,,,,0,,,,10,746,,,8.9,,,,,5.0,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,33.5,,,южный,,,6,,,,,,,,,,,,10,746,,,18.7,,,,,7.0,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,13.0,,,,,,,26.2,,,юго-западный,,,8,,,,,,,,,,,,10,745,,,21.4,,,,,9.0,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,13.0,,,,,,,26.2,,,юго-западный,,,7,,,,,,,,,,,,10,742,,,22.1,,,,,10.0,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,31.4,,,юго-западный,,22.8,4,,,,0,,,,,,,,10,740,,,20.2,,,,,10.0,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,12.0,,,True,,,,48.6,,,юго-западный,,,4,,,,,,,,,,,,10,739,,,15.7,,,,,10.0,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,65.8,,,южный,,,4,,,,,,,,,,True,,10,737,,,14.3,,,,,10.0,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,True,,,,77.3,,,западный,,,7,,,,,,,,,,,,10,737,,,13.5,,,,,10.0,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,72.9,,11.2,западный,,,11,,,,2,,,,2,,,,10,739,,,11.9,,,,,0.0,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,15.0,,,,,,,47.1,,,западный,,,9,,,,,,,,,,,,10,741,,,16.3,,,,,5.0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,17.0,,,,,,,31.1,,,юго-западный,,,12,,,,,,,,,,,,10,741,,,20.8,,,,,5.0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,18.0,,,,,,,33.5,,,западный,,,13,,,,,,,,,,,,10,740,,,21.2,,,,,9.0,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,18.0,,,,,,,18.5,,,западный,,21.9,9,,,,0,,,,,,,,10,742,,,16.2,,,,,9.0,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,18.0,,,,,,,23.6,,,западный,,,6,,,,,,,,,,,,10,746,,,11.4,,,,,9.0,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,27.9,,,западный,,,4,,,,,,,,,,,,10,748,,,8.4,,,,,9.0,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,30.7,,,западный,,,6,,,,,,,,,,,,10,749,,,6.9,,,,,9.0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,11.0,,,,,,,37.0,,5.3,западный,,,7,,,,0,,,,0,,,,10,750,,,6.0,,,,,4.0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,12.0,,,,,,,30.1,,,западный,,,8,,,,,,,,,,,,10,751,,,9.7,,,,,4.0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,11.0,,,,,,,26.0,,,западный,,,6,,,,,,,,,,,,10,751,,,12.5,,,,,9.0,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,11.0,,,,,,,24.0,,,западный,,,7,,,,,,,,,,,,10,750,,,14.2,,,,,9.0,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,10.0,,,,,,,30.8,,,юго-западный,,14.8,7,,,,0,,,,,,,,10,749,,,12.1,,,,,10.0,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,10.0,,,,,,,39.3,,,юго-западный,,,4,,,,,,,,,,,,10,749,,,9.0,,,,,10.0,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,46.8,,,западный,,,2,,,,,,,,,,,,10,749,,,8.2,,,,,10.0,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,60.7,,,юго-восточный,,,2,,,,,,,,,,,,10,748,,,5.8,,,,,10.0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,65.5,,5.5,южный,,,1,,,,0,,,,0,,,,10,749,,,6.6,,,,,10.0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,61.7,,,северо-западный,,,1,,,,,,,,,,,,10,749,,,7.9,,,,,9.0,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,29.2,,,северо-восточный,,,7,,,,,,,,,,,,10,748,,,10.6,,,,,10.0,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,11.0,,,,,,,25.2,,,восточный,,,5,,,,,,,,,,,,10,748,,,11.7,,,,,9.0,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,27.4,,,восточный,,13.0,3,,,,0,,,,,,,,10,748,,,11.1,,,,,9.0,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,39.3,,,северный,,,1,,,,,,,,,,,,9,750,,,6.9,,,,,9.0,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,40.9,,,северо-восточный,,,1,,,,,,,,,,,,10,750,,,6.0,,,,,9.0,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,59.8,,,северный,,,1,,,,,,,,,,,,10,750,,,2.2,,,,,6.0,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,52.1,,1.6,северо-восточный,,,3,,,,0,,,,0,,,,10,751,,,3.6,,,,,5.0,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,34.6,,,восточный,,,3,,,,,,,,,,,,10,751,,,10.0,,,,,5.0,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,22.7,,,восточный,,,2,,,,,,,,,,,,10,751,,,13.5,,,,,4.0,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,19.8,,,юго-западный,,,1,,,,,,,,,,,,10,750,,,14.8,,,,,7.0,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,24.6,,,восточный,,15.6,4,,,,0,,,,,,,,10,750,,,13.7,,,,,7.0,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,50.3,,,юго-восточный,,,2,,,,,,,,,,,,10,751,,,6.7,,,,,5.0,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,57.5,,,южный,,,2,,,,,,,,,,,,10,752,,,5.1,,,,,5.0,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,63.0,,,северо-восточный,,,4,,,,,,,,,,,,10,752,,,4.0,,,,,7.0,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,67.8,,1.9,восточный,,,3,,,,0,,,,0,,,,10,753,,,4.0,,,,,5.0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,39.5,,,северный,,,2,,,,,,,,,,,,10,753,,,11.5,,,,,2.0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,27.2,,,северный,,,5,,,,,,,,,,,,10,753,,,14.6,,,,,0.0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,18.5,,,северо-западный,,,4,,,,,,,,,,,,10,752,,,16.3,,,,,2.0,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,15.0,,,западный,,17.1,2,,,,0,,,,,,,,10,752,,,16.7,,,,,6.0,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,31.9,,,южный,,,2,,,,,,,,,,,,10,753,,,9.3,,,,,5.0,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,41.6,,,юго-западный,,,1,,,,,,,,,,,,10,753,,,6.2,,,,,2.0,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,52.8,,,северо-восточный,,,1,,,,,,,,,,,,10,754,,,4.5,,,,,2.0,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,56.5,,2.7,восточный,,,1,,,,0,,,,0,,,,10,755,,,6.3,,,,,5.0,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,29.3,,,юго-западный,,,1,,,,,,,,,,,,10,755,,,16.1,,,,,5.0,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,11.1,,,западный,,,5,,,,,,,,,,,,10,754,,,20.3,,,,,6.0,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,11.0,,,,,,,10.9,,,западный,,,6,,,,,,,,,,,,10,753,,,21.7,,,,,4.0,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,11.0,,,,,,,16.1,,,юго-западный,,22.4,6,,,,0,,,,,,,,10,752,,,19.0,,,,,2.0,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,11.0,,,,,,,28.1,,,южный,,,3,,,,,,,,,,,,10,752,,,13.3,,,,,6.0,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,32.5,,,южный,,,3,,,,,,,,,,,,10,752,,,11.5,,,,,9.0,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,31.0,,,южный,,,3,,,,,,,,,,,,10,751,,,12.8,,,,,9.0,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,37.2,,10.8,южный,,,2,,,,0,,,,0,,,,10,750,,,12.3,,,,,9.0,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,25.0,,,южный,,,5,,,,,,,,,,,,10,748,,,18.0,,,,,9.0,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,15.0,,,,,,,48.4,,,юго-западный,,,9,,,,,,,,,,True,,10,747,,,16.4,,,,,10.0,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,15.0,,,,,,,42.4,,,западный,,,10,,,,,,,,,,,,10,747,,,18.3,,True,,,9.0,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,15.0,,,,,,,27.6,,,западный,,20.3,8,,,,менее 0.1,,,,,,,,10,748,,,18.1,,,,,4.0,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,15.0,,,,,,,41.6,,,юго-западный,,,4,,,,,,,,,,,,10,750,,,11.4,,,,,4.0,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,45.1,,,западный,,,5,,,,,,,,,,,,10,751,,,11.7,,,,,2.0,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,53.1,,,западный,,,4,,,,,,,,,,,,10,751,,,9.7,,,,,0.0,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,51.6,,6.9,западный,,,4,,,,0,,,,менее 0.1,,,,10,752,,,9.9,,,,,5.0,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,25.1,,,южный,,,1,,,,,,,,,,,,10,752,,,17.5,,,,,9.0,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,14.3,,,юго-западный,,,2,,,,,,,,,,,,10,751,,,20.9,,,,,9.0,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,12.7,,,северо-восточный,,,2,,,,,,,,,,,,10,749,,,21.8,,,,,9.0,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,23.9,,,восточный,,22.6,1,,,,0,,,,,,,,10,749,,,19.1,,,,,10.0,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,41.2,,,северо-западный,,,3,,,,,,,,,,,,10,749,,,15.3,,,,,10.0,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,50.2,,,северо-западный,,,1,,,,,,,,,,,,10,748,,,12.8,,,,,10.0,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,58.6,,,северо-западный,,,4,,,,,,,,,,,,10,747,,,12.9,,,,,10.0,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,72.6,,10.4,южный,,,1,,,,0,,,,0,,,,10,746,,,10.4,,,,,10.0,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,58.3,,,восточный,,,5,,,,,,,,,,,,10,745,,,13.2,,,,,10.0,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,88.0,,,северо-восточный,,,3,,,,,,,,,,True,,10,743,,,10.5,,,,,10.0,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,88.7,,,северо-восточный,,,2,,,,,,,,,,True,,10,740,,,11.1,,,,,10.0,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,True,,,,91.1,,,северо-западный,,13.9,3,,,,2,,,,,,,,10,739,,,11.0,,,,,10.0,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,93.5,,,северо-западный,,,2,,,,,,,,,,,True,0,738,,,9.9,,,,,,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,93.4,,,западный,,,4,,,,,,,,,,,,10,738,,,8.7,,True,,,10.0,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,93.4,,,восточный,,,1,,,,,,,,,,,,10,737,,,7.9,,True,,,10.0,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,True,,,,,,95.3,,7.4,юго-восточный,,,2,,,,0,,,,2,,,,10,736,,,7.6,,,,,10.0,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,92.2,,,южный,,,3,,,,,,,,,,True,,9,735,,,9.2,,,,,10.0,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,89.8,,,северо-западный,,,3,,,,,,,,,,True,,10,736,,,10.4,,,,,10.0,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,55.1,,,южный,,,2,,,,,,,,,,,,10,736,,,13.2,,True,,,9.0,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,40.1,,,юго-западный,,15.6,3,,,,4,,,,,,,,10,737,,,15.5,,,,,6.0,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,56.7,,,южный,,,2,,,,,,,,,,,,10,739,,,10.0,,,,,5.0,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,64.3,,,юго-западный,,,5,,,,,,,,,,,,10,740,,,9.3,,,,,5.0,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,75.6,,,южный,,,3,,,,,,,,,,,,10,740,,,6.5,,,,,5.0,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,71.3,,6.1,юго-восточный,,,2,,,,0,,,,4,,,,10,740,,,8.7,,,,,9.0,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,47.6,,,южный,,,3,,,,,,,,,,,,10,739,,,13.4,,,,,10.0,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,33.8,,,западный,,,4,,,,,,,,,,,,10,739,,,18.3,,,,,9.0,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,27.3,,,юго-западный,,,3,,,,,,,,,,,,10,738,,,19.9,,,,,9.0,,
