timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,20.0,,,2,,,,,,,,,,10,,744,,,3.4,,74.5,,,True,,,северный,,9.0,,,,8.1,5.0
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,746,,,1.7,,74.2,,,,True,,северо-западный,,9.0,,,,,4.0
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,-1.0,,62.5,,,,,,северо-западный,,4.0,,,,,3.0
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,-0.8,,61.8,,,,,,западный,,4.0,,,,,3.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,0,,,2,,,,,,,10,,747,,,-1.5,,63.6,,-2.4,,,,западный,,7.0,,,,,2.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,3.4,,53.3,,,,,,западный,,7.0,,,,,5.0
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,745,,,7.6,,32.6,,,,,,западный,,7.0,,,,,7.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,744,,,9.7,,20.0,,,,,,западный,,9.0,,,,,9.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,16.0,,,0,,,,,,,,,,10,,743,,,9.8,,22.4,,,,,,западный,,7.0,,,,11.1,7.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,744,,,5.1,,41.9,,,,,,юго-западный,,7.0,,,,,4.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,5.0,,44.5,,,,,,юго-западный,,9.0,,,,,4.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,2.5,,58.1,,,,,,северо-западный,,9.0,,,,,2.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,743,,,0.3,,77.3,,0.2,,,,восточный,,7.0,,,,,2.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,7.1,,51.6,,,,,,северо-восточный,,9.0,,,,,2.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,11.8,,28.9,,,,,,южный,,9.0,,,,,2.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,13.5,,29.2,,,,,,юго-западный,,10.0,,,,,4.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,740,,,12.8,,38.7,,,,,,южный,,10.0,,,,13.7,2.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,739,,,11.2,,44.3,,,,,,западный,,10.0,,,,,2.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,737,,,8.0,,65.3,,,,True,,южный,,10.0,,,,,3.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,736,,,8.3,,56.7,,,,,,южный,,10.0,,,,,4.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,,,,,,10,,737,,,6.4,,63.1,,6.3,,,,юго-западный,,6.0,,,,,5.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,738,,,12.3,,53.0,,,,,,западный,,7.0,,,,,4.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,738,,,16.9,,32.2,,,,,,юго-западный,,7.0,,,,,6.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,737,,,18.0,,24.3,,,,,,юго-западный,,9.0,,,,,8.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,15.0,,,менее 0.1,,True,,,,,,,,10,,737,,,15.4,,38.9,,,,,,южный,,10.0,,,,18.4,5.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,737,,,13.7,,46.0,,,,True,,южный,,10.0,,,,,3.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,737,,,12.9,,51.7,,,,True,,южный,,10.0,,,,,4.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,737,,,11.5,,62.5,,,,True,,южный,,10.0,,,,,3.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,,,,,,10,,738,,,10.8,,61.9,,10.7,,,,южный,,9.0,,,,,3.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,738,,,14.0,,47.1,,,,,,южный,,9.0,,,,,6.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,738,,,18.0,,32.5,,,,,,южный,,9.0,,,,,8.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,737,,,19.5,,22.1,,,,,,юго-западный,,7.0,,,,,7.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10,,737,,,18.5,,26.3,,,,,,южный,,7.0,,,,20.4,7.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,739,,,7.6,,81.3,,,,,,северный,,7.0,,,,,5.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,739,,,5.8,,93.9,,,,,,северный,,9.0,,,,,1.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,738,,,5.3,,96.6,,,,,,северный,,9.0,,,,,3.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,738,,,4.4,,96.6,,3.9,,,,северный,,7.0,,,,,2.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,738,,,9.5,,75.0,,,,,,,,9.0,,,,,0.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,737,,,13.8,,57.7,,,,,,северо-западный,,9.0,,,,,3.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,737,,True,11.7,,67.6,,,,,,западный,,9.0,,,,,5.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,12.0,,,менее 0.1,,,,,,,,,,10,,738,,,8.7,,85.5,,,,True,,северо-западный,,10.0,,,,15.3,7.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,12.0,,,,,,,,True,,,,,10,,740,,,5.8,,89.4,,,,,,северо-западный,,10.0,,,,,6.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,740,,,5.4,,82.7,,,,True,,северо-западный,,10.0,,,,,6.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,3.0,,87.9,,,,True,,западный,,6.0,,,,,4.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,,,,,,10,,742,,,1.3,,94.4,,0.9,,,,западный,,2.0,,,,,2.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,7.5,,60.7,,,,,,северо-западный,,0.0,,,,,3.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,744,,,9.6,,43.5,,,,,,северо-западный,,10.0,,,,,7.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,745,,,9.0,,43.7,,,,,,западный,,9.0,,,,,8.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10,,745,,,10.3,,41.5,,,,,,северо-западный,,6.0,,,,17.7,5.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,747,,,4.0,,59.4,,,,,,юго-западный,,2.0,,,,,2.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,1.8,,74.2,,,,,,юго-восточный,,6.0,,,,,2.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,2.2,,71.6,,,,,,юго-восточный,,6.0,,,,,3.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,746,,,5.0,,59.6,,1.7,,,,юго-восточный,,7.0,,,,,4.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,744,,,14.2,,36.4,,,,,,южный,,2.0,,,,,8.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,17.0,,,,,,,,,,,,,10,,743,,,18.4,,26.1,,,,,,юго-западный,,7.0,,,,,11.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,17.0,,,,,,,,,,,,,10,,741,,,19.9,,25.0,,,,,,юго-западный,,9.0,,,,,10.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,19.0,,,0,,,,,,,,,,10,,741,,,20.1,,25.6,,,,,,юго-западный,,9.0,,,,20.9,8.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,742,,,17.9,,32.7,,,,,,южный,,7.0,,,,,6.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,743,,,14.5,,41.9,,,,,,западный,,7.0,,,,,4.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,10.1,,53.6,,,,,,южный,,6.0,,,,,3.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,744,,,11.9,,48.2,,9.3,,,,южный,,7.0,,,,,3.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,745,,,14.0,,49.5,,,,,,северо-западный,,6.0,,,,,4.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,15.6,,53.1,,,,,,северо-западный,,4.0,,,,,3.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,17.0,,42.9,,,,,,северный,,4.0,,,,,4.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,745,,,16.4,,40.7,,,,,,северный,,4.0,,,,18.0,5.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,11.0,,48.6,,,,,,северо-восточный,,2.0,,,,,3.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,8.2,,48.9,,,,,,северный,,2.0,,,,,1.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,4.6,,68.0,,,,,,северный,,2.0,,,,,1.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,745,,,1.1,,84.6,,0.3,,,,,,2.0,,,,,0.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,13.9,,54.9,,,,,,северный,,2.0,,,,,2.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,20.2,,40.1,,,,,,северо-западный,,7.0,,,,,4.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,746,,,16.6,,48.2,,,,,,северный,,7.0,,,,,7.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,746,,,10.4,,73.7,,,,,,северо-западный,,9.0,,,,21.3,6.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,8.0,,87.8,,,,,,северо-западный,,9.0,,,,,5.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,6.9,,92.7,,,,,,северо-западный,,9.0,,,,,3.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,6.2,,92.7,,,,,,северный,,9.0,,,,,1.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,True,,,,,10,,748,,,6.1,,94.0,,6.0,,,,северный,,10.0,,,,,2.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,8.5,,84.9,,,,True,,северный,,10.0,,,,,2.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,13.6,,63.5,,,,,,северо-восточный,,7.0,,,,,2.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,18.2,,48.9,,,,,,северо-восточный,,6.0,,,,,3.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10,,748,,,19.3,,48.2,,,,,,северо-восточный,,7.0,,,,19.8,4.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,15.8,,59.0,,,,,,северный,,6.0,,,,,1.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,13.5,,65.2,,,,,,северо-восточный,,6.0,,,,,1.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,13.3,,64.7,,,,,,восточный,,7.0,,,,,3.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,12.1,,67.2,,11.4,,,,юго-восточный,,9.0,,,,,3.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,17.5,,50.4,,,,,,восточный,,6.0,,,,,3.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,750,,,23.2,,32.0,,,,,,юго-восточный,,7.0,,,,,7.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,750,,,19.0,,40.5,,,,,,юго-восточный,,9.0,,,,,3.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,19.7,,43.1,,,,,,восточный,,9.0,,,,23.7,2.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,17.4,,50.4,,,,,,,,9.0,,,,,0.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,749,,,18.2,,31.2,,,,,,восточный,,9.0,,,,,4.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,15.8,,29.0,,,,,,восточный,,7.0,,,,,3.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,14.5,,36.5,,14.4,,,,восточный,,7.0,,,,,1.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,19.0,,35.0,,,,,,юго-восточный,,7.0,,,,,4.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,749,,,24.3,,27.7,,,,,,юго-восточный,,7.0,,,,,5.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,748,,,25.5,,26.4,,,,,,юго-восточный,,7.0,,,,,5.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,748,,,24.3,,27.0,,,,,,юго-восточный,,9.0,,,,26.5,5.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,748,,,20.3,,37.4,,,,,,восточный,,7.0,,,,,3.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,748,,,20.6,,31.2,,,,,,восточный,,7.0,,,,,5.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,747,,,17.1,,38.1,,,,,,восточный,,6.0,,,,,2.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,747,,,15.9,,46.0,,15.6,,,,юго-восточный,,6.0,,,,,3.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,20.7,,47.0,,,,,,юго-восточный,,7.0,,,,,3.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,747,,,24.8,,34.7,,,,,,юго-восточный,,7.0,,,,,8.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,746,,,23.6,,39.1,,,,,,юго-восточный,,10.0,,,,,7.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,18.0,,,4,,,,,,,,,,10,,746,,,20.0,,69.7,,,,True,,восточный,,9.0,,,,25.8,2.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,19.0,,,,,,,,,,,,,10,,746,,,15.5,,79.6,,,,True,,юго-восточный,,10.0,,,,,3.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,14.6,,85.5,,,,True,,юго-восточный,,9.0,,,,,3.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,14.3,,85.5,,,,True,,восточный,,7.0,,,,,2.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,3,,,8,,,,,,,10,,744,,,14.7,,85.5,,13.7,,,,восточный,,9.0,,,,,3.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,True,,,,,,,,10,,743,,,14.3,,94.9,,,,,,восточный,,10.0,,,,,4.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,16.0,,93.8,,,,True,,юго-восточный,,10.0,,,,,4.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,19.0,,68.2,,,,,,юго-восточный,,10.0,,,,,4.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,1,,,,,,,,,,10,,749,,,17.7,,63.1,,,,,,юго-западный,,10.0,,True,,19.0,5.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,15.7,True,78.1,,,,,,юго-восточный,,10.0,,,,,3.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,13.8,,94.9,,,,True,,юго-восточный,,10.0,,,,,2.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,13.6,,91.9,,,,,,юго-восточный,,7.0,,,,,3.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,1,,,2,,,True,,,,8,,742,,,,,,,12.8,,,,северный,,1.0,,,,,29.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,17.4,,77.9,,,,,,юго-восточный,,6.0,,,,,3.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,20.7,,52.3,,,,,,южный,,7.0,,,,,5.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,21.1,,46.8,,,,,,южный,,9.0,,,,,5.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,742,,,21.5,,44.5,,,,,,южный,,9.0,,,,21.9,3.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,16.3,,61.5,,,,,,западный,,5.0,,,,,2.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,12.2,,86.4,,,,,,,,7.0,,,,,0.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,10.0,,83.3,,,,,,северо-западный,,9.0,,,,,2.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,744,,,10.5,,82.2,,9.0,,,,северный,,9.0,,,,,1.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,13.5,,66.6,,,,,,северный,,10.0,,,,,2.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,True,,,,,,,,10,,743,,,13.9,,91.9,,,,,,северо-западный,,10.0,,,,,2.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,745,,,12.9,,84.8,,,,True,,северный,,10.0,,,,,3.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,4,,,,,,,,,,10,,745,,,13.9,,78.9,,,,,,северо-западный,,7.0,,,,15.1,1.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,11.1,,89.9,,,,,,северо-западный,,7.0,,,,,3.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,True,,,,8,,746,,,7.5,,98.6,,,,,,северо-западный,,7.0,,,,,1.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,True,,,,2,,745,,,5.7,,98.6,,,,,,,,7.0,,,,,0.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,0,,,4,,,,,True,,0,,745,,,6.0,,100.0,,4.8,,,,,,,,,,,0.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,9.8,,97.4,,,,True,,северный,,10.0,,,,,1.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,15.3,,62.1,,,,,,юго-западный,,9.0,,,,,1.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,16.5,,57.9,,,,,,восточный,,9.0,,,,,3.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,2,,True,,,,,,,,10,,743,,,12.5,,81.9,,,,,,северный,,10.0,,,,17.2,1.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,11.4,,78.0,,,,True,,северо-восточный,,10.0,,,,,2.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,9.8,,89.2,,,,,,южный,,10.0,,,,,1.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,10.1,,88.0,,,,,,западный,,10.0,,,,,2.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,0.4,,True,2,,,,,,,10,,740,,,9.4,,93.5,,9.2,,,,юго-западный,,10.0,,,,,4.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,True,,,,,6,,739,,,9.6,,92.2,,,,,,юго-западный,,10.0,,,,,6.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,11.0,,,,,,,,True,,,,,8,,739,,,9.7,,89.8,,,,,,юго-западный,,10.0,,,,,6.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,11.0,,,,,,,,True,,,,,10,,739,,,10.3,,83.3,,,,,,южный,,10.0,,,,,6.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,11.0,,,3,,,,,True,,,,,10,,738,,,9.8,,93.5,,,,,,юго-восточный,,10.0,,,,10.8,5.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,True,,,,,,,,10,,737,,,9.5,,96.7,,,,,,восточный,,10.0,,,,,1.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,739,,,8.9,,97.3,,,,True,,северный,,10.0,,,,,4.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,8.7,,96.7,,,,True,,северо-западный,,10.0,,,,,4.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,менее 0.1,,,3,,,,,,,10,,742,,,8.7,,94.1,,8.5,,,,северо-западный,,10.0,,,,,5.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,10.6,,80.6,,,,,,северо-западный,,7.0,,,,,4.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,14.5,,60.7,,,,,,северо-западный,,9.0,,,,,3.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,16.8,,53.8,,,,,,северо-западный,,7.0,,,,,3.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,745,,,17.5,,51.5,,,,,,северный,,7.0,,,,17.5,1.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,13.1,,77.2,,,,,,восточный,,6.0,,,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,9.9,,84.4,,,,,,юго-восточный,,4.0,,,,,2.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,8.1,,89.6,,,,,,юго-восточный,,2.0,,,,,2.0
