timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Метель низовая (слабая или умеренная),"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1598346000,"Вторник, 25 августа
09:00 (UTC)",,8,,,,,,,,61.6,,,,северо-западный,,,,5,,,,,,,,,,,10.0,745,,,,21.9,,,,7.0,
1598356800,"Вторник, 25 августа
12:00 (UTC)",,8,,,,,,,,48.4,,,,западный,,,,5,,,,,,,,,,,10.0,745,,,,23.3,,,,2.0,
1598367600,"Вторник, 25 августа
15:00 (UTC)",,8,,,,,,,,52.0,,,,западный,,,23.6,2,,,,0,,,,,,,10.0,745,,,,22.0,,,,2.0,
1598378400,"Вторник, 25 августа
18:00 (UTC)",,3,,,,,,,,72.7,,,,западный,,,,2,,,,,,,,,,,10.0,746,,,,16.2,,,,2.0,
1598389200,"Вторник, 25 августа
21:00 (UTC)",,3,,,,,,,,78.5,,,,юго-западный,,,,2,,,,,,,,,,,10.0,746,,,,14.9,,,,0.0,
1598400000,"Среда, 26 августа
00:00 (UTC)",,3,,,,,,,,81.6,,,,южный,,,,3,,,,,,,,,,,10.0,746,,,,14.3,,,,0.0,
1598410800,"Среда, 26 августа
03:00 (UTC)",,4,,,,,,,,77.1,,,13.4,южный,,,,2,,,,0,,,0,,,,10.0,746,,,,15.9,,,,7.0,
1598421600,"Среда, 26 августа
06:00 (UTC)",,6,,,,,,,,68.0,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,745,,,,20.5,,,,7.0,
1598432400,"Среда, 26 августа
09:00 (UTC)",,10,,,,,,,,57.3,,,,южный,,,,5,,,,,,,,,,,10.0,744,,,,24.5,,,,6.0,
1598443200,"Среда, 26 августа
12:00 (UTC)",,10,,,,,,,,34.5,,,,южный,,,,6,,,,,,,,,,,10.0,742,,,,27.3,,,,6.0,
1598454000,"Среда, 26 августа
15:00 (UTC)",,11,,,,,,,,41.8,,,,южный,,,27.4,3,,,,0,,,,,,,10.0,742,,,,23.3,,,,6.0,
1598464800,"Среда, 26 августа
18:00 (UTC)",,6,,,,,,,,45.9,,,,южный,,,,4,,,,,,,,,,,10.0,741,,,,20.1,,,,4.0,
1598475600,"Среда, 26 августа
21:00 (UTC)",,8,,,,,,,,50.4,,,,юго-западный,,,,5,,,,,,,,,,,10.0,741,,,,18.5,,,,2.0,
1598486400,"Четверг, 27 августа
00:00 (UTC)",,9,,,,,,,,68.3,,,,юго-западный,,,,4,,,,,,,,,,,10.0,741,,,,15.2,,,,2.0,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,7,,,,,,,,77.8,,,12.9,юго-западный,,,,5,,,,0,,,0,,,,10.0,742,,,,13.9,,,,2.0,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,8,,,,,,,,64.1,,,,западный,,,,4,,,,,,,,,,,10.0,743,,,,18.5,,,,4.0,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,6,,,,,,,,54.2,,,,западный,,,,2,,,,,,,,,,,10.0,743,,,,21.0,,,,4.0,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,5,,,,,,,,53.4,,,,северный,,,,1,,,,,,,,,,,10.0,743,,,,22.1,,,,6.0,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,3,,,,,,,,62.3,,,,северо-восточный,,,22.5,2,,,,0,,,,,,,10.0,743,,,,19.8,,,,7.0,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,3,,,,,,,,73.7,,,,восточный,,,,2,,,,,,,,,,,10.0,743,,,,16.5,,,,6.0,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,4,,,,,,,,73.6,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,742,,,,15.8,,,,6.0,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,4,,,,,,,,81.7,,,,восточный,,,,2,,,,,,,,,,,10.0,741,,,,14.7,,,,6.0,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,3,,,,,,,,84.4,,,14.1,восточный,,,,2,,,,0,,,0,,,,10.0,741,,,,14.6,,,,7.0,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,3,,,,,,,,73.5,,,,юго-восточный,,,,2,,,,,,,,,,,10.0,740,,,,17.9,,,,7.0,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,8,,,,,,,,38.9,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,740,,,,25.5,,,,7.0,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,7,,,,,,,,52.1,,,,северный,,,,3,,,,,,,,,,,10.0,740,,,,23.7,,,,6.0,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,6,,,,,,,,68.5,,,,северо-западный,,,26.0,2,,,,менее 0.1,,,,,,,10.0,740,,,,20.8,,,True,6.0,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,4,,,,,,,,77.3,,,,южный,,,,3,,,,,,,,,,,10.0,740,,,,17.2,,,True,6.0,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,6,,,,,,,,81.3,,,,юго-западный,,,,2,,,,,,,,,,,10.0,740,,,,15.6,,,,4.0,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,8,,,,,,,,72.8,,,,западный,,,,3,,,,,,,,,,,10.0,740,,,,16.9,,,,4.0,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,9,,,,,,,,81.8,,,14.9,западный,,,,2,,,,0,,,менее 0.1,,,,10.0,741,,,,15.6,,,,6.0,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,6,,,,,,,,63.7,,,,юго-западный,,,,4,,,,,,,,,,,10.0,742,,,,20.2,,,,6.0,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,6,,,,,,,,58.1,,,,западный,,,,3,,,,,,,,,,,10.0,743,,,,22.0,,,,7.0,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,6,,,,,,,,45.6,,,,западный,,,,3,,,,,,,,,,,10.0,743,,,,23.5,,,,7.0,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,7,,,,,,,,78.3,,,,юго-западный,,,23.6,5,,,,менее 0.1,,,,True,,,10.0,744,,,,17.0,,,,9.0,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,7,,,,,True,,,87.8,,,,западный,,,,2,,,,,,,,,,,10.0,745,,,,14.9,,,,6.0,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,6,,,,,,,,83.9,,,,северо-западный,,,,3,,,,,,,,,,,10.0,746,,,,15.5,,,,2.0,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,7,,,,,,,,86.7,,,,западный,,,,3,,,,,,,,,,,10.0,747,,,,14.6,,,,4.0,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,6,,,,,,,,84.4,,,14.3,западный,,,,3,,,,менее 0.1,,,менее 0.1,,,,10.0,748,,,,14.4,,,,9.0,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,6,,,,,,,,75.5,,,14.1,западный,,,,3,,,,,,,,,,,10.0,749,,,,15.0,,,,7.0,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,7,,,,,,,,55.9,,,,западный,,,,3,,,,,,,,,,,10.0,749,,,,19.1,,,,7.0,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,8,,,,,,,,49.9,,,,западный,,,,4,,,,,,,,,,,10.0,749,,,,20.6,,,,6.0,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,8,,,,,,,,60.4,,,,юго-западный,,,20.9,3,,,,0,,,,,,,10.0,749,,,,18.4,,,,7.0,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,6,,,,,,,,66.5,,,,южный,,,,4,,,,,,,,,,,10.0,749,,,,17.6,,,,7.0,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,8,,,,,,,,68.2,,,,южный,,,,6,,,,,,,,,,,10.0,748,,,,17.2,,,,7.0,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,9,,,,,,,,66.9,,,,юго-западный,,,,6,,,,,,,,,,,10.0,747,,,,17.1,,,,7.0,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,7,,,,,,,,74.6,,,15.2,юго-западный,,,,3,,,,0,,,0,,,,10.0,747,,,,15.7,,,,7.0,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,6,,,,,,,,59.8,,,,юго-западный,,,,3,,,,,,,,,,,10.0,747,,,,20.9,,,,4.0,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,10,,,,,,,,43.4,,,,юго-западный,,,,6,,,,,,,,,,,10.0,746,,,,27.2,,,,2.0,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,13,,,,,,,,33.2,,,,западный,,,,8,,,,,,,,,,,10.0,746,,,,28.9,,,,2.0,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,13,,,,,,,,46.9,,,,юго-западный,,,29.0,4,,,,0,,,,,,,10.0,746,,,,24.8,,,,2.0,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,7,,,,,,,,59.0,,,,юго-западный,,,,5,,,,,,,,,,,10.0,745,,,,20.8,,,,2.0,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,8,,,,,,,,60.5,,,,юго-западный,,,,6,,,,,,,,,,,10.0,745,,,,19.0,,,,0.0,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,8,,,,,,,,59.9,,,,юго-западный,,,,6,,,,,,,,,,,10.0,744,,,,18.1,,,,0.0,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,8,,,,,,,,64.2,,,16.8,юго-западный,,,,6,,,,0,,,0,,,,10.0,744,,,,17.0,,,,2.0,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,9,,,,,,,,48.3,,,,юго-западный,,,,6,,,,,,,,,,,10.0,744,,,,23.0,,,,2.0,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,12,,,,,,,,34.6,,,,юго-западный,,,,8,,,,,,,,,,,10.0,743,,,,28.5,,,,4.0,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,17,,,,,,,,29.8,,,,юго-западный,,,,9,,,,,,,,,,,10.0,743,,,,28.9,,,,6.0,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,14,,,,,,,,47.5,,,,западный,,,29.6,4,,,,0,,,,,,,10.0,744,,,,24.8,,,,6.0,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,12,,,,,,,,58.5,,,,северо-западный,,,,6,,,,,,,,,,,10.0,745,,,,21.8,,,,4.0,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,12,,,,,,,,69.2,,,,северо-западный,,,,5,,,,,,,,,,,10.0,747,,,,17.3,,,,2.0,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,13,,,,,,,,75.7,,,,северный,,,,8,,,,,,,,,,,10.0,749,,,,13.1,,,,2.0,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,12,,,,,,,,74.5,,,11.6,северный,,,,6,,,,0,,,0,,,,10.0,752,,,,12.1,,,,7.0,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,10,,,,,,,,63.9,,,,северо-восточный,,,,6,,,,,,,,,,,10.0,754,,,,13.8,,,,7.0,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10,,,,,,,,54.5,,,,северо-восточный,,,,5,,,,,,,,,,,10.0,755,,,,16.4,,,,4.0,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,9,,,,,,,,45.4,,,,северный,,,,4,,,,,,,,,,,10.0,756,,,,18.3,,,,2.0,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,8,,,,,,,,51.1,,,,северо-восточный,,,18.4,4,,,,0,,,,,,,10.0,757,,,,14.8,,,,0.0,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,7,,,,,,,,68.9,,,,северо-восточный,,,,4,,,,,,,,,,,10.0,758,,,,11.3,,,,0.0,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,7,,,,,,,,77.1,,,,северо-восточный,,,,1,,,,,,,,,,,10.0,759,,,,9.0,,,,0.0,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,2,,,,,,,,87.1,,,,северный,,,,2,,,,,,,,,,,10.0,760,,,,7.5,,,,0.0,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,3,,,,,,,,87.8,,,6.7,северо-западный,,,,2,,,,0,,,0,,,,10.0,760,,,,7.6,,,,0.0,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,3,,,,,,,,56.3,,,,северный,,,,2,,,,,,,,,,,10.0,761,,,,14.6,,,,0.0,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,8,,,,,,,,45.4,,,,северо-восточный,,,,3,,,,,,,,,,,10.0,761,,,,17.3,,,,2.0,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,6,,,,,,,,41.1,,,,северный,,,,2,,,,,,,,,,,10.0,760,,,,19.0,,,,2.0,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,6,,,,,,,,53.1,,,,северный,,,19.1,2,,,,0,,,,,,,10.0,759,,,,16.7,,,,0.0,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,3,,,,,,,,67.7,,,,северо-восточный,,,,1,,,,,,,,,,,10.0,760,,,,12.5,,,,0.0,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,2,,,,,,,,74.7,,,,восточный,,,,1,,,,,,,,,,,10.0,760,,,,10.6,,,,0.0,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,3,,,,,,,,74.9,,,,юго-восточный,,,,1,,,,,,,,,,,10.0,760,,,,8.6,,,,0.0,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,2,,,,,,,,85.5,,,7.8,юго-восточный,,,,1,,,,0,,,0,,,,10.0,760,,,,8.6,,,,2.0,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,3,,,,,,,,62.0,,,,восточный,,,,1,,,,,,,,,,,10.0,760,,,,14.9,,,,0.0,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,5,,,,,,,,41.1,,,,восточный,,,,2,,,,,,,,,,,10.0,759,,,,17.9,,,,0.0,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,5,,,,,,,,40.4,,,,восточный,,,,3,,,,,,,,,,,10.0,757,,,,18.6,,,,0.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,6,,,,,,,,49.0,,,,восточный,,,18.9,2,,,,0,,,,,,,10.0,757,,,,15.9,,,,0.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,3,,,,,,,,61.0,,,,южный,,,,2,,,,,,,,,,,10.0,756,,,,12.1,,,,0.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,4,,,,,,,,61.4,,,,южный,,,,2,,,,,,,,,,,10.0,756,,,,10.5,,,,0.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,3,,,,,,,,73.3,,,,южный,,,,3,,,,,,,,,,,10.0,756,,,,8.2,,,,0.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,3,,,,,,,,75.3,,,7.5,южный,,,,1,,,,0,,,0,,,,10.0,756,,,,8.1,,,,0.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,5,,,,,,,,54.8,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,756,,,,14.8,,,,6.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,7,,,,,,,,39.5,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,756,,,,17.4,,,,6.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,7,,,,,,,,35.6,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,755,,,,18.6,,,,6.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,7,,,,,,,,61.7,,,,восточный,,,18.7,2,,,,0,,,,,,,10.0,754,,,,15.2,,,,6.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,4,,,,,,,,69.5,,,,южный,,,,3,,,,,,,,,,,10.0,754,,,,11.8,,,,6.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,5,,,,,,,,76.1,,,,юго-восточный,,,,1,,,,,,,,,,,10.0,754,,,,9.3,,,,6.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,3,,,,,,,,73.7,,,,южный,,,,1,,,,,,,,,,,10.0,754,,,,10.4,,,,6.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,3,,,,,,,,79.9,,,9.1,южный,,,,2,,,,0,,,0,,,,10.0,754,,,,9.5,,,,4.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,3,,,,,,,,68.5,,,,южный,,,,2,,,,,,,,,,,10.0,754,,,,14.2,,,,4.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,4,,,,,,,,47.4,,,,юго-восточный,,,,1,,,,,,,,,,,10.0,753,,,,19.6,,,,6.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,8,,,,,,,,31.8,,,,юго-западный,,,,4,,,,,,,,,,,10.0,753,,,,21.1,,,,6.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,6,,,,,,,,50.1,,,,южный,,,21.7,1,,,,0,,,,,,,10.0,752,,,,17.3,,,,2.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,4,,,,,,,,59.3,,,,южный,,,,3,,,,,,,,,,,10.0,752,,,,13.7,,,,0.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,4,,,,,,,,63.8,,,,южный,,,,3,,,,,,,,,,,10.0,752,,,,11.3,,,,0.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,3,,,,,,,,76.0,,,,юго-восточный,,,,1,,,,,,,,,,,10.0,752,,,,8.9,,,,0.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,3,,,,,,,,78.1,,,7.5,южный,,,,2,,,,0,,,0,,,,10.0,752,,,,8.9,,,,2.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,5,,,,,,,,56.1,,,,южный,,,,2,,,,,,,,,,,10.0,752,,,,17.0,,,,6.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,5,,,,,,,,42.5,,,,южный,,,,3,,,,,,,,,,,10.0,752,,,,21.8,,,,7.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,6,,,,,,,,41.0,,,,юго-западный,,,,2,,,,,,,,,,,10.0,752,,,,23.5,,,,7.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,6,,,,,,,,55.1,,,,южный,,,25.2,2,,,,0,,,,,,,10.0,752,,,,20.1,,,,7.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,5,,,,,,,,59.0,,,,юго-западный,,,,4,,,,,,,,,,,10.0,752,,,,16.1,,,,4.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,5,,,,,,,,54.3,,,,юго-западный,,,,4,,,,,,,,,,,10.0,752,,,,15.6,,,,7.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,5,,,,,,,,61.7,,,,юго-западный,,,,4,,,,,,,,,,,10.0,752,,,,13.3,,,,6.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,5,,,,,,,,69.0,,,11.8,юго-западный,,,,3,,,,0,,,0,,,,10.0,751,,,,12.0,,,,7.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,4,,,,,,,,48.4,,,,южный,,,,2,,,,,,,,,,,10.0,751,,,,19.9,,,,4.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,6,,,,,,,,36.4,,,,южный,,,,4,,,,,,,,,,,10.0,751,,,,23.7,,,,6.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,11,,,,,,,,26.4,,,,южный,,,,6,,,,,,,,,,,10.0,749,,,,25.1,,,,6.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,10,,,,,,,,40.2,,,,юго-восточный,,,25.9,4,,,,0,,,,,,,10.0,747,,,,20.7,,,,6.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,9,,,,,,,,35.2,,,,южный,,,,6,,,,,,,,,,,10.0,745,,,,18.8,,,,4.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,9,,,,,,,,32.1,,,,южный,,,,6,,,,,,,,,,,10.0,743,,,,18.8,,,,2.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,11,,,,,,,,70.0,,,,южный,,,,4,,,,,,,,,,,10.0,742,,,,14.3,,,True,6.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,14,,,,,,,,74.4,,,11.9,юго-западный,,,,7,,,,0,,,0,,,,10.0,741,,,,11.9,,,,6.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,14,,,,,,,,73.4,,,11.1,юго-западный,,,,7,,,,,,,,,,,10.0,741,,,,11.6,,,,10.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,11,,,,,,,,65.3,,,,юго-западный,,,,8,,,,,,,,,,,10.0,741,,,,13.8,,,,10.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,11,,,,,,,,58.7,,,,юго-западный,,,,5,,,,,,,,,,,10.0,742,,,,14.9,,,,10.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,9,,,,,,,,66.0,,,,юго-западный,,,16.4,3,,,,0,,,,,,,10.0,742,,,,12.8,,,,4.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,5,,,,,,,,79.0,,,,юго-западный,,,,4,,,,,,,,,,,10.0,742,,,,11.0,,,,4.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,7,,,,,,,,83.8,,,,западный,,,,4,,,,,,,,,,,10.0,742,,,,9.6,,,,4.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,5,,,,,,,,87.3,,,,юго-западный,,,,2,,,,,,,,,,,10.0,743,,,,9.6,,,,4.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,4,,,,,,,,88.5,,,8.5,западный,,,,3,,,,0,,,0,,,,10.0,743,,,,8.7,,,,4.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,6,,,,,,,,73.8,,,,юго-западный,,,,3,,,,,,,,,,,10.0,744,,,,13.8,,,,6.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,9,,,,,,,,58.0,,,,юго-западный,,,,6,,,,,,,,,,,10.0,744,,,,16.9,,,,7.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,10,,,,,,,,54.3,,,,юго-западный,,,,7,,,,,,,,,,,10.0,743,,,,17.0,,,,7.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,11,,,,,,,,64.6,,,,юго-западный,,,18.3,5,,,,0,,,,,,,10.0,743,,,,14.9,,,,9.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,10,,,,,,,,67.6,,,,южный,,,,5,,,,,,,,,,,10.0,741,,,,14.1,,,,4.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,14,,,,,,,,72.8,,,,южный,,,,8,,,,,,,,,,,10.0,738,,,,14.1,,,True,7.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,12,,,,,,,,83.7,,,,юго-западный,,,,7,,,,,,,,True,,,10.0,737,,,,13.1,,,,10.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,11,,,,,,,,87.0,,,12.2,юго-западный,,,,6,,,,3,,,3,,,,10.0,737,,,,12.6,,,True,9.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,13,,,,,,,,69.4,,,,западный,,,,7,,,,,,,,,,,10.0,739,,,,13.7,,,True,7.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,13,,,,,,,,56.7,,,,западный,,,,8,,,,,,,,,,,10.0,740,,,,14.8,,,,6.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,14,,,,,,,,55.0,,,,западный,,,,9,,,,,,,,,,,10.0,742,,,,14.0,,,,9.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,14,,,,,,,,72.9,,,,западный,,,16.0,7,,,,0,,,,,,,10.0,743,,,,12.0,,,,7.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,11,,,,,,,,76.5,,,,западный,,,,6,,,,,,,,,,,10.0,745,,,,11.8,,,,7.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,11,,,,,,,,80.2,,,,западный,,,,4,,,,,,,,,,,10.0,746,,,,11.6,,,,7.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,10,,,,,,,,80.1,,,,западный,,,,4,,,,,,,,,,,10.0,747,,,,10.8,,,,7.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,8,,,,,,,,83.9,,,9.4,западный,,,,3,,,,0,,,0,,,,10.0,749,,,,10.2,,,,9.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,7,,,,,,,,74.0,,,,северо-западный,,,,3,,,,,,,,,,,10.0,750,,,,12.4,,,,7.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,9,,,,,,,,53.9,,,,северо-западный,,,,5,,,,,,,,,,,10.0,751,,,,15.7,,,,6.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,10,,,,,,,,44.1,,,,северо-западный,,,,5,,,,,,,,,,,10.0,752,,,,16.9,,,,4.0,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,8,,,,,,,,58.0,,,,западный,,,17.2,2,,,,0,,,,,,,10.0,752,,,,13.4,,,,2.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,4,,,,,,,,76.0,,,,западный,,,,2,,,,,,,,,,,10.0,753,,,,9.0,,,,0.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,4,,,,,,,,78.3,,,,юго-западный,,,,3,,,,,,,,,,,10.0,753,,,,9.8,,,,0.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,4,,,,,,,,78.7,,,,юго-западный,,,,2,,,,,,,,,,,10.0,753,,,,8.8,,,,2.0,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,5,,,,,,,,83.0,,,6.9,юго-западный,,,,3,,,,0,,,0,,,,10.0,753,,,,7.9,,,,0.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,7,,,,,,,,62.7,,,,юго-западный,,,,5,,,,,,,,,,,10.0,753,,,,14.0,,,,2.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,12,,,,,,,,47.4,,,,юго-западный,,,,6,,,,,,,,,,,10.0,751,,,,17.3,,,,6.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,13,,,,,,,,42.3,,,,юго-западный,,,,8,,,,,,,,,,,10.0,750,,,,18.0,,,,6.0,
