timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Морось (незамерзающая). Снежные зерна,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Пыльная/песчаная буря,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1598410800,"Среда, 26 августа
03:00 (UTC)",,,,,,,,,,,,81.5,13.0,южный,,,5.0,,,0,,менее 0.1,,,,,10.0,741,13.6,,,7.0
1598421600,"Среда, 26 августа
06:00 (UTC)",,10.0,,,,,,,,,,38.3,,южный,,,7.0,,,,,,,,,,10.0,741,20.8,,,9.0
1598432400,"Среда, 26 августа
09:00 (UTC)",,10.0,,,,,,,,,,24.3,,юго-западный,,,8.0,,,,,,,,,,10.0,740,26.9,,,9.0
1598443200,"Среда, 26 августа
12:00 (UTC)",,10.0,,,,,,,,,,40.4,,западный,,,7.0,,,,,,,,,,10.0,740,25.2,,,6.0
1598454000,"Среда, 26 августа
15:00 (UTC)",,,,,,,,,,,,42.4,,западный,,27.6,4.0,,,0,,,,,,,10.0,741,24.4,,,2.0
1598464800,"Среда, 26 августа
18:00 (UTC)",,,,,,,,,,,,62.5,,северный,,,2.0,,,,,,,,,,10.0,742,18.6,,,2.0
1598475600,"Среда, 26 августа
21:00 (UTC)",,,,,,,,,,,,70.7,,северный,,,2.0,,,,,,,,,,10.0,742,15.8,,,2.0
1598486400,"Четверг, 27 августа
00:00 (UTC)",,,,,,,,,,,,86.4,,северо-западный,,,2.0,,,,,,,,,,10.0,742,11.7,,,2.0
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,,,,,,91.0,9.7,,,,0.0,,,0,,0,,,,,10.0,742,10.3,,,9.0
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,,,,63.2,,восточный,,,3.0,,,,,,,,,,10.0,741,18.3,,,7.0
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,,,,,45.6,,юго-восточный,,,2.0,,,,,,,,,,10.0,740,23.3,,,9.0
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,,,37.9,,западный,,,2.0,,,,,,,,,,10.0,740,25.6,,,9.0
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,,,,,39.4,,западный,,26.2,2.0,,,0,,,,,,,10.0,739,25.3,,,9.0
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,,,52.8,,,,,0.0,,,,,,,,,,10.0,739,19.8,,,9.0
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,,,63.6,,западный,,,3.0,,,,,,,,,,10.0,739,16.2,,,9.0
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,,,82.2,,юго-западный,,,1.0,,,,,,,,,,10.0,738,14.3,,,9.0
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,,,,,88.2,12.2,юго-западный,,,2.0,,,0,,0,,,,,10.0,738,12.6,,,6.0
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,73.4,,южный,,,2.0,,,,,,,,,,10.0,738,17.6,,,9.0
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,52.7,,юго-западный,,,4.0,,,,,,,,,,10.0,739,22.2,,,9.0
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,45.2,,юго-западный,,,6.0,,,,,,,,,,10.0,738,22.9,,,9.0
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,,,48.2,,юго-западный,True,25.1,6.0,,,менее 0.1,,,,,,,10.0,738,22.5,,,9.0
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,72.3,,юго-западный,,,2.0,,,,,,,,,,10.0,740,16.4,,True,7.0
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,81.8,,западный,,,2.0,,,,,,,,,,10.0,740,15.8,,,6.0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,94.3,,западный,,,4.0,,,,,,,,,,10.0,741,13.3,,,2.0
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,,,,,97.4,11.7,западный,,,4.0,,,менее 0.1,,менее 0.1,,,,,10.0,743,12.2,,,2.0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,75.8,,западный,,,4.0,,,,,,,,,,10.0,744,16.8,,,2.0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,10.0,,,,,,,,,,50.3,,западный,,,5.0,,,,,,,,,,10.0,745,20.7,,,9.0
1598702400,"Суббота, 29 августа
12:00 (UTC)",,11.0,,,,,,,,,,37.7,,западный,,,7.0,,,,,,,,,,10.0,746,22.1,,,6.0
1598713200,"Суббота, 29 августа
15:00 (UTC)",,11.0,,,,,,,,,,48.0,,северо-западный,,22.4,5.0,,,0,,,,,,,10.0,746,20.8,,,2.0
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,69.8,,,,,0.0,,,,,,,,,,10.0,748,15.6,,,2.0
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,87.5,,южный,,,2.0,,,,,,,,,,10.0,748,11.2,,,2.0
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,89.8,,южный,,,2.0,,,,,,,,,,10.0,749,10.6,,,2.0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,,,85.2,9.0,южный,,,3.0,,,0,,0,,,,,10.0,749,11.2,,,4.0
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,57.8,,юго-западный,,,5.0,,,,,,,,,,10.0,749,19.1,,,2.0
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,44.9,,южный,,,6.0,,,,,,,,,,10.0,749,25.1,,,2.0
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,29.1,,южный,,,6.0,,,,,,,,,,10.0,748,29.3,,,2.0
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,31.5,,юго-западный,,30.3,5.0,,,0,,,,,,,10.0,747,29.1,,,2.0
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,49.0,,южный,,,4.0,,,,,,,,,,10.0,748,22.0,,,2.0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,53.2,,южный,,,4.0,,,,,,,,,,10.0,748,19.9,,,2.0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,65.8,,южный,,,2.0,,,,,,,,,,10.0,748,16.4,,,2.0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,,62.0,14.5,южный,,,4.0,,,0,,0,,,,,10.0,748,16.5,,,2.0
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,41.9,,южный,,,5.0,,,,,,,,,,10.0,747,22.6,,,1.0
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,11.0,,,,,,,,,,22.3,,юго-западный,,,6.0,,,,,,,,,,10.0,747,31.2,,,1.0
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,11.0,,,,,,,,,,17.6,,юго-западный,,,6.0,,,,,,,,,,10.0,746,32.4,,,1.0
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,11.0,,,,,,,,,,22.1,,юго-западный,,33.1,3.0,,,0,,,,,,,10.0,745,30.7,,,2.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,39.6,,южный,,,4.0,,,,,,,,,,10.0,745,23.4,,,2.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,48.4,,южный,,,4.0,,,,,,,,,,10.0,745,20.0,,,4.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,56.1,,южный,,,3.0,,,,,,,,,,10.0,745,18.2,,,0.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,55.9,16.7,южный,,,3.0,,,0,,0,,,,,10.0,745,17.4,,,5.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,38.6,,юго-западный,,,3.0,,,,,,,,,,10.0,745,24.4,,,6.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,22.9,,юго-западный,,,6.0,,,,,,,,,,10.0,745,32.1,,,4.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,18.7,,юго-западный,,,5.0,,,,,,,,,,10.0,744,33.7,,,2.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,31.3,,юго-западный,,33.7,3.0,,,0,,,,,,,10.0,745,30.7,,,6.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,42.9,,северо-восточный,,,4.0,,,,,,,,,,10.0,746,25.2,,,2.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,64.4,,северо-восточный,,,5.0,,,,,,,,,,10.0,747,21.4,,,2.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,73.2,,северо-восточный,,,5.0,,,,,,,,,,10.0,749,18.8,,,4.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,82.4,16.1,северо-восточный,,,5.0,,,0,,0,,,,,10.0,750,16.1,,,4.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,63.6,,северо-восточный,,,7.0,,,,,,,,,,10.0,751,19.7,,,2.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10.0,,,,,,,,,,46.5,,восточный,,,5.0,,,,,,,,,,10.0,751,24.5,,,4.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,42.2,,восточный,,,6.0,,,,,,,,,,10.0,751,24.7,,,5.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,43.1,,восточный,,25.7,4.0,,,0,,,,,,,10.0,751,24.0,,,2.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,55.4,,восточный,,,4.0,,,,,,,,,,10.0,753,18.6,,,0.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,60.7,,восточный,,,4.0,,,,,,,,,,10.0,754,16.3,,,2.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,74.6,,восточный,,,3.0,,,,,,,,,,10.0,754,13.0,,,2.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,,,84.0,11.2,восточный,,,3.0,,,0,,0,,,,,10.0,754,11.4,,,2.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,57.4,,юго-восточный,,,5.0,,,,,,,,,,10.0,755,17.4,,,2.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,10.0,,,,,,,,,,41.7,,восточный,,,6.0,,,,,,,,,,10.0,755,23.0,,,4.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,26.2,,восточный,,,7.0,,,,,,,,,,10.0,754,26.4,,,4.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,,25.2,,восточный,,26.7,6.0,,,0,,,,,,,10.0,754,25.2,,,2.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,33.4,,восточный,,,4.0,,,,,,,,,,10.0,754,20.1,,,9.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,37.6,,юго-восточный,,,4.0,,,,,,,,,,10.0,754,17.3,,,9.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,40.9,,юго-восточный,,,5.0,,,,,,,,,,10.0,754,15.4,,,6.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,47.6,13.0,юго-восточный,,,5.0,,,,,0,,,,,10.0,754,13.4,,,6.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,35.9,,юго-восточный,,,6.0,,,,,,,,,,10.0,754,17.7,,,9.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,25.4,,юго-восточный,,,6.0,,,,,,,,,,10.0,753,22.1,,,9.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,12.0,,,,,,,,,,17.7,,юго-восточный,,,7.0,,,,,,,,,,10.0,752,24.9,,,7.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,10.0,,,,,,,,,,22.6,,юго-восточный,,24.9,5.0,,,0,,,,,,,10.0,751,22.6,,,9.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,42.7,,восточный,,,3.0,,,,,,,,,,10.0,751,17.3,,,7.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,49.9,,юго-восточный,,,3.0,,,,,,,,,,10.0,751,14.1,,,7.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,56.2,,юго-восточный,,,3.0,,,,,,,,,,10.0,751,12.9,,,7.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,64.1,11.5,восточный,,,2.0,,,0,,0,,,,,10.0,751,12.5,,,9.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,53.9,,юго-восточный,,,4.0,,,,,,,,,,10.0,751,15.5,,,10.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,39.5,,юго-восточный,,,3.0,,,,,,,,,,10.0,751,19.3,,,10.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,35.4,,юго-восточный,,,3.0,,,,,,,,,,10.0,750,20.4,,,10.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,39.5,,восточный,,20.4,2.0,,,0,,,,,,,10.0,750,20.2,,,9.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,52.2,,северо-восточный,,,2.0,,,,,,,,,,10.0,749,16.2,,,10.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,62.6,,восточный,,,2.0,,,,,,,,,,10.0,749,15.4,,,10.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,63.2,,северо-восточный,,,2.0,,,,,,,,,,10.0,749,14.2,,,10.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,68.3,13.2,восточный,,,2.0,,,0,,0,,,,,10.0,749,13.2,,,9.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,43.0,12.1,восточный,,,3.0,,,,,,,,,,10.0,749,18.6,,,4.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,24.9,,юго-восточный,,,4.0,,,,,,,,,,10.0,748,25.4,,,1.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,19.0,,южный,,,3.0,,,,,,,,,,10.0,748,28.4,,,2.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,21.4,,южный,,28.5,3.0,,,0,,,,,,,10.0,748,27.1,,,5.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,35.0,,южный,,,3.0,,,,,,,,,,10.0,748,19.7,,,2.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,42.5,,южный,,,3.0,,,,,,,,,,10.0,749,16.8,,,2.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,47.6,,южный,,,3.0,,,,,,,,,,10.0,749,13.4,,,6.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,49.3,12.5,южный,,,4.0,,,0,,0,,,,,10.0,750,13.2,,,7.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,27.5,,южный,,,5.0,,,,,,,,,,10.0,750,20.8,,,9.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,19.7,,южный,,,5.0,,,,,,,,,,10.0,751,25.9,,,9.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,10.0,,,,,,,,,,12.4,,южный,,,5.0,,,,,,,,,,10.0,750,27.5,,,7.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,16.7,,южный,,28.2,3.0,,,0,,,,,,,10.0,750,25.5,,,9.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,28.1,,южный,,,3.0,,,,,,,,,,10.0,750,20.0,,,7.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,46.3,,южный,,,3.0,,,,,,,,,,10.0,749,14.8,,,2.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,56.5,,южный,,,3.0,,,,,,,,,,10.0,749,12.4,,,2.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,67.3,9.8,южный,,,5.0,,,0,,0,,,,,10.0,748,10.4,,,7.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,29.3,,южный,,,5.0,,,,,,,,,,10.0,747,19.1,,,6.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,19.0,,южный,,,5.0,,,,,,,,,,10.0,745,26.1,,,9.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,19.0,,,,,,,,,,58.1,,западный,,,11.0,,,,,,,,True,,5.0,746,18.6,,,10.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,19.0,,,,,True,,,,,85.8,,западный,,27.8,6.0,,,0.9,,,,,,,10.0,746,12.2,,,7.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,84.5,,западный,,,3.0,,,,,,,,,,10.0,746,10.4,,True,2.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,85.6,,западный,,,5.0,,,,,,,,,,10.0,746,10.3,,,9.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,81.2,,западный,,,4.0,,,,,,,,,,10.0,746,11.0,,,9.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,True,,,,,88.6,9.8,юго-западный,,,4.0,,,0.3,,1,,,,,10.0,744,10.9,,,10.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,10.0,,,,,,,,,,89.9,,юго-западный,,,7.0,,,,,,True,,,,7.0,743,11.7,,,10.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,11.0,,,,,,,,,,79.0,,западный,,,7.0,,,,,,,,,,10.0,743,14.3,,True,9.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,16.0,,,,,True,,,,,55.7,,западный,,,10.0,,,,,,,,,,10.0,743,16.7,,,9.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,15.0,,,,,,,,,,55.7,,северо-западный,,18.4,7.0,,,2,,,,,,,10.0,744,16.7,,,6.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,10.0,,,,,,,,,,58.9,,западный,,,6.0,,,,,,,,,,10.0,745,15.4,,,9.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,80.5,,западный,,,3.0,,,,,,,,,,10.0,746,10.1,,,2.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,87.2,,западный,,,5.0,,,,,,,,,,10.0,746,8.3,,,2.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,91.5,7.2,юго-западный,,,3.0,,,0,,2,,,,,10.0,746,7.7,,,4.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,71.6,,юго-западный,,,3.0,,,,,,,,,,10.0,746,15.3,,,6.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,10.0,,,,,,,,,,47.8,,юго-западный,,,8.0,,,,,,,,,,10.0,744,20.0,,,7.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,12.0,,,,,,,,,,34.9,,юго-западный,,,8.0,,,,,,,,,,10.0,743,23.7,,,7.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,13.0,,,,,,,,,,38.2,,юго-западный,,24.4,7.0,,,0,,,,,,,10.0,741,22.9,,,7.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,10.0,,,,,,,,,,49.1,,юго-западный,,,4.0,,,,,,,,,,10.0,741,20.0,,,9.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,14.0,,,,,True,,,,,72.3,,северо-западный,,,7.0,,,,,,,,,,10.0,742,13.8,,,9.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,12.0,,,,,,,,,,79.3,,западный,,,5.0,,,,,,,,,,10.0,742,13.0,,True,2.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,87.9,8.8,западный,,,3.0,,,менее 0.1,,менее 0.1,,,,,10.0,744,9.2,,,2.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,70.5,,западный,,,5.0,,,,,,,,,,10.0,745,12.0,,,2.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,10.0,,,,,,,,,,40.1,,северный,,,5.0,,,,,,,,,,10.0,746,16.4,,,2.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,11.0,,,,,,,,,,34.3,,северо-западный,,,5.0,,,,,,,,,,10.0,747,17.4,,,1.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,44.2,,северный,,18.1,3.0,,,0,,,,,,,10.0,748,15.3,,,1.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,72.5,,,,,0.0,,,,,,,,,,10.0,750,9.5,,,2.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,81.2,,западный,,,2.0,,,,,,,,,,10.0,750,6.9,,,5.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,85.2,,западный,,,2.0,,,,,,,,,,10.0,751,6.4,,,7.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,90.7,5.3,западный,,,2.0,,,0,,0,,,,,10.0,752,5.3,,,2.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,64.9,5.1,западный,,,2.0,,,,,,,,,,10.0,753,12.2,,,2.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,38.8,,северо-западный,,,3.0,,,,,,,,,,10.0,754,16.7,,,7.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,34.7,,северный,,,4.0,,,,,,,,,,10.0,753,18.8,,,2.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,39.4,,западный,,19.9,1.0,,,0,,,,,,,10.0,753,17.9,,,4.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,63.3,,западный,,,1.0,,,,,,,,,,10.0,754,10.8,,,4.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,79.4,,юго-западный,,,2.0,,,,,,,,,,10.0,754,6.5,,,4.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,72.1,,южный,,,2.0,,,,,,,,,,10.0,754,7.6,,,4.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,76.1,5.5,южный,,,4.0,,,0,,0,,,,,10.0,753,6.3,,,2.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,46.0,,южный,,,4.0,,,,,,,,,,10.0,753,14.6,,,2.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,12.0,,,,,,,,,,24.6,,юго-западный,,,8.0,,,,,,,,,,10.0,752,21.0,,,2.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,12.0,,,,,,,,,,20.0,,юго-западный,,,7.0,,,,,,,,,,10.0,750,23.7,,,2.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,10.0,,,,,,,,,,22.0,,юго-западный,,24.0,6.0,,,0,,,,,,,10.0,749,21.4,,,7.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,29.9,,юго-западный,,,5.0,,,,,,,,,,10.0,748,17.6,,,7.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,30.3,,юго-западный,,,6.0,,,,,,,,,,10.0,746,18.2,,,9.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,True,,,,,85.9,,северо-западный,,,2.0,,,,,,,,,,10.0,747,12.6,,,9.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,91.1,11.4,западный,,,3.0,,,2,,2,,,,,10.0,747,11.8,,,9.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,73.3,,северо-западный,,,6.0,,,,,,,,,,10.0,748,13.8,,,2.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,11.0,,,,,,,,,,40.2,,северо-западный,,,6.0,,,,,,,,,,10.0,749,17.8,,,4.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,12.0,,,,,,,,,,33.8,,северо-западный,,,7.0,,,,,,,,,,10.0,748,19.1,,,2.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,11.0,,,,,,,,,,41.4,,северо-западный,,20.4,3.0,,,0,,,,,,,10.0,748,18.1,,,9.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,13.0,,,,,,,,,,64.8,,северо-западный,,,6.0,,,,,,,,,,10.0,748,15.8,,True,9.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,83.2,,северо-западный,,,3.0,,,,,,,,,,10.0,748,13.9,,,9.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,88.2,,северо-западный,,,3.0,,,,,,,,,,10.0,748,13.0,,,6.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,91.1,11.2,северо-западный,,,2.0,,,менее 0.1,,менее 0.1,,,,,10.0,749,11.2,,,4.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,74.8,9.6,северо-западный,,,5.0,,,,,,,,,,10.0,749,14.3,,,5.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,11.0,,,,,,,,,,50.0,,северо-западный,,,7.0,,,,,,,,,,10.0,749,18.2,,,7.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,13.0,,,,,,,,,,37.6,,северо-западный,,,8.0,,,,,,,,,,10.0,748,20.0,,,9.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,12.0,,,,,True,,,,,93.1,,северо-западный,,20.7,3.0,,,1,,,,,,,10.0,748,14.7,,,9.0
