timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,11.0,,,,,,,,,89.4,,,,северный,,13.5,3,,,0.2,,,,,,,True,,4,751,,4.6,,,,10.0,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,11.0,,,,,,,,,92.5,,,,северный,,,3,,True,,,,,,,,,,4,751,,2.7,,,,10.0,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,10.0,,,,,,,,,93.7,,,,северный,,,1,,,,,,,,,,,,4,752,,1.2,,,,10.0,True
1589252400,"Вторник, 12 мая
03:00 (UTC)",,3.0,,,True,,,,,,95.8,,,0.7,юго-западный,,,1,,,8,,,,,10,,,,4,754,,1.3,,,,10.0,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,6.0,,,,,True,,,,70.7,,,0.7,северо-западный,,,2,,,9,,,,,,,,,10,754,,7.9,,,,4.0,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,10.0,,,,,,,,,37.5,,,,северо-западный,,,3,,,,,,,,,,,,10,756,,10.5,,,,7.0,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,10.0,,,,,,,,,33.4,,,,западный,,,2,,,,,,,,,,,,10,757,,11.2,,,,6.0,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,9.0,,,,,,,,,30.7,,,,юго-западный,,,2,,,1,,,,,,,,,10,757,,11.1,,,,2.0,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,6.0,,,,,,,,,48.6,,,,юго-западный,,12.1,1,,,0,,,,,,,,,10,757,,8.3,,,,7.0,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,5.0,,,,,,,,,68.3,,,,южный,,,1,,,,,,,,,,,,10,757,,6.2,,,,6.0,
1589328000,"Среда, 13 мая
00:00 (UTC)",,4.0,,,,,,,,,76.6,,,,юго-западный,,,1,,,,,,,,,,True,,10,756,,5.9,,,,10.0,
1589338800,"Среда, 13 мая
03:00 (UTC)",,6.0,,,,,,,,,88.2,,,5.7,,,,0,,,0.7,,,,,2,,True,,4,756,,6.0,,,,10.0,
1589349600,"Среда, 13 мая
06:00 (UTC)",,5.0,,,,True,,,,,90.1,,,5.1,южный,,,1,,,0.8,,,,,,,,,4,756,,6.2,,,,10.0,
1589360400,"Среда, 13 мая
09:00 (UTC)",,6.0,,,,,,,,,90.1,,,,юго-западный,,,1,,,,,,,,,,True,,4,756,,6.1,,,,10.0,
1589371200,"Среда, 13 мая
12:00 (UTC)",,7.0,,,,,,,,,56.2,,,,западный,,,2,,,,,,,,,,,,10,757,,9.6,,,,9.0,
1589382000,"Среда, 13 мая
15:00 (UTC)",,7.0,,,,,,,,,53.6,,,,северо-западный,,,3,,,2,,,,,,,,,10,758,,8.7,,,,7.0,
1589392800,"Среда, 13 мая
18:00 (UTC)",,7.0,,,,,,,,,52.4,,,,северо-западный,,11.2,1,,,0.9,,,,,,,,,10,758,,7.3,,,,0.0,
1589403600,"Среда, 13 мая
21:00 (UTC)",,3.0,,,,,,,,,85.5,,,,северо-западный,,,1,,,,,,,,,,,,4,759,,3.2,,,,0.0,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,3.0,,,,,,,,,94.3,,,,,,,0,,,,,,,,,,,,4,759,,0.1,,,,0.0,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,1.0,,,,,,,,,97.8,,,-1.0,,,,0,,,0,,,,,2,,,,4,759,,-0.8,,,,1.0,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,2.0,,,,,,,,,61.0,,,-1.0,южный,,,1,,,0,,,,,,,,,10,759,,8.6,,,,1.0,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,5.0,,,,,,,,,29.3,,,,южный,,,1,,,,,,,,,,,,10,759,,11.7,,,,7.0,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,8.0,,,,,,,,,53.2,,,,западный,,,2,,,,,,,,,,,,10,760,,11.8,,,,7.0,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,7.0,,,,,,,,,36.9,,,,северо-западный,,,2,,,0,,,,,,,,,10,760,,11.3,,,,2.0,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,7.0,,,,,,,,,42.0,,,,северо-западный,,13.4,2,,,0,,,,,,,,,10,760,,8.6,,,,0.0,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,4.0,,,,,,,,,73.8,,,,,,,0,,,,,,,,,,,,10,760,,5.3,,,,0.0,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,5.0,,,,,,,,,75.8,,,,юго-западный,,,1,,,,,,,,,,,,10,760,,4.6,,,,0.0,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,5.0,,,,,,,,,86.8,,,3.7,южный,,,1,,,0,,,,,0,True,,,4,760,,3.7,,,,0.0,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,4.0,,,,,,,,,72.1,,,3.6,западный,,,1,,,0,,,,,,,,,10,760,,10.2,,,,4.0,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,8.0,,,,,,,,,56.8,,,,западный,,,2,,,,,,,,,,,,10,760,,12.1,,,,7.0,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,7.0,,,,,,,,,44.5,,,,западный,,,2,,,,,,,,,,,,10,759,,14.1,,,,7.0,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,7.0,,,,,,,,,48.8,,,,северо-западный,,,3,,,0,,,,,,,,,10,759,,11.5,,,,10.0,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,7.0,,,,,,,,,66.6,,,,северо-западный,,14.5,1,,,0,,,,,,,,,10,758,,9.5,,,,10.0,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,4.0,,,,,,,,,76.5,,,,юго-западный,,,1,,,,,,,,,,,,10,758,,8.7,,,,10.0,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,7.0,,,,,,,,,71.1,,,,западный,,,2,,,,,,,,,,,,10,758,,10.0,,,,10.0,
1589598000,"Суббота, 16 мая
03:00 (UTC)",,7.0,,,,,,,,,73.4,,,8.7,западный,,,2,,,0,,,,,0,,,,10,758,,9.2,,,,6.0,
1589608800,"Суббота, 16 мая
06:00 (UTC)",,8.0,,,,,,,,,68.7,,,8.7,западный,,,2,,,0,,,,,,,,,10,758,,10.6,,,,9.0,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,9.0,,,,,,,,,62.0,,,,западный,,,2,,,,,,,,,,,,10,759,,11.2,True,,,7.0,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,11.0,,,,,,,,,58.1,,,,западный,,,3,,,,,,,,,,,,10,760,,13.8,True,,,7.0,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,10.0,,,,,,,,,62.3,,,,западный,,,2,,,1,,,,,,,,,10,760,,12.3,,,,9.0,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,8.0,,,,,,,,,59.2,,,,северо-западный,,14.2,2,,,1,,,,,,,,,10,760,,11.8,,,,10.0,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,8.0,,,,,,,,,68.4,,,,западный,,,2,,,,,,,,,,,,10,760,,11.1,,,,7.0,
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,10.0,,,,,,,,,65.0,,,,западный,,,2,,,,,,,,,,,,10,759,,10.6,,,,7.0,
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,7.0,,,,,,,,,76.0,,,9.1,,,,0,,,0,,,,,1,,,,10,759,,9.2,,,,6.0,
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,7.0,,,,,,,,,68.9,,,8.7,западный,,,1,,,0,,,,,,,,,10,759,,11.2,,,,7.0,
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,7.0,,,,,,,,,71.0,,,,западный,,,3,,,,,,,,,,,,10,759,True,9.9,,,,10.0,
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,10.0,,,,,True,,,,57.9,,,,западный,,,3,,,,,,,,,,,,10,759,,11.5,,,,7.0,
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,11.0,,,,,,,,,66.5,,,,западный,,,3,,,0.4,,,,,,,,,10,759,,11.2,,,,10.0,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,12.0,,,,,,,,,66.7,,,,западный,,13.5,2,,,0.4,,,,,,,,,10,759,,11.8,,,,9.0,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,9.0,,,,,,,,,83.9,,,,западный,,,2,,,,,,,,,,,,10,758,True,10.0,,,,10.0,
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,13.0,,,,,,,,,89.7,,,,западный,,,3,,,,,,,,,,,,4,757,True,9.5,,,,10.0,
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,8.0,,,,,,,True,,94.0,,,6.8,западный,,,1,,,14,,,,,14,,,,4,758,,6.9,,,,10.0,
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,4.0,,,,,,,,,85.5,,,6.8,западный,,,1,,,14,,,,,,True,,,4,759,,9.2,,,,7.0,
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,7.0,,,,,,,,,57.1,,,,северо-западный,,,2,,,,,,,,,,,,10,761,,13.2,,,,5.0,
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,6.0,,,,,,,,,47.8,,,,западный,,,2,,,,,,,,,,,,10,762,,14.0,,,,2.0,
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,7.0,,,,,,,,,46.4,,,,северо-западный,,,2,,,0,,,,,,,,,10,762,,12.7,,,,7.0,
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,6.0,,,,,,True,,,77.8,,,,юго-западный,,14.6,1,,,0,,,,,,,,,10,761,,10.0,,,,10.0,
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,6.0,,,,,,,True,,94.8,,,,,,,0,,,,,,,,,,,,4,760,,10.0,,,,10.0,
1589846400,"Вторник, 19 мая
00:00 (UTC)",,4.0,,,,,,True,,,94.8,,,,,,,0,,,,,,,,,,,,4,759,,10.5,,,,10.0,
1589857200,"Вторник, 19 мая
03:00 (UTC)",,3.0,True,,,,,,,,94.7,,,8.4,северо-восточный,,,1,,,8,,,,,8,,,,4,758,,8.4,,,,10.0,
1589868000,"Вторник, 19 мая
06:00 (UTC)",,3.0,,,,,,,,,94.7,,,7.9,,,,0,,,9,,,,True,,,,,4,758,,8.9,,,,10.0,
1589878800,"Вторник, 19 мая
09:00 (UTC)",,5.0,,,,,,,,,74.2,,,,северо-западный,,,2,,,,,,,,,,,,10,758,,13.6,True,,,10.0,
1589889600,"Вторник, 19 мая
12:00 (UTC)",,5.0,,,,,,,,,93.5,,,,северо-западный,,,1,,,,,,,,,,True,,4,758,,10.3,,,,10.0,
1589900400,"Вторник, 19 мая
15:00 (UTC)",,5.0,,,,,,,,,92.9,,,,северо-западный,,,2,,,9,,,,,,,True,,4,758,,10.0,,,,10.0,
1589911200,"Вторник, 19 мая
18:00 (UTC)",,5.0,,,,,,,,,90.9,,,,северо-западный,,12.7,1,,,11,,,,,,True,,,4,760,,9.1,,,,10.0,
1589922000,"Вторник, 19 мая
21:00 (UTC)",,4.0,,,,,,,,,90.2,,,,северо-западный,,,1,,,,,,,,,True,,,4,761,,7.9,,,,2.0,
1589932800,"Среда, 20 мая
00:00 (UTC)",,4.0,,,,,,,,,93.3,,,,северо-западный,,,2,,,,,,,,,True,,,4,761,,6.2,,,,2.0,
1589943600,"Среда, 20 мая
03:00 (UTC)",,5.0,,,,,,,,,93.3,,,4.8,северный,,,2,,,3,,,,,12,True,,,4,762,,5.8,,,,0.0,
1589954400,"Среда, 20 мая
06:00 (UTC)",,5.0,,,,,,,,,65.9,,,4.8,северо-западный,,,2,,,0,,,,,,,,,10,763,,10.5,,,,0.0,
1589965200,"Среда, 20 мая
09:00 (UTC)",,5.0,,,,,,,,,52.3,,,,северный,,,2,,,,,,,,,,,,10,764,,12.3,,,,7.0,
1589976000,"Среда, 20 мая
12:00 (UTC)",,6.0,,,,,,,,,49.3,,,,северный,,,3,,,,,,,,,,,,10,764,,13.3,,,,4.0,
1589986800,"Среда, 20 мая
15:00 (UTC)",,8.0,,,,,,,,,48.1,,,,северный,,,4,,,0,,,,,,,,,10,765,,11.7,,,,0.0,
1589997600,"Среда, 20 мая
18:00 (UTC)",,9.0,,,,,,,,,68.7,,,,северный,,14.0,3,,,0,,,,,,,,,10,765,,8.1,,,,0.0,
1590008400,"Среда, 20 мая
21:00 (UTC)",,6.0,,,,,,,,,81.0,,,,северо-западный,,,2,,,,,,,,,,,,10,766,,5.8,,,,0.0,
1590019200,"Четверг, 21 мая
00:00 (UTC)",,4.0,,,,,,,,,83.8,,,,северный,,,1,,,,,,,,,,,,10,766,,4.7,,,,0.0,
1590030000,"Четверг, 21 мая
03:00 (UTC)",,4.0,,,,,,,,,83.9,,,4.2,северо-западный,,,2,,,0,,,,,0,True,,,10,766,,5.0,,,,0.0,
1590040800,"Четверг, 21 мая
06:00 (UTC)",,11.0,,,,,,,,,53.5,,,4.2,северный,,,4,,,0,,,,,,,,,10,766,,9.9,,,,1.0,
1590051600,"Четверг, 21 мая
09:00 (UTC)",,12.0,,,,,,,,,43.2,,,,северный,,,5,,,,,,,,,,,,10,766,,11.6,,,,1.0,
1590062400,"Четверг, 21 мая
12:00 (UTC)",,11.0,,,,,,,,,47.3,,,,северный,,,5,,,,,,,,,,,,10,766,,12.4,,,,1.0,
1590073200,"Четверг, 21 мая
15:00 (UTC)",,11.0,,,,,,,,,43.4,,,,северо-западный,,,5,,,0,,,,,,,,,10,766,,11.3,,,,0.0,
1590084000,"Четверг, 21 мая
18:00 (UTC)",,11.0,,,,,,,,,56.8,,,,северный,,12.6,3,,,0,,,,,,,,,10,766,,8.9,,,,0.0,
1590094800,"Четверг, 21 мая
21:00 (UTC)",,6.0,,,,,,,,,75.0,,,,северо-западный,,,2,,,,,,,,,,,,10,766,,6.3,,,,0.0,
1590105600,"Пятница, 22 мая
00:00 (UTC)",,5.0,,,,,,,,,72.9,,,,северо-западный,,,2,,,,,,,,,,,,10,766,,6.1,,,,0.0,
1590116400,"Пятница, 22 мая
03:00 (UTC)",,5.0,,,,,,,,,79.8,,,4.1,северо-западный,,,1,,,0,,,,,0,,,,10,766,,5.2,,,,0.0,
1590127200,"Пятница, 22 мая
06:00 (UTC)",,8.0,,,,,,,,,48.9,,,4.1,северный,,,3,,,0,,,,,,,,,10,767,,10.7,,,,0.0,
1590138000,"Пятница, 22 мая
09:00 (UTC)",,9.0,,,,,,,,,45.8,,,,северный,,,3,,,,,,,,,,,,10,767,,13.1,,,,0.0,
1590148800,"Пятница, 22 мая
12:00 (UTC)",,8.0,,,,,,,,,37.3,,,,северный,,,4,,,,,,,,,,,,10,767,,14.4,,,,0.0,
1590159600,"Пятница, 22 мая
15:00 (UTC)",,8.0,,,,,,,,,36.0,,,,северный,,,4,,,0,,,,,,,,,10,767,,13.7,,,,0.0,
1590170400,"Пятница, 22 мая
18:00 (UTC)",,7.0,,,,,,,,,52.9,,,,северный,,15.1,2,,,0,,,,,,,,,10,767,,10.6,,,,0.0,
1590181200,"Пятница, 22 мая
21:00 (UTC)",,4.0,,,,,,,,,83.9,,,,,,,0,,,,,,,,,,,,10,766,,5.4,,,,0.0,
1590192000,"Суббота, 23 мая
00:00 (UTC)",,1.0,,,,,,,,,95.2,,,,,,,0,,,,,,,,,True,,,4,766,,4.1,,,,0.0,
1590202800,"Суббота, 23 мая
03:00 (UTC)",,1.0,,,,,,,,,97.2,,,2.8,,,,0,,,0,,,,,0,True,,,4,766,,3.5,,,,7.0,
1590213600,"Суббота, 23 мая
06:00 (UTC)",,3.0,,,,,,,,,56.7,,,2.8,юго-восточный,,,2,,,0,,,,,,,,,10,766,,11.7,,,,10.0,
1590224400,"Суббота, 23 мая
09:00 (UTC)",,5.0,,,,,,,,,37.5,,,,южный,,,2,,,,,,,,,,,,10,765,,17.1,,,,10.0,
1590235200,"Суббота, 23 мая
12:00 (UTC)",,7.0,,,,,,,,,35.6,,,,южный,,,2,,,,,,,,,,,,10,764,,17.7,,,,10.0,
1590246000,"Суббота, 23 мая
15:00 (UTC)",,6.0,,,,,,,,,39.9,,,,южный,,,2,,,0,,,,,,,,,10,762,,17.6,,,,10.0,
1590256800,"Суббота, 23 мая
18:00 (UTC)",,6.0,,,,,,,,,55.1,,,,западный,,18.3,1,,,0,,,,,,,,,10,762,,14.5,,,,10.0,
1590267600,"Суббота, 23 мая
21:00 (UTC)",,5.0,True,,,,,,,,91.0,,,,,,,0,,,,,,,,,,,,4,762,,9.7,,,,10.0,
1590278400,"Воскресенье, 24 мая
00:00 (UTC)",,4.0,True,,,,,,,,89.1,,,,юго-западный,,,1,,,,,,,,,,,,4,762,,9.6,,,,10.0,
1590289200,"Воскресенье, 24 мая
03:00 (UTC)",,3.0,,,,,,,,,94.8,True,,9.4,западный,,,1,,,2,,,,,2,,,,4,761,,10.3,,,,10.0,
1590300000,"Воскресенье, 24 мая
06:00 (UTC)",,5.0,,,,,,,,,84.2,,,9.4,западный,,,1,,,2,,,,,,True,,,4,761,,12.9,,,,7.0,
1590310800,"Воскресенье, 24 мая
09:00 (UTC)",,9.0,,,,,,,,,62.5,,,,северо-западный,,,3,,,,,,,,,,,,10,762,,15.1,,,,7.0,
1590321600,"Воскресенье, 24 мая
12:00 (UTC)",,9.0,,,,,,,,,48.8,,,,северо-западный,,,3,,,,,,,,,,,,10,762,,16.4,,,,4.0,
1590332400,"Воскресенье, 24 мая
15:00 (UTC)",,8.0,,,,,,,,,65.4,,,,западный,,,2,,,менее 0.1,,,,,,,,,10,763,,14.6,,,,6.0,
1590343200,"Воскресенье, 24 мая
18:00 (UTC)",,7.0,,,,,,,,,78.0,,,,северо-западный,,17.6,1,,,0,,,,,,,,,10,763,,11.8,,,,6.0,
1590354000,"Воскресенье, 24 мая
21:00 (UTC)",,4.0,,,,,,,,,85.7,,,,южный,,,1,,,,,,,,,True,,,4,763,,10.7,,,,7.0,
1590364800,"Понедельник, 25 мая
00:00 (UTC)",,4.0,,,,,,,,,92.8,,,,южный,,,1,,,,,,,,,True,,,4,763,,8.8,,,,5.0,
1590375600,"Понедельник, 25 мая
03:00 (UTC)",,2.0,,,,,,,,,92.2,,,8.5,южный,,,1,,,0,,,,,менее 0.1,True,,,4,763,,10.0,,,,9.0,
1590386400,"Понедельник, 25 мая
06:00 (UTC)",,3.0,,,,,,,,,83.5,,,8.5,западный,,,1,,,0,,,,,,,,,4,764,,12.0,,,,10.0,
1590397200,"Понедельник, 25 мая
09:00 (UTC)",,4.0,,,,,,,,,70.0,,,,западный,,,1,,,,,,,,,,,,10,765,,14.6,,,,9.0,
1590408000,"Понедельник, 25 мая
12:00 (UTC)",,4.0,,,,,,,,,85.4,,,,,,,0,,,,,,,,,,,,4,766,True,13.6,,,,7.0,
1590418800,"Понедельник, 25 мая
15:00 (UTC)",,7.0,,,,,,,,,64.7,,,,северный,,,3,,,6,,,,,,,,,10,767,,15.4,,,,2.0,
1590429600,"Понедельник, 25 мая
18:00 (UTC)",,7.0,,,,,,,,,88.6,,,,северный,,16.2,3,,,6,,,,,,True,,,4,768,,10.4,,,,10.0,
1590440400,"Понедельник, 25 мая
21:00 (UTC)",,6.0,,,,,,,,,90.9,,,,северо-западный,,,2,,,,,,,,,True,,,4,769,,8.8,,,,10.0,
1590451200,"Вторник, 26 мая
00:00 (UTC)",,5.0,,,,,,,,,94.1,,,,северо-западный,,,2,,,,,,,,,True,,,4,770,,8.8,,,,10.0,
1590462000,"Вторник, 26 мая
03:00 (UTC)",,5.0,,,,,,,,,95.4,,,8.6,северный,,,2,,,0,,,,,6,True,,,4,771,,9.0,,,,10.0,
1590472800,"Вторник, 26 мая
06:00 (UTC)",,4.0,,,,,,,,,92.9,,,8.6,северо-западный,,,2,,,0,,,,,,True,,,4,772,,10.4,,,,10.0,
1590483600,"Вторник, 26 мая
09:00 (UTC)",,5.0,,,,,,,,,66.6,,,,северный,,,2,,,,,,,,,,,,10,772,,15.7,,,,2.0,
1590494400,"Вторник, 26 мая
12:00 (UTC)",,7.0,,,,,,,,,64.9,,,,северо-западный,,,3,,,,,,,,,,,,10,772,,16.2,,,,1.0,
1590505200,"Вторник, 26 мая
15:00 (UTC)",,7.0,,,,,,,,,66.8,,,,северный,,,3,,,0,,,,,,,,,10,772,,14.7,,,,0.0,
1590516000,"Вторник, 26 мая
18:00 (UTC)",,7.0,,,,,,,,,74.3,,,,северо-западный,,17.1,2,,,0,,,,,,,,,10,772,,11.4,,,,0.0,
1590526800,"Вторник, 26 мая
21:00 (UTC)",,4.0,,,,,,,,,89.7,,,,северо-западный,,,2,,,,,,,,,True,,,4,772,,8.5,,,,5.0,
1590537600,"Среда, 27 мая
00:00 (UTC)",,6.0,,,,,,,,,92.7,,,,северо-западный,,,2,,,,,,,,,True,,,4,772,,7.5,,,,7.0,
1590548400,"Среда, 27 мая
03:00 (UTC)",,5.0,,,,,,,,,94.0,,,6.9,северо-западный,,,1,,,0,,,,,0,True,,,4,772,,7.0,,,,0.0,
1590559200,"Среда, 27 мая
06:00 (UTC)",,4.0,,,,,,,,,66.6,,,6.9,северо-западный,,,1,,,0,,,,,,,,,10,772,,13.7,,,,7.0,
1590570000,"Среда, 27 мая
09:00 (UTC)",,4.0,,,,,,,,,60.1,,,,западный,,,1,,,,,,,,,,,,10,771,,17.2,,,,6.0,
1590580800,"Среда, 27 мая
12:00 (UTC)",,6.0,,,,,,,,,57.0,,,,северо-западный,,,2,,,,,,,,,,,,10,770,,18.8,,,,4.0,
1590591600,"Среда, 27 мая
15:00 (UTC)",,8.0,,,,,,,,,49.6,,,,северо-западный,,,3,,,0,,,,,,,,,10,769,,18.0,,,,4.0,
1590602400,"Среда, 27 мая
18:00 (UTC)",,6.0,,,,,,,,,57.4,,,,северо-западный,,19.3,1,,,0,,,,,,,,,10,769,,16.0,,,,2.0,
1590613200,"Среда, 27 мая
21:00 (UTC)",,3.0,,,,,,,,,86.3,,,,,,,0,,,,,,,,,,,,10,768,,10.9,,,,4.0,
1590624000,"Четверг, 28 мая
00:00 (UTC)",,2.0,,,,,,,,,88.1,,,,южный,,,1,,,,,,,,,True,,,4,767,,11.1,,,,10.0,
1590634800,"Четверг, 28 мая
03:00 (UTC)",,3.0,,,,,,,,,85.2,,,10.4,юго-западный,,,1,,,0,,,,,0,True,,,4,766,,12.0,,,,10.0,
1590645600,"Четверг, 28 мая
06:00 (UTC)",,4.0,,,,,,,,,79.9,,,10.4,северо-восточный,,,1,,,0,,,,,,,,,10,767,,13.3,,,,9.0,
1590656400,"Четверг, 28 мая
09:00 (UTC)",,8.0,,,,,,,,,73.8,,,,северный,,,4,,,,,,,,,,,,10,767,,13.8,,,,10.0,
1590667200,"Четверг, 28 мая
12:00 (UTC)",,7.0,,,,,,,,,71.6,,,,северо-западный,,,4,,,,,,,,,,,,10,767,,15.2,,,,7.0,
1590678000,"Четверг, 28 мая
15:00 (UTC)",,11.0,,,,,,,,,58.4,,,,северный,,,4,,,0,,,,,,,,,10,768,,15.1,,,,4.0,
1590688800,"Четверг, 28 мая
18:00 (UTC)",,11.0,,,,,,,,,61.4,,,,северный,,16.4,4,,,0,,,,,,,,,10,768,,12.3,,,,4.0,
1590699600,"Четверг, 28 мая
21:00 (UTC)",,10.0,,,,,,,,,76.7,,,,северный,,,3,,,,,,,,,,,,10,768,,10.2,,,,2.0,
1590710400,"Пятница, 29 мая
00:00 (UTC)",,7.0,,,,,,,,,70.9,,,,северный,,,2,,,,,,,,,,,,10,768,,9.4,,,,0.0,
1590721200,"Пятница, 29 мая
03:00 (UTC)",,7.0,,,,,,,,,79.7,,,8.1,северный,,,3,,,0,,,,,0,,,,10,768,,8.5,,,,0.0,
1590732000,"Пятница, 29 мая
06:00 (UTC)",,9.0,,,,,,,,,69.9,,,8.1,северный,,,5,,,0,,,,,,,,,10,769,,11.6,,,,4.0,
1590742800,"Пятница, 29 мая
09:00 (UTC)",,12.0,,,,,,,,,59.3,,,,северный,,,5,,,,,,,,,,,,10,768,,13.8,,,,2.0,
1590753600,"Пятница, 29 мая
12:00 (UTC)",,12.0,,,,,,,,,51.1,,,,северный,,,6,,,,,,,,,,,,10,767,,14.6,,,,0.0,
1590764400,"Пятница, 29 мая
15:00 (UTC)",,11.0,,,,,,,,,54.7,,,,северный,,,5,,,0,,,,,,,,,10,766,,14.3,,,,2.0,
1590775200,"Пятница, 29 мая
18:00 (UTC)",,12.0,,,,,,,,,67.1,,,,северный,,15.3,3,,,0,,,,,,,,,10,766,,11.9,,,,7.0,
1590786000,"Пятница, 29 мая
21:00 (UTC)",,7.0,,,,,,,,,78.9,,,,северо-западный,,,3,,,,,,,,,,,,10,766,,10.3,,,,7.0,
1590796800,"Суббота, 30 мая
00:00 (UTC)",,5.0,,,,,,,,,87.9,,,,северный,,,2,,,,,,,,,True,,,4,765,,8.9,,,,0.0,
1590807600,"Суббота, 30 мая
03:00 (UTC)",,6.0,,,,,,,,,89.1,,,8.5,северный,,,3,,,0,,,,,0,True,,,4,765,,8.8,,,,7.0,
1590818400,"Суббота, 30 мая
06:00 (UTC)",,7.0,,,,,,,,,73.9,,,8.5,северный,,,3,,,0,,,,,,,,,10,765,,11.9,,,,4.0,
1590829200,"Суббота, 30 мая
09:00 (UTC)",,10.0,,,,,,,,,50.7,,,,северный,,,4,,,,,,,,,,,,10,764,,15.9,,,,7.0,
1590840000,"Суббота, 30 мая
12:00 (UTC)",,9.0,,,,,,,,,58.1,,,,северный,,,5,,,,,,,,,,,,10,763,,15.5,,,,9.0,
1590850800,"Суббота, 30 мая
15:00 (UTC)",,,,,,,,,,,58.2,,,,северный,,,4,,,0,,,,,,,,,10,762,,15.9,,,,9.0,
1590861600,"Суббота, 30 мая
18:00 (UTC)",,11.0,,,,,,,,,68.9,,,,северный,,17.1,4,,,0,,,,,,,,,10,761,,13.5,,,,10.0,
1590872400,"Суббота, 30 мая
21:00 (UTC)",,8.0,,,,,,,,,71.2,,,,северный,,,4,,,,,,,,,,,,10,761,,13.4,,,,10.0,
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,8.0,,,,,,,,,71.1,,,,северный,,,3,,,,,,,,,,,,10,761,,12.9,,,,9.0,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,7.0,,,,,,,,,76.4,,,11.2,северный,,,2,,,0,,,,,0,,,,10,761,,11.5,,,,1.0,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,9.0,,,,,,,,,54.4,,,11.2,северо-восточный,,,3,,,0,,,,,,,,,10,761,,16.3,,,,2.0,
