timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,15.6,,53.9,,,,юго-западный,0.0,,,5
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.2,,35.1,,,,юго-западный,4.0,,,8
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,14.0,,,,,,,,,,,10,752,,,19.2,,35.1,,,,юго-западный,5.0,,,9
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,14.0,,0,,,,,,,,,10,752,,,15.9,,45.4,,,,южный,6.0,,20.2,10
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,13.0,,,,,,,,,,,10,753,,,12.8,,67.8,,,,юго-западный,9.0,,,6
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,10.7,,75.2,,,,юго-западный,9.0,,,4
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,10.4,,73.7,,,,южный,7.0,,,4
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,12.1,,71.0,,9.9,,юго-западный,10.0,,,5
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,13.2,,68.8,,,,западный,10.0,,,6
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,12.0,,,,,,,,,,,10,755,,,16.5,,31.4,,,,западный,7.0,,,8
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,12.0,,,,,,,,,,,10,755,,,16.5,,31.4,,,,западный,9.0,,,7
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,13.0,,0,,,,,,,,,10,756,,,12.0,,58.0,,,,северо-западный,9.0,,17.4,6
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,9.9,,60.9,,,,западный,9.0,,,3
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,7.9,,83.6,,,True,южный,9.0,,,4
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,True,,,,,10,758,,,7.2,,67.1,,,,юго-западный,0.0,,,3
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,0.1,,,0.1,,,,,,10,759,,,5.9,,72.3,,4.6,,юго-западный,2.0,,,2
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,14.1,,38.6,,,,западный,0.0,,,4
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,12.0,,,,,,,,,,,10,760,,,16.1,,29.5,,,,западный,9.0,,,7
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,17.3,,26.9,,,,западный,9.0,,,6
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,16.9,,29.5,,,,западный,7.0,,19.2,4
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,761,,,10.9,,51.5,,,,западный,0.0,,,2
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,5.8,,72.3,,,,северо-западный,0.0,,,2
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,4.2,,85.0,,,,северо-восточный,0.0,,,1
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,0,,,0,,True,,,,10,761,,,3.9,,98.6,,1.7,,восточный,0.0,,,2
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,13.6,,47.0,,,,юго-восточный,0.0,,,3
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,18.8,,30.3,,,,восточный,0.0,,,5
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,21.2,,24.1,,,,северо-восточный,0.0,,,3
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,21.2,,23.8,,,,восточный,0.0,,22.2,2
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,11.6,,57.9,,,,северо-восточный,0.0,,,1
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,11.2,,58.6,,,,западный,0.0,,,2
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,8.2,,72.7,,,,западный,0.0,,,1
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,3.8,,83.7,,3.6,,юго-восточный,10.0,,,2
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,14.4,,48.6,,,,южный,2.0,,,1
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,21.9,,32.1,,,,восточный,1.0,,,2
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,24.9,,26.0,,,,юго-восточный,2.0,,,2
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,23.8,,27.0,,,,южный,2.0,,25.8,1
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.6,,47.8,,,,северо-западный,1.0,,,3
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,13.0,,46.1,,,,северо-западный,0.0,,,3
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,12.9,,52.1,,,,западный,0.0,,,2
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,9.7,,73.5,,9.5,,юго-западный,4.0,,,1
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,16.6,,56.4,,,,восточный,10.0,,,1
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.4,,39.3,,,,юго-восточный,7.0,,,3
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.1,,27.0,,,,северо-восточный,5.0,,,2
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,23.2,,31.8,,,,восточный,9.0,,25.4,3
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,16.5,,54.5,,,,восточный,5.0,,,2
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,13.1,,78.2,,,,восточный,5.0,,,1
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,12.0,,71.9,,,,северо-западный,7.0,,,1
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,753,,,13.0,,69.7,,11.9,,юго-западный,10.0,,,1
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,18.1,,58.7,,,,юго-восточный,10.0,,,2
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,20.3,,54.4,,,,юго-западный,10.0,,,2
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.1,,53.2,,,,юго-восточный,10.0,,,2
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,20.1,,48.8,,,,южный,10.0,,21.9,1
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,True,,,4,753,,,16.7,,78.3,,,,юго-западный,10.0,,,2
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.7,,77.1,,,True,западный,10.0,,,2
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,14.8,,79.0,,,True,западный,10.0,,,2
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,0.2,,,0.2,,,,,,10,753,,,14.8,,82.2,,13.4,,западный,10.0,,,2
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,16.4,,78.7,,,,северный,10.0,,,1
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,20.7,,56.3,,,,южный,9.0,,,2
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,23.9,,40.8,,,,южный,9.0,,,3
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,752,,,19.9,,59.2,,,,северо-восточный,7.0,,24.4,1
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.9,,77.1,,,,северо-восточный,5.0,,,3
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,13.4,,93.1,,,,северный,0.0,,,2
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,True,,,,2,752,,,11.5,,98.7,,,,восточный,2.0,,,3
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,0,,,0,,,,,,0,752,True,,10.5,,100.0,,8.8,,юго-восточный,,,,1
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.5,,86.2,,,True,юго-восточный,6.0,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,True,,,10,754,,,16.2,,86.2,,,,юго-западный,10.0,,,3
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,20.3,,61.2,,,True,юго-западный,9.0,,,4
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,1,,,,,,,,,10,753,,True,21.2,,58.7,,,,юго-восточный,7.0,,23.1,4
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,14.5,,95.6,,,True,южный,6.0,,,1
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,13.0,,98.7,,,,северный,5.0,,,1
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,13.2,,100.0,,,True,восточный,7.0,,,3
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,1,,,2,,,,,,10,754,,,14.1,,96.8,,12.7,,южный,9.0,,,2
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,True,,,4,755,,,15.4,,96.2,,,,юго-восточный,10.0,,,4
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.7,,67.6,,,True,восточный,10.0,,,2
1588680000,"Вторник, 5 мая
12:00 (UTC)",,True,,,,,,,,,,,,4,754,,,16.5,,97.5,,,,восточный,10.0,,,4
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,21,,,,True,,,,,10,754,,,18.4,,82.1,,,,северо-восточный,5.0,,22.4,2
1588701600,"Вторник, 5 мая
18:00 (UTC)",True,,,,,,,,,,,,,10,754,,,15.4,,96.8,,,,,7.0,,,0
1588712400,"Вторник, 5 мая
21:00 (UTC)",True,,,,,,,,,,,,,10,754,,,14.4,,96.8,,,,северо-западный,7.0,,,1
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,13.1,,95.5,,,True,северо-западный,10.0,,,3
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,0.5,,,22,,,,,,10,754,,,12.2,,97.4,,11.9,,,10.0,,,0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,15.9,,80.8,,,,южный,10.0,,,3
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,18.1,,70.7,,,,юго-восточный,10.0,,,1
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.1,,67.3,,,,восточный,10.0,,,1
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,18.2,,74.0,,,,юго-восточный,9.0,,19.4,2
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,14.9,,88.4,,,,юго-западный,6.0,,,1
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,14.0,,88.3,,,,западный,10.0,,,1
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,10.9,,95.4,,,,южный,7.0,,,2
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,11.4,,92.9,,10.8,,юго-западный,7.0,,,2
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.0,,71.4,,,,юго-западный,5.0,,,3
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.0,,54.6,,,,юго-западный,6.0,,,3
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.5,,56.4,,,,западный,10.0,,,5
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,16.4,,68.5,,,,северо-западный,10.0,,21.7,3
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,15.0,,86.1,,,,северо-западный,10.0,,,1
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,True,,,10,756,,,13.0,,94.9,,,,западный,10.0,,,4
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,True,,,4,756,,,12.0,,93.6,,,,западный,10.0,,,4
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,4,,,4,,,,,,10,756,,,11.3,,94.8,,11.2,True,юго-западный,6.0,,,3
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,10.0,,,,,,,,,,,10,757,,,13.9,,75.3,,10.9,True,юго-западный,10.0,,,7
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,10,758,,,14.9,,71.0,,,,южный,10.0,,,7
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,12.0,,,,,,,,,,,10,758,,,14.7,,73.9,,,,юго-западный,10.0,,,8
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,14.0,,0,,,,,,,,,10,758,,,15.9,,55.1,,,,юго-западный,7.0,,17.7,7
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,10,759,,,11.7,,84.6,,,,юго-западный,2.0,,,4
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,10,759,,,11.3,,78.0,,,,юго-западный,7.0,,,4
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,10.7,,86.3,,,,юго-западный,9.0,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,760,,,10.6,,86.8,,9.7,,юго-западный,10.0,,,5
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,11.3,,80.1,,9.6,True,юго-западный,10.0,,,6
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,13.1,,64.7,,,,юго-западный,9.0,,,6
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,10,760,,,13.7,,64.4,,,,южный,9.0,,,6
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,759,,,14.1,,61.9,,,,южный,9.0,,16.8,7
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,10.0,,85.0,,,,южный,4.0,,,4
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,9.7,,90.4,,,,южный,5.0,,,4
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,11.1,,81.7,,,,южный,7.0,,,5
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,0,,,менее 0.1,,,,,,10,759,,,11.2,,81.2,,8.9,,юго-западный,10.0,,,4
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,14.8,,64.6,,,,юго-западный,9.0,,,5
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,,10,759,,,18.8,,39.7,,,,юго-западный,2.0,,,4
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,,10,759,,,18.5,,39.0,,,,юго-западный,10.0,,,6
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,16.9,,53.9,,,,юго-западный,10.0,,20.6,6
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,10,761,,,13.2,,65.1,,,,юго-западный,1.0,,,6
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,11.4,,73.3,,,,юго-западный,0.0,,,4
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,10,760,,,12.4,,70.1,,,,юго-западный,10.0,,,6
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,12.5,,74.5,,11.1,,юго-западный,10.0,,,5
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,17.0,,57.3,,,,юго-западный,6.0,,,7
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,10,761,,,21.4,,42.4,,,,южный,2.0,,,7
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,22.9,,36.1,,,,юго-западный,2.0,,,7
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,0.3,,,,,,,,,10,760,,,20.7,,40.8,,,,юго-западный,0.0,,23.1,6
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,14.9,,48.0,,,,юго-западный,2.0,,,4
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,9.4,,80.4,,,,южный,0.0,,,2
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,8.7,,84.3,,,,южный,0.0,,,1
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,9.5,,82.7,,6.9,,,0.0,,,0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,17.1,,53.9,,,,южный,0.0,,,3
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,23.2,,33.6,,,,юго-восточный,2.0,,,2
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,10,755,,,26.7,,15.7,,,,юго-западный,7.0,,,9
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,754,,,24.0,,23.2,,,,южный,10.0,,27.2,4
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.1,,50.2,,,,юго-восточный,10.0,,,4
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.7,,28.6,,,,юго-западный,7.0,,,5
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.3,,37.9,,,,юго-западный,10.0,,,4
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,17.4,,66.9,,16.4,,западный,7.0,,,5
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.8,,67.9,,,,западный,2.0,,,5
1589360400,"Среда, 13 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,10,759,,,20.0,,60.8,,,,западный,9.0,,,6
1589371200,"Среда, 13 мая
12:00 (UTC)",,,12.0,,,,,,,,,,,10,760,,,20.1,,42.3,,,,западный,2.0,,,7
1589382000,"Среда, 13 мая
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,761,,,15.8,,48.3,,,,северо-западный,1.0,,21.4,6
1589392800,"Среда, 13 мая
18:00 (UTC)",,,12.0,,,,,,,,,,,10,763,,,11.2,,62.9,,,,западный,0.0,,,3
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,,10,764,,,8.4,,74.3,,,,западный,0.0,,,1
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,,10,764,,,4.8,,94.6,,,,,0.0,,,0
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,764,,,5.3,,93.3,,3.6,,восточный,2.0,,,1
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,,10,764,,,13.4,,63.4,,,,восточный,7.0,,,2
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,10,762,,,18.0,,54.9,,,,юго-восточный,4.0,,,3
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,,10,761,,,23.2,,32.0,,,,южный,2.0,,,5
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,21.7,,33.4,,,,юго-западный,10.0,,24.2,6
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,,10,760,,,16.6,,58.4,,,,юго-западный,2.0,,,3
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,,10,759,,,15.0,,76.0,,,,южный,6.0,,,3
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,14.0,,86.0,,,,восточный,10.0,,,2
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,17.2,,64.7,,13.5,,западный,7.0,,,2
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,22.3,,53.8,,,,южный,2.0,,,4
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,13.0,,,,,,,,,,,10,758,,,26.8,,32.3,,,,юго-западный,0.0,,,9
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,13.0,,,,,,,,,,,10,757,,,26.5,,35.7,,,,юго-западный,7.0,,,8
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,757,,,25.2,,33.7,,,,юго-западный,7.0,,27.4,7
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,12.0,,,,,,,,,,,10,757,,,21.0,,42.3,,,,западный,6.0,,,3
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,16.7,,74.3,,,,западный,0.0,,,1
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,13.1,,91.8,,,,северо-восточный,6.0,,,1
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,14.9,,81.7,,12.5,,восточный,9.0,,,1
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,19.2,,69.5,,,,восточный,10.0,,,2
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,20.0,,,,,,,,,,,10,753,,,28.6,,30.9,,,,западный,7.0,,,7
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,15.0,,0,,,,,,,,,10,758,,,19.5,,71.0,,,,западный,10.0,,29.1,6
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,,,10,762,,,16.0,,66.6,,,,северный,10.0,,,4
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,,10,764,,,13.8,,72.8,,,,северный,10.0,,,2
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,,,,10,765,,,10.7,,85.7,,,,северный,2.0,,,2
