timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,20,744,,,12.4,,41.8,,,юго-западный,0,,,2
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,20,744,,,13.8,,33.7,,,западный,6,,,3
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,20,744,,,16.1,,26.8,,,западный,7,,,3
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,0,,,,,,,20,744,,,14.8,,30.5,,,западный,4,,16.7,2
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,20,745,,,8.7,,54.7,,,юго-восточный,0,,,2
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,20,745,,,7.3,,60.6,,,южный,0,,,2
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,20,745,,,5.4,,68.1,,,юго-восточный,0,,,2
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,0,,,0,,,,20,745,,,4.5,,71.5,4.2,,юго-восточный,0,,,2
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,20,744,,,14.8,,32.6,,,восточный,0,,,3
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,20,743,,,19.0,,23.0,,,северо-восточный,0,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,20,742,,,21.2,,20.2,,,северо-восточный,0,,,2
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,11.0,0,,,,,,,20,741,,,20.4,,19.9,,,северо-восточный,0,,21.6,3
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,20,741,,,9.5,,51.1,,,,0,,,0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,20,741,,,10.0,,51.3,,,южный,0,,,3
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,20,741,,,5.9,,69.2,,,южный,0,,,1
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,0,,,0,,,,20,741,,,6.0,,69.8,5.2,,юго-восточный,6,,,1
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,20,740,,,16.5,,37.4,,,восточный,4,,,1
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,20,740,,,22.9,,29.1,,,северо-западный,2,,,3
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,20,738,,,25.0,,21.3,,,северо-западный,2,,,2
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,0,,,,,,,20,738,,,23.2,,25.4,,,северо-восточный,6,,25.4,2
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,20,738,,,16.1,,46.7,,,западный,6,,,1
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,20,739,,,13.3,,62.1,,,юго-восточный,2,,,2
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,20,739,,,12.1,,61.4,,,южный,10,,,1
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,0,,,0,,,,20,739,,,12.8,,56.6,11.5,,южный,10,,,2
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,True,10,740,,,14.0,,66.2,,,юго-восточный,10,,,3
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,True,,,20,739,,,21.5,,34.0,,,северо-восточный,9,,,2
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,True,,,,,,20,738,,,22.3,,37.0,,,северный,9,,,4
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,менее 0.1,,,,,,,20,738,,,21.2,,37.1,,,северный,10,,23.9,1
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,20,739,,,16.6,,72.3,,,юго-восточный,10,,,3
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,20,738,,,15.5,,74.5,,,юго-восточный,10,,,2
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,20,737,,,14.4,,79.5,,,юго-восточный,10,,,2
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,0,,,менее 0.1,,,,20,738,,,14.6,,75.4,14.4,,юго-восточный,10,,,3
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,True,,,20,738,,,16.5,,70.4,,,южный,9,,,2
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,True,20,738,,,18.7,,58.5,,,юго-западный,10,,,1
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,True,,,20,738,,,18.2,,55.7,,,северо-западный,10,,,4
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,0.3,,,,,,,20,738,,,17.8,,53.4,,,западный,9,,18.9,1
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,20,738,,,13.9,,84.3,,,,9,,,0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,20,737,,,14.4,,80.6,,,юго-восточный,10,,,2
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,20,737,,,12.7,,88.8,,,южный,10,,,1
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,0,,,0.3,,,,20,737,,,12.2,,86.4,12.2,,южный,7,,,1
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,20,738,,,16.9,,66.8,12.1,,западный,10,,,2
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,20,737,,,20.1,,51.5,,,северный,7,,,1
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,True,12.0,,,,,,,,10,738,,,14.6,,85.5,,,южный,10,,,5
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,17,,,,,,,20,737,,,17.7,,63.5,,True,,7,,22.1,0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,True,,,20,737,,,13.2,,88.3,,,восточный,2,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,20,736,,,11.5,,92.3,,,восточный,0,,,1
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,10,736,,,10.6,,91.7,,,юго-восточный,6,,,2
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,0,,,17,,,,20,736,,,11.1,,86.3,9.6,,южный,7,,,2
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,True,10,738,,,13.5,,80.4,,,юго-восточный,9,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,20,738,,,17.5,,68.3,,True,,9,,,0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,True,,,20,737,,,22.1,,48.4,,,северный,7,,,2
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,0.3,,True,,,,,20,737,,,19.2,,63.0,,,восточный,9,,22.4,1
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,20,739,,True,16.2,,80.3,,,юго-восточный,9,,,2
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,True,10,738,,,14.4,,89.5,,,юго-восточный,10,,,1
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,True,10,739,,,13.9,,96.8,,,южный,10,,,1
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,3,,,3,,,True,10,739,,,13.3,,93.0,13.0,,юго-восточный,10,,,1
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,True,10,740,,,14.3,,97.4,,,западный,10,,,1
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,20,740,,,19.7,,60.3,,True,северный,7,,,2
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,20,738,,True,20.9,,54.9,,,северо-восточный,9,,,4
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,9,,,,,,,20,738,,,20.1,,63.7,,True,северо-восточный,4,,22.9,2
1588701600,"Вторник, 5 мая
18:00 (UTC)",,True,,,,,,,,,10,739,,,16.2,,91.4,,,юго-западный,10,,,2
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,10,738,,True,12.9,,98.1,,,южный,7,,,2
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,10,738,,,12.0,,99.3,,True,западный,10,,,1
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,13,,,22,,,True,2,738,,,13.0,,98.7,11.4,,западный,10,,,1
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,True,4,739,,,13.0,,99.4,,,северный,10,,,1
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,True,,,,,20,739,,,14.6,,83.3,,,северо-западный,10,,,1
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,20,738,,,15.9,,79.2,,True,западный,10,,,1
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,3,,,,,,,20,738,,,16.9,,73.8,,,,10,,17.3,0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,20,738,,,14.2,,90.7,,,восточный,10,,,1
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,True,,4,738,,,13.6,,98.7,,,южный,10,,,1
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,10,738,,,12.0,,97.4,,,юго-западный,10,,,1
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,0,,,3,,,,20,739,,,12.3,,88.8,11.4,,южный,10,,,1
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,20,739,,,15.8,,68.9,,,западный,9,,,2
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,20,738,,,18.8,,55.8,,,северо-восточный,7,,,1
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,20,738,,,20.0,,51.5,,,северный,4,,,2
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,0,,,,,,,20,738,,,18.7,,58.5,,,западный,9,,21.4,3
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,20,739,,,15.1,,72.5,,,западный,10,,,1
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,20,740,,,13.7,,76.8,,,западный,10,,,1
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,True,10,740,,,12.2,,88.2,,,западный,10,,,1
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,0.7,,,0.7,True,,,20,740,,,11.0,,86.3,10.8,,западный,10,,,1
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,20,741,,,12.5,,74.0,,True,западный,9,,,2
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,20,741,,,15.7,,49.3,,,юго-западный,9,,,3
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,11.0,,,,,,,,20,742,,,15.7,,51.4,,,юго-западный,7,,,3
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,10.0,0,,,,,,,20,742,,,14.0,,60.6,,,юго-западный,9,,16.7,4
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,20,743,,,10.6,,77.9,,,юго-западный,7,,,1
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,20,743,,,10.7,,68.8,,,западный,10,,,2
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,20,743,,,9.6,,74.5,,,западный,10,,,2
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,11.0,менее 0.1,,,менее 0.1,,,True,10,744,,,9.5,,77.2,8.8,,юго-западный,9,,,3
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,20,744,,,11.3,,65.6,,True,юго-западный,7,,,3
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,20,745,,,12.5,,64.5,,True,западный,7,,,4
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,11.0,,,,,,,,20,744,,,13.8,,48.7,,True,западный,7,,,4
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,13.0,2,,,,,,,20,744,,,13.3,,44.3,,,юго-западный,7,,15.4,4
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,20,744,,,10.9,,47.2,,,юго-западный,7,,,2
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,20,744,,,7.6,,62.1,,,южный,0,,,1
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,20,743,,,5.6,,77.1,,,южный,7,,,3
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,0,,,2,,,,20,743,,,7.1,,68.0,5.6,,южный,10,,,3
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,20,744,,,10.4,,59.7,,,южный,10,,,2
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,20,744,,,16.1,,46.1,,,юго-западный,9,,,3
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,20,743,,,16.4,,43.9,,,западный,9,,,3
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,10.0,0,,,,,,,20,744,,,15.2,,45.5,,,юго-западный,9,,18.7,3
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,20,745,,,10.9,,55.7,,,юго-западный,7,,,1
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,20,745,,,6.6,,75.1,,,южный,9,,,1
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,20,744,,,9.9,,54.3,,,южный,7,,,1
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,0,,,0,,,,20,745,,,7.6,,69.1,5.5,,юго-восточный,2,,,1
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,20,745,,,16.9,,35.1,,,юго-западный,4,,,2
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,20,745,,,20.3,,31.2,,,западный,1,,,3
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,20,744,,,21.8,,27.4,,,западный,1,,,3
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,0,,,,,,,20,744,,,20.1,,29.6,,,западный,0,,22.2,3
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,20,745,,,10.9,,60.2,,,южный,0,,,1
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,20,744,,,10.6,,65.0,,,южный,0,,,2
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,20,743,,,9.0,,71.9,,,юго-восточный,0,,,3
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,0,,,0,,,,20,743,,,9.0,,71.4,8.2,,юго-восточный,4,,,3
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,20,742,,,19.6,,35.4,,,восточный,0,,,4
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,20,741,,,23.3,,30.9,,,северо-восточный,0,,,3
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,20,740,,,25.2,,27.8,,,северный,6,,,2
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,0,,,,,,,20,739,,,23.9,,30.5,,,восточный,10,,25.9,2
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,20,738,,,17.1,,52.5,,,юго-восточный,4,,,1
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,20,737,,,16.7,,53.1,,,южный,10,,,1
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,20,737,,,13.3,,62.5,,,юго-восточный,6,,,2
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,0,,,0,,,,20,738,,,16.8,,39.9,12.3,,северо-западный,10,,,1
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,20,741,,,19.6,,56.0,,,западный,9,,,3
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,20,742,,,22.6,,49.5,,,западный,2,,,3
1589371200,"Среда, 13 мая
12:00 (UTC)",,,12.0,,,,,,,,20,743,,,20.3,,52.6,,,западный,7,,,4
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,0,,,,,,,20,744,,,17.5,,40.4,,,западный,2,,22.8,4
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,20,746,,,11.0,,59.0,,,западный,0,,,1
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,20,747,,,5.4,,86.3,,,,0,,,0
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,20,747,,,6.8,,82.9,,,южный,0,,,2
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,0,,,0,,,,20,748,,,7.2,,80.7,4.1,,юго-восточный,0,,,1
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,20,747,,,13.8,,53.0,,,восточный,7,,,2
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,20,746,,,18.3,,47.0,,,северо-восточный,7,,,1
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,20,745,,,22.4,,43.2,,,северо-восточный,2,,,1
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,0,,,,,,,20,745,,,21.6,,34.8,,,западный,7,,23.5,2
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,20,745,,,12.8,,76.1,,,восточный,7,,,1
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,20,744,,,14.1,,70.9,,,южный,10,,,3
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,20,743,,,13.6,,73.7,,,южный,10,,,1
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,0,,,0,,,,20,743,,,14.9,,69.6,12.8,,юго-восточный,10,,,2
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,20,743,,,20.1,,54.7,,,юго-восточный,7,,,1
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,20,742,,,28.6,,24.5,,,юго-западный,7,,,3
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,11.0,,,,,,,,20,742,,,27.8,,25.5,,,юго-западный,10,,,3
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,0,,,,,,,20,741,,,27.3,,28.6,,,западный,4,,29.0,2
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,20,741,,,16.9,,61.3,,,северо-восточный,4,,,1
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,20,742,,,16.3,,58.3,,,восточный,7,,,1
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,20,740,,,13.4,,76.7,,,юго-восточный,6,,,2
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,0,,,0,,,,20,738,,,14.7,,71.5,13.3,,юго-восточный,9,,,1
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,20,738,,,20.6,,62.5,,,западный,10,,,1
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,12.0,,,,,,,True,10,736,,,24.0,,51.5,,,южный,9,,,2
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,16.0,,,,,True,,,20,738,,,29.2,,27.0,,,западный,2,,,6
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,17.0,0.1,True,,,,,,20,742,,,20.1,,62.4,,,западный,7,,30.5,5
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,20,745,,,15.3,,71.1,,,северо-западный,10,,,3
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,20,748,,,12.2,,75.0,,,северный,10,,,2
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,20,748,,,11.3,,81.2,,,северо-восточный,10,,,1
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,0,,,0.1,,,,20,749,,,11.0,,81.7,10.4,,северо-восточный,4,,,1
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,,,,,,,,,,20,750,,,15.2,,55.7,,,северо-восточный,6,,,2
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,,,,,,,,,,20,749,,,18.0,,50.6,,,северный,6,,,2
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,,,,,,,,,20,748,,,20.7,,42.2,,,северный,2,,,1
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,,0,,,,,,,20,747,,,21.0,,44.3,,,северный,7,,21.9,2
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,20,747,,,12.0,,71.4,,,западный,2,,,1
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,20,745,,,10.9,,84.0,,,юго-восточный,7,,,1
1589760000,"Понедельник, 18 мая
00:00 (UTC)",,,,,,,,,,,20,743,,,11.5,,84.6,,,,10,,,0
1589770800,"Понедельник, 18 мая
03:00 (UTC)",,,,0,,,0,,,,20,744,,,13.2,,75.2,10.9,,южный,10,,,2
1589781600,"Понедельник, 18 мая
06:00 (UTC)",,,,,,,,,,,20,744,,,17.4,,51.5,,,,7,,,0
1589792400,"Понедельник, 18 мая
09:00 (UTC)",,,,,,,,,,,20,743,,,21.7,,48.9,,,северо-западный,7,,,3
1589803200,"Понедельник, 18 мая
12:00 (UTC)",,,11.0,,,,,,,,20,744,,,21.5,,50.2,,,северо-западный,6,,,4
1589814000,"Понедельник, 18 мая
15:00 (UTC)",,,,0,,,,,,,20,744,,,20.3,,50.5,,,западный,6,,22.0,3
1589824800,"Понедельник, 18 мая
18:00 (UTC)",,,,,,,,,,,20,746,,,15.8,,64.0,,,западный,2,,,2
1589835600,"Понедельник, 18 мая
21:00 (UTC)",,,,,,,,,,,20,746,,,11.5,,81.8,,,юго-западный,0,,,1
1589846400,"Вторник, 19 мая
00:00 (UTC)",,,,,,,,,,,20,747,,,12.3,,71.5,,,южный,0,,,2
1589857200,"Вторник, 19 мая
03:00 (UTC)",,,,0,,,0,,,,20,747,,,13.2,,65.1,10.1,,южный,0,,,2
1589868000,"Вторник, 19 мая
06:00 (UTC)",,,,,,,,,,,20,747,,,19.2,,44.4,,,западный,0,,,3
1589878800,"Вторник, 19 мая
09:00 (UTC)",,,10.0,,,,,,,,20,747,,,22.3,,30.2,,,западный,5,,,4
