timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Мгла,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,26.7,,47.7,,,,юго-восточный,2.0,,,4
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,30.7,,25.5,,,,юго-восточный,6.0,,,3
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,30.8,,26.5,,,,юго-восточный,4.0,,,3
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,27.5,,36.0,,,,юго-восточный,7.0,,31.2,2
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,21.7,,69.1,,,,восточный,9.0,,,1
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,True,,,,,,4,760,,,,,19.5,,86.6,,,,,6.0,,,0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,True,,,,,,4,761,,,,,20.5,,83.4,,,,западный,10.0,,,4
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,13.0,,2,,2,,True,,,,,4,762,,,,,18.6,,87.0,18.4,,,западный,10.0,,,3
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,True,,,,,,,,10,763,,,,,21.5,,75.1,,,,западный,9.0,,,2
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,26.6,,53.5,,,,юго-западный,7.0,,,3
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,29.1,,27.9,,,,западный,7.0,,,3
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,1,,,,,,,,,10,763,,,,,26.4,,38.6,,,,северный,2.0,,29.5,2
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,19.4,,77.7,,,,юго-западный,1.0,,,1
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,17.8,,82.1,,,,западный,0.0,,,1
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,18.9,,67.2,,,,западный,0.0,,,1
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,0,,1,,,,,,,10,766,,,,,17.7,,76.9,17.1,,,северо-западный,2.0,,,1
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,25.4,,48.3,,,,северо-западный,6.0,,,2
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,28.4,,37.7,,,,северо-западный,4.0,,,2
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,29.8,,29.8,,,,северный,2.0,,,2
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,765,,,,,28.3,,31.7,,,,северо-западный,2.0,,30.2,2
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,22.9,,49.2,,,,северо-западный,0.0,,,1
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,21.9,,45.2,,,,северный,0.0,,,2
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,20.0,,48.1,,,,северо-западный,0.0,,,1
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,18.4,,60.8,16.7,,,северный,1.0,,,1
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,28.4,,32.1,,,,северный,1.0,,,3
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,31.8,,22.3,,,,северо-восточный,1.0,,,3
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,33.2,,20.2,,,,северо-восточный,1.0,,,3
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,30.2,,32.0,,,,восточный,1.0,,33.5,2
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,23.2,,52.7,,,,северо-восточный,0.0,,,1
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,19.0,,70.0,,,,,0.0,,,0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,18.4,,68.5,,,,северо-восточный,0.0,,,1
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,764,,,,,19.1,,70.0,17.3,,,восточный,0.0,,,1
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,28.6,,42.7,,,,восточный,0.0,,,2
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,33.2,,23.8,,,,восточный,0.0,,,4
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,763,,,,,33.1,,21.0,,,,восточный,0.0,,,4
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,29.2,,34.8,,,,восточный,0.0,,33.9,2
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,21.9,,64.5,,,,восточный,0.0,,,1
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,18.8,,76.1,,,,восточный,0.0,,,1
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,True,,,,,,4,764,,,,,18.0,,90.9,,,,северо-восточный,0.0,,,1
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,0,,0,True,,,,,,4,764,,,,,19.7,,88.2,17.7,,,северо-восточный,0.0,,,2
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,30.1,,26.5,,,,восточный,0.0,,,2
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,34.0,,23.8,,,,восточный,0.0,,,3
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,34.1,,19.5,,,,юго-восточный,0.0,,,4
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,765,,,,,30.3,,27.9,,,,восточный,2.0,,35.0,1
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,21.2,,59.1,,,,,0.0,,,0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,18.3,,83.7,,,,северный,4.0,,,1
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,19.9,,73.4,,,,северный,2.0,,,2
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,20.4,,54.0,17.7,,,северо-восточный,2.0,,,1
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,26.2,,41.2,,,,северо-восточный,2.0,,,3
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,30.4,,30.0,,,,северный,2.0,,,4
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,31.8,,25.1,,,,северный,4.0,,,3
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,768,,,,,28.5,,20.7,,,,северный,2.0,,32.1,2
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,23.5,,22.4,,,,северо-восточный,2.0,,,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,21.1,,28.0,,,,северо-восточный,2.0,,,3
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,19.2,,33.1,,,,северо-восточный,0.0,,,3
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,769,,,,,17.0,,40.5,17.0,,,северный,0.0,,,3
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,23.1,,32.6,,,,северо-восточный,1.0,,,3
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,27.2,,21.0,,,,северный,1.0,,,3
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,28.0,,17.3,,,,северо-восточный,1.0,,,3
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,766,,,,,25.2,,27.8,,,,восточный,2.0,,28.4,1
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,19.5,,69.6,,,,северо-восточный,0.0,,,2
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,18.4,,71.2,,,,северо-восточный,0.0,,,1
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,17.9,,70.2,,,,северо-восточный,0.0,,,3
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,765,,,,,17.6,,70.6,17.3,,,северо-восточный,4.0,,,3
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,24.6,,50.7,,,,северо-восточный,2.0,,,3
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,28.7,,27.0,,,,северо-восточный,2.0,,,3
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,764,,,,,26.4,,26.6,,,,восточный,7.0,,,4
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,22.4,,38.3,,,,северо-восточный,9.0,,28.9,3
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,18.9,,47.2,,,,северо-восточный,7.0,,,2
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,18.0,,46.9,,,,северо-восточный,6.0,,,5
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,16.5,,59.1,,,,северо-восточный,2.0,,,3
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,16.7,,62.0,15.9,,,северо-восточный,2.0,,,4
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,12.0,,,,,,,,,,,10,763,,,,,23.6,,43.9,,,,северо-восточный,2.0,,,4
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,763,,,,,26.0,,32.3,,,,северо-восточный,7.0,,,4
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,12.0,,,,,,,,,,,10,763,,,,,25.7,,33.8,,,,восточный,7.0,,,4
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,23.0,,43.1,,,,северо-восточный,9.0,,26.3,2
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,20.4,,55.5,,,,северо-восточный,7.0,,,2
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,20.4,,56.2,,,,северо-восточный,9.0,,,2
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,19.9,,63.6,,,,северо-восточный,9.0,,,1
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,менее 0.1,True,менее 0.1,,,,,,,10,763,,,,,20.9,,70.3,19.0,,,восточный,9.0,,,2
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,23.1,,53.7,,,True,восточный,10.0,,,4
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,23.2,,44.6,,,,восточный,9.0,,,4
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,True,,,,,4,766,,,,,19.1,,81.2,,,,северо-восточный,10.0,,,1
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,2,,,,True,,,,,10,766,,,,,19.3,,65.2,,,,восточный,9.0,,24.2,1
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,18.4,,62.0,,,True,восточный,9.0,,,1
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,19.1,,67.3,,,,восточный,10.0,,,1
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,18.8,,66.8,,,,северо-восточный,10.0,,,2
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,менее 0.1,,2,,,,,,,10,767,,,,,18.4,,62.4,18.1,,,северо-восточный,7.0,,,2
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,23.6,,49.1,,,,восточный,7.0,,,2
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,26.5,,34.7,,,,восточный,6.0,,,3
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,27.5,,19.1,,,,восточный,0.0,,,4
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,766,,,,,22.8,,32.1,,,,восточный,2.0,,28.1,2
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,19.1,,63.8,,,,восточный,9.0,,,2
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,16.9,,73.8,,,,восточный,2.0,,,1
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,15.1,,85.0,,,,,1.0,,,0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,765,,,,,16.6,,83.5,14.9,,,восточный,9.0,,,1
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,22.8,,66.8,,,,южный,9.0,,,2
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,26.7,,46.8,,,,юго-восточный,6.0,,,4
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,27.2,,45.4,,,,южный,7.0,,,3
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,761,,,,,24.4,,55.1,,,,юго-восточный,7.0,,28.2,3
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,21.1,,79.4,,,True,западный,2.0,,,2
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,16.8,,54.6,,,,северо-западный,0.0,,,1
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,14.0,,69.9,,,,западный,0.0,,,2
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,765,,,,,13.7,,66.1,12.9,,,юго-западный,0.0,,,2
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,21.4,,38.8,,,,западный,0.0,,,3
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,24.5,,25.0,,,,западный,4.0,,,4
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,25.3,,24.2,,,,западный,1.0,,,4
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,765,,,,,22.0,,35.4,,,,северный,0.0,,25.8,2
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,14.7,,64.1,,,,,0.0,,,0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,15.3,,60.9,,,,южный,0.0,,,1
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,12.0,,75.5,,,,,2.0,,,0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,765,,,,,11.0,,79.0,10.4,,,восточный,0.0,,,1
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,22.8,,39.2,,,,западный,1.0,,,1
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,26.6,,25.4,,,,юго-восточный,0.0,,,1
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,27.8,,23.8,,,,южный,0.0,,,2
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,24.1,,44.6,,,,южный,0.0,,28.1,3
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,19.4,,65.6,,,,южный,0.0,,,2
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,17.5,,74.4,,,,южный,0.0,,,2
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,True,,,,,,4,765,,,,,14.5,,87.2,,,,юго-восточный,0.0,,,1
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,0,,0,True,,,,,,4,766,,,,,13.3,,91.2,12.7,,,,0.0,,,0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,22.4,,60.2,,,,западный,0.0,,,1
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,26.2,,39.9,,,,восточный,1.0,,,3
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,27.6,,33.7,,,,южный,1.0,,,2
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,767,,,,,24.6,,42.4,,,,юго-восточный,0.0,,27.8,2
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,19.6,,73.8,,,,юго-восточный,0.0,,,2
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,18.5,,64.1,,,,северный,0.0,,,2
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,16.6,,41.0,,,,северный,0.0,,,3
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,770,,,,,14.8,,52.9,14.8,,,северный,0.0,,,2
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,770,,,,,20.2,,38.4,,,,северный,0.0,,,3
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,770,,,,,23.2,,27.0,,,,северный,0.0,,,4
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,24.3,,24.4,,,,северный,0.0,,,3
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,769,,,,,21.3,,29.1,,,,северо-восточный,0.0,,24.3,1
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,14.4,,58.2,,,,северо-восточный,0.0,,,1
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,12.8,,59.0,,,,северо-восточный,0.0,,,1
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,11.2,,63.3,,,,северо-восточный,0.0,,,1
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,767,,,,,9.3,,75.5,9.1,,,,0.0,,,0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,21.1,,38.7,,,,западный,0.0,,,1
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,24.5,,26.1,,,,южный,2.0,,,2
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,25.3,,25.0,,,,юго-западный,9.0,,,2
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,23.1,,30.9,,,,юго-западный,4.0,,25.7,1
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,20.7,,37.8,,,,юго-западный,0.0,,,2
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,10.0,,,,,,,,,,,10,765,,,,,16.5,,51.9,,,,северный,2.0,,,3
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,13.1,,70.7,,,,западный,0.0,,,1
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,11.7,,74.9,11.5,,,западный,0.0,,,1
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,19.0,,45.6,,,,юго-западный,0.0,,,2
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,23.2,,28.2,,,,западный,1.0,,,5
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,764,,,,,25.5,,23.4,,,,западный,6.0,,,5
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,764,,,,,22.1,,37.7,,,,северо-западный,2.0,,25.5,3
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,18.1,,47.6,,,,западный,0.0,,,1
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,15.8,,59.4,,,,юго-западный,0.0,,,1
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,14.2,,63.6,,,,юго-западный,0.0,,,3
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,0,,0,,,,,,,10,764,,,,,12.1,,65.3,12.0,,,западный,2.0,,,1
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,True,,,,,10,764,,,,,18.2,,48.9,,,,западный,9.0,,,2
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,11.0,,,,,,,,,,,10,764,,,,,22.2,,34.9,,,True,западный,4.0,,,5
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,13.0,,,,,,,,,,,10,764,,,,,21.8,,27.2,,,True,западный,1.0,,,5
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,12.0,,менее 0.1,,,,,,,,,10,765,,,,,19.3,,26.9,,,,северо-западный,2.0,,22.4,3
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,15.5,,38.4,,,,западный,2.0,,,2
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,11.8,,52.1,,,,северо-западный,2.0,,,1
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,8.9,,73.4,,,,западный,0.0,,,1
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,0,,менее 0.1,,,,,,,10,770,,,,,7.4,,79.6,7.2,,,,0.0,,,0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,771,,,,,16.9,,38.8,,,,западный,0.0,,,2
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,10,770,,,,,20.0,,26.7,,,,северо-восточный,2.0,,,2
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,21.6,,23.9,,,,западный,6.0,,,1
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,768,,,,,18.4,,30.0,,,,восточный,7.0,,21.7,1
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,769,,,,,13.1,,63.3,,,,восточный,0.0,,,1
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,768,,,,,10.7,,74.2,,,,северо-восточный,0.0,,,1
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,,,10,767,,,,,8.6,,82.6,,,,восточный,0.0,,,1
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,0,,0,True,,,,,,4,765,,,,,9.4,,85.5,7.9,,,восточный,2.0,,,2
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,18.9,,58.1,,,,восточный,0.0,,,4
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,11.0,,,,,,,,,,,10,764,,,,,22.5,,37.5,,,,юго-восточный,0.0,,,5
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,762,,,,,22.9,,38.2,,,,юго-восточный,2.0,,,5
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,10,761,,,,,19.8,,59.9,,,,восточный,9.0,,23.6,2
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,17.2,,71.5,,,,восточный,1.0,,,2
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,18.0,,80.5,,,,юго-восточный,6.0,,,1
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,True,,,,,,4,757,,,,,19.0,,84.9,,,,юго-восточный,10.0,,,3
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,0.3,True,0.3,,,,,,,4,757,,,,,19.6,,84.9,16.9,,,юго-западный,9.0,,,3
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,True,,,,,,,,10,759,,,,,13.9,,69.4,13.5,,,юго-западный,9.0,,,4
