timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Мгла,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,10.0,,,,,,,,,32.3,,западный,,,5.0,,,,,,,,,,20.0,723,,,11.6,,,7.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,10.0,,,,,,,,,25.9,,северо-западный,,,4.0,,,,,,,,,,20.0,723,,,11.5,,,7.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,,,30.0,,западный,,12.7,4.0,,,0,,,,,,,20.0,723,,,10.9,,,4.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,40.4,,западный,,,2.0,,,,,,,,,,20.0,724,,,7.5,,,6.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,44.8,,юго-восточный,,,4.0,,,,,,,,,,20.0,724,,,3.9,,,4.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,50.3,,южный,,,2.0,,,,,,,,,,20.0,724,,,4.1,,,0.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,55.0,1.5,юго-западный,,,2.0,,,0,,0,,,,,20.0,723,,,3.6,,,0.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,31.2,,западный,,,3.0,,,,,,,,,,20.0,723,,,11.1,,,4.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,24.7,,северный,,,1.0,,,,,,,,,,20.0,722,,,14.9,,,4.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,22.2,,южный,,,3.0,,,,,,,,,,20.0,721,,,15.6,,,6.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,25.1,,северо-восточный,,16.8,1.0,,,0,,,,,,,20.0,720,,,13.6,,,6.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,32.1,,северо-восточный,,,2.0,,,,,,,,,,20.0,720,,,10.1,,,0.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,37.5,,юго-восточный,,,2.0,,,,,,,,,,20.0,720,,,7.7,,,0.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,39.6,,южный,,,3.0,,,,,,,,,,20.0,719,,,7.8,,,0.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,50.0,5.6,южный,,,2.0,,,0,,0,,,,,20.0,719,,,6.9,,,0.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,35.6,,юго-восточный,,,3.0,,,,,,,,,,20.0,718,,,13.1,,,1.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,12.0,,,,,,,,,21.9,,восточный,,,4.0,,,,,,,,,,20.0,717,,,16.3,,,1.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,11.0,,,,,,,,,16.6,,северо-восточный,,,4.0,,,,,,,,,,20.0,716,,,17.5,,,2.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,10.0,,,,,,,,,26.2,,восточный,,18.0,3.0,,,0,,,,,,,20.0,715,,,14.8,,,2.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,33.9,,восточный,,,3.0,,,,,,,,,,20.0,715,,,9.3,,,2.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,67.6,,юго-восточный,,,4.0,,,,,,,,,,20.0,715,,,7.2,,,0.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,77.6,,юго-восточный,,,4.0,,,,,,,,,,20.0,715,,,5.3,,,0.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,75.1,4.1,южный,,,3.0,,,0,,0,,,,,20.0,715,,,6.8,,,0.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,41.1,,западный,,,3.0,,,,,,,,,,20.0,715,,,14.1,,,0.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,24.5,,западный,,,3.0,,,,,,,,,,20.0,715,,,18.1,,,5.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,23.8,,северо-западный,,,4.0,,,,,,,,,,20.0,715,,,18.0,,,6.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,11.0,,,,,,,,,28.6,,западный,,19.4,4.0,,,0,,,,,,,20.0,715,,,16.5,,,7.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,40.2,,западный,,,5.0,,,,,,,,,,20.0,716,,,12.8,,,5.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,43.0,,западный,,,5.0,,,,,,,,,,20.0,716,,,11.0,,,4.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,67.8,,западный,,,3.0,,,,,,,,,,20.0,717,,,8.4,,,4.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,12.0,,,,,,,,,66.9,8.0,западный,,,7.0,,,0,,0,,,,,20.0,717,,,8.5,,,2.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,15.0,,,,,,,,,44.8,,западный,,,9.0,,,,,,,,,,20.0,717,,,12.9,,,6.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,18.0,,,,,,,,,58.8,,западный,,,9.0,,,,,,,,,,20.0,718,,,11.7,,,7.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,17.0,,,,,,,,,33.3,,западный,,,12.0,,,,,,,,,,20.0,718,,,14.1,,,7.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,16.0,,,,,,,,,40.4,,западный,,15.0,9.0,,,0,,,,,,,20.0,718,,,11.6,,,6.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,16.0,,,,,,,,,57.5,,западный,,,8.0,,,,,,,,,,20.0,719,,,8.4,,,4.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,11.0,,,,,,,,,67.7,,западный,,,5.0,,,,,,,,,,20.0,720,,,5.8,,,2.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,13.0,,,,,,,,,57.4,,западный,,,7.0,,,,,,,,,,20.0,720,,,6.3,,,6.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,10.0,,,,,,,,,61.6,4.9,западный,,,7.0,,,0,,0,,,,,20.0,721,,,5.9,,,4.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,13.0,,,,,,,,,42.2,,западный,,,9.0,,,,,,,,,,20.0,722,,,10.5,,,4.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,15.0,,,,,,,,,38.6,,западный,,,8.0,,,,,,,,,,20.0,722,,,11.5,,,7.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,14.0,,,,,,,,,31.6,,западный,,,7.0,,,,,,,,,,20.0,723,,,12.3,,,7.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,14.0,,,,,,,,,31.3,,западный,,14.0,6.0,,,0,,,,,,,20.0,723,,,12.9,,,5.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,10.0,,,,,,,,,52.4,,западный,,,3.0,,,,,,,,,,20.0,724,,,5.8,,,0.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,55.0,,западный,,,3.0,,,,,,,,,,20.0,724,,,5.1,,,0.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,52.3,,западный,,,3.0,,,,,,,,,,20.0,724,,,5.4,,,0.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,60.1,2.8,западный,,,2.0,,,0,,0,,,,,20.0,724,,,5.1,,,0.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,29.9,,западный,,,2.0,,,,,,,,,,20.0,724,,,13.6,,,0.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,25.4,,юго-восточный,,,3.0,,,,,,,,,,20.0,723,,,16.7,,,0.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,18.3,,восточный,,,3.0,,,,,,,,,,20.0,722,,,18.7,,,0.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,20.1,,юго-восточный,,19.6,2.0,,,0,,,,,,,20.0,722,,,18.3,,,0.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,34.9,,юго-восточный,,,4.0,,,,,,,,,,20.0,722,,,11.7,,,0.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,46.1,,юго-восточный,,,3.0,,,,,,,,,,20.0,721,,,9.3,,,0.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,54.0,,юго-восточный,,,3.0,,,,,,,,,,20.0,721,,,7.6,,,0.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,55.5,6.4,юго-восточный,,,3.0,,,0,,0,,,,,20.0,721,,,8.5,,,1.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,31.3,,восточный,,,4.0,,,,,,,,,,20.0,721,,,16.0,,,7.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,19.8,,восточный,,,3.0,,,,,,,,,,20.0,720,,,21.2,,,6.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,14.6,,северо-восточный,,,4.0,,,,,,,,,,20.0,719,,,21.6,,,6.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,15.4,,восточный,,23.2,5.0,,,0,,,,,,,20.0,719,,,21.3,,,2.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,35.8,,юго-восточный,,,3.0,,,,,,,,,,20.0,719,,,14.0,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,45.7,,юго-восточный,,,2.0,,,,,,,,,,20.0,719,,,13.7,,,2.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,54.1,,юго-восточный,,,3.0,,,,,,,,,,20.0,718,,,12.2,,,2.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,59.9,9.3,южный,,,3.0,,,0,,0,,,,,20.0,719,,,11.3,,,6.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,48.7,,,,,0.0,,,,,,,,,,20.0,719,,,14.9,,,9.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,36.5,,восточный,,,2.0,,,,,,,,,,20.0,719,,,18.8,,,10.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,34.6,,северо-восточный,,,5.0,,,,,,,,,,20.0,718,,,20.0,,,9.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,31.8,,северный,,20.9,3.0,,,0,,,,,,,20.0,718,,,19.4,,,7.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,41.8,,северо-восточный,,,2.0,,,,,,,,,,20.0,719,,,16.4,,,7.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,43.1,,северо-восточный,,,1.0,,,,,,,,,,20.0,718,,,14.7,,,2.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,42.1,,западный,,,1.0,,,,,,,,,,20.0,717,,,14.4,,,7.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,45.5,12.0,,,,0.0,,,0,,0,,,,,20.0,717,,,16.5,,,7.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,43.7,,северный,,,3.0,,,,,,,,,,20.0,717,,,17.6,,,7.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,42.6,,северный,,,2.0,,,,,,,,,,20.0,717,,,19.0,,,7.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,47.4,,западный,,,2.0,True,,,,,,,,,20.0,717,,,17.6,,,9.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,62.0,,северо-восточный,,19.3,2.0,,,менее 0.1,,,,,,,20.0,717,,,16.5,,,9.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,78.2,,,,,0.0,,,,,,,,,,20.0,717,,,13.0,,,7.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,87.6,,северо-восточный,,,1.0,,,,,,,,,,20.0,717,,,12.4,,,6.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,97.4,,юго-восточный,,,1.0,,,,,,,,,,4.0,716,,,10.9,,,7.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,98.0,9.6,юго-западный,,,1.0,,,0,True,менее 0.1,,,,,0.0,717,,,11.4,,,2.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,57.6,,южный,,,1.0,,,,,,,,,,20.0,717,,,18.3,,True,7.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,46.3,,юго-восточный,,,1.0,,,,,,,,,,20.0,717,,,19.2,,,9.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,49.5,,северо-восточный,,,6.0,,,,,,,,,,20.0,716,,,20.4,,,9.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,11.0,,,,,,,,,54.9,,восточный,,22.3,5.0,,,0,,,,,,,20.0,717,,,18.1,,True,9.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,12.0,,True,,,,,,,89.3,,западный,,,2.0,,,,,,,,,,20.0,717,,,11.6,,,9.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,79.2,,северо-восточный,,,1.0,,,,,,,,,,20.0,717,,,12.1,,,7.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,93.5,,восточный,,,3.0,,,,,,,,,,20.0,717,,,9.4,,,7.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,92.3,8.7,восточный,,,1.0,,,21,,21,,,,,20.0,717,,,11.4,,,4.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,74.2,,юго-восточный,,,3.0,,,,,,,,,,20.0,717,,,16.4,,,6.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,57.1,,северный,,,3.0,,,,,,,,,,20.0,717,,,20.9,,,7.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,47.2,,северо-восточный,,,4.0,,,,,,,,,,20.0,717,,,22.5,,,7.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,19.0,,,,,,,,,81.5,,южный,,22.7,5.0,,,2,,,,,,,20.0,718,,,13.1,True,,10.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,74.7,,северо-западный,,,4.0,,,,,,,,,,20.0,718,,,13.6,,True,7.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,78.8,,северо-западный,,,2.0,,,,,,,,,,20.0,718,,,13.3,,,7.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,72.2,,северный,,,2.0,,,,,,,,,,20.0,718,,,13.6,,,7.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,79.3,10.1,юго-западный,,,2.0,,,3,,5,,,,,20.0,718,,,13.1,,,7.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,74.2,,северо-западный,,,4.0,,,,,,True,,,,20.0,719,,,16.3,,,9.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,10.0,,,,,,,,,69.8,,северо-западный,,,5.0,,,,,,,,,,20.0,720,,,18.0,,True,9.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,59.0,,северный,,,2.0,,,,,,,,,,20.0,719,,,19.1,,True,7.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,60.3,,северный,,20.1,4.0,,,0,,,,,,,20.0,718,,,19.7,,,7.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,True,71.5,,северный,,,2.0,,,,,,,,,,20.0,718,,,17.1,,,7.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,88.4,,юго-западный,,,1.0,,,,,,True,,,,20.0,718,,,15.1,,,9.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,90.7,,северо-западный,,,2.0,,,,,,,,,,20.0,717,,,14.4,,True,9.0
1588734000,"Среда, 6 мая
03:00 (UTC)",True,,,,,,,,,,94.8,11.9,западный,,,5.0,,,7,,7,,,,,4.0,718,,,11.9,,,10.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,True,,,,,,,88.8,,северо-западный,,,3.0,,,,,,,,,,20.0,718,,,13.1,,,10.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,89.4,,северо-западный,,,4.0,,,,,,,,,,20.0,718,,,13.4,,True,10.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,83.8,,западный,,,3.0,,,,,,,,,,20.0,717,,,14.2,,True,10.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,91.2,,северо-западный,,14.6,3.0,,,6,,,,,,,10.0,717,,,13.4,,,10.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,92.4,,западный,,,3.0,,,,,,,,,,10.0,717,,,12.6,,,10.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,True,,,,93.6,,западный,,,3.0,,,,,,,,,,10.0,717,,,12.4,,,10.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,True,,,,,,,,92.4,,западный,,,4.0,,,,,,,,,,10.0,717,,,12.4,,,10.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,True,,,,,,,,92.4,12.0,западный,,,4.0,,,5,,11,,,,,10.0,717,,,12.3,,,10.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,80.5,,северо-западный,,,4.0,,,,,,,,,,10.0,718,,,13.8,,True,10.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,74.1,,,,,0.0,True,,,,,,,,,20.0,718,,,15.7,,,10.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,68.2,,северный,,,4.0,,,,,,,,,,20.0,718,,,17.1,,True,9.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,,57.0,,северо-западный,,18.1,1.0,,,менее 0.1,,,,,,,20.0,718,,,17.5,,,7.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,87.7,,южный,,,2.0,,,,,,,,,,20.0,719,,,13.3,,,2.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,89.3,,юго-западный,,,3.0,,,,,,,,,,20.0,719,,,11.4,,,4.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,91.7,,западный,,,5.0,,,,,,,,,,10.0,719,,,11.1,,,4.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,88.7,10.2,западный,,,5.0,,,0,,менее 0.1,,,,,20.0,719,,,11.2,,,10.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,89.8,,западный,,,5.0,,,,,,,,,,20.0,721,,,10.3,,,10.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,72.8,,западный,,,5.0,,,,,,,,,,20.0,721,,,11.5,,,10.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,11.0,,,,,True,,,,70.5,,западный,,,4.0,,,,,,,,,,20.0,721,,,11.9,,,10.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,72.5,,западный,,13.2,2.0,,,0,,,,,,,20.0,721,,,12.2,,True,10.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,True,,,,,,,,78.9,,западный,,,4.0,,,,,,,,,,20.0,722,,,10.5,,,10.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,11.0,,,,,True,,,,75.5,,западный,,,3.0,,,,,,,,,,20.0,723,,,9.3,,,10.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,84.9,,северо-западный,,,1.0,True,,,,,,,,,20.0,722,,,8.6,,,10.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,83.6,7.9,юго-западный,,,2.0,True,,2,,2,,,,,20.0,722,,,8.1,,,10.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,13.0,,,,,,,,,71.6,,западный,,,7.0,,,,,,,,,,20.0,723,,,10.1,,True,9.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,14.0,,,,,,,,,56.2,,западный,,,8.0,,,,,,,,,,20.0,723,,,12.9,,,10.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,15.0,,,,,,,,,48.8,,западный,,,8.0,,,,,,,,,,20.0,722,,,12.9,,,6.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,13.0,,,,,,,,,45.2,,западный,,14.2,8.0,,,0,,,,,,,20.0,722,,,13.0,,,4.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,12.0,,,,,,,,,66.9,,юго-западный,,,3.0,,,,,,,,,,20.0,723,,,8.5,,,7.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,62.7,,западный,,,4.0,,,,,,,,,,20.0,723,,,8.3,,,7.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,64.1,,западный,,,5.0,,,,,,,,,,20.0,722,,,6.6,,,6.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,62.3,4.5,юго-западный,,,3.0,,,0,,0,,,,,20.0,722,,,6.7,,,6.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,11.0,,,,,,,,,38.2,,западный,,,7.0,,,,,,,,,,20.0,722,,,12.8,,,7.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,11.0,,,,,,,,,41.2,,западный,,,7.0,,,,,,,,,,20.0,722,,,15.3,,,7.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,11.0,,,,,,,,,41.2,,западный,,,5.0,,,,,,,,,,20.0,722,,,15.3,,,7.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,11.0,,,,,,,,,53.4,,северный,,17.1,2.0,,,0,,,,,,,20.0,722,,,12.5,,,5.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,72.1,,юго-западный,,,1.0,,,,,,,,,,20.0,724,,,10.1,,,7.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,10.0,,,,,,,,,62.1,,западный,,,8.0,,,,,,,,,,20.0,724,,,9.5,,,5.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,12.0,,,,,,,,,50.4,,западный,,,6.0,,,,,,,,,,20.0,723,,,9.5,,,2.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,47.5,8.9,западный,,,7.0,,,0,,0,,,,,20.0,724,,,10.5,,,4.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,12.0,,,,,,,,,44.3,,западный,,,7.0,,,,,,,,,,20.0,724,,,12.4,,,7.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,13.0,,,,,,,,,41.6,,западный,,,8.0,,,,,,,,,,20.0,724,,,16.5,,,7.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,13.0,,,,,,,,,31.4,,западный,,,7.0,,,,,,,,,,20.0,723,,,19.7,,,4.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,12.0,,,,,,,,,36.6,,западный,,20.1,7.0,,,0,,,,,,,20.0,723,,,18.5,,,2.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,11.0,,,,,,,,,53.9,,западный,,,5.0,,,,,,,,,,20.0,723,,,14.2,,,0.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,48.5,,западный,,,7.0,,,,,,,,,,20.0,723,,,12.9,,,0.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,53.8,,западный,,,6.0,,,,,,,,,,20.0,723,,,11.2,,,0.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,48.6,9.3,западный,,,2.0,,,0,,0,,,,,20.0,723,,,11.9,,,0.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,39.5,,южный,,,1.0,,,,,,,,,,20.0,723,,,18.1,,,0.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,30.9,,юго-восточный,,,3.0,,,,,,,,,,20.0,721,,,20.9,,,0.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,24.7,,юго-восточный,,,4.0,,,,,,,,,,20.0,720,,,23.3,,,0.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,32.5,,юго-восточный,,24.2,3.0,,,0,,,,,,,20.0,719,,,22.0,,,5.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,50.7,,южный,,,3.0,,,,,,,,,,20.0,719,,,17.0,,,9.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,56.0,,юго-восточный,,,3.0,,,,,,,,,,20.0,717,,,16.5,,,9.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,61.7,,южный,,,3.0,,,,,,,,,,20.0,717,,,15.4,,,9.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,,36.7,14.2,юго-западный,,,2.0,,,0,,0,,,,,20.0,718,,,18.0,,,10.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,16.0,,,,,,,,,54.9,,западный,,,9.0,,,,,,,,,,20.0,719,,,18.1,,,7.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,14.0,,,,,,,,,42.7,,западный,,,9.0,,,,,,,,,,20.0,720,,,21.4,,,2.0
