timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Туман без изменений (небо видно)
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,,,,,,,,,,39.6,,,,северо-западный,,,3,,,,,,,,,,,20,765,,,11.7,,,2.0,,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,,,,,,,,,34.0,,,,северо-западный,,,4,,,0,,,,,,,,20,764,,,11.4,,,2.0,,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,,,,,,,,,42.4,,,,западный,,12.4,2,,,0,,,,,,,,20,763,,,6.9,,,0.0,,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,,70.4,,,,западный,,,1,,,,,,,,,,,20,762,,,1.7,,,0.0,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,86.2,,,,западный,,,1,,,,,,,,,,,20,761,,,-1.5,,,0.0,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,,84.9,,,-2.4,юго-западный,,,1,,,0,,,0,,,,,20,759,,,-1.6,,,2.0,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,57.3,,,-2.4,северо-западный,,,3,,,0,,,,,,,,20,759,,,7.6,,,2.0,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,,,,30.4,,,,северо-западный,,,4,,,,,,,,,,,20,758,,,11.6,,,7.0,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,10.0,,,,,,,,,,32.7,,,,северо-западный,,,3,,,,,,,,,,,20,757,,,12.7,,,,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,,,,35.4,,,,северо-западный,,,2,,,0,,,,,,,,20,755,,,12.5,,,7.0,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,,49.4,,,,северо-западный,,13.9,1,,,0,,,,,,,,20,754,,,8.7,,,9.0,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,47.1,,,,северо-восточный,,,1,,,,,,,,,,,20,753,,,6.9,,,4.0,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,70.5,,,,,,,0,,,,,,,,,,,20,751,,,4.7,,,7.0,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,72.4,,,3.4,,,,0,,,0,,,0,,,,,20,750,,,3.5,,,,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,57.6,,,3.4,западный,,,1,,,0,,,,,,,,20,749,,,7.0,,,9.0,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,48.5,,,,северо-западный,,,3,,,,,,,,,,,20,747,,,10.5,,,9.0,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,10.0,,,,,,,,,,50.6,,,,северо-западный,,,3,,,,,,,,,,,20,747,,,9.1,,,10.0,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,,49.8,,,,северо-западный,,,3,,,0,,,,,,,,20,747,,,8.6,,,10.0,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,57.7,,,,северный,,11.5,2,,,0,,,,,,,,20,746,,,7.5,,,10.0,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,63.2,,,,северный,,,2,,,,,,,,,,,20,746,,,6.5,,,10.0,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,69.0,,,,северный,,,2,,,,,,,,,,,20,746,,,4.9,,,10.0,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,,90.2,,,-0.5,,,,0,,,0,,,0,,,,,20,746,,,-0.5,,,7.0,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,60.9,,,-0.8,юго-западный,,,1,,,0,,,,,,,,20,746,,,6.6,,,4.0,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,50.9,,,,северо-западный,,,4,,,,,,,,,,,20,746,,,7.4,,,6.0,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,10.0,,,,,,,,,,41.4,,,,северо-западный,,,4,,,,,,,,,,,20,747,,,6.7,,,2.0,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,10.0,,,,,,,,,,28.1,,,,северо-западный,,,4,,,0,,,,,,,,20,747,,,6.2,,,2.0,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,10.0,,,,,,,,,,38.1,,,,северо-западный,,8.5,1,,,0,,,,,,,,20,747,,,4.1,,,2.0,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,80.6,,,,юго-западный,,,1,,,,,,,,,,,20,748,,,-1.6,,,2.0,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,86.6,,,,,,,0,,,,,,,,,,,20,748,,,-3.7,,,0.0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,80.5,,,-3.7,западный,,,1,,,0,,,0,,,,,20,748,,,-1.8,,,7.0,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,64.4,,,-3.7,западный,,,2,,,0,,,,,,,,20,748,,,3.9,,,2.0,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,54.3,,,,северо-западный,,,2,,,,,,,,,,,20,749,,,7.1,,,7.0,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,29.8,,,,северо-западный,,,3,,,,,,,,,,,20,749,,,8.6,,,7.0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,34.6,,,,северо-западный,,,2,,,0,,,,,,,,20,750,,,8.1,,,9.0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,53.2,,,,юго-западный,,9.6,1,,,0,,,,,,,,20,750,,,4.6,,,,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,67.1,,,,,,,0,,,,,,,,,,,20,750,,,3.1,,,10.0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,71.9,,,,юго-западный,,,1,,,,,,,,,,,20,750,,,3.8,,,9.0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,72.9,,,2.8,западный,,,1,,,0,,,0,,,,,20,751,,,3.4,,,9.0,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,56.9,,,2.8,северный,,,3,,,0,,,,,,,,20,752,,,6.0,,,6.0,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,42.3,,,,северо-западный,,,3,,,,,,,,,,,20,753,,,8.7,,,9.0,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,11.0,,,,,,,,,,31.5,,,,северо-западный,,,4,,,,,,,,,,,20,753,,,8.8,,,4.0,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,30.0,,,,северо-западный,,,3,,,0,,,,,,,,20,754,,,8.5,,,9.0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,32.2,,,,северо-западный,,9.6,1,,,0,,,,,,,,20,754,,,5.4,,,2.0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,80.0,,,,южный,,,1,,,,,,,,,,,20,754,,,-1.6,,,0.0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,84.7,,,,,,,0,,,,,,,,,,,20,754,,,-3.2,,,0.0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,90.8,,,-3.6,,,,0,,,0,,,0,,,,,20,753,,,-2.6,,,9.0,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,56.3,,,-3.6,юго-восточный,,,2,,,0,,,,,,,,20,752,,,4.0,,,10.0,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,True,,,69.6,,,,юго-восточный,,,4,,,,,,,,,,,20,751,,,5.2,,,10.0,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,True,,,,,,,,,75.0,,,,восточный,,,5,,,,,,,,,,,20,749,,,6.0,,,10.0,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,73.7,,,,восточный,,,4,,,0.8,,,,,,,,20,746,,,7.9,,True,10.0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,True,,,,,85.8,,,,восточный,,8.1,4,,,0.8,,,,,,,,20,743,,,6.2,,,9.0,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,95.9,,,,юго-западный,,,1,,,,,True,,,,,,20,742,,,4.9,,,10.0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,11.0,,,,,,,,,,91.9,,,,западный,,,4,,,,,,,,,,,20,743,,,4.2,,True,10.0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,11.0,,,,,,,,,,92.4,,,2.0,западный,,,4,,,3,,,4,True,,,,10,744,,,2.0,,,10.0,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,True,,,,,78.5,,,2.0,северо-западный,,,3,,,3,,,,,,,,20,746,,,4.4,,,9.0,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,69.8,,,,северо-западный,,,3,,,,,,,,,,,20,748,,,6.0,,,9.0,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,70.7,,True,,северный,,,2,,,,,,,,,,,20,750,,,5.7,,,9.0,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,True,,,,,,,64.4,,,,северный,,,2,,,0.4,,,,,,,,20,752,,,6.1,,,10.0,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,True,,,,,73.0,,,,северный,,7.9,1,,,0.2,,,,,,,,20,753,,,4.1,,,7.0,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,76.7,,,,северный,,,1,,,,,,,,,,,20,754,,,3.2,,,9.0,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,87.1,,,,северный,,,1,,,,,,,,,,,20,755,,,1.0,,,5.0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,91.6,,,-1.6,северо-восточный,,,1,,,0,,,0.4,,,,,20,756,,,-0.1,,,1.0,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,72.4,,,-1.6,южный,,,2,,,0,,,,,,,,20,757,,,3.6,,,7.0,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,47.5,,,,северный,,,1,,,,,,,,,,,20,757,,,7.1,,,9.0,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,37.5,,,,южный,,,1,,,,,,,,,,,20,757,,,8.6,,,7.0,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,,39.0,,,,северо-восточный,,,1,,,0,,,,,,,,20,757,,,7.9,,,9.0,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,45.4,,,,восточный,,10.4,3,,,0,,,,,,,,20,757,,,5.9,,,0.0,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,63.1,,,,восточный,,,2,,,,,,,,,,,20,758,,,2.2,,,0.0,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,71.7,,,,восточный,,,2,,,,,,,,,,,20,758,,,0.2,,,0.0,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,69.6,,,-0.5,восточный,,,2,,,0,,,0,,,,,20,758,,,0.1,,,0.0,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,50.0,,,-0.5,юго-восточный,,,2,,,0,,,,,,,,20,758,,,7.0,,,0.0,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,31.9,,,,восточный,,,4,,,,,,,,,,,20,757,,,10.9,,,0.0,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,26.8,,,,восточный,,,3,,,,,,,,,,,20,756,,,13.2,,,0.0,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,27.3,,,,юго-восточный,,,3,,,0,,,,,,,,20,755,,,13.7,,,7.0,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,35.9,,,,восточный,,14.2,3,,,0,,,,,,,,20,754,,,10.7,,,7.0,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,46.5,,,,восточный,,,3,,,,,,,,,,,20,754,,,8.4,,,,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,56.5,,,,восточный,,,2,,,,,,,,,,,20,754,,,6.0,,,7.0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,62.8,,,5.2,восточный,,,1,,,0,,,0,,,,,20,754,,,5.2,,,7.0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,10.0,,,,,,,,,,54.5,,,5.2,юго-восточный,,,5,,,0,,,,,,,,20,753,,,10.7,,,4.0,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,10.0,,,,,,,,,,49.2,,,,юго-восточный,,,4,,,,,,,,,,,20,753,,,13.1,,,7.0,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,10.0,,,,,,,,,,38.7,,,,юго-восточный,,,4,,,,,,,,,,,20,751,,,16.4,,,7.0,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,38.7,,,,юго-восточный,,,4,,,0,,,,,,,,20,750,,,17.5,,,9.0,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,43.3,,,,юго-восточный,,17.7,2,,,0,,,,,,,,20,750,,,15.4,,,9.0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,59.6,,,,юго-восточный,,,3,,,,,,,,,,,20,749,,,13.3,,,7.0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,94.8,,,,,,,0,,,,,,,,,,,4,749,,,10.2,,,10.0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,96.1,,,10.1,южный,,,1,,,4,,,4,,,,,7,749,,,10.1,,,,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,92.9,,,10.1,северо-западный,,,2,,,4,,,,,,,,20,751,,,10.7,,True,10.0,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,83.9,,,,северо-западный,,,2,,,,,,,,,,,20,752,,,10.2,,,10.0,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,62.6,,,,северный,,,2,,,,,,,,,,,20,753,,,13.7,,,9.0,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,51.1,,,,северо-западный,,,2,,,0.1,,,,,,,,20,754,,,16.1,,,6.0,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,64.0,,,,северо-западный,,16.4,1,,,0,,,,,,,,20,754,,,12.2,,,7.0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,62.5,,,,северо-западный,,,1,,,,,,,,,,,20,755,,,11.3,,,10.0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,87.8,,,,юго-западный,,,1,,,,,,,,,,,4,755,True,,8.5,,,,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,92.8,,,7.8,западный,,,2,,,0.7,,,0.8,,,,,20,756,,,8.2,,True,10.0,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,True,,,,,73.3,,,7.8,западный,,,1,,,0.7,,,,,,,,20,757,,,11.0,,,9.0,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,54.9,,,,северо-западный,,,2,,,,,,,,,,,20,757,,,15.2,,,6.0,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,46.4,,,,северо-западный,,,2,,,,,,,,,,,50,757,,,16.2,,,4.0,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,,,40.7,,,,северо-западный,,,2,,,0,,,,,,,,20,757,,,15.7,,,7.0,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,53.9,,,,северо-западный,,17.2,2,,,0,,,,,,,,20,757,,,13.0,,,7.0,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,60.1,,,,северо-восточный,,,1,,,,,,,,,,,20,757,,,10.4,,,6.0,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,63.5,,,,северо-восточный,,,2,,,,,,,,,,,20,757,,,9.8,,,7.0,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,71.3,,,8.7,северо-восточный,,,2,,,0,,,0,,,,,20,757,,,8.8,,,7.0,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,59.6,,,8.7,северо-восточный,,,2,,,0,,,,,,,,20,756,,,11.9,,,9.0,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,44.2,,,,северо-восточный,,,3,,,,,,,,,,,20,756,,,16.3,,,10.0,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,35.3,,,,северный,,,3,,,,,,,,,,,20,755,,,17.3,,,10.0,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,48.4,,,,северо-западный,,,2,,,0,,,,,,,,20,754,,,15.0,,,10.0,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,59.6,,,,северо-западный,,18.2,1,,,0,,,,,,,,20,754,,,13.5,,,10.0,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,53.0,,,,северный,,,1,,,,,,,,,,,20,753,,,12.4,,,2.0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,64.0,,,,северный,,,2,,,,,,,,,,,20,753,,,10.2,,,2.0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,69.2,,,8.0,северный,,,2,,,0,,,0,,,,,20,752,,,8.2,,,0.0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,53.4,,,8.0,северный,,,2,,,0,,,,,,,,20,752,,,13.8,,,2.0,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,30.7,,,,северный,,,3,,,,,,,,,,,20,751,,,17.2,,,4.0,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,10.0,,,,,,,,,,33.8,,,,северо-западный,,,4,,,,,,,,,,,20,750,,,17.5,,,4.0,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,,,,,,,,,,29.0,,,,северо-западный,,,3,,,,,,,,,,,20,750,,,17.3,,,4.0,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,36.2,,,,северо-западный,,18.8,2,,,0,,,,,,,,20,750,,,14.5,,,2.0,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,46.5,,,,северо-западный,,,2,,,,,,,,,,,20,750,,,10.6,,,0.0,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,54.0,,,,северо-западный,,,2,,,,,,,,,,,20,750,,,8.7,,,4.0,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,61.6,,,7.4,северо-западный,,,3,,,0,,,0,,,,,20,750,,,7.5,,,4.0,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,12.0,,,,,,,,,,52.8,,,7.4,северо-западный,,,4,,,0,,,,,,,,20,751,,,8.8,,,2.0,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,11.0,,,,,,,,,,35.0,,,,северо-западный,,,4,,,,,,,,,,,50,752,,,11.4,,,,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,12.0,,,,,,,,,,30.7,,,,северо-западный,,,5,,,,,,,,,,,20,753,,,12.5,,,,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,10.0,,,,,,,,,,31.2,,,,северо-западный,,,3,,,0,,,,,,,,20,754,,,11.9,,,2.0,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,31.5,,,,северо-западный,,13.2,2,,,0,,,,,,,,50,754,,,9.5,,,1.0,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,65.3,,,,западный,,,1,,,,,,,,,,,20,755,,,3.5,,,0.0,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,72.9,,,,западный,,,2,,,,,,,,,,,20,756,,,3.3,,,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,,82.4,,,1.7,западный,,,2,,,0,,,0,,,,,20,757,,,2.7,,,0.0,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,67.7,,,1.7,западный,,,3,,,0,,,,,,,,20,757,,,7.9,,,0.0,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,38.4,,,,северо-западный,,,1,,,,,,,,,,,20,757,,,13.7,,,6.0,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,28.1,,,,северо-западный,,,2,,,,,,,,,,,20,756,,,15.5,,,6.0,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,21.2,,,,юго-западный,,,2,,,0,,,,,,,,20,755,,,16.1,,,6.0,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,39.7,,,,,,16.5,0,,,0,,,,,,,,20,755,,,11.2,,,7.0,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,53.2,,,,южный,,,1,,,,,,,,,,,20,755,,,8.7,,,10.0,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,75.2,,,,южный,,,1,,,,,,,,,,,20,755,,,4.3,,,0.0,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,82.0,,,3.4,,,,0,,,0,,,0,,,,,20,755,,,4.1,,,7.0,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,60.4,,,3.4,западный,,,1,,,0,,,,,,,,20,755,,,11.6,,,6.0,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,45.9,,,,северо-западный,,,2,,,,,,,,,,,20,755,,,15.4,,,5.0,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,45.5,,,,северо-западный,,,2,,,,,,,,,,,20,755,,,15.2,,,9.0,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,29.1,,,,северо-западный,,,2,,,0,,,,,,,,20,755,,,15.3,,,7.0,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,42.2,,,,северо-западный,,17.0,1,,,0,,,,,,,,20,755,,,12.7,,,6.0,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,54.0,,,,северный,,,1,,,,,,,,,,,20,756,,,11.7,,,7.0,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,47.6,,,,северо-восточный,,,1,,,,,,,,,,,20,756,,,7.4,,,2.0,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,80.6,,,1.7,западный,,,1,,,0,,,0,,,,,20,756,,,2.6,,,0.0,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,28.3,,,1.7,северный,,,1,,,0,,,,,,,,20,757,,,12.8,,,0.0,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,21.6,,,,северный,,,1,,,,,,,,,,,20,756,,,15.9,,,0.0,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,20.6,,,,северо-западный,,,2,,,,,,,,,,,20,755,,,17.9,,,2.0,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,,,20.2,,,,восточный,,,2,,,0,,,,,,,,20,754,,,18.1,,,2.0,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,29.3,,,,юго-восточный,,18.7,1,,,0,,,,,,,,20,753,,,15.3,,,4.0,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,70.3,,,,юго-восточный,,,1,,,,,,,,,,,20,752,,,6.3,,,0.0,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,72.1,,,,южный,,,1,,,,,,,,,,,20,751,,,4.8,,,0.0,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,59.8,,,4.6,южный,,,2,,,0,,,0,,,,,20,750,,,7.2,,,2.0,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,43.7,,,4.6,южный,,,3,,,0,,,,,,,,20,748,,,15.7,,,4.0,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,10.0,,,,,,,,,,33.6,,,,южный,,,4,,,,,,,,,,,20,745,,,19.9,,,9.0,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,11.0,True,,,,,,,,,55.0,,,,южный,,,2,,,,,,,,,,,4,743,,,16.9,,,10.0,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,93.0,,,,юго-западный,,,2,True,,2,,,,,,,,12,743,,,13.1,,,10.0,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,11.0,True,,,,,,,,,94.0,,,,северо-западный,,20.7,3,,,3,,,,,,,,4,745,,,6.1,,,,,
