timestamp,date,Ливневой снег умеренный или сильный,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",В окрестности станции местами туман,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Туман без изменений (небо видно),Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой дождь со снегом умеренный или сильный,Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,10,735,,,17.4,,98.1,,True,,южный,,7,,,,3.0,,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,True,,,,,,,,5,736,,,15.0,,100.0,,,,западный,,9,,,,3.0,,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,10,737,,,14.5,,100.0,,,,юго-западный,,0,,,19.7,3.0,,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,10,738,,,14.4,,100.0,,,,юго-западный,,0,,,,2.0,,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,7,738,,,13.8,,100.0,,,,южный,,0,,,,2.0,,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,True,,8,739,,,14.0,,100.0,,,,западный,,10,,,,3.0,,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,True,,10,740,,,14.8,,100.0,13.6,,,южный,,10,,,,1.0,,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,10,740,,,17.3,,98.7,,True,,южный,,9,,,,2.0,,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,10,739,,,20.0,,73.9,,,,южный,,6,,,,3.0,,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,10,740,,,15.6,,95.0,,True,,юго-западный,,6,,,,2.0,,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,,6,740,,,12.6,,100.0,,,,юго-западный,,0,,,21.0,2.0,,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,0,740,,,11.1,,100.0,,,,западный,,0,,,,3.0,,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,0,739,,,9.9,,100.0,,,,западный,,0,,,,2.0,,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,0,739,,,9.1,,100.0,,,,западный,True,2,,,,2.0,,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,10,739,,,16.1,,87.9,9.0,True,,южный,,0,,,,4.0,,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,10,739,,,20.4,,67.1,,True,,северный,,1,,,,2.0,,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,10,738,,,22.4,,57.1,,,,,,1,,,,,,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,10,738,,,21.4,,56.9,,,,северный,,0,,,,2.0,,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,10,739,,,13.8,,100.0,,,,юго-западный,,0,,,23.1,2.0,,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,3,739,,,11.4,,100.0,,,,западный,,0,,,,2.0,,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,2,739,,,9.7,,100.0,,,,западный,,0,,,,2.0,,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,3,739,,,9.5,,100.0,,,,западный,,0,,,,2.0,,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,10,739,,,17.4,,79.9,8.8,,,юго-восточный,,0,,,,4.0,,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,10,739,,,22.3,,57.1,,,,северо-западный,,0,,,,2.0,,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,10,738,,,24.1,,49.9,,,,северо-восточный,,0,,,,3.0,,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,10,737,,,22.7,,52.9,,,,северный,,0,,,,2.0,,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,10,738,,,14.2,,94.9,,,,юго-западный,,0,,,24.5,2.0,,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,10,737,,,12.0,,100.0,,,,юго-западный,,0,,,,2.0,,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,9,737,,,10.5,,100.0,,,,западный,,0,,,,2.0,,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,10,736,,,10.7,,100.0,,,,,,0,,,,,,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,10,736,,,18.6,,75.1,9.5,,,южный,,0,,,,2.0,,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,9,735,,,25.1,,52.1,,,,,,0,,,,,,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,10,734,,,26.5,,47.1,,,,северо-западный,,2,,,,3.0,,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,10,734,,,25.7,,49.0,,,,юго-западный,,6,,,,1.0,,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,10,734,,,18.0,,80.0,,,,юго-западный,,6,,,27.1,3.0,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,10,734,,,18.7,,64.2,,,,южный,,0,,,,4.0,,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,10,735,,,14.1,,87.8,,,,юго-западный,,0,,,,2.0,,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,10,735,,,13.9,,94.9,,,,западный,,6,,,,2.0,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,10,735,,,18.9,,69.9,13.6,,,южный,,7,,,,3.0,,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,10,735,,,22.1,,67.0,,,,,,9,,,,,,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,10,735,,,24.5,,63.0,,,,юго-западный,,9,,,,1.0,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,10,734,,,25.2,,56.0,,,,западный,,5,,,,1.0,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,10,734,,,15.9,,100.0,,,,западный,,0,,,26.5,2.0,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,10,733,,,14.7,,100.0,,,,западный,,0,,,,2.0,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,10,733,,,15.8,,95.0,,,,юго-западный,,0,,,,3.0,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,10,732,,,16.1,,86.2,,,,юго-западный,,0,,,,2.0,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,10,731,,,21.8,,64.0,14.6,,,южный,,1,,,,2.0,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,10,730,,,28.2,,46.0,,,,южный,,6,,,,3.0,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,10,728,,,26.8,,51.9,,True,,восточный,,5,,,,3.0,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,11.0,,,,,,,10,728,,,23.6,,41.0,,,,юго-западный,,0,,,,7.0,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,10.0,,,,,,,10,730,,,19.5,,69.2,,,,северо-восточный,,0,,,28.8,2.0,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,10.0,,,,,,,10,728,,,15.7,,86.2,,,,северо-восточный,,0,,,,3.0,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,12.0,,,,,,,10,730,,,17.6,,85.8,,,,западный,,0,,,,6.0,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,12.0,,,,,True,,10,730,,,14.2,,100.0,,,,западный,,10,,,,3.0,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,12.0,,,,True,,,10,732,,,12.8,,100.0,12.0,,,,,10,,,,,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,12.0,,,,True,,,10,733,,,12.5,,96.1,,,,западный,,10,,,,4.0,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,10.0,,,,,,,10,733,,,11.4,,89.9,,,,северо-западный,,10,,,,2.0,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,10.0,,,,,True,,10,734,,,10.6,,100.0,,,,южный,,9,,,,3.0,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,10,735,,,9.7,,100.0,,,,южный,,0,,,13.0,2.0,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,10,735,,,7.7,,100.0,,,,юго-западный,,0,,,,2.0,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,10,736,,,8.1,,100.0,,,,юго-западный,,0,,,,2.0,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,10,737,,,6.1,,100.0,,,,южный,,2,,,,4.0,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,10,738,,,12.1,,71.0,6.0,,,южный,,5,,,,5.0,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,10,738,,,12.7,,50.9,,,,западный,,9,,,,4.0,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,10,738,,,13.0,,53.2,,,,западный,,9,,,,3.0,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,10,738,,,11.7,,60.0,,,,северо-западный,,6,,,,2.0,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,10,738,,,8.1,,99.3,,,,западный,,0,,,13.5,2.0,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,10,738,,,7.2,,100.0,,,,юго-западный,,0,,,,1.0,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,10,737,,,6.7,,100.0,,,,,,0,,,,0.0,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,10,736,,,6.5,,100.0,,,,,,9,,,,0.0,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,10,736,,,11.0,,81.2,6.3,,,,,7,,,,0.0,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,10,735,,,12.9,,61.1,,,,северо-восточный,,9,,,,2.0,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,10,734,,,13.0,,64.2,,,,северный,,9,,,,2.0,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,True,,10,734,,,10.8,,100.0,,,,южный,,10,,,,2.0,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,9,735,,,9.5,,100.0,,,,юго-западный,,0,,,14.0,2.0,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,10,736,,,9.2,,100.0,,,,юго-западный,,0,,,,2.0,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,7,736,,,9.0,,100.0,,,,южный,,0,,,,2.0,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,10,736,,,8.6,,100.0,,,,,,10,,,,0.0,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,10,737,,,9.9,,100.0,8.6,True,,юго-восточный,,9,,,,1.0,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,10,737,,,11.7,,80.2,,True,,,,9,,,,0.0,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,10,737,,,13.6,,59.2,,,,северный,,6,,,,2.0,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,10,738,,,12.8,,72.1,,,,северо-восточный,,6,,,,2.0,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,9,738,,,8.5,,99.3,,,,южный,,0,,,14.1,1.0,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,8,738,,,6.6,,100.0,,,,западный,,0,,,,2.0,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,9,737,,,6.2,,100.0,,,,,,0,,,,0.0,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,10,736,,,7.8,,100.0,,,,,,9,,,,,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,True,,9,736,,,8.7,,100.0,5.9,,,западный,,10,,,,2.0,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,True,,10,736,,,11.7,,94.2,,,,северо-западный,,9,,,,2.0,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,True,,10,737,,,10.7,,100.0,,,,северный,,9,,,,4.0,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,True,,9,738,,,9.5,,100.0,,,,юго-восточный,,9,,,,3.0,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,6,739,,,9.1,,100.0,,True,,,,7,,,13.5,0.0,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,True,0,739,,,8.1,,100.0,,,,,,7,,,,0.0,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,10,739,,,7.6,,100.0,,,,юго-западный,,9,,,,1.0,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,10,739,,,7.8,,100.0,,,,южный,,9,,,,2.0,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,10,740,,,9.6,,99.3,7.6,,,южный,,9,,,,2.0,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,10,740,,,11.5,,74.9,,,,,,9,,,,,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,10,740,,,11.5,,68.0,,,,западный,,9,,,,3.0,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,10,740,,,11.3,,81.2,,,,,,9,,,,0.0,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,10,741,,,7.3,,100.0,,,,южный,,0,,,12.9,2.0,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,10,740,,,6.5,,100.0,,,,западный,,0,,,,2.0,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,10,740,,,7.1,,100.0,,,,западный,,0,,,,1.0,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,10,741,,,7.3,,100.0,,,,,,10,,,,0.0,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,10,741,,,9.6,,94.8,6.5,,,южный,,9,,,,2.0,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,True,,9,741,,,9.6,,98.0,,,,юго-восточный,,9,,,,2.0,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,True,,10,741,,,8.5,,100.0,,,,северо-восточный,,9,,,,4.0,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,10,742,,,9.8,,92.2,,,,юго-восточный,,0,,,,1.0,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,10,743,,,8.1,,100.0,,,,юго-западный,,0,,,12.8,2.0,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,10,743,,,7.5,,100.0,,,,западный,,0,,,,1.0,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,10,743,,,7.7,,100.0,,,,юго-западный,,0,,,,2.0,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,10,744,,,7.6,,100.0,,,,юго-западный,,9,,,,2.0,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,True,,10,745,,,8.6,,100.0,7.3,,,южный,,10,,,,2.0,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,10,744,,,11.9,,85.2,,True,,южный,,7,,,,3.0,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,10,744,,,14.9,,66.0,,True,,юго-восточный,,7,,,,2.0,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,10,745,,,10.2,,98.0,,True,,юго-восточный,,0,,,,2.0,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,0,746,,,5.0,,100.0,,,,юго-западный,,0,,,15.0,2.0,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,0,745,,,4.5,,100.0,,,,западный,True,6,,,,2.0,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,0,745,,,2.4,,100.0,,,,западный,True,6,,,,1.0,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,0,745,,,1.7,,100.0,,,,,True,6,,,,0.0,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,True,,,,10,745,,,7.8,,100.0,1.3,,,,,0,,,,,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,10,744,,,14.1,,66.2,,True,,северный,,0,,,,3.0,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,10,742,,,17.2,,46.0,,,,северо-восточный,,0,,,,4.0,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,10,742,,,14.7,,55.9,,,,северный,,0,,,,3.0,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,10,742,,,7.4,,96.0,,,,юго-западный,,0,,,17.6,2.0,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,4,742,,,4.7,,100.0,,,,западный,,0,,,,2.0,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,0,741,,,3.2,,100.0,,,,западный,,0,,,,1.0,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,0,741,,,1.5,,100.0,,,,западный,,2,,,,1.0,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,10,741,,,11.0,,74.3,1.0,,,южный,,0,,,,2.0,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,10,741,,,16.8,,48.9,,,,северо-восточный,,0,,,,2.0,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,10,740,,,19.3,,45.1,,,,восточный,,2,,,,4.0,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,10,740,,,18.4,,47.0,,,,,,2,,,,0.0,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,10,741,,,7.7,,100.0,,,,юго-западный,,0,,,19.7,2.0,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,10,740,,,5.8,,100.0,,,,юго-западный,,0,,,,2.0,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,3,740,,,4.0,,100.0,,,,юго-западный,,0,,,,2.0,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,1,740,,,3.8,,100.0,,,,западный,,0,,,,1.0,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,10,739,,,13.4,,67.0,2.7,,,юго-восточный,,0,,,,3.0,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,10,738,,,20.3,,42.1,,,,,,4,,,,,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,10,737,,,21.8,,44.0,,,,северо-восточный,,5,,,,4.0,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,10,737,,,19.3,,44.1,,,,восточный,,5,,,,1.0,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,10,737,,,8.5,,100.0,,,,западный,,0,,,22.1,2.0,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,10,736,,,6.1,,100.0,,,,западный,,0,,,,2.0,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,10,735,,,6.8,,100.0,,,,западный,,0,,,,2.0,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,10,735,,,5.5,,100.0,,,,западный,,4,,,,1.0,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,10,735,,,14.3,,64.9,5.1,,,южный,,2,,,,3.0,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,10,733,,,21.4,,45.0,,,,,,9,,,,,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,10,733,,,22.2,,51.0,,,,северо-восточный,,9,,,,4.0,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,10,733,,,18.9,,60.9,,,,северо-восточный,,9,,,,1.0,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,10,733,,,11.2,,100.0,,,,западный,,0,,,23.4,3.0,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,10,732,,,9.6,,100.0,,,,западный,,0,,,,2.0,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,10,731,,,8.7,,100.0,,,,западный,,0,,,,1.0,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,10,731,,,10.4,,94.2,,,,южный,,7,,,,2.0,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,10,730,,,15.8,,68.9,8.2,,,юго-восточный,,7,,,,2.0,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,14.0,,,,,,,10,730,,,25.3,,33.0,,,,южный,,9,,,,7.0,,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,12.0,,,,,,,10,729,,,25.0,,34.1,,,,южный,,7,,,,5.0,,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,12.0,,,,,,,10,728,,,24.0,,33.1,,,,юго-западный,,4,,,,5.0,,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,11.0,,,,,,,10,729,,,19.4,,42.1,,,,южный,,0,,,26.5,2.0,,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,10,729,,,13.8,,63.1,,,,юго-западный,,0,,,,3.0,,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,10,731,,,14.8,,68.2,,,,южный,,5,,,,2.0,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,10,732,,,17.0,,69.1,12.1,,,западный,,7,,,,2.0,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,10,732,,,20.5,,57.0,,,,северный,,7,,,,2.0,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,10,729,,,22.7,,51.2,,,,северо-восточный,,6,,,,4.0,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,10,730,,,19.6,,54.9,,,,северный,,0,,,,2.0,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,12.0,,,,,,,10,732,,,14.3,,94.9,,,,,,0,,,23.7,,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,12.0,,,,,,,10,732,,,15.0,,82.8,,,,северо-восточный,,0,,,,2.0,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,10,732,,,12.6,,100.0,,,,,,0,,,,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,10,733,,,11.2,,100.0,,,,северо-западный,,10,,,,2.0,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,10,734,,,12.9,,100.0,11.1,,,северо-западный,,7,,,,1.0,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,10,735,,,18.0,,54.9,,,,южный,,9,,,,2.0,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,True,,10,736,,,15.9,,63.1,,,,,,9,,,,,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,True,,10,738,,,11.9,,87.0,,,,,,9,,,,,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,10,739,,,11.0,,100.0,,,,юго-западный,,0,,,18.5,2.0,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,10,741,,,10.5,,88.0,,,,,,0,,,,,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,10,741,,,9.9,,92.2,,,,юго-западный,,0,,,,1.0,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,10,742,,,9.9,,89.8,,,,юго-западный,,7,,,,3.0,,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,10,743,,,11.8,,79.1,9.4,,,,,9,,,,,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,10,743,,,15.7,,53.2,,,,юго-западный,,7,,,,3.0,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,10.0,,,,True,,,10,743,,,14.5,,73.9,,,,северный,,9,,,,3.0,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,10.0,,,,,,,9,743,,,14.9,,71.0,,,,,,0,,,,0.0,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,10,744,,,9.0,,100.0,,,,юго-западный,,0,,,17.0,3.0,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,10,744,,,6.7,,100.0,,,,западный,,0,,,,2.0,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,10,744,,,5.3,,100.0,,,,западный,,0,,,,2.0,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,10,743,,,4.2,,100.0,,,,западный,,0,,,,2.0,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,10,742,,,10.6,,88.0,4.2,,,южный,,0,,,,3.0,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,10,741,,,16.7,,58.0,,,,северный,,0,,,,2.0,,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,10,739,,,19.2,,49.9,,,,северный,,0,,,,2.0,,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,8,738,,,17.8,,59.1,,,,северный,,0,,,,1.0,,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,10,738,,,10.3,,100.0,,,,юго-западный,,0,,,19.5,2.0,,,
