timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,746,,,8.6,36.1,,,,,,юго-западный,7.0,,,9
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,20.0,,,,,,,,,,,20.0,,745,,,9.8,33.0,,,,True,,юго-западный,9.0,,,12
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,19.0,,,,,,,,,,,20.0,,745,,,9.6,37.8,,,,True,,западный,9.0,,,9
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,17.0,,менее 0.1,,,,,,,,,20.0,,746,,,9.0,37.0,,,,,,западный,9.0,,10.6,7
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,748,,,5.0,44.5,,,,,,северо-восточный,6.0,,,3
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,True,,,,,,,,,,10.0,,749,,,4.1,69.9,,,,,,восточный,9.0,,,1
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,749,,,3.7,83.1,,,,True,,юго-восточный,7.0,,,4
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,2,,,,2,,,,,20.0,,749,,,5.6,58.0,,,2.7,,,юго-западный,10.0,,,5
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,749,,,13.8,31.5,,,,,,юго-западный,4.0,,,10
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,21.0,,,,,,,,,,,10.0,,749,,,17.4,20.9,,,,,,юго-западный,6.0,,,12
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,21.0,,,,,,,,,,,20.0,,749,,,17.8,16.5,,,,,,южный,7.0,,,10
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,19.0,,0,,,,,,,,,20.0,,749,,,15.4,22.0,,,,,,южный,4.0,,17.9,6
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,9.9,31.8,,,,,,южный,6.0,,,6
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,750,,,8.1,38.2,,,,,,южный,0.0,,,6
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,5.3,45.6,,,,,,южный,0.0,,,4
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,9.6,32.5,,,3.7,,,юго-восточный,0.0,,,3
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,16.1,19.3,,,,,,южный,0.0,,,6
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,18.3,21.3,,,,,,южный,10.0,,,5
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,748,,,18.2,24.7,,,,,,южный,10.0,,,5
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,14.0,,0,,,,,,,,,20.0,,747,,,14.4,47.9,,,,,,южный,10.0,,19.0,5
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,True,,,,,,,,,,20.0,,747,,,11.0,69.3,,,,,,,9.0,,,0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,True,,,,,,,,,,20.0,,746,,,10.2,73.1,,,,,,восточный,9.0,,,1
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,True,,,,,,,,,,20.0,,744,,,9.7,76.1,,,,,,восточный,9.0,,,2
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,True,менее 0.1,,,,менее 0.1,,,,,20.0,,743,,,9.0,85.5,,,8.9,,,восточный,9.0,,,2
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,9.4,89.7,,,8.8,True,,восточный,10.0,,,3
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,True,,,,,,,,,,10.0,,742,,,10.5,93.5,,,,,,восточный,10.0,,,2
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,True,,,,,,,,,,10.0,,742,,,10.8,92.3,,,,,,северо-западный,10.0,,,1
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,2,,,,,,,,,20.0,,742,,,10.4,94.2,,,,True,,западный,10.0,,11.0,1
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,8.9,93.4,,,,True,,юго-западный,2.0,,,2
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,5.5,90.7,,,,,,южный,0.0,,,2
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,5.5,95.2,,,,,,юго-восточный,4.0,,,2
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,0,,,,2,,,,,20.0,,742,,,8.5,87.8,,,4.3,,,юго-западный,1.0,,,4
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,743,,,14.2,53.5,,,,,,юго-западный,4.0,,,7
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,742,,,14.6,37.9,,,,,,юго-западный,9.0,,,10
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,742,,,15.2,38.6,,,,,,юго-западный,7.0,,,10
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,15.0,,0,,,,,,,,,20.0,,743,,,11.8,57.6,,,,,,юго-западный,10.0,,16.0,7
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,744,,,10.2,64.9,,,,,,юго-западный,7.0,,,5
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,744,,,8.4,87.2,,,,,,юго-западный,9.0,,,6
1588118400,"Среда, 29 апреля
00:00 (UTC)",True,,,11.0,,,,,,,,,,,20.0,,745,,,6.4,82.9,,,,,,западный,10.0,,,5
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,,,20.0,,747,,,6.2,81.1,,,5.9,True,,западный,10.0,,,5
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,10.5,47.1,,,,True,,северо-западный,7.0,,,4
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,11.6,34.8,,,,,,западный,9.0,,,7
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,749,,,12.9,33.7,,,,,,западный,9.0,,,7
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,749,,,12.4,34.1,,,,,,западный,6.0,,13.5,5
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,6.2,58.6,,,,,,юго-западный,0.0,,,4
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,5.0,63.3,,,,,,южный,0.0,,,4
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,4.6,65.0,,,,,,южный,2.0,,,5
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,9.6,47.5,,,4.0,,,юго-западный,7.0,,,5
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,17.0,,,,,,,,,,,20.0,,751,,,16.2,28.7,,,,,,юго-западный,10.0,,,11
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,19.0,,,,,,,,,,,10.0,,751,,,20.4,24.2,,,,,,юго-западный,10.0,,,12
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,17.0,,,,,,,,,,,20.0,,750,,,21.5,21.8,,,,,,юго-западный,7.0,,,10
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,16.0,,0,,,,,,,,,20.0,,750,,,20.0,24.3,,,,,,юго-западный,7.0,,22.3,7
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,14.1,37.7,,,,,,юго-западный,2.0,,,5
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,12.8,38.5,,,,,,юго-западный,0.0,,,6
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,9.3,48.9,,,,,,юго-западный,0.0,,,2
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,753,,,12.2,43.3,,,8.1,,,западный,0.0,,,5
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,19.3,27.7,,,,,,юго-западный,0.0,,,6
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,752,,,21.9,21.3,,,,,,юго-западный,2.0,,,4
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,22.2,19.4,,,,,,юго-западный,6.0,,,5
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,751,,,20.6,28.5,,,,,,юго-западный,7.0,,22.7,3
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,14.0,48.5,,,,,,южный,6.0,,,3
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,13.1,44.6,,,,,,южный,6.0,,,4
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,13.6,42.8,,,,,,южный,6.0,,,4
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,11.0,,0.1,,,,0.1,,,,,20.0,,751,,,14.7,44.4,,,11.6,True,,южный,6.0,,,4
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,20.5,39.1,,,,True,,юго-западный,4.0,,,7
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,750,,,23.0,30.6,,,,,,юго-западный,7.0,,,7
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,749,,,22.3,34.7,,,,,,юго-западный,9.0,,,8
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,True,12.0,,менее 0.1,,,,,,,,,10.0,,749,,,16.6,56.0,,,,,,южный,9.0,,23.5,3
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,13.6,75.7,,,,True,,северо-восточный,2.0,,,2
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,8.4,74.8,,,,,,северный,0.0,,,3
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,7.1,69.0,,,,,,северный,0.0,,,3
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,0.3,,,,0.3,,,,,20.0,,752,,,8.0,68.7,,,6.3,,,северный,0.0,,,5
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,14.2,40.6,,,,,,северный,1.0,,,5
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,18.1,27.0,,,,,,северный,0.0,,,5
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,20.2,17.0,,,,,,северо-восточный,0.0,,,4
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,753,,,17.9,23.0,,,,,,северный,0.0,,20.3,4
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,12.5,30.0,,,,,,северо-восточный,0.0,,,3
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,8.0,43.4,,,,,,северный,0.0,,,2
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,6.2,56.1,,,,,,восточный,0.0,,,2
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,757,,,9.4,54.5,,,5.3,,,восточный,0.0,,,3
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,757,,,18.3,37.3,,,,,,восточный,0.0,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,757,,,22.1,25.1,,,,,,восточный,0.0,,,4
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,757,,,22.9,21.3,,,,,,юго-восточный,0.0,,,4
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,757,,,21.2,23.6,,,,,,юго-восточный,0.0,,23.1,3
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,758,,,15.1,33.4,,,,,,юго-восточный,0.0,,,3
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,758,,,11.4,39.2,,,,,,юго-восточный,0.0,,,3
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,759,,,9.5,46.1,,,,,,юго-восточный,1.0,,,2
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,760,,,9.8,52.3,,,6.4,,,восточный,0.0,,,3
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,760,,,19.7,21.4,,,,,,юго-восточный,1.0,,,6
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,760,,,22.1,21.1,,,,,,юго-восточный,1.0,,,5
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,759,,,23.2,20.3,,,,,,юго-восточный,2.0,,,5
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,758,,,21.5,21.8,,,,,,юго-восточный,2.0,,23.6,3
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,758,,,14.4,36.2,,,,,,юго-восточный,0.0,,,4
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,758,,,10.8,48.2,,,,,,юго-восточный,0.0,,,2
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,758,,,7.1,63.8,,,,,,восточный,0.0,,,4
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,758,,,10.4,53.2,,,6.5,,,восточный,2.0,,,4
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,757,,,19.6,26.2,,,,,,юго-восточный,7.0,,,6
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,755,,,22.8,18.5,,,,,,юго-восточный,7.0,,,7
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,754,,,23.7,18.1,,,,,,юго-восточный,7.0,,,7
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,753,,,22.4,21.8,,,,,,юго-восточный,7.0,,23.9,4
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,15.9,36.9,,,,,,восточный,9.0,,,4
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,13.1,41.5,,,,,,восточный,9.0,,,4
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,10.9,48.3,,,,,,восточный,7.0,,,3
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,753,,,13.6,42.5,,,10.0,,,восточный,9.0,,,4
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,752,,,22.2,26.6,,,,,,юго-восточный,2.0,,,6
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,25.2,17.7,,,,,,юго-восточный,4.0,,,6
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,750,,,26.1,16.9,,,,,,юго-восточный,7.0,,,6
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,750,,,24.6,18.1,,,,,,восточный,9.0,,26.5,4
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,16.6,34.8,,,,,,восточный,7.0,,,3
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,13.2,39.4,,,,,,восточный,7.0,,,3
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,10.3,47.7,,,,,,восточный,7.0,,,4
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,13.9,38.8,,,9.4,,,восточный,2.0,,,4
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,22.4,24.1,,,,,,восточный,0.0,,,5
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,749,,,26.5,13.0,,,,,,восточный,0.0,,,6
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,748,,,27.6,10.5,,,,,,восточный,0.0,,,6
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,13.0,,0,,,,,,,,,20.0,,748,,,25.4,13.2,,,,,,восточный,0.0,,27.8,3
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,18.3,24.6,,,,,,восточный,0.0,,,2
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,14.9,30.7,,,,,,северо-восточный,0.0,,,2
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,12.0,37.9,,,,,,восточный,0.0,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,15.1,38.6,,,11.3,,,восточный,0.0,,,3
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,25.1,25.2,,,,,,восточный,1.0,,,4
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,746,,,28.1,16.0,,,,,,юго-восточный,2.0,,,5
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,745,,,28.5,15.4,,,,,,юго-восточный,2.0,,,5
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,744,,,26.8,18.9,,,,,,юго-восточный,2.0,,28.9,3
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,745,,,19.1,49.9,,,,,,восточный,2.0,,,5
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,14.7,65.9,,,,,,юго-восточный,1.0,,,3
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,746,,,13.6,74.2,,,,,,северный,7.0,,,2
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,12.4,82.5,,,11.8,,,западный,9.0,,,5
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,16.9,50.6,,,,,,западный,2.0,,,5
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,19.7,37.5,,,,,,западный,9.0,,,4
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,21.4,31.7,,,,,,юго-западный,7.0,,,4
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,748,,,19.2,34.1,,,,,,юго-западный,7.0,,21.4,4
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,15.8,48.6,,,,,,юго-западный,10.0,,,2
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,14.1,58.1,,,,,,западный,9.0,,,3
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,13.1,66.0,,,,,,юго-западный,9.0,,,1
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,13.7,68.0,,,12.4,,,,10.0,,,0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,True,,,,,,,,,,10.0,,749,,,14.9,62.5,,,,,,западный,10.0,,,3
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,4.0,True,748,,,10.9,94.2,,,,,,западный,10.0,,,3
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,True,,,,,,,,,,10.0,,748,,,12.4,89.4,,,,,,северный,10.0,,,3
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,True,9,,,,,,,,,10.0,,746,,,11.5,93.6,,,,,,северо-западный,10.0,,15.0,1
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,10.6,90.4,,,,True,,западный,10.0,,,1
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,10.5,91.0,,,,,,южный,10.0,,,2
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,True,,,,,,,,,,10.0,,746,,,10.7,91.1,,,,,,юго-западный,10.0,,,3
1589252400,"Вторник, 12 мая
03:00 (UTC)",True,,,,,8,,,,17,,,,,20.0,,746,,,11.0,91.7,,,10.2,,,юго-восточный,9.0,,,1
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,15.0,71.5,,,,True,,юго-восточный,9.0,,,2
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,True,,,,20.0,,746,,,14.4,77.4,,,,,,южный,9.0,,,5
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,15.5,67.0,,,,True,,западный,7.0,,,1
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,2,,,,,,,,,20.0,,747,,,15.5,74.1,,,,,,западный,7.0,,17.4,1
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,12.2,83.6,,,,,,северный,7.0,,,1
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,10.8,90.5,,,,,,юго-восточный,7.0,,,2
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,10.0,92.2,,,,,,юго-восточный,6.0,,,1
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,0,,,,2,,,,,20.0,,748,,,13.3,79.9,,,9.2,,,юго-восточный,2.0,,,1
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,17.0,57.7,,,,,,южный,6.0,,,3
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,20.8,41.1,,,,,,юго-западный,7.0,,,3
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,22.0,34.4,,,,,,юго-западный,4.0,,,3
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,747,,,20.9,37.1,,,,,,южный,2.0,,22.5,2
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,15.9,60.6,,,,,,южный,4.0,,,3
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,12.2,83.6,,,,,,западный,2.0,,,2
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,12.7,86.5,,,,,,юго-западный,9.0,,,2
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,748,,,14.4,83.3,,,10.8,,,,10.0,,,0
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,17.7,67.0,,,,,,западный,9.0,,,2
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,20.7,47.0,,,,,,юго-западный,10.0,,,2
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,23.0,41.4,,,,,,южный,4.0,,,1
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,747,,,21.2,49.4,,,,,,южный,6.0,,23.3,1
