timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,16.0,,,,,,True,,,,94.5,,,,северо-восточный,,,,,7,,,,,,,,,,,4,745,,,,2.8,,,,,10,,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,12.0,,,,,,True,,,,98.6,,,,северо-восточный,,,,5.8,5,,,,10,,,,,,,4,743,,,,1.2,,,,,10,,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,9.0,,,,,,,,True,,99.3,,,,северный,,,,,3,,,,,,,,,,,2,741,,,,1.1,,,,,10,,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,6.0,,,,,,True,,,,100.0,,,,северный,,,,,2,,,,,,,,,,,4,739,,,,0.5,,,,,10,,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,6.0,,,,,,,,,,100.0,True,,,северный,,,,,3,,,,,,,,,,,4,737,,,,1.0,,,,,10,,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,6.0,,,,,,,,,,99.3,,,0.4,северо-восточный,,,,,3,,,,9,,,,18,,True,4,734,,,,1.4,,,,,10,,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,8.0,,,,,,,,,,98.6,,,,северный,,,,,4,,,,,,,,,,,4,733,,,,1.4,,True,,,10,,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,8.0,,,,,,True,,,,95.8,,,,северный,,,,,5,,,,,,,,,,,4,733,,,,1.6,,,,,10,,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,14.0,,,,,,,,,,93.7,,,,северный,,,,,8,,,,,,,,,,,2,734,,,True,1.0,,,,,10,,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,16.0,,,,,,,,,,91.7,,,,северный,,,,1.9,7,,,,4,,,,,,,2,737,,,True,0.5,,,,,10,,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,18.0,,,,,,,,,,83.8,,,,северный,True,,,,8,,,,,,,,,,,10,739,,,,-0.4,,,,,10,,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,12.0,,,,,,,,,,83.1,,,,западный,,,,,3,,,,,,,,,,,10,739,,,,-1.4,,,,,9,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,8.0,,,,,,,,,,83.0,,,,северо-западный,,,,,4,,,,,,,,,,,10,739,,,,-1.6,,,,,9,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,8.0,,,,,,,,,,92.9,,,-2.3,северо-западный,,,,,4,,True,,0.8,,2.0,,5,,,2,740,,,,-2.1,,,,,10,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,8.0,,,,,,,,,,92.8,,,-2.8,северный,,,,,3,,,,,,,,,,,4,740,,,,-2.6,,,,,10,,True
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,9.0,,,,,,,,,,79.4,,,,северо-западный,,,,,4,,,,,,,,,,,10,741,,,,-1.3,,,,,9,,True
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,10.0,,,True,,,,,,,76.5,,,,северо-западный,,,,,2,,,,,,,,,,,50,741,,,,-1.0,,,,,7,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,11.0,,,,,True,,,,,66.8,,,,западный,,,,-0.1,3,,,,3,,,,,,,20,742,,,,-0.5,,,,,5,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,6.0,,,,,,,,,,76.8,,,,западный,,,,,2,,,,,,,,,,,10,742,,,,-2.6,,,True,,5,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,5.0,,,,,,,,,,82.1,,,,западный,,,,,2,,,,,,,,,,,10,742,,,,-3.9,,,,,4,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,6.0,,,,,,,,,,82.0,,,,западный,,,,,3,,,,,,,,,,,10,742,,,,-4.5,,,,,5,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,5.0,,,,,,,,,,84.6,,,-5.3,западный,,,,,3,,,,0,,4.0,,3,,,20,742,,,,-4.6,,,,,1,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,6.0,,,,,,,,,,54.2,,,,западный,,,,,3,,,,,,,,,,,20,742,,,,0.6,,,,,5,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,9.0,,,,,,,,,,52.4,,True,,северо-западный,,,,,3,,,,,,,,,,,20,742,,,,1.7,,,,,7,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,8.0,,,,,,,,,,45.3,,,,западный,,,,,4,,,,,,,,,,,50,742,,,,2.1,,,True,,7,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,8.0,,,,,,,,,,42.3,,,,западный,,,,2.6,2,,,,менее 0.1,,,,,,,20,742,,,,2.3,,,True,,7,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,5.0,,,,,True,,,,,56.7,,,,южный,,,,,2,,,,,,,,,,,10,742,,,,-1.1,,,,,2,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,4.0,,,,,,,,,,59.5,,,,южный,,,,,3,,,,,,,,,,,10,741,,,,-0.8,,,,,10,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,7.0,,,,,,,,,,87.5,,,,южный,,,,,3,,True,,,,,,,,,2,739,,,,-1.8,,,,,10,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,9.0,,,,,,,,,,95.7,,,-1.9,южный,,,,,5,,True,,4,,7.0,,4,,,2,736,,,,-0.4,,,,,10,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,7.0,,,,,,,,,,90.5,,,,южный,,,,,3,,,,,,,,,,,10,736,,,,2.3,,,True,,10,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,6.0,,,,,,,,,,78.3,,,,западный,,,,,3,,,,,,,,,,,20,736,,,,6.4,,,,,9,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,8.0,,,,,,,,,,83.8,,,,северо-западный,,,,,5,,,,,,,,,True,,4,737,,,,4.8,,,,,10,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,9.0,,,,,True,,,,,82.8,,,,юго-западный,,,,8.3,2,,,,2,,,,,,,50,738,,,,5.6,,,,,9,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,4.0,,,,,,,,,,91.3,,,,южный,,,,,3,,,,,,,True,,,,10,739,,,,4.7,,,,,10,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,5.0,,,,True,,,,,,99.3,,,,северо-восточный,,,,,2,,,,,,,,,,,10,737,,,,3.8,,,,,10,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,6.0,,,,,,,,,,100.0,,,,северо-западный,,,,,4,,,,,,,,,,,10,738,,,,3.5,,,True,,10,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,6.0,,,,,,,True,,,97.2,,,2.2,западный,,,,,1,,,,1,,,,3,,,4,740,,,,2.3,,,,,10,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,2.0,,,,,,,,,,87.4,,,,,,,,,0,,,,,,,,,,,50,741,,,,4.1,,,True,,9,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,3.0,,,,,,,,,,79.3,,,,восточный,,,,,1,,,,,,,,,,,50,742,,,,5.4,,,,,10,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,5.0,True,,,,,,,,,84.3,,,,восточный,,,,,3,,,,,,,,,,,10,742,,,,3.6,,,,,10,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,5.0,,,,,,,,,,95.8,,,,восточный,,,,6.2,3,True,,,3,,,,,,,20,742,,,,2.7,,,,,9,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,4.0,True,,,,,,,,,100.0,,,,северный,,,,,2,,,,,,,,,,,4,742,,,,2.4,,,,,10,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,5.0,,,,,,,,,,100.0,,,,северо-восточный,,,,,3,,,,,,,,,True,,4,742,,,,2.2,,,,,10,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,5.0,,,,,,,,,,99.3,,,,северный,,,,,3,,,,,,,,,,,10,742,,,,2.4,,,True,,10,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,6.0,,,,,,,,,,97.9,,,2.1,северный,,,,,3,,,,3,,,,6,,,10,742,,,,2.7,,,,,10,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,7.0,,,,,,,,,,97.2,,,,северо-восточный,,,,,4,,,,,,,,,True,,10,742,,,,3.5,,,,,10,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,6.0,,,,True,,,,,,96.6,,,,северо-восточный,,,,,3,,,,,,,,,,,20,742,,,,4.2,,,,,10,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,7.0,,,,,,,,,,94.6,,,,северный,,,,,3,,,,,,,,,,,20,742,,,,4.9,,,True,,10,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,6.0,,,,,,,,,,92.6,,,,северо-восточный,,,,5.5,2,,,,0.3,,,,,,,20,741,,,,5.2,,,,,10,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,4.0,,,,,,,,,,97.2,,,,северный,,,,,2,,,,,,,,,,,10,741,,,,4.6,,,,,10,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,3.0,,,,True,,,,,,100.0,,,,северный,,,,,2,,,,,,,,,,,10,740,,,,4.1,,,,,10,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,6.0,,,,,,,True,,,99.3,,,,северо-восточный,,,,,2,,,,,,,,,,,4,738,,,,3.8,,,,,10,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,5.0,True,,,,,,,,,99.3,,,3.5,северный,,,,,2,,,,3,,,,3,,,10,738,,,,3.6,,,,,10,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,8.0,,,,,,,,,,97.9,,,1.5,северо-западный,,,,,5,,,True,,,,,,,,2,738,,,,1.5,,,,,10,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,8.0,,,,,,,,,,97.2,,,,северо-западный,,,,,5,,,,,,,,,,,4,739,,,,1.9,,True,,,10,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,11.0,,,,,,,,,,90.0,,,,северо-западный,,,,,7,,,,,,,,,True,,4,739,,,,4.8,,,,,10,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,11.0,,,,,,,,,,83.9,,,,северо-западный,,,,5.7,3,,,,8,,,,,,,10,741,,,,5.6,,,True,,9,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,11.0,,,,,,,,,,90.5,,,,западный,,,,,1,,,,,,,,,,,10,742,,,,3.5,,,True,,7,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,6.0,,,,,,,,,,83.5,,,,западный,,,,,2,,,,,,,,,,,10,742,,,,2.0,,,,,0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,6.0,,,,,,,,,,81.5,,,,западный,,,,,2,,,,,,,,,,,10,743,,,,0.8,,,,,2,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,6.0,,,,,,,,,,78.6,,,0.4,западный,,,,,4,,,,0.7,,,,9,,,20,743,,,,1.3,,,,,1,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,8.0,,,,,,,,,,57.2,,,,западный,,,,,3,,,,,,,,,,,50,744,,,,7.1,,,,,2,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,9.0,,,,,,,,,,36.6,,,,юго-западный,,,,,3,,,,,,,,,,,50,743,,,,10.3,,,,,6,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,9.0,,,,,,,,,,47.3,,,,южный,,,,,3,,,,,,,,,,,50,741,,,,10.0,,,,,10,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,11.0,,,,,,,,,,93.4,,,,южный,,,,10.6,5,,,,5,,,,,True,,4,739,,,,7.1,,,,,9,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,9.0,,,,True,,,,,,98.6,,,,южный,,,,,3,,,,,,,,,,,10,737,,,,7.4,,,,,9,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,6.0,,,,,,,,,,94.0,,,,западный,,,,,2,,,,,,,,,,,10,739,,,,6.5,,,,,9,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,6.0,,,,,,,,,,93.3,,,,юго-западный,,,,,2,,,,,,,,,,,10,739,,,,5.3,,,,,7,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,5.0,,,,,,,,,,91.3,,,4.4,юго-западный,,,,,2,,,,1,,,,6,,,20,740,,,,5.6,,,,,4,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,14.0,,,,,,,,,,60.7,,,,западный,,,,,5,,,,,,,,,,,50,740,,,,7.5,,,,,7,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,12.0,,,,,,,,,,56.8,,,,западный,,,,,5,,,,,,,,,,,50,742,,,,7.2,,,,,9,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,14.0,,,,True,,,,,,55.8,,,,западный,,,,,7,,,,,,,,,,,50,744,,,,8.2,,,,,9,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,14.0,,,,True,,,,,,61.2,,,,западный,,,,8.6,4,,,,менее 0.1,,,,,,,50,746,,,,7.7,,,,,9,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,12.0,,,,,True,,,,,74.2,,,,северо-западный,,,,,2,,,,,,,,,,,10,749,,,,4.7,,,,,6,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,5.0,,,,,,,,,,83.0,,,,западный,,,,,1,,,,,,,,,,,10,750,,,,3.1,,,,,7,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,3.0,,,,,,,,,,88.5,,,,западный,,,,,1,,,,,,,,,,,10,751,,,,2.1,,,,,7,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,2.0,,,,,,,,,,93.7,,,0.8,западный,,,,,1,,,,менее 0.1,,,,менее 0.1,,,20,752,,,,1.8,,,,,9,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,5.0,,,,,,,,,,61.1,,,,северо-восточный,,,,,3,,,,,,,,,,,50,752,,,,5.6,,,,,9,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,5.0,,,,,,,,,,51.0,,,,северо-восточный,,,,,2,,,,,,,,,,,50,751,,,,7.7,,,,,10,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,6.0,,,,,,,,,,48.0,,,,восточный,,,,,1,,,,,,,,,,,50,751,,,,7.5,,,,,9,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,4.0,,,,,,,,,,72.8,,,,южный,,,,8.0,2,,,,0,,,,,,,20,751,,,,5.9,,,,,7,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,2.0,,,,,,,,,,86.8,,,,юго-западный,,,,,1,,,,,,,,,,,10,751,,,,3.7,,,,,5,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,4.0,,,,,,,,,,85.2,,,,северный,,,,,1,,,,,,,,,,,10,752,,,,0.8,,,,,2,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,2.0,,,,,,,,,,82.0,,,,северо-западный,,,,,1,,,,,,,,,,,10,753,,,,-0.1,,,,,0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,3.0,,,,,,,,,,79.2,,,-1.3,северный,,,,,1,,,,0,,,,0,,,10,754,,,,1.4,,,,,0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,11.0,,,,,,,,,,42.4,,,,северо-восточный,,,,,3,,,,,,,,,,,20,754,,,,8.0,,,,,4,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,11.0,,,,,,,,,,36.6,,,,северный,,,,,3,,,,,,,,,,,50,754,,,,10.2,,,,,2,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,7.0,,,,,,,,,,34.8,,,,восточный,,,,,1,,,,,,,,,,,50,754,,,,11.6,,,,,1,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,5.0,,,,,,,,,,34.4,,,,восточный,,,,12.1,1,,,,0,,,,,,,20,754,,,,11.8,,,,,2,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,3.0,,,,,,,,,,51.5,,,,южный,,,,,1,,,,,,,,,,,10,754,,,,7.0,,,,,2,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,3.0,,,,,,,,,,68.3,,,,южный,,,,,1,,,,,,,,,,,10,755,,,,3.8,,,,,0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,2.0,,,,,,,,,,88.4,,,,,,,,,0,,,,,,,,,,,10,755,,,,0.9,,,,,4,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,2.0,,,,,,,,,,80.1,,,-1.1,северо-восточный,,,,,1,,,,0,,,,0,,,10,756,,,,3.3,,,,,4,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,7.0,,,,,,,,,,40.9,,,,юго-восточный,,,,,3,,,,,,,,,,,20,756,,,,11.1,,,,,4,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,7.0,,,,,,,,,,32.4,,,,юго-восточный,,,,,3,,,,,,,,,,,50,756,,,,14.3,,,,,4,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,7.0,,,,,,,,,,28.0,,,,юго-восточный,,,,,3,,,,,,,,,,,50,755,,,,16.7,,,,,2,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,6.0,,,,,,,,,,28.8,,,,южный,,,,17.2,3,,,,0,,,,,,,20,754,,,,16.0,,,,,6,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,5.0,,,,,,,,,,40.2,,,,южный,,,,,2,,,,,,,,,,,10,754,,,,12.0,,,,,2,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,5.0,,,,,,,,,,43.7,,,,южный,,,,,3,,,,,,,,,,,10,754,,,,9.0,,,,,0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,5.0,,,,,,,,,,53.2,,,,южный,,,,,4,,,,,,,,,,,10,754,,,,7.3,,,,,4,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,7.0,,,,,,,,,,55.8,,,6.8,южный,,,,,4,,,,0,,,,0,,,10,754,,,,8.1,,,,,4,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,7.0,,,,,,,,,,34.5,,,,южный,,,,,3,,,,,,,,,,,20,755,,,,17.4,,,,,5,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,9.0,,,,,,,,,,26.4,,,,южный,,,,,4,,,,,,,,,,,50,755,,,,22.4,,,,,4,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,9.0,,,,,,,,,,28.5,,,,южный,,,,,4,,,,,,,,,,,50,755,,,,22.7,,,,,7,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,9.0,,,,,,,,,,26.9,,,,южный,,,,23.4,3,,,,0,,,,,,,20,754,,,,21.5,,,,,7,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,7.0,,,,,,,,,,32.7,,,,юго-восточный,,,,,2,,,,,,,,,,,10,754,,,,16.0,,,,,7,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,5.0,,,,,,,,,,43.4,,,,южный,,,,,2,,,,,,,,,,,10,754,,,,12.3,,,,,9,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,5.0,,,,,,,,,,48.9,,,,южный,,,,,3,,,,,,,,,,,10,754,,,,10.5,,,,,7,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,6.0,,,,,,,,,,45.6,,,9.8,юго-восточный,,,,,1,,,,0,,,,0,,,20,754,,,,12.1,,,,,9,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,6.0,,,,,,,,,,34.5,,,,южный,,,,,3,,,,,,,,,,,20,753,,,,19.9,,,,,4,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,10.0,,,,,,,,,,30.4,,,,южный,,,,,5,,,,,,,,,,,20,753,,,,25.3,,,,,10,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,12.0,,,,,,,,,,26.7,,,,южный,,,,,7,,,,,,,,,,,20,752,,,,26.7,,,,,7,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,14.0,,,,,,,,,,30.0,,,,южный,,,,27.7,6,,,,0,,,,,,,20,752,,,,24.6,,,,,7,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,12.0,,,,,,,,,,36.4,,,,южный,,,,,3,,,,,,,,,,,10,752,,,,19.5,,,,,2,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,5.0,,,,,,,,,,38.0,,,,юго-восточный,,,,,2,,,,,,,,,,,10,752,,,,15.8,,,,,4,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,4.0,,,,,,,,,,47.6,,,,южный,,,,,2,,,,,,,,,,,10,752,,,,12.3,,,,,0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,6.0,,,,,,,,,,43.7,,,11.9,южный,,,,,3,,,,0,,,,0,,,10,751,,,,14.5,,,,,0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,8.0,,,,,,,,,,31.4,,,,южный,,,,,5,,,,,,,,,,,20,751,,,,21.1,,,,,2,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,16.0,,,,,,,,,,23.1,,,,южный,,,,,7,,,,,,,,,,,50,750,,,,24.4,,,,,4,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,16.0,,,,,,,,,,40.3,,,,юго-западный,,,,,6,,,,,,,,,,,50,750,,,,20.2,,,,,9,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,,,,,,,,,,50.4,,,,южный,,,,24.9,5,,,,0,,,,,,,50,749,,,,17.4,,,,,9,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,12.0,,,,,,,,,,47.2,,,,южный,,,,,4,,,,,,,,,,,10,748,,,,15.4,,,True,,9,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,7.0,,,,,,,,,,51.4,,,,юго-восточный,,,,,3,,,,,,,,,,,10,748,,,,13.3,,,,,9,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,5.0,,,,,,,,,,60.5,,,,южный,,,,,3,,,,,,,,,,,10,747,,,,11.8,,,,,7,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,6.0,,,,,,,,,,55.0,,,11.7,южный,,,,,3,,,,менее 0.1,,,,менее 0.1,,,20,746,,,,14.2,,,,,10,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,8.0,,,,,,,,,,62.6,,,,южный,,,,,4,,,,,,,,,,,10,747,,,,17.3,,,True,,9,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,12.0,,,,,,,,,,47.7,,,,южный,,,,,5,,,,,,,,,,,20,746,,,,20.9,,,,,9,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,11.0,,,,,,,,,,44.5,,,,южный,,,,,3,,,,,,,,,,,20,746,,,,21.5,,,,,10,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,9.0,,,,,,,,,,41.0,,,,южный,,,,21.8,3,,,,0,,,,,,,10,746,,,,20.7,,,,,10,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,14.0,,,,,,,,,,94.9,,,,южный,,,,,4,,,,,,,,,,,4,747,,True,,13.9,,,,,10,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,7.0,,,,,,,,True,,100.0,,,,южный,,,,,2,,,,,,,,,,,4,746,,,,13.6,,,,,10,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,5.0,,,,,,,,,,99.4,,,,южный,,,,,3,True,,,,,,,,,,10,745,,,,13.7,,,,,10,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,6.0,True,,,,,,,,,99.4,,,13.5,южный,,,,,2,,,,29,,,,29,,,10,746,,,,14.0,,,,,10,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,5.0,,,,,,,,,,92.6,,,,юго-западный,,,,,3,,,,,,,,,,,20,746,,,,15.5,,,True,,10,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,5.0,,,,,,,,,,82.6,,,,западный,,,,,2,,,,,,,,,,,50,747,,,,18.0,,,,,9,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,5.0,,,,,,,,,,62.3,,,,южный,,,,,1,,,,,,,,,,,50,747,,,,21.3,,,,,9,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,4.0,,,,,,,,,,62.2,,,,северо-западный,,,,21.8,1,,,,0.4,,,,,,,50,746,,,,21.0,,,,,7,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,8.0,,,,,,,,,True,83.1,,,,восточный,,,,,1,,,,,,,,,,,10,746,,,,17.7,,,,,10,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,3.0,,,,,,,,,,96.2,,,,северо-западный,,,,,1,,,,,,,,,,,10,746,,,,15.5,,,,,9,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,2.0,,,,,,,,,,99.4,,,,северный,,,,,1,,,,,,,,,,,10,746,,,,14.2,,,,,7,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,3.0,,,,,,,,,,85.2,,,13.1,,,,,,0,,,,0.3,,,,0.7,,,10,746,,,,17.3,,,,,9,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,6.0,,,,,,,,,,64.7,,,,северо-западный,,,,,2,,,,,,,,,,,20,746,,,,21.1,,,,,9,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,7.0,,,,,,,,,,54.3,,,,восточный,,,,,4,,,,,,,,,,,20,745,,,,24.0,,,,,4,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,10.0,,,,,,,,,,20.6,,,,южный,,,,,4,,,,,,,,,,,50,744,,,,26.8,,,,,2,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,10.0,,,,,,,,,,24.2,,,,южный,,,,27.1,2,,,,0,,,,,,,50,742,,,,24.6,,,,,4,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,6.0,,,,,,,,,,72.3,,,,северный,,,,,2,,,,,,,,,,,10,742,,,,16.7,,,,,7,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,2.0,,,,,,,,,,67.1,,,,северный,,,,,1,,,,,,,,,,,10,741,,,,14.1,,,,,9,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,5.0,,,,,,,,,,65.5,,,,северо-восточный,,,,,3,,,,,,,,,,,10,740,,,,12.7,,,,,4,,
