timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,21.0,,53.8,,,,западный,6.0,,,1,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,14.3,,87.8,,,,юго-восточный,4.0,,22.2,1,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,13.5,,83.2,,,,южный,6.0,,,2,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,12.7,,89.4,,,,юго-восточный,0.0,,,2,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,12.6,,89.4,,12.4,,южный,4.0,,,2,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,20.3,,58.9,,12.4,,южный,0.0,,,4,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,26.3,,44.3,,,,южный,0.0,,,3,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,30.1,,32.0,,,,юго-западный,0.0,,,3,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,745,,,28.5,,31.7,,,,юго-западный,0.0,,,4,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,22.4,,51.4,,,,южный,0.0,,30.2,2,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,10.0,744,,,17.9,,67.0,,,,юго-восточный,0.0,,,2,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,16.3,,70.4,,,,южный,0.0,,,2,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,15.7,,69.3,,15.6,,южный,0.0,,,2,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,744,,,22.4,,45.9,,15.6,,южный,4.0,,,4,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,29.6,,29.6,,,,юго-западный,4.0,,,3,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,12.0,,,,,,,,,,10.0,743,,,31.2,,23.3,,,,юго-западный,4.0,,,4,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,11.0,0,,,,,,,,,10.0,742,,,29.1,,26.2,,,,юго-западный,2.0,,,2,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,22.3,,45.6,,,,южный,9.0,,31.2,1,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,19.4,,54.9,,,,южный,4.0,,,2,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,17.1,,62.1,,,,южный,0.0,,,2,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,742,,,15.8,,68.0,,14.4,,южный,2.0,,,1,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,21.4,,51.2,,14.4,,юго-западный,0.0,,,1,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,28.6,,38.0,,,,юго-западный,6.0,,,1,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,29.4,,35.1,,,,северо-западный,7.0,,,1,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,27.3,,46.4,,,,северный,7.0,,,1,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,22.6,,63.0,,,,северо-восточный,5.0,,30.1,3,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,20.4,,68.9,,,,северо-восточный,7.0,,,2,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,18.0,,72.1,,,,северо-восточный,2.0,,,2,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,16.2,,73.2,,16.2,,северо-восточный,2.0,,,2,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,748,,,19.8,,61.9,,16.2,,восточный,0.0,,,4,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,25.7,,46.5,,,,восточный,0.0,,,3,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,748,,,27.9,,37.8,,,,восточный,0.0,,,4,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,25.4,,42.9,,,,восточный,0.0,,,3,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,20.5,,50.9,,,,восточный,0.0,,28.1,2,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,18.1,,55.3,,,,восточный,0.0,,,2,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,16.9,,58.8,,,,восточный,0.0,,,3,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,750,,,15.3,,64.7,,15.3,,юго-восточный,2.0,,,3,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,19.0,,56.6,,15.0,,юго-восточный,7.0,,,4,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,750,,,25.8,,38.7,,,,восточный,7.0,,,3,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,750,,,28.4,,33.0,,,,юго-восточный,9.0,,,3,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,749,,,27.4,,35.2,,,,юго-восточный,9.0,,,2,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,23.6,,43.9,,,,юго-восточный,7.0,,28.9,3,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,750,,,20.4,,50.9,,,,юго-восточный,7.0,,,2,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,18.7,,50.1,,,,юго-восточный,7.0,,,3,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,749,,,17.5,,49.1,,17.5,,юго-восточный,9.0,,,3,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,19.9,,34.8,,17.4,,юго-восточный,9.0,,,4,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,25.0,,27.2,,,,юго-восточный,9.0,,,4,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,23.7,,26.6,,,,юго-восточный,10.0,,,3,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,23.1,,25.5,,,,юго-восточный,10.0,,,2,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,748,,,21.2,,28.0,,,,юго-восточный,10.0,,25.6,3,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,18.5,,32.7,,,,южный,10.0,,,2,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,16.6,,38.7,,,,юго-восточный,10.0,,,1,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,15.7,,43.4,,15.7,,юго-восточный,10.0,,,2,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,17.1,,41.4,,15.7,,юго-восточный,10.0,,,2,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,19.8,,38.3,,,,южный,10.0,,,2,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,22.7,,31.0,,,,южный,9.0,,,2,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,21.5,,31.7,,,,южный,10.0,,,1,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,17.4,,46.1,,,,юго-восточный,7.0,,23.4,1,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,14.9,,56.0,,,,юго-восточный,6.0,,,1,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,12.5,,64.5,,,,юго-восточный,2.0,,,1,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,9.6,,81.6,,9.5,,,4.0,,,0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,18.6,,47.1,,9.5,,юго-восточный,7.0,,,1,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,25.6,,21.5,,,,южный,2.0,,,3,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,27.5,,18.7,,,,южный,7.0,,,2,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,25.9,,24.0,,,,юго-западный,2.0,,,1,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,15.6,,63.1,,,,юго-восточный,2.0,,28.5,1,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,12.5,,78.7,,,,,4.0,,,0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,11.5,,76.4,,,,юго-западный,7.0,,,1,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,11.2,,72.3,,10.8,,южный,7.0,,,1,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,17.5,,53.3,,10.8,,южный,7.0,,,1,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,27.1,,20.1,,,,южный,7.0,,,3,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,28.7,,17.3,,,,юго-западный,9.0,,,2,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,26.3,,19.5,,,,южный,4.0,,,2,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,17.4,,39.5,,,,южный,2.0,,28.8,1,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,15.7,,40.4,,,,южный,2.0,,,2,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,14.8,,42.9,,,,юго-восточный,4.0,,,2,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,14.3,,47.5,,13.8,,южный,7.0,,,2,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,15.6,,78.1,,13.8,,северо-западный,10.0,,,1,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,True,,10.0,746,,,12.0,,93.0,,,,северо-западный,10.0,,,1,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,True,,10.0,746,,,13.7,,83.2,,,,западный,9.0,,,2,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,9,,,,,,,,,10.0,746,,,13.4,,71.7,,,True,западный,1.0,,,1,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,9,,,,,True,,,,10.0,746,,,11.1,,82.3,,,,западный,9.0,,15.7,1,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,12.3,,77.6,,,,западный,10.0,,,2,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,True,,,,,,10.0,744,,,11.7,,85.2,,,,юго-западный,10.0,,,2,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,0.9,,,,10,,,True,,10.0,742,,,11.0,,92.3,,11.0,,западный,10.0,,,2,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,1,,,,,,,,,10.0,742,,,13.8,,82.1,,11.0,True,западный,7.0,,,3,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,,,10.0,743,,,15.1,,71.6,,,,западный,10.0,,,3,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,18.6,,52.1,,,,западный,7.0,,,3,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,10.0,0.4,,,,,,,,,10.0,744,,,17.3,,56.6,,,,западный,6.0,,,2,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,11.0,,87.5,,,,западный,0.0,,19.3,1,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,10.5,,89.8,,,,юго-западный,0.0,,,1,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,8.9,,92.8,,,,южный,0.0,,,2,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,0,,,,0.4,,,,,10.0,744,,,9.2,,91.0,,8.4,,южный,5.0,,,2,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,менее 0.1,,,True,,,,,,10.0,742,,,13.2,,78.3,,8.4,,южный,7.0,,,3,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,10.0,,,,,,,,,,10.0,741,,,19.6,,56.0,,,,юго-западный,7.0,,,3,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,740,,,21.8,,53.0,,,,юго-западный,9.0,,,3,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,11.0,менее 0.1,,,,,,,,,10.0,739,,,21.5,,55.8,,,,юго-западный,7.0,,,3,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,10.0,0.4,,True,,,,,,,10.0,740,,,16.1,,85.7,,,,западный,10.0,,22.2,3,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,12.3,,84.7,,,,западный,4.0,,,2,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,9.1,,89.7,,,,западный,0.0,,,1,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,0.4,,,,0.4,,,,,10.0,744,,,7.6,,93.4,,7.5,,западный,2.0,,,1,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,11.4,,76.4,,6.9,,западный,0.0,,,2,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,15.8,,50.3,,,,западный,2.0,,,2,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,17.4,,41.5,,,,западный,1.0,,,3,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,15.0,,53.4,,,,северный,2.0,,,1,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,8.2,,86.6,,,,,2.0,,17.7,0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,6.8,,92.7,,,,,0.0,,,0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,750,,,4.8,,95.9,,,,,0.0,,,0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,0,,,,0,,True,,,4.0,751,,,3.6,,97.2,,3.5,,,0.0,,,0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,752,,,11.1,,72.3,,3.3,,южный,1.0,,,1,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,752,,,17.2,,42.3,,,,юго-западный,7.0,,,1,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,752,,,18.5,,37.7,,,,юго-западный,6.0,,,1,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,751,,,16.0,,54.7,,,,,2.0,,,0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,752,,,9.5,,83.8,,,,юго-восточный,0.0,,19.5,1,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,752,,,7.8,,81.9,,,,южный,0.0,,,1,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,751,,,7.1,,81.8,,,,южный,0.0,,,2,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,751,,,6.0,,84.6,,5.5,,южный,0.0,,,2,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,750,,,12.7,,60.7,,5.5,,южный,0.0,,,3,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,749,,,21.4,,31.0,,,,юго-западный,0.0,,,4,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,10.0,,,,,,,,,,10.0,747,,,23.2,,31.8,,,,юго-западный,7.0,,,3,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.0,,39.2,,,,юго-западный,9.0,,,1,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,18.7,,52.5,,,,юго-западный,9.0,,23.4,1,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,True,,,,,,10.0,746,,,14.5,,94.9,,,,западный,10.0,,,1,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,True,,,,10.0,747,,,11.1,,94.8,,,,северо-западный,2.0,,,1,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,2,,,,2,,,,,10.0,748,,,8.2,,96.0,,8.2,,,7.0,,,0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,2,,,,,,,,,10.0,749,,,13.7,,76.3,,8.1,,северо-западный,4.0,,,2,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,18.3,,47.0,,,,северо-западный,4.0,,,2,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,19.1,,45.6,,,,северо-западный,7.0,,,4,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,748,,,16.9,,60.0,,,,северо-западный,10.0,,,3,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,10.0,менее 0.1,,,True,,,,,,10.0,748,,,14.8,,81.1,,,,западный,10.0,,20.2,2,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,748,,,14.6,,83.8,,,,западный,10.0,,,2,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,14.3,,87.8,,,,западный,9.0,,,1,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,менее 0.1,,,,менее 0.1,,,,,10.0,749,,,13.8,,88.3,,13.8,,северо-западный,9.0,,,1,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,16.3,,73.2,,13.7,,западный,9.0,,,2,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,True,,,,,,10.0,749,,,16.9,,78.8,,,,западный,10.0,,,2,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,18.9,,67.2,,,True,северо-западный,9.0,,,3,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,0.4,,,True,,,,,,10.0,748,,,17.8,,74.9,,,,северо-западный,7.0,,,2,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,0.4,,,,,True,,,,10.0,749,,,14.2,,88.3,,,,северо-западный,1.0,,19.4,1,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,12.4,,94.2,,,,северо-западный,0.0,,,1,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,13.6,,96.2,,,,,10.0,,,0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,0,,,,0.4,,,,,10.0,750,,,12.6,,96.1,,11.9,,,10.0,,,0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,751,,,15.3,,67.9,,11.9,,северо-восточный,2.0,,,1,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,751,,,18.2,,47.0,,,,западный,7.0,,,1,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,750,,,20.4,,42.7,,,,западный,6.0,,,2,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,749,,,17.5,,65.6,,,,западный,10.0,,,1,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,16.5,,72.8,,,,южный,7.0,,20.9,1,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,748,,,12.3,,89.4,,,,юго-восточный,4.0,,,1,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,11.3,,92.3,,,,южный,2.0,,,2,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,11.2,,92.3,,10.9,,южный,7.0,,,2,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,744,,,17.1,,69.1,,10.9,,южный,9.0,,,3,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,11.0,,,,,,,,,,10.0,742,,,23.4,,45.3,,,,южный,9.0,,,6,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,13.0,,,,,,,,,,10.0,739,,,26.1,,37.3,,,,юго-западный,9.0,,,5,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,14.0,0,,,,,,,,,10.0,737,,,24.2,,35.5,,,,южный,9.0,,,5,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,13.0,6,,,,,,,True,,4.0,738,,,15.9,,95.6,,,,юго-западный,10.0,,26.2,2,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,12.0,,,,,,True,,,,10.0,739,,,9.1,,87.3,,,,западный,0.0,,,2,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,True,,,,,,,10.0,739,,,9.0,,88.5,,,,западный,7.0,,,2,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,7,,,,7,,,,,10.0,738,,,8.6,,87.8,,8.4,,западный,9.0,,,2,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,4,,,True,,,,,,10.0,738,,,8.4,,92.8,,8.1,,западный,10.0,,,2,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,739,,,10.1,,80.0,,,True,северо-западный,7.0,,,2,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,12.5,,65.0,,,True,западный,7.0,,,3,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,7,,,,,,,,,10.0,740,,,9.6,,78.8,,,True,северо-западный,9.0,,,2,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,4,,,,,,,,,10.0,742,,,7.6,,84.2,,,True,северо-западный,9.0,,12.9,1,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,7.5,,92.1,,,True,северо-западный,10.0,,,1,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,7.7,,88.4,,,True,северо-западный,10.0,,,1,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,1,,,True,8,,,,,10.0,744,,,6.0,,95.3,,5.9,,северо-западный,10.0,,,1,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,1,,,,,,,,,10.0,744,,,7.8,,85.4,,5.9,True,западный,10.0,,,2,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,13.6,,59.2,,,,западный,4.0,,,3,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,16.9,,54.6,,,,северо-западный,6.0,,,2,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,13.5,,67.9,,,,северо-западный,6.0,,,1,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,7.2,,90.2,,,,,0.0,,17.4,0,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,6.7,,94.6,,,,северо-западный,0.0,,,1,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,5.4,,96.6,,,,,0.0,,,0,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,4.1,,97.9,,4.1,,,2.0,,,0,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,9.5,,82.7,,4.0,,северо-западный,2.0,,,1,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,13.7,,51.2,,,,северо-западный,7.0,,,1,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,15.3,,38.4,,,,северо-западный,7.0,,,2,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,0,,,,,,,,,10.0,748,,,11.3,,57.0,,,,северо-западный,1.0,,,1,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,0,,,,,,,,,10.0,749,,,5.3,,88.2,,,,,0.0,,16.0,0,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,749,,,3.7,,94.5,,,,,0.0,,,0,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,1.9,,97.2,,,,южный,0.0,,,1,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,0,,,,0,,True,,,4.0,749,,,0.8,,97.9,,0.8,,,2.0,,,0,
