timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,65.2,,юго-западный,,,1,,,,,,,,,4,732,,,,-1.2,,,,0.0,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,73.5,,юго-западный,,,1,,,,,,,,,20,733,,,,-2.2,,,,0.0,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,58.2,-2.3,южный,,,4,,0,,,,менее 0.1,,,10,733,,,,1.0,,,,0.0,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,12.0,,,,,,,,29.3,,юго-западный,,,5,,,,,,,,,10,732,,,,6.9,,,,5.0,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,14.0,,,,,,,,20.3,,юго-западный,,,4,,,,,,,,,10,732,,,,8.4,,,,9.0,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,12.0,,,,,,,,19.1,,юго-западный,,,3,,,,,,,,,10,731,,,,8.0,,,,7.0,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,12.0,,,,,,,,61.5,,южный,,9.4,3,,0,,,,,,,10,731,,,,3.4,,,,9.0,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,True,,,,,93.6,,,,,0,,,,,,,,,4,734,,,,-2.0,,,,2.0,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,94.2,,юго-западный,,,1,,,,,,,,,4,736,,,,-3.9,,,,0.0,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,89.9,,юго-западный,,,1,,,,,,,,,20,737,,,,-5.1,,,,0.0,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,71.5,-5.1,юго-западный,,,2,,3,,8.0,,,,,10,739,,,,-0.7,,,,0.0,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,47.0,,южный,,,4,,,,,,,,,10,739,,,,4.1,,,,0.0,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,10.0,,,,,,,,33.9,,южный,,,3,,,,,,,,,10,738,,,,7.6,,,,10.0,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,13.0,,,,,,,,41.3,,южный,,,4,,,,,,,,,10,737,,,,11.7,,,,10.0,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,10.0,,,,,,,,27.7,,южный,,14.0,4,,0,,,,,,,10,735,,,,13.6,,,,9.0,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,12.0,,,,,,,,25.7,,южный,,,5,,,,,,,,,4,736,,,,12.8,,,,7.0,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,16.0,,,,,,,,23.2,,юго-западный,,,7,,,,,,,,,4,737,,,,11.6,,,,7.0,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,13.0,,,,,,,,27.3,,юго-западный,,,5,,,,,,,,,20,739,,,,10.0,,,,10.0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,11.0,,,,,,,,24.8,9.5,юго-западный,,,4,,0,,,,,,,10,740,,,,11.0,,,,2.0,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,12.0,,,,,,,,19.9,,юго-западный,,,5,,,,,,,,,10,740,,,,16.0,,,,6.0,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,12.0,,,,,,,,13.2,,южный,,,5,,,,,,,,,10,740,,,,18.3,,,,4.0,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,15.0,,,,,,,,11.9,,южный,,,5,,,,,,,,,10,739,,,,18.2,,,,2.0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,12.0,,,,,,,,15.2,,юго-западный,,19.0,3,,0,,,,,,,10,738,,,,15.7,,,,0.0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,29.2,,южный,,,3,,,,,,,,,4,738,,,,11.9,,,,0.0,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,50.7,,,,,0,,,,,,,,,4,738,,,,8.1,,,,0.0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,47.7,,,,,0,,,,,,,,,20,737,,,,6.6,,,,10.0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,41.4,6.6,,,,0,,0,,,,,,,10,736,,,,9.8,,,,10.0,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,35.4,,юго-восточный,,,2,,,,,,,,,10,735,,,,14.5,,,,10.0,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,26.6,,юго-восточный,,,2,,,,,,,,,10,734,,,,15.4,,,,9.0,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,38.3,,южный,,,1,,,,,,,,True,10,733,,,,14.3,,,,10.0,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,59.1,,,,15.7,0,,менее 0.1,,,,,,True,10,732,,,,11.3,,,,10.0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,69.2,,северо-восточный,,,1,,,,,,,,,4,732,,,,10.3,,True,,9.0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,59.1,,северный,,,1,,,,,,,,,4,731,,,,9.9,,,,7.0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,83.0,,,,,0,,,,,,,,,20,730,,,,7.9,,,,10.0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,70.1,7.9,северо-западный,,,1,,0.5,,,,0.5,,,10,730,,,,10.0,,True,,9.0,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,43.7,,западный,,,2,,,,,,,,,10,730,,,,14.5,,True,,9.0,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,49.4,,западный,,,1,,,,,,,,,10,730,,,,14.9,,,,9.0,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,37.8,,юго-восточный,,,2,,,,,,,,,10,729,,,,17.0,,,,5.0,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,41.0,,,,18.3,0,,0,,,,,,,10,729,,,,13.6,,,,2.0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,58.0,,западный,,,1,,,,,,,,,4,729,,,,10.5,,,,6.0,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,61.5,,,,,0,,,,,,,,,4,730,,,,8.8,,,,7.0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,50.2,,западный,,,2,,,,,,,,,20,730,,,,7.5,,,,0.0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,48.7,6.0,юго-западный,,,3,,0,,,,0,,,10,730,,,,9.8,,,,5.0,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,48.5,,юго-западный,,,5,,,,,,,,,10,730,,,,11.6,,,,7.0,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,11.0,,,,,,,,39.6,,западный,,,5,,,,,,,,,10,732,,,,10.0,,,,6.0,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,13.0,,,,,,,,22.6,,западный,,,4,,,,,,,,,10,732,,,,11.7,,,,6.0,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,11.0,,,,,,,,30.9,,западный,,14.0,3,,0,,,,,,,10,733,,,,9.2,,,,9.0,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,59.4,,,,,0,,,,,,,,,10,735,,,,4.0,,,,2.0,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,45.2,,юго-западный,,,2,,,,,,,,,10,735,,,,5.2,,,,5.0,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,45.8,,юго-западный,,,2,,,,,,,,,20,735,,,,3.5,,,,4.0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,50.2,3.3,западный,,,3,,0,,,,,,,10,734,,,,6.1,,,,10.0,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,96.6,4.9,южный,,,3,,,,,,,,,10,735,,,,5.0,,True,,10.0,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,10.0,,,,,,,,51.5,,западный,,,4,,,,,,,,,10,735,,,,12.2,,True,,10.0,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,49.5,,западный,,,3,,,,,,,,,10,735,,,,11.5,,True,,10.0,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,57.9,,юго-западный,,13.3,2,,0.5,,,,,,,10,735,,,,11.6,,,,10.0,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,10.0,,,,,,,,62.7,,западный,,,3,,,,,,,,,4,736,,,,12.0,,True,,10.0,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,66.7,,западный,,,3,,,,,,,,True,4,735,,,,11.9,,,,10.0,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,11.0,,,,,,,,56.0,,западный,,,3,,,,,,,,,10,737,,,,9.0,,True,,10.0,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,47.8,8.6,западный,,,3,,менее 0.1,,,,0.5,,,10,739,,,,9.1,,,,4.0,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,10.0,,,,,,,,36.6,,западный,,,4,,,,,,,,,10,740,,,,11.3,,,,6.0,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,30.1,,западный,,,3,,,,,,,,,10,740,,,,13.5,,,,6.0,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,27.7,,северо-западный,,,4,,,,,,,,,20,740,,,,15.8,,,,7.0,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,31.3,,северный,,16.3,2,,0,,,,,,,10,740,,,,14.4,,,,6.0,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,65.3,,,,,0,,,,,,,,,10,740,,,,7.8,,,,2.0,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,49.5,,юго-западный,,,1,,,,,,,,,10,740,,,,8.8,,,,4.0,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,62.5,,,,,0,,,,,,,,,20,738,,,,7.6,,,,5.0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,37.2,6.7,юго-западный,,,2,,0,,,,0,,,10,737,,,,14.1,,,,5.0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,11.0,,,,,,,,30.1,,западный,,,4,,,,,,,,,10,737,,,,19.0,,,,10.0,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,11.0,,,,True,,,,49.2,,северо-западный,,,4,,,,,,,,,10,737,,,,14.3,,,,10.0,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,10.0,,,,,,,,51.7,,северо-западный,,,3,,,,,,,,,10,739,,,,11.5,,True,,10.0,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,42.9,,северный,,19.2,2,,менее 0.1,,,,,,,10,739,,,,9.7,,,,4.0,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,63.2,,северо-восточный,,,2,,,,,,,,,4,741,,,,6.8,,,,6.0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,70.4,,западный,,,1,,,,,,,,,10,741,,,,4.2,,,,2.0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,73.8,,северо-западный,,,3,,,,,,,,,20,742,,,,2.4,,,,5.0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,60.5,2.2,северо-западный,,,3,,0,,,,менее 0.1,,,10,743,,,,4.9,,,,10.0,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,10.0,,,,,,,,40.1,,северо-западный,,,5,,,,,,,,,10,743,,,,7.6,,,,9.0,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,11.0,,,,,,,,29.4,,северный,,,4,,,,,,,,,10,744,,,,9.5,,,,9.0,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,10.0,,,,,,,,25.5,,северо-западный,,,3,,,,,,,,,10,744,,,,10.9,,,,2.0,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,29.6,,северный,,11.5,1,,0,,,,,,,10,744,,,,9.6,,,,0.0,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,59.9,,,,,0,,,,,,,,,10,745,,,,2.5,,,,0.0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,71.3,,,,,0,,,,,,,,,10,746,,,,0.7,,,,0.0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,73.8,,,,,0,,,,,,,,,20,746,,,,-0.3,,,,0.0,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,49.3,-0.7,северо-западный,,,2,,0,,,,,,,10,748,,,,5.8,,,,0.0,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,25.5,,северо-западный,,,3,,,,,,,,,10,748,,,,11.7,,,,0.0,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,17.2,,северный,,,2,,,,,,,,,10,748,,,,15.6,,,,6.0,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,16.9,,северо-восточный,,,1,,,,,,,,,10,747,,,,17.4,,,,0.0,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,26.1,,юго-восточный,,18.1,1,,0,,,,,,,10,747,,,,14.4,,,,0.0,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,38.2,,южный,,,1,,,,,,,,,10,748,,,,9.2,,,,0.0,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,81.1,,южный,,,1,,,,,,,,,10,749,,,,6.5,,,,0.0,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,62.2,,юго-восточный,,,1,,,,,,,,,20,749,,,,6.4,,,,6.0,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,35.3,4.7,юго-восточный,,,1,,0,,,,,,,10,750,,,,10.6,,,,0.0,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,26.9,,южный,,,1,,,,,,,,,10,749,,,,17.1,,,,2.0,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,13.9,,юго-восточный,,,2,,,,,,,,,20,749,,,,20.9,,,,4.0,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,14.4,,юго-восточный,,,1,,,,,,,,,20,748,,,,22.7,,,,5.0,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,17.0,,юго-восточный,,23.0,1,,0,,,,,,,10,748,,,,20.0,,,,0.0,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,55.5,,,,,0,,,,,,,,,10,748,,,,11.6,,,,0.0,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,77.5,,,,,0,,,,,,,,,10,748,,,,8.4,,,,0.0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,88.2,,,,,0,,,,,,,,,20,748,,,,6.1,,,,0.0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,63.5,6.1,юго-восточный,,,1,,0,,,,,,,10,748,,,,11.7,,,,0.0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,16.0,,северный,,,2,,,,,,,,,20,747,,,,24.6,,,,0.0,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,14.6,,юго-восточный,,,2,,,,,,,,,20,746,,,,25.3,,,,2.0,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,11.9,,юго-восточный,,,1,,,,,,,,,20,745,,,,25.5,,,,4.0,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,27.6,,южный,,26.0,1,,0,,,,,,,20,745,,,,21.2,,,,1.0,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,61.0,,юго-восточный,,,1,,,,,,,,,10,745,,,,14.0,,,,0.0,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,62.4,,южный,,,1,,,,,,,,,10,745,,,,12.6,,,,0.0,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,64.4,,,,,0,,,,,,,,,20,745,,,,10.0,,,,0.0,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,53.8,9.1,юго-восточный,,,1,,0,,,,,,,10,745,,,,14.0,,,,0.0,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,20.2,,юго-восточный,,,1,,,,,,,,,10,745,,,,23.5,,,,0.0,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,16.8,,южный,,,2,,,,,,,,,10,744,,,,25.6,,,,2.0,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,18.7,,юго-восточный,,,3,,,,,,,,,10,743,,,,24.3,,,,4.0,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,35.4,,южный,,25.8,1,,0,,,,,,,10,743,,,,19.4,,,,5.0,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,54.6,,,,,0,,,,,,,,,10,744,,,,12.7,,,,0.0,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,73.4,,,,,0,,,,,,,,,10,744,,,,9.2,,,,0.0,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,87.1,,юго-восточный,,,1,,,,,,,,,20,744,,,,7.4,,,,0.0,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,54.9,6.9,,,,0,,0,,,,,,,10,744,,,,15.2,,,,0.0,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,16.0,,южный,,,1,,,,,,,,,20,744,,,,23.5,,,,0.0,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,13.9,,юго-восточный,,,2,,,,,,,,,20,743,,,,25.2,,,,2.0,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,15.5,,юго-восточный,,,2,,,,,,,,,20,742,,,,25.4,,,,4.0,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,24.2,,юго-восточный,,25.9,2,,0,,,,,,,10,742,,,,22.1,,,,4.0,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,38.9,,,,,0,,,,,,,,,10,742,,,,15.4,,,,0.0,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,57.8,,,,,0,,,,,,,,,10,742,,,,11.0,,,,0.0,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,66.5,,,,,0,,,,,,,,,20,742,,,,8.9,,,,0.0,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,32.1,8.9,,,,0,,0,,,,,,,10,742,,,,19.5,,,,0.0,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,25.9,,юго-восточный,,,2,,,,,,,,,20,742,,,,24.0,,,,0.0,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,11.0,,,,,,,,15.5,,юго-восточный,,,4,,,,,,,,,20,741,,,,26.8,,,,0.0,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,17.8,,юго-восточный,,,3,,,,,,,,,20,740,,,,26.6,,,,2.0,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,19.8,,восточный,,27.3,1,,0,,,,,,,20,739,,,,24.1,,,,4.0,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,25.6,,восточный,,,2,,,,,,,,,10,739,,,,20.9,,,,0.0,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,32.4,,юго-восточный,,,1,,,,,,,,,10,738,,,,17.6,,,,0.0,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,39.8,,восточный,,,1,,,,,,,,,20,738,,,,15.3,,,,10.0,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,40.3,15.2,,,,0,,0,,,,,,,10,737,,,,17.0,,,,10.0,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,41.6,,северный,,,2,,,,,,,,,10,737,,,,18.7,,,,10.0,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,32.6,,северо-восточный,,,1,,,,,,,,,10,736,,,,21.4,,,,6.0,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,28.1,,юго-восточный,,,2,,,,,,,,,10,736,,,,23.4,,,,6.0,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,43.7,,юго-восточный,,23.7,1,,0,,,,,,,10,736,,,,20.8,,,,4.0,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,57.4,,южный,,,1,,,,,,,,,4,736,,,,17.6,,,,5.0,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,66.7,,северо-западный,,,1,,,,,,,,,10,737,,,,16.1,,,,10.0,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,82.0,,,,,0,,,,,,,,,20,737,,,,12.7,,,,0.0,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,61.1,12.5,северный,,,2,,0,,,,,,,10,736,,,,17.8,,,,7.0,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,45.5,,юго-восточный,,,1,,,,,,,,,10,736,,,,21.9,,,,7.0,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,36.8,,северный,,,1,,,,,,,,,10,736,,,,24.5,,,,7.0,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,33.9,,южный,,,1,,,,,,,,,20,736,,,,24.2,,,,7.0,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,47.8,,,,25.1,0,,0,,,,,,,10,735,,,,21.3,,,,10.0,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,69.1,,,,,0,,,,,,,,,4,736,,,,16.9,,,,7.0,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,67.3,,северный,,,1,,,,,,,,,4,734,,,,16.8,,,,7.0,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,74.9,,северо-западный,,,1,,,,,,,,,10,733,,,,14.8,,,,7.0,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,57.4,14.8,южный,,,2,,0,,,,,,,10,733,,,,19.1,,,,4.0,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,46.5,,южный,,,3,,,,,,,,,20,734,,,,22.4,,,,4.0,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,10.0,,,,,,,,43.3,,южный,,,3,,,,,,,,,20,735,,,,21.7,,,,7.0,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,10.0,,,,,,,,30.7,,южный,,,4,,,,,,,,,20,735,,,,22.4,,,,4.0,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,10.0,,,,,,,,31.0,,юго-западный,,23.0,2,,0,,,,,,,20,736,,,,19.6,,,,5.0,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,51.2,,,,,0,,,,,,,,,4,736,,,,13.7,,,,0.0,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,69.0,,южный,,,1,,,,,,,,,4,736,,,,11.8,,,,0.0,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,78.4,,южный,,,1,,,,,,,,,10,736,,,,10.3,,,,6.0,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,56.9,10.0,южный,,,2,,0,,,,,,,10,737,,,,15.6,,,,7.0,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,31.0,,южный,,,3,,,,,,,,,10,736,,,,20.4,,,,2.0,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,28.6,,южный,,,3,,,,,,,,,10,736,,,,22.3,,,,5.0,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,25.0,,западный,,,1,,,,,,,,,10,736,,,,23.2,,,,7.0,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,,,,40.5,,,,23.5,0,,0,,,,,,,10,736,,,,19.0,,,,5.0,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,72.6,,,,,0,,,,,,,,,4,737,,,,13.0,,,,0.0,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,78.4,,,,,0,,,,,,,,,4,737,,,,10.4,,,,0.0,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,84.3,,,,,0,,,,,,,,,10,737,,,,9.0,,,,6.0,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,55.3,8.8,восточный,,,1,,0,,,,,,,10,737,,,,16.9,,,,6.0,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,31.8,,северо-восточный,,,2,,,,,,,,,10,736,,,,21.7,,,,7.0,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,30.8,,восточный,,,1,,,,,,,,,10,736,,,,21.2,,,,10.0,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,30.8,,северо-восточный,,,1,,,,,,,,,10,735,,,,19.9,,,,10.0,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,,,,64.3,,юго-восточный,,22.6,1,,0,,,,,,,10,735,,,,15.3,,,,9.0,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,74.7,,,,,0,,,,,,,,,4,735,,,,13.7,,,,10.0,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,66.3,,северо-западный,,,3,,,,,,,,,4,735,,,,14.3,,,,7.0,,
