timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Дождь замерзающий, образующий гололёд, слабый","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.3,,59.9,,,юго-западный,0.0,,,1.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,20.7,,64.6,,,,0.0,,,0.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,23.5,,55.2,19.8,,южный,0.0,,,1.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,26.0,,47.8,,,северный,1.0,,,2.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,26.6,,48.0,,,северо-восточный,0.0,,,1.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,27.4,,47.6,,,южный,0.0,,,1.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,25.3,,50.8,,,южный,0.0,,28.5,1.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.4,,66.7,,,,0.0,,,0.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,17.1,,74.8,,,,0.0,,,0.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,15.2,,78.6,,,,0.0,,,0.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,17.0,,82.5,13.8,,южный,1.0,,,1.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,22.3,,69.3,,,юго-восточный,0.0,,,2.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,27.2,,55.1,,,восточный,1.0,,,1.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,26.2,,60.6,,,западный,9.0,,,1.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,10.0,,705.0,,,24.6,,68.0,,,юго-западный,9.0,,29.0,2.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,21.2,,67.7,,,восточный,9.0,,,1.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,18.0,,75.5,,,северо-восточный,10.0,,,2.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,15.5,,80.7,,,,9.0,,,0.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,19.5,,70.5,15.3,,южный,7.0,,,1.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,23.8,,57.1,,,,2.0,,,0.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,27.0,,58.6,,,северный,7.0,,,1.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,28.5,,55.7,,,южный,4.0,,,1.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,708.0,,,24.4,,67.9,,,восточный,0.0,,30.0,1.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,21.0,,69.9,,,восточный,0.0,,,2.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,19.2,,73.7,,,южный,0.0,,,1.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,18.4,,76.0,,,,0.0,,,0.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,50.0,,707.0,,,17.2,,85.8,14.5,,юго-западный,0.0,,,1.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,707.0,,,17.2,,85.8,,,юго-западный,0.0,,,1.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,26.7,,51.9,,,восточный,0.0,,,1.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,27.3,,51.7,,,восточный,0.0,,,1.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,24.6,,59.9,,,восточный,0.0,,29.0,1.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,23.0,,50.2,,,южный,0.0,,,2.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,18.8,,64.6,,,южный,0.0,,,2.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,18.4,,61.6,,,юго-восточный,0.0,,,2.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,17.0,,69.1,17.0,,южный,0.0,,,2.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,19.6,,59.5,,,южный,0.0,,,2.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.4,,59.9,,,восточный,7.0,,,1.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,26.2,,55.9,,,северо-восточный,2.0,,,1.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,23.7,,62.0,,,восточный,0.0,,28.6,1.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.2,,66.0,,,восточный,0.0,,,1.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,19.0,,66.4,,,южный,0.0,,,2.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,17.1,,68.2,,,восточный,0.0,,,2.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,15.0,,69.2,15.0,,восточный,7.0,,,2.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,18.8,,65.5,,,южный,10.0,,,2.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,19.0,,70.0,,,восточный,10.0,,,2.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,19.3,,65.2,,,юго-восточный,10.0,,,2.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,20.4,,69.3,,,юго-западный,10.0,,25.8,2.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,19.0,,74.2,,,южный,10.0,,,2.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.2,,75.5,,,восточный,10.0,,,2.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,702.0,,,15.6,,95.6,,,южный,10.0,,,1.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,7,,,6,,True,,,,,10.0,,704.0,,,17.5,,92.1,15.0,,южный,10.0,,,2.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,18.1,,79.5,,True,северо-восточный,10.0,,,2.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,20.8,,67.6,,,восточный,6.0,,,2.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,21.0,,65.1,,,северо-восточный,6.0,,,2.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,706.0,,,21.4,,71.8,,,юго-западный,7.0,,27.5,2.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,18.8,,77.1,,,южный,10.0,,,1.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,,,,17.4,,78.9,,,южный,10.0,,,1.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,17.0,,80.9,,,восточный,10.0,,,1.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,706.0,,,18.8,,72.2,17.0,,восточный,0.0,,,2.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,21.3,,64.3,,,восточный,0.0,,,2.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,22.8,,41.6,,,южный,2.0,,,1.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,23.5,,39.9,,,северо-восточный,2.0,,,2.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,45,True,,,,,,,,,1.0,,707.0,,,20.0,,90.5,,,юго-восточный,10.0,,24.0,2.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,707.0,,,18.0,,87.0,,True,южный,10.0,,,2.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,17.0,,88.6,,,южный,10.0,,,2.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,15.8,,88.5,,,юго-западный,10.0,,,1.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,6,,,51,,,,,,,10.0,,707.0,,,17.0,,84.7,15.0,,восточный,10.0,,,2.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,18.3,,69.4,,,северный,10.0,,,1.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,4.0,,708.0,True,,19.0,,77.1,,,восточный,10.0,,,2.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,21.3,,64.3,,True,северо-восточный,10.0,,,2.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,4,,,,,,,,,,20.0,,707.0,,,20.0,,68.4,,,восточный,7.0,,22.1,2.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,15.0,,80.6,,,южный,10.0,,,1.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,14.4,,81.1,,,юго-западный,10.0,,,2.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,13.0,,82.5,,,,10.0,,,0.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,0,,,4,,,,,,,10.0,,708.0,,,14.6,,79.0,13.0,,восточный,10.0,,,2.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,18.4,,75.0,,,северный,0.0,,,2.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,50.0,,707.0,,,22.2,,52.7,,,восточный,1.0,,,2.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,50.0,,707.0,,,23.8,,37.6,,,южный,1.0,,,1.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,706.0,,,20.3,,57.0,,,южный,0.0,,24.0,1.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,17.2,,53.6,,,южный,0.0,,,1.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,15.1,,63.4,,,южный,0.0,,,1.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,13.2,,69.3,,,,0.0,,,0.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,50.0,,705.0,,,12.4,,85.9,9.5,,южный,0.0,,,1.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,705.0,,,19.0,,63.0,,,,0.0,,,0.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,50.0,,705.0,,,23.8,,47.9,,,,0.0,,,0.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,50.0,,705.0,,,25.2,,46.7,,,северный,1.0,,,1.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,50.0,,705.0,,,21.4,,60.3,,,восточный,1.0,,26.0,1.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,19.0,,59.3,,,южный,2.0,,,1.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,16.1,,68.0,,,южный,7.0,,,1.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,14.1,,82.1,,,,0.0,,,0.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,706.0,,,16.0,,79.2,12.0,,южный,0.0,,,1.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,21.0,,65.1,,,,0.0,,,0.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,25.1,,54.2,,,северо-восточный,0.0,,,1.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,27.0,,42.8,,,южный,0.0,,,2.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,707.0,,,26.5,,51.5,,,южный,0.0,,28.5,2.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,23.0,,60.7,,,южный,0.0,,,1.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,20.8,,64.6,,,южный,0.0,,,1.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,19.5,,65.2,,,,0.0,,,0.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,709.0,,,19.0,,63.8,17.5,,южный,0.0,,,2.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,21.3,,48.8,,,северо-восточный,0.0,,,2.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,25.5,,39.4,,,восточный,0.0,,,2.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10.0,,709.0,,,26.6,,49.9,,,южный,0.0,,,2.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,709.0,,,21.1,,70.8,,,восточный,0.0,,28.0,2.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,18.9,,78.6,,,юго-восточный,0.0,,,3.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,707.0,,,16.3,,93.8,,,,0.0,,,0.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,15.5,,90.2,,,,0.0,,,0.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,14.5,,87.8,14.5,,юго-восточный,0.0,,,1.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,18.0,,65.3,,,южный,0.0,,,2.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,24.9,,63.9,,,западный,0.0,,,2.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,26.9,,47.5,,,западный,0.0,,,1.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,707.0,,,24.1,,55.3,,,западный,0.0,,27.4,1.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,19.4,,69.6,,,южный,0.0,,,2.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,17.9,,84.8,,,южный,0.0,,,2.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,16.8,,84.6,,,южный,0.0,,,1.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,10.0,,708.0,,,17.4,,86.9,16.8,,южный,0.0,,,1.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,22.8,,68.5,,,западный,0.0,,,1.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,24.5,,49.7,,,северо-западный,7.0,,,2.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,24.5,,49.7,,,северо-западный,7.0,,,2.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,708.0,,,20.6,,53.4,,,южный,7.0,,26.9,2.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,17.7,,54.4,,,южный,0.0,,,2.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,708.0,,,16.4,,51.9,,,юго-восточный,0.0,,,2.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,708.0,,,13.9,,71.3,,,южный,0.0,,,2.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,708.0,,,13.5,,73.2,13.0,,южный,0.0,,,2.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,20.3,,48.9,,,западный,0.0,,,1.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,23.5,,33.4,,,западный,0.0,,,2.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,24.1,,32.0,,,северо-западный,0.0,,,2.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,10.0,,708.0,,,21.0,,44.0,,,южный,7.0,,24.9,1.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,709.0,,,18.4,,55.0,,,юго-восточный,10.0,,,2.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,709.0,,,16.1,,60.7,,,восточный,10.0,,,1.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,14.2,,70.4,,,восточный,0.0,,,4.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,11.0,,,0,,,0,,,,,,,20.0,,709.0,,,11.6,,79.1,11.4,,южный,1.0,,,1.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,19.0,,51.5,,,восточный,0.0,,,3.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,20.1,,50.1,,,восточный,0.0,,,2.0
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,709.0,,,23.5,,49.4,,,южный,0.0,,,2.0
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,706.0,,,17.1,,56.5,,,восточный,0.0,,21.9,3.0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,706.0,,,14.7,,71.0,,,,0.0,,,0.0
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,12.8,,84.8,,,юго-западный,0.0,,,1.0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,10.0,,703.0,,,10.9,,92.9,10.8,,юго-западный,0.0,,,1.0
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,17.2,,72.9,,,западный,0.0,,,2.0
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.0,,48.0,,,западный,0.0,,,2.0
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.5,,43.2,,,восточный,0.0,,,2.0
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,20.4,,55.1,,,юго-западный,0.0,,25.4,2.0
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,17.3,,71.0,,,южный,0.0,,,2.0
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,16.8,,72.8,,,западный,0.0,,,2.0
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,15.5,,70.7,,,южный,0.0,,,1.0
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,10.0,,703.0,,,17.0,,77.8,13.4,,северо-западный,0.0,,,2.0
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,15.2,,78.0,,,северный,10.0,,,3.0
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,14.5,,66.8,,,северный,10.0,,,2.0
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.5,,64.4,,,восточный,10.0,,,2.0
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,10.0,,705.0,,,15.4,,72.6,,,южный,10.0,,17.9,1.0
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,706.0,,,14.4,,83.8,,,южный,10.0,,,1.0
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,707.0,,,13.2,,59.5,,,,10.0,,,0.0
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,707.0,,,12.5,,85.9,,,,10.0,,,0.0
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,7.8,,93.4,7.8,,южный,0.0,,,1.0
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,13.5,,66.6,,,западный,0.0,,,2.0
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,18.9,,46.2,,,северный,0.0,,,1.0
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,21.4,,43.5,,,северный,0.0,,,2.0
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,707.0,,,14.8,,55.6,,,северо-восточный,2.0,,21.9,1.0
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,12.2,,64.9,,,южный,0.0,,,2.0
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,11.5,,64.3,,,южный,0.0,,,1.0
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,708.0,,,10.4,,69.7,,,южный,0.0,,,1.0
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,708.0,,,9.3,,77.7,9.1,,южный,0.0,,,2.0
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,709.0,,,18.0,,44.7,,,восточный,0.0,,,5.0
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,20.4,,39.6,,,восточный,0.0,,,5.0
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,20.0,,707.0,,,20.3,,37.7,,,восточный,0.0,,,5.0
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,707.0,,,14.4,,56.6,,,восточный,0.0,,20.9,2.0
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,14.2,,61.9,,,юго-восточный,0.0,,,2.0
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,11.9,,72.9,,,южный,0.0,,,2.0
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,708.0,,,10.7,,75.2,,,южный,0.0,,,1.0
