timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Дождь со снегом слабый,В окрестности станции местами туман,"Гроза, но без осадков","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1598839200,"Понедельник, 31 августа
02:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,3,,,,,,,,,,,,748.0,14.8,,,,,,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,True,,,,,,,,99.4,,14.7,,восточный,,,1,,,8,,,,8,,,,27.0,748.0,14.9,,,,,10.0,,
1598846400,"Понедельник, 31 августа
04:00 (UTC)",,,,,,,,,,,100.0,,,,,,,0,,,,,,,,,,,,747.0,15.2,,,,,,,
1598850000,"Понедельник, 31 августа
05:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,2,,,,,,,,,,,,747.0,16.0,,,,,,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,95.7,,,,юго-восточный,,,2,,,,,,,,,,,30.0,747.0,17.0,,,True,,10.0,,
1598857200,"Понедельник, 31 августа
07:00 (UTC)",,,,,,,,,,,93.9,,,,юго-восточный,,,3,,,,,,,,,,,,747.0,17.8,,,,,,,
1598860800,"Понедельник, 31 августа
08:00 (UTC)",,,,,,,,,,,91.0,,,,южный,,,2,,,,,,,,,,,,746.0,18.8,,,,,,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,89.9,,,,юго-восточный,,,1,,,,,,,,,,,30.0,746.0,19.4,,,,,10.0,,
1598868000,"Понедельник, 31 августа
10:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,3,,,,,,,,,,,,746.0,18.4,,,,,,,
1598871600,"Понедельник, 31 августа
11:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,5,,,,,,,,,,,,744.0,18.9,,,,,,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,99.4,,,,северо-восточный,,,2,,,,,,,,,,,30.0,745.0,18.6,True,,,,10.0,,
1598878800,"Понедельник, 31 августа
13:00 (UTC)",,,,,,,,,,,90.0,,,,юго-восточный,,,5,,,,,,,,,,,,744.0,21.1,,,,,,,
1598882400,"Понедельник, 31 августа
14:00 (UTC)",,,,,,,,,,,90.0,,,,юго-восточный,,,2,,,,,,,,,,,,744.0,21.3,,,,,,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,92.3,,,,южный,,21.7,1,,,11,,,,,,,,30.0,744.0,21.2,,,True,,9.0,,
1598889600,"Понедельник, 31 августа
16:00 (UTC)",,,,,,,,,,,95.8,,,,западный,,,2,,,,,,,,,,,,744.0,20.7,,,,,,,
1598893200,"Понедельник, 31 августа
17:00 (UTC)",,,,,,,,,,,98.2,,,,западный,,,2,,,,,,,,,,,,745.0,19.2,,,,,,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,True,,,,99.4,,,,,,,0,,,,,,,,,,,50.0,744.0,17.7,,,,,9.0,,
1598900400,"Понедельник, 31 августа
19:00 (UTC)",,,,,,,,,,,99.4,,,,юго-восточный,,,1,,,,,,,,,,,,744.0,18.2,,,,,,,
1598904000,"Понедельник, 31 августа
20:00 (UTC)",,,,,,,,,,,95.7,,,,южный,,,3,,,,,,,,,,,,744.0,18.6,,,,,,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,96.3,,,,юго-восточный,,,1,,,,,,,,,,,50.0,744.0,18.4,,,True,,10.0,,
1598911200,"Понедельник, 31 августа
22:00 (UTC)",,,,,,,,,,,96.3,,,,северный,,,2,,,,,,,,,,,,744.0,18.0,,,,,,,
1598914800,"Понедельник, 31 августа
23:00 (UTC)",,,,,,,,,,,96.9,,,,,,,0,,,,,,,,,,,,743.0,18.0,,,,,,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,96.3,,,,юго-восточный,,,3,,,,,,,,True,,,50.0,743.0,17.7,,,,,7.0,,
1598922000,"Вторник, 1 сентября
01:00 (UTC)",,,,,,,,,,,97.5,,,,южный,,,2,,,,,,,,,,,,743.0,17.0,,,,,,,
1598925600,"Вторник, 1 сентября
02:00 (UTC)",,,,,,,,,,,98.7,,,,южный,,,2,,,,,,,,,,,,743.0,16.2,,,,,,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,97.5,,16.2,,юго-западный,,,3,,,9,,,,19,,,,30.0,743.0,16.4,,,,,7.0,,
1598932800,"Вторник, 1 сентября
04:00 (UTC)",,,,,,,,,,,93.3,,,,юго-западный,,,3,,,,,,,,,,,,744.0,17.8,,,,,,,
1598936400,"Вторник, 1 сентября
05:00 (UTC)",,,,,,,,,,,92.7,,,,юго-западный,,,3,,,,,,,,,,,,744.0,18.2,,,,,,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,88.1,,,,западный,,,2,,,,,,,,,,,30.0,744.0,18.4,,,,,10.0,,
1598943600,"Вторник, 1 сентября
07:00 (UTC)",,,,,,,,,,,82.1,,,,западный,,,4,,,,,,,,,,,,745.0,18.2,,,,,,,
1598947200,"Вторник, 1 сентября
08:00 (UTC)",,,,,,,,,,,80.0,,,,западный,,,4,,,,,,,,,,,,745.0,18.1,,,,,,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,11.0,,,,,,,,,81.5,,,,западный,,,5,,,,,,,,True,,,30.0,746.0,17.8,,,,,10.0,,
1598954400,"Вторник, 1 сентября
10:00 (UTC)",,,,,,,,,,,84.1,,,,западный,,,4,,,,,,,,,,,,747.0,16.8,,,,,,,
1598958000,"Вторник, 1 сентября
11:00 (UTC)",,,,,,,,,,,79.8,,,,западный,,,4,,,,,,,,,,,,748.0,16.7,,,,,,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,78.3,,,,северо-западный,,,3,,,,,,,,,,,30.0,749.0,16.7,,,True,,10.0,,
1598965200,"Вторник, 1 сентября
13:00 (UTC)",,,,,,,,,,,96.8,,,,северный,,,2,,,,,,,,,,,,750.0,14.2,,,,,,,
1598968800,"Вторник, 1 сентября
14:00 (UTC)",,,,,,,,,,,90.0,,,,северный,,,3,,,,,,,,,,,,751.0,13.2,,,,,,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,True,,,,94.9,,,,северный,,19.6,4,,,0.5,,,,,,,,30.0,752.0,12.0,,,,,10.0,,
1598976000,"Вторник, 1 сентября
16:00 (UTC)",,,,,,,,,,,91.1,,,,северный,,,3,,,,,,,,,,,,752.0,12.0,,,,,,,
1598979600,"Вторник, 1 сентября
17:00 (UTC)",,,,,,,,,,,88.7,,,,северный,,,3,,,,,,,,,,,,753.0,12.0,,,,,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,93.0,,,,северный,,,2,,,,,,,,,,,50.0,754.0,11.9,,,True,,10.0,,
1598986800,"Вторник, 1 сентября
19:00 (UTC)",,,,,,,,,,,94.2,,,,северный,,,1,,,,,,,,,,,,755.0,11.4,,,,,,,
1598990400,"Вторник, 1 сентября
20:00 (UTC)",,,,,,,,,,,98.7,,,,северный,,,1,,,,,,,,,,,,755.0,10.2,,,,,,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,96.7,,,,северный,,,2,,,,,,,,,,,50.0,756.0,10.4,,,,,2.0,,
1598997600,"Вторник, 1 сентября
22:00 (UTC)",,,,,,,,,,,98.0,,,,северный,,,2,,,,,,,,,,,,756.0,10.0,,,,,,,
1599001200,"Вторник, 1 сентября
23:00 (UTC)",,,,,,,,,,,99.3,,,,северный,,,1,,,,,,,,,,,,757.0,9.5,,,,,,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,99.3,,,,,,,0,,,,,,,,,,,50.0,758.0,9.3,,,,,5.0,,
1599008400,"Среда, 2 сентября
01:00 (UTC)",,,,,,,,,,,99.3,,,,северный,,,2,,,,,,,,,,,,758.0,9.4,,,,,,,
1599012000,"Среда, 2 сентября
02:00 (UTC)",,,,,,,,,,,99.3,,,,северный,,,2,,,,,,,,,,,,759.0,8.9,,,,,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,99.3,,8.8,,северо-восточный,,,3,,,0,,,,0.5,,,,1.0,759.0,8.8,,,,,,True,
1599019200,"Среда, 2 сентября
04:00 (UTC)",,,,,,,,,,,99.3,,,,северный,,,3,,,,,,,,,,,,760.0,8.9,,,,,,,
1599022800,"Среда, 2 сентября
05:00 (UTC)",,,,,,,,,,,99.3,,,,северо-восточный,,,2,,,,,,,,,,,,760.0,9.4,,,,,,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,97.4,,8.7,,северный,,,1,,,,,,,,,,,30.0,761.0,10.4,,,True,,10.0,,
1599030000,"Среда, 2 сентября
07:00 (UTC)",,,,,,,,,,,86.4,,,,северный,,,1,,,,,,,,,,,,761.0,12.1,,,,,,,
1599033600,"Среда, 2 сентября
08:00 (UTC)",,,,,,,,,,,73.9,,,,северо-восточный,,,2,,,,,,,,,,,,761.0,14.4,,,,,,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,71.5,,,,северный,,,2,,,,,,,,,,,30.0,762.0,14.8,,,,,4.0,,
1599040800,"Среда, 2 сентября
10:00 (UTC)",,,,,,,,,,,65.2,,,,северный,,,1,,,,,,,,,,,,762.0,15.7,,,,,,,
1599044400,"Среда, 2 сентября
11:00 (UTC)",,,,,,,,,,,64.1,,,,северный,,,2,,,,,,,,,,,,762.0,16.5,,,,,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,62.6,,,,северный,,,2,,,,,,,,,,,30.0,762.0,17.1,,,,,2.0,,
1599051600,"Среда, 2 сентября
13:00 (UTC)",,,,,,,,,,,55.9,,,,северо-восточный,,,2,,,,,,,,,,,,761.0,17.6,,,,,,,
1599055200,"Среда, 2 сентября
14:00 (UTC)",,,,,,,,,,,57.7,,,,северо-восточный,,,2,,,,,,,,,,,,761.0,17.2,,,,,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,60.3,,,,северо-восточный,,17.7,1,,,0,,,,,,,,30.0,761.0,16.3,,,,,1.0,,
1599062400,"Среда, 2 сентября
16:00 (UTC)",,,,,,,,,,,74.2,,,,,,,0,,,,,,,,,,,,761.0,13.5,,,,,,,
1599066000,"Среда, 2 сентября
17:00 (UTC)",,,,,,,,,,,79.7,,,,,,,0,,,,,,,,,,,,762.0,12.3,,,,,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,82.4,,,,,,,0,,,,,,,,,,,50.0,762.0,11.6,,,,,1.0,,
1599073200,"Среда, 2 сентября
19:00 (UTC)",,,,,,,,,,,85.1,,,,юго-восточный,,,1,,,,,,,,,,,,762.0,10.5,,,,,,,
1599076800,"Среда, 2 сентября
20:00 (UTC)",,,,,,,,,,,85.1,,,,юго-восточный,,,2,,,,,,,,,,,,762.0,10.3,,,,,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,85.6,,,,юго-восточный,,,2,,,,,,,,,,,50.0,763.0,9.9,,,,,1.0,,
1599084000,"Среда, 2 сентября
22:00 (UTC)",,,,,,,,,,,86.2,,,,юго-восточный,,,2,,,,,,,,,,,,763.0,9.7,,,,,,,
1599087600,"Среда, 2 сентября
23:00 (UTC)",,,,,,,,,,,89.7,,,,юго-восточный,,,3,,,,,,,,,,,,763.0,9.1,,,,,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,89.1,,,,юго-восточный,,,3,,,,,,,,,,,,763.0,9.4,,,,,,,
1599094800,"Четверг, 3 сентября
01:00 (UTC)",,,,,,,,,,,90.9,,,,юго-восточный,,,3,,,,,,,,,,,,763.0,9.1,,,,,,,
1599098400,"Четверг, 3 сентября
02:00 (UTC)",,,,,,,,,,,90.9,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,9.0,,,,,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,,90.9,,8.9,,юго-восточный,,,4,,,0,,,,0,,,,30.0,763.0,9.0,,,,,1.0,,
1599105600,"Четверг, 3 сентября
04:00 (UTC)",,,,,,,,,,,87.4,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,9.8,,,,,,,
1599109200,"Четверг, 3 сентября
05:00 (UTC)",,,,,,,,,,,81.2,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,11.4,,,,,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,72.2,,,,юго-восточный,,,3,,,,,,,,,,,30.0,763.0,13.6,,,,,2.0,,
1599116400,"Четверг, 3 сентября
07:00 (UTC)",,,,,,,,,,,63.8,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,15.2,,,,,,,
1599120000,"Четверг, 3 сентября
08:00 (UTC)",,,,,,,,,,,58.7,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,16.3,,,,,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,53.2,,,,юго-восточный,,,5,,,,,,,,,,,30.0,763.0,17.2,,,,,2.0,,
1599127200,"Четверг, 3 сентября
10:00 (UTC)",,,,,,,,,,,51.3,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,17.9,,,,,,,
1599130800,"Четверг, 3 сентября
11:00 (UTC)",,,,,,,,,,,48.3,,,,юго-восточный,,,4,,,,,,,,,,,,763.0,18.4,,,,,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,48.8,,,,юго-восточный,,,4,,,,,,,,,,,30.0,762.0,18.9,,,,,2.0,,
1599138000,"Четверг, 3 сентября
13:00 (UTC)",,,,,,,,,,,49.1,,,,юго-восточный,,,3,,,,,,,,,,,,762.0,18.9,,,,,,,
1599141600,"Четверг, 3 сентября
14:00 (UTC)",,,,,,,,,,,49.4,,,,юго-восточный,,,4,,,,,,,,,,,,761.0,18.5,,,,,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,54.6,,,,юго-восточный,,19.0,3,,,0,,,,,,,,30.0,761.0,17.1,,,,,7.0,,
1599148800,"Четверг, 3 сентября
16:00 (UTC)",,,,,,,,,,,67.2,,,,юго-восточный,,,2,,,,,,,,,,,,761.0,14.5,,,,,,,
1599152400,"Четверг, 3 сентября
17:00 (UTC)",,,,,,,,,,,73.7,,,,юго-восточный,,,2,,,,,,,,,,,,761.0,13.4,,,,,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,75.1,,,,юго-восточный,,,3,,,,,,,,,,,50.0,761.0,12.8,,,,,7.0,,
1599159600,"Четверг, 3 сентября
19:00 (UTC)",,,,,,,,,,,75.1,,,,юго-восточный,,,4,,,,,,,,,,,,761.0,12.7,,,,,,,
1599163200,"Четверг, 3 сентября
20:00 (UTC)",,,,,,,,,,,78.1,,,,юго-восточный,,,3,,,,,,,,,,,,761.0,11.9,,,,,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,79.1,,,,юго-восточный,,,4,,,,,,,,,,,50.0,760.0,11.6,,,,,7.0,,
1599170400,"Четверг, 3 сентября
22:00 (UTC)",,,,,,,,,,,78.5,,,,юго-восточный,,,4,,,,,,,,,,,,760.0,11.5,,,,,,,
1599174000,"Четверг, 3 сентября
23:00 (UTC)",,,,,,,,,,,78.5,,,,юго-восточный,,,4,,,,,,,,,,,,760.0,11.3,,,,,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,79.0,,,,юго-восточный,,,4,,,,,,,,,,,50.0,760.0,11.0,,,,,7.0,,
1599181200,"Пятница, 4 сентября
01:00 (UTC)",,,,,,,,,,,79.0,,,,юго-восточный,,,5,,,,,,,,,,,,760.0,10.9,,,,,,,
1599184800,"Пятница, 4 сентября
02:00 (UTC)",,,,,,,,,,,80.6,,,,юго-восточный,,,5,,,,,,,,,,,,760.0,10.5,,,,,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,81.6,,10.3,,юго-восточный,,,6,,,0,,,,0,,,,30.0,759.0,10.3,,,,,7.0,,
1599192000,"Пятница, 4 сентября
04:00 (UTC)",,,,,,,,,,,81.7,,,,южный,,,5,,,,,,,,,,,,759.0,10.4,,,,,,,
1599195600,"Пятница, 4 сентября
05:00 (UTC)",,,,,,,,,,,75.0,,,,южный,,,4,,,,,,,,,,,,759.0,12.1,,,,,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,10.0,,,,,,,,,65.9,,10.2,,юго-восточный,,,4,,,,,,,,,,,30.0,759.0,14.7,,,,,7.0,,
1599202800,"Пятница, 4 сентября
07:00 (UTC)",,,,,,,,,,,61.3,,,,юго-восточный,,,4,,,,,,,,,,,,759.0,17.0,,,,,,,
1599206400,"Пятница, 4 сентября
08:00 (UTC)",,,,,,,,,,,54.8,,,,юго-восточный,,,4,,,,,,,,,,,,758.0,19.2,,,,,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,49.3,,,,юго-восточный,,,4,,,,,,,,,,,30.0,758.0,20.8,,,,,6.0,,
1599213600,"Пятница, 4 сентября
10:00 (UTC)",,,,,,,,,,,46.0,,,,юго-восточный,,,5,,,,,,,,,,,,758.0,21.7,,,,,,,
1599217200,"Пятница, 4 сентября
11:00 (UTC)",,,,,,,,,,,42.3,,,,южный,,,5,,,,,,,,,,,,758.0,22.3,,,,,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,10.0,,,,,,,,,42.9,,,,юго-восточный,,,4,,,,,,,,,,,30.0,757.0,22.3,,,,,10.0,,
1599224400,"Пятница, 4 сентября
13:00 (UTC)",,,,,,,,,,,48.0,,,,юго-восточный,,,3,,,,,,,,,,,,757.0,20.8,,,,,,,
1599228000,"Пятница, 4 сентября
14:00 (UTC)",,,,,,,,,,,52.8,,,,юго-восточный,,,3,,,,,,,,,,,,757.0,19.8,,,,,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,57.3,,,,юго-восточный,,22.6,3,,,0,,,,,,,,30.0,757.0,18.8,,,,,10.0,,
1599235200,"Пятница, 4 сентября
16:00 (UTC)",,,,,,,,,,,59.1,,,,юго-восточный,,,4,,,,,,,,,,,,756.0,18.2,,,,,,,
1599238800,"Пятница, 4 сентября
17:00 (UTC)",,,,,,,,,,,60.2,,,,юго-восточный,,,4,,,,,,,,,,,,756.0,17.5,,,,,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,62.9,,,,юго-восточный,,,5,,,,,,,,,,,50.0,756.0,16.6,,,,,9.0,,
1599246000,"Пятница, 4 сентября
19:00 (UTC)",,,,,,,,,,,64.4,,,,южный,,,5,,,,,,,,,,,,756.0,15.9,,,,,,,
1599249600,"Пятница, 4 сентября
20:00 (UTC)",,,,,,,,,,,69.6,,,,юго-восточный,,,3,,,,,,,,,,,,756.0,14.8,,,,,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,76.2,,,,южный,,,2,,,,,,,,,,,50.0,756.0,13.3,,,,,7.0,,
1599256800,"Пятница, 4 сентября
22:00 (UTC)",,,,,,,,,,,74.7,,,,южный,,,4,,,,,,,,,,,,756.0,13.4,,,,,,,
1599260400,"Пятница, 4 сентября
23:00 (UTC)",,,,,,,,,,,77.6,,,,южный,,,3,,,,,,,,,,,,756.0,12.6,,,,,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,78.1,,,,южный,,,3,,,,,,,,,,,50.0,756.0,12.4,,,,,9.0,,
1599267600,"Суббота, 5 сентября
01:00 (UTC)",,,,,,,,,,,83.0,,,,южный,,,3,,,,,,,,,,,,756.0,11.8,,,,,,,
1599271200,"Суббота, 5 сентября
02:00 (UTC)",,,,,,,,,,,81.8,,,,юго-восточный,,,3,,,,,,,,,,,,755.0,11.7,,,,,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,84.6,,10.9,,юго-восточный,,,3,,,0,,,,0,,,,30.0,755.0,11.1,,,,,10.0,,
1599278400,"Суббота, 5 сентября
04:00 (UTC)",,,,,,,,,,,81.8,,,,южный,,,3,,,,,,,,,,,,755.0,11.8,,,,,,,
1599282000,"Суббота, 5 сентября
05:00 (UTC)",,,,,,,,,,,78.7,,,,южный,,,3,,,,,,,,,,,,755.0,12.9,,,,,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,69.3,,,,юго-восточный,,,3,,,,,,,,,,,30.0,755.0,15.4,,,,,9.0,,
1599289200,"Суббота, 5 сентября
07:00 (UTC)",,,,,,,,,,,65.1,,,,юго-восточный,,,3,,,,,,,,,,,,755.0,17.2,,,,,,,
1599292800,"Суббота, 5 сентября
08:00 (UTC)",,,,,,,,,,,64.0,,,,юго-восточный,,,4,,,,,,,,,,,,755.0,17.9,,,,,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,61.9,,,,юго-восточный,,,3,,,,,,,,,,,30.0,755.0,19.7,,,,,10.0,,
1599300000,"Суббота, 5 сентября
10:00 (UTC)",,,,,,,,,,,48.4,,,,южный,,,4,,,,,,,,,,,,755.0,20.9,,,,,,,
1599303600,"Суббота, 5 сентября
11:00 (UTC)",,,,,,,,,,,50.1,,,,южный,,,4,,,,,,,,,,,,755.0,20.0,,,,,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,51.1,,,,южный,,,5,,,,,,,,,,,30.0,754.0,19.9,,,,,10.0,,
1599310800,"Суббота, 5 сентября
13:00 (UTC)",,,,,,,,,,,53.7,,,,южный,,,3,,,,,,,,,,,,754.0,18.9,,,,,,,
1599314400,"Суббота, 5 сентября
14:00 (UTC)",,,,,,,,,,,60.0,,,,юго-восточный,,,3,,,,,,,,,,,,754.0,18.6,,,,,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,61.5,,,,юго-восточный,,21.1,3,,,0,,,,,,,,30.0,754.0,18.0,,,,,10.0,,
1599321600,"Суббота, 5 сентября
16:00 (UTC)",,,,,,,,,,,61.3,,,,южный,,,3,,,,,,,,,,,,754.0,17.0,,,,,,,
1599325200,"Суббота, 5 сентября
17:00 (UTC)",,,,,,,,,,,65.4,,,,юго-восточный,,,3,,,,,,,,,,,,754.0,16.2,,,,,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,67.1,,,,юго-восточный,,,4,,,,,,,,,,,50.0,754.0,16.0,,,,,10.0,,
1599332400,"Суббота, 5 сентября
19:00 (UTC)",,,,,,,,,,,71.2,,,,юго-восточный,,,3,,,,,,,,,,,,754.0,15.5,,,,,,,
1599336000,"Суббота, 5 сентября
20:00 (UTC)",,,,,,,,,,,76.4,,,,южный,,,2,,,,,,,,,,,,754.0,14.8,,,,,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,78.5,,,,юго-восточный,,,3,,,,,,,,,,,50.0,754.0,14.7,,,,,10.0,,
1599343200,"Суббота, 5 сентября
22:00 (UTC)",,,,,,,,,,,81.6,,,,южный,,,2,,,,,,,,,,,,754.0,14.2,,,,,,,
1599346800,"Суббота, 5 сентября
23:00 (UTC)",,,,,,,,,,,80.0,,,,южный,,,3,,,,,,,,,,,,753.0,14.3,,,,,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,81.0,,,,южный,,,3,,,,,,,,,,,50.0,753.0,14.0,,,,,10.0,,
1599354000,"Воскресенье, 6 сентября
01:00 (UTC)",,,,,,,,,,,87.1,,,,южный,,,3,,,,,,,,,,,,753.0,13.2,,,,,,,
1599357600,"Воскресенье, 6 сентября
02:00 (UTC)",,,,,,,,,,,86.5,,,,южный,,,3,,,,,,,,,,,,753.0,13.2,,,,,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,86.5,,13.1,,южный,,,2,,,0,,,,0,,,,30.0,753.0,13.2,,,,,9.0,,
1599364800,"Воскресенье, 6 сентября
04:00 (UTC)",,,,,,,,,,,83.2,,,,южный,,,2,,,,,,,,,,,,753.0,13.7,,,,,,,
1599368400,"Воскресенье, 6 сентября
05:00 (UTC)",,,,,,,,,,,79.0,,,,южный,,,4,,,,,,,,,,,,753.0,14.8,,,,,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,67.3,,,,южный,,,4,,,,,,,,,,,30.0,753.0,17.1,,,,,10.0,,
1599375600,"Воскресенье, 6 сентября
07:00 (UTC)",,,,,,,,,,,58.6,,,,южный,,,4,,,,,,,,,,,,753.0,19.0,,,,,,,
1599379200,"Воскресенье, 6 сентября
08:00 (UTC)",,,,,,,,,,,60.2,,,,южный,,,3,,,,,,,,,,,,753.0,19.2,,,,,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,49.6,,,,южный,,,5,,,,,,,,,,,30.0,753.0,20.8,,,,,7.0,,
1599386400,"Воскресенье, 6 сентября
10:00 (UTC)",,,,,,,,,,,49.8,,,,южный,,,4,,,,,,,,,,,,753.0,21.2,,,,,,,
1599390000,"Воскресенье, 6 сентября
11:00 (UTC)",,,,,,,,,,,43.9,,,,южный,,,5,,,,,,,,,,,,752.0,22.7,,,,,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,44.8,,,,южный,,,4,,,,,,,,,,,30.0,752.0,22.7,,,,,10.0,,
1599397200,"Воскресенье, 6 сентября
13:00 (UTC)",,,,,,,,,,,47.4,,,,южный,,,4,,,,,,,,,,,,752.0,22.1,,,,,,,
1599400800,"Воскресенье, 6 сентября
14:00 (UTC)",,,,,,,,,,,54.8,,,,южный,,,2,,,,,,,,,,,,752.0,20.6,,,,,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,59.5,,,,юго-восточный,,22.8,3,,,0,,,,,,,,30.0,752.0,19.5,,,,,10.0,,
1599408000,"Воскресенье, 6 сентября
16:00 (UTC)",,,,,,,,,,,62.9,,,,южный,,,4,,,,,,,,,,,,752.0,18.7,,,,,,,
1599411600,"Воскресенье, 6 сентября
17:00 (UTC)",,,,,,,,,,,72.8,,,,южный,,,3,,,,,,,,,,,,752.0,16.7,,,,,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,66.3,,,,южный,,,3,,,,,,,,,,,50.0,752.0,16.6,,,,,10.0,,
1599418800,"Воскресенье, 6 сентября
19:00 (UTC)",,,,,,,,,,,71.2,,,,южный,,,4,,,,,,,,,,,,752.0,15.5,,,,,,,
1599422400,"Воскресенье, 6 сентября
20:00 (UTC)",,,,,,,,,,,74.4,,,,южный,,,3,,,,,,,,,,,,752.0,14.8,,,,,,,
