timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег сильный непрерывный,Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,True,,,,10,741.0,,21.1,,64.3,,,,,юго-западный,9.0,,,2.0
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,10.0,,менее 0.1,,,,,,,,,,,10,741.0,,23.1,,47.7,,,,,западный,7.0,,24.6,4.0
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,19.7,,61.1,,,,,юго-западный,7.0,,,2.0
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,17.1,,78.8,,,,,западный,2.0,,,3.0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,15.5,,89.0,,,,,западный,7.0,,,3.0
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,10,746.0,,14.6,,93.1,,,14.6,,западный,10.0,,,3.0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,18.5,,70.3,,,,,западный,0.0,,,3.0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,23.2,,44.0,,,,,западный,2.0,,,4.0
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,749.0,,26.3,,35.2,,,,,западный,6.0,,,4.0
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,0,,,,,,,,,,,10,749.0,,23.7,,42.2,,,,,северо-западный,4.0,,26.3,3.0
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,18.4,,60.4,,,,,западный,2.0,,,1.0
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,15.5,,78.6,,,,,северо-восточный,2.0,,,1.0
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,13.3,,81.5,,,,,,0.0,,,0.0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,752.0,,12.4,,88.2,,,12.3,,,0.0,,,0.0
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,20.4,,53.7,,,,,южный,0.0,,,3.0
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,27.2,,35.4,,,,,южный,1.0,,,5.0
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,751.0,,29.5,,28.4,,,,,юго-восточный,1.0,,,4.0
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,0,,,,,,,,,,,10,751.0,,29.2,,27.9,,,,,южный,0.0,,31.4,3.0
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.6,,44.2,,,,,южный,0.0,,,2.0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,18.8,,54.0,,,,,,0.0,,,0.0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,15.4,,70.7,,,,,,0.0,,,0.0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,0,,,,,,,,,,,10,751.0,,14.4,,82.2,,,13.6,,,0.0,,,0.0
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.8,,41.6,,,,,юго-восточный,0.0,,,3.0
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,31.6,,20.7,,,,,юго-восточный,0.0,,,3.0
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,749.0,,33.6,,17.1,,,,,юго-западный,0.0,,,2.0
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,0,,,,,,,,,,,10,748.0,,31.4,,21.8,,,,,юго-восточный,0.0,,33.6,4.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,27.0,,28.3,,,,,юго-восточный,0.0,,,2.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,22.5,,36.3,,,,,юго-восточный,0.0,,,2.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,20.2,,46.6,,,,,,0.0,,,0.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,747.0,,17.5,,55.1,,,16.4,,юго-восточный,0.0,,,1.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,25.6,,35.4,,,16.3,,южный,2.0,,,2.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,32.3,,22.2,,,,,западный,0.0,,,3.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,33.7,,20.1,,,,,южный,0.0,,,3.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,747.0,,32.4,,27.0,,,,,юго-восточный,0.0,,34.4,2.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,22.1,,49.7,,,,,,0.0,,,0.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,19.3,,56.3,,,,,,0.0,,,0.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,19.7,,64.4,,,,,северный,0.0,,,3.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,750.0,,17.8,,81.0,,,17.8,,северо-восточный,0.0,,,2.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.3,,56.2,,,,,,0.0,,,0.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,29.1,,40.7,,,,,восточный,0.0,,,2.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,32.3,,32.8,,,,,восточный,0.0,,,2.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,752.0,,30.1,,36.7,,,,,северо-восточный,0.0,,32.5,3.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,24.1,,47.3,,,,,северо-восточный,0.0,,,2.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,20.5,,50.6,,,,,восточный,0.0,,,2.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,17.3,,60.9,,,,,восточный,0.0,,,1.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,755.0,,15.4,,69.7,,,15.4,,восточный,0.0,,,1.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,19.8,,54.2,,,,,восточный,0.0,,,3.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,25.5,,42.1,,,,,восточный,1.0,,,3.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,755.0,,29.2,,32.8,,,,,юго-восточный,1.0,,,4.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,755.0,,27.1,,35.9,,,,,восточный,7.0,,30.7,2.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,23.0,,41.1,,,,,юго-восточный,7.0,,,2.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,20.4,,39.0,,,,,юго-восточный,7.0,,,2.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,17.6,,37.1,,,,,юго-восточный,7.0,,,3.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,755.0,,14.5,,47.2,,,14.0,,юго-восточный,7.0,,,2.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,17.6,,32.4,,,,,восточный,10.0,,,4.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,23.4,,21.7,,,,,восточный,10.0,,,3.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,24.6,,19.9,,,,,восточный,9.0,,,4.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,753.0,,24.2,,18.5,,,,,восточный,7.0,,25.0,3.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,19.2,,29.3,,,,,восточный,6.0,,,1.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,17.5,,31.2,,,,,восточный,6.0,,,2.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,16.0,,39.4,,,,,восточный,7.0,,,1.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,752.0,,14.5,,44.6,,,14.5,,,9.0,,,0.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,18.4,,40.4,,,13.8,,юго-восточный,10.0,,,2.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,19.7,,41.9,,,,,восточный,10.0,,,1.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,20.8,,39.7,,,,,северный,10.0,,,2.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,751.0,,20.4,,48.2,,,,,восточный,10.0,,21.1,1.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.8,,57.6,,,,,северный,7.0,,,2.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.4,,52.6,,,,,северный,9.0,,,1.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,15.8,,57.4,,,,,северо-восточный,9.0,,,1.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,14.9,,60.0,,,14.4,,северо-восточный,10.0,,,1.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,18.9,,41.1,,,,,юго-восточный,6.0,,,2.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,26.8,,25.8,,,,,юго-восточный,2.0,,,2.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,29.0,,22.1,,,,,юго-восточный,4.0,,,4.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,750.0,,26.7,,27.2,,,,,юго-восточный,6.0,,29.2,2.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,20.2,,42.6,,,,,юго-восточный,2.0,,,1.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.2,,45.8,,,,,,4.0,,,0.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,14.6,,51.8,,,,,,7.0,,,0.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,752.0,,12.9,,73.6,,,12.6,,,6.0,,,0.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,20.3,,76.3,,,,,юго-восточный,7.0,,,2.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,26.6,,21.0,,,,,юго-восточный,7.0,,,2.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,27.4,,17.2,,,,,южный,7.0,,,2.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,752.0,,26.6,,27.0,,,,,восточный,7.0,,29.3,1.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,19.6,,38.5,,,,,,4.0,,,0.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,15.6,,49.6,,,,,юго-восточный,0.0,,,1.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,13.6,,64.3,,,,,северо-восточный,0.0,,,1.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,11.0,,87.5,,,10.0,,,4.0,,,0.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,20.0,,26.7,,,,,юго-восточный,7.0,,,3.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,27.2,,17.4,,,,,юго-восточный,9.0,,,3.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,21.0,,,,,,,,,,,,,4,748.0,,20.8,,49.0,,,,,западный,10.0,,,13.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,10.0,,0.3,,,True,,,,,,,,10,749.0,,12.2,,87.0,,,,,западный,7.0,,28.0,6.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,True,,,,,,10,750.0,,12.0,,83.0,,,,,западный,0.0,,,4.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,11.6,,75.9,,,,,западный,6.0,,,4.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,12.4,,72.0,,,,,западный,7.0,,,4.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,0,,,,0.3,,,,,,,10,748.0,,12.5,,74.0,,,11.6,,юго-западный,10.0,,,3.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,14.0,,70.4,,,,,юго-западный,10.0,,,2.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,11.0,,,,,,,True,,,,,,10,747.0,,16.2,,63.6,,,,,западный,9.0,,,5.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,12.0,,,,,,,True,,,,,,10,747.0,,19.7,,46.4,,,,,западный,7.0,,,6.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,19.0,,1,,,,,True,,,,,,10,747.0,,18.8,,44.9,,,,,западный,6.0,,20.5,7.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,11.0,,,,True,,,,,,,,,10,748.0,,14.0,,67.1,,,,,западный,7.0,,,3.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,13.8,,69.9,,,,,западный,2.0,,,2.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,11.3,,81.8,,,,,западный,0.0,,,2.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,0,,,,1,,,,,,,10,749.0,,9.3,,92.2,,,9.3,,,0.0,,,0.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,16.1,,61.5,,,,,юго-западный,0.0,,,2.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,748.0,,21.3,,40.7,,,,,западный,6.0,,,4.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,25.2,,29.4,,,,,юго-западный,2.0,,,3.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,11.0,,0,,,,,,,,,,,10,745.0,,24.7,,32.6,,,,,юго-западный,6.0,,26.1,2.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,21.6,,42.4,,,,,юго-западный,6.0,,,1.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,19.1,,50.5,,,,,юго-западный,2.0,,,2.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,16.3,,57.9,,,,,северо-западный,7.0,,,5.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,747.0,,13.6,,70.8,,,13.6,,западный,6.0,,,4.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,14.0,,64.9,,,12.5,,западный,2.0,,,4.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,10,749.0,,18.6,,34.4,,,,,западный,7.0,,,4.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,750.0,,20.2,,20.1,,,,,западный,7.0,,,8.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,750.0,,18.4,,27.7,,,,,северо-западный,4.0,,20.2,4.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,,,13.2,,47.5,,,,,западный,0.0,,,2.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,10.8,,59.8,,,,,,0.0,,,0.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,8.2,,67.3,,,,,западный,2.0,,,1.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,755.0,,6.7,,77.8,,,6.5,,северо-западный,2.0,,,1.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,13.4,,56.8,,,4.3,,северо-западный,2.0,,,2.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,18.2,,45.1,,,,,северо-западный,2.0,,,2.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,,,20.3,,33.7,,,,,северный,2.0,,,2.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,756.0,,19.0,,44.7,,,,,,2.0,,21.7,0.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,20.3,,33.7,,,,,северный,2.0,,,2.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,9.1,,86.7,,,,,,0.0,,,0.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,7.8,,94.0,,,,,,0.0,,,0.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,0,,,,0,,True,,,,,4,756.0,,7.0,,97.3,,,6.0,,,0.0,,,0.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,756.0,,16.3,,46.1,,,5.8,,южный,0.0,,,2.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,755.0,,22.4,,25.3,,,,,южный,2.0,,,2.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,24.1,,20.1,,,,,юго-западный,2.0,,,3.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,752.0,,22.6,,27.1,,,,,юго-западный,6.0,,24.6,1.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,17.3,,41.8,,,,,юго-западный,7.0,,,1.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,17.6,,37.9,,,,,юго-западный,9.0,,,2.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,17.5,,35.3,,,,,западный,10.0,,,3.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,750.0,,15.3,,78.6,,,15.3,,западный,10.0,,,3.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.6,,62.9,,,14.6,,северо-западный,4.0,,,5.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,12.0,,,,,,,,,,,,,10,751.0,,19.8,,38.8,,,,,северо-западный,4.0,,,5.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,751.0,,21.3,,29.3,,,,,западный,2.0,,,5.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,12.0,,0,,,,,,,,,,,10,751.0,,20.2,,32.0,,,,,северо-западный,4.0,,21.7,5.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,18.9,,42.8,,,,,западный,7.0,,,4.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,12.0,,,,,,,,,,,,,10,751.0,,17.4,,57.4,,,,,западный,7.0,,,4.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,10.0,,,,,,,,,,,,,10,751.0,,16.0,,72.2,,,,,западный,7.0,,,3.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,752.0,,14.7,,81.1,,,14.7,,западный,7.0,,,2.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,15.8,,72.6,,,12.9,,северо-западный,7.0,,,4.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,752.0,,20.0,,38.4,,,,,северо-западный,6.0,,,7.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,15.0,,,,,,,,,,,,,10,751.0,,21.1,,39.5,,,,,северо-западный,9.0,,,7.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,10.0,,менее 0.1,,,True,,,,,,,,10,751.0,,16.8,,81.4,,,,,западный,7.0,,24.2,2.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,True,,,,10,751.0,,17.4,,74.4,,,,,северо-западный,10.0,,,4.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,True,,,,,,10,751.0,,15.6,,77.6,,,,,северо-западный,4.0,,,3.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,True,,,,,,10,752.0,,14.2,,84.4,,,,,северо-западный,2.0,,,4.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,,,10,753.0,,11.1,,88.7,,,9.7,,северо-западный,2.0,,,3.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,14.0,,54.6,,,,,северный,2.0,,,2.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,17.2,,33.3,,,,,северо-западный,4.0,,,6.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,19.8,,27.6,,,,,северо-западный,6.0,,,3.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,0,,,,,,,,,,,10,753.0,,18.6,,29.8,,,,,северо-западный,7.0,,19.9,1.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,11.0,,54.2,,,,,,2.0,,,0.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,8.6,,75.4,,,,,,0.0,,,0.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,7.8,,91.5,,,,,,0.0,,,0.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,752.0,,12.2,,54.1,,,7.8,,юго-восточный,9.0,,,2.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,16.4,,46.1,,,,,юго-восточный,9.0,,,2.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.9,,36.4,,,,,южный,7.0,,,2.0
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,748.0,,25.6,,32.4,,,,,южный,2.0,,,3.0
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,11.0,,0,,,,,,,,,,,10,745.0,,24.2,,31.2,,,,,южный,6.0,,26.4,4.0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,10.0,,,,,,,,,,,,,10,745.0,,21.0,,33.6,,,,,южный,0.0,,,4.0
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,10.0,,,,,,,,,,,,,10,743.0,,20.3,,29.4,,,,,южный,4.0,,,2.0
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,13.0,,,,,,,,,True,,,,10,743.0,,15.4,,79.6,,,,,западный,9.0,,,7.0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,11.0,,менее 0.1,,,,менее 0.1,,,,,,,10,743.0,,10.3,,81.1,,,10.3,,западный,2.0,,,4.0
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,10.1,,78.3,,,9.6,,западный,10.0,,,4.0
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,10,743.0,,13.4,,58.0,,,,,западный,10.0,,,4.0
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,743.0,,12.7,,59.0,,,,True,западный,10.0,,,4.0
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,0.3,,,,,,,,,,,10,744.0,,10.7,,80.0,,,,True,западный,10.0,,14.1,3.0
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,True,,,,,,10,744.0,,9.3,,76.1,,,,,западный,4.0,,,4.0
