timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,77.8,,2.5,южный,,3,,,,менее 0.1,,,True,,,,10.0,718,,,3.4,,,9.0,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,13.0,,,,,,,,63.8,,3.3,западный,,6,,,,,,,,,,,50.0,719,,,5.2,,True,9.0,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,14.0,,,,True,,,,55.7,,,юго-западный,,4,,,,,,,,,,,50.0,719,,,7.7,,,10.0,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,14.0,,,,,,,,80.0,,,западный,,4,,,,,,,True,,,,20.0,722,,,2.7,,,10.0,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,13.0,,,,,,,,82.2,,,западный,7.7,6,True,,,1,,,,,,,1.0,724,,,1.3,,,10.0,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,13.0,,,,,,,,86.4,,,юго-западный,,3,,,,,,,,,,,4.0,725,,,0.0,,,10.0,True,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,79.5,,,юго-западный,,4,,,,,,,,,,,10.0,726,,,-1.0,,True,7.0,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,80.6,,,южный,,2,,,,,,,,,,,10.0,726,,,-1.7,,True,7.0,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,68.9,,-1.8,юго-западный,,4,,,,0.6,1.0,2,,,,,20.0,726,,,-0.8,,,9.0,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,12.0,,,True,,,,,59.9,,,западный,,6,,,,,,,,,,,10.0,726,,,0.8,,,9.0,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,13.0,,,,,,,,34.7,,,западный,,6,,,,,,,,,,,20.0,726,,,3.1,,True,7.0,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,13.0,,,,,,,,40.3,,,западный,,5,,,,,,,,,,,20.0,727,,,3.0,,True,7.0,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,11.0,,,,,,,,36.8,,,западный,4.9,3,,,,менее 0.1,,,,,,,20.0,727,,,1.6,,,6.0,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,50.9,,,западный,,3,,,,,,,,,,,10.0,728,,,-0.8,,,7.0,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,57.0,,,западный,,3,,,,,,,,,,,10.0,730,,,-1.6,,,2.0,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,60.5,,,юго-западный,,3,,,,,,,,,,,10.0,731,,,-2.3,,,2.0,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,61.4,,-2.7,юго-западный,,3,,,,0,,,,,,,20.0,732,,,-0.7,,,2.0,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,11.0,,,,,,,,40.1,,,южный,,3,,,,,,,,,,,50.0,733,,,3.5,,,9.0,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,11.0,,,,,,,,26.8,,,южный,,5,,,,,,,,,,,50.0,731,,,7.4,,,9.0,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,14.0,True,,,,,,,78.4,,,южный,,4,,,,,,,,,,,10.0,730,,,3.2,,,10.0,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,10.0,,,,True,,,,78.7,,,южный,7.7,4,,,,0.7,,,,,,,10.0,729,,,5.5,,,10.0,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,12.0,,,,,,,,77.3,,,южный,,4,,,,,,,True,,,,10.0,728,,,7.0,,,9.0,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,12.0,,,,,,,,78.4,,,юго-западный,,5,,,,,,,,,,,10.0,730,,,7.0,,True,7.0,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,82.9,,,южный,,3,,,,,,,,,,,10.0,732,,,6.7,,True,10.0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,71.2,,5.5,юго-западный,,4,,,,1,,,,,,,20.0,732,,,8.3,,,9.0,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,12.0,,,,,,,,50.6,,,южный,,4,,,,,,,,,,,50.0,733,,,11.5,,,10.0,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,14.0,,,,,,,,27.4,,,юго-западный,,6,,,,,,,,,,,50.0,733,,,16.0,,,10.0,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,16.0,,,,,,,,20.7,,,южный,,6,,,,,,,,,,,50.0,733,,,17.2,,,10.0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,12.0,,,,,,,,22.2,,,юго-западный,18.1,3,,,,0,,,,,,,50.0,732,,,15.6,,,10.0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,30.3,,,южный,,2,,,,,,,,,,,10.0,733,,,11.2,,,0.0,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,31.2,,,юго-восточный,,2,,,,,,,,,,,10.0,733,,,9.3,,,0.0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,43.9,,,юго-восточный,,2,,,,,,,,,,,10.0,732,,,5.3,,,10.0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,41.2,,4.6,юго-восточный,,1,,,,0,,,,,,,20.0,732,,,7.2,,,10.0,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,31.1,,,юго-восточный,,2,,,,,,,,,,,20.0,731,,,14.0,,,9.0,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,24.8,,,южный,,3,,,,,,,,,,,20.0,730,,,17.2,,,9.0,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,27.3,,,южный,,3,,,,,,,,,,,20.0,729,,,15.6,,,10.0,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,32.1,,,юго-восточный,17.3,2,,,,0,,,,,,,50.0,728,,,14.1,,,10.0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,40.3,,,юго-восточный,,1,,,,,,,,,,,10.0,728,,,11.3,,True,10.0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,47.7,,,юго-восточный,,1,,,,,,,,,,,10.0,727,,,10.0,,,10.0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,54.8,,,юго-восточный,,1,,,,,,,,,,,10.0,726,,,8.9,,,10.0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,62.5,,8.6,южный,,1,,,,менее 0.1,,менее 0.1,,,,,20.0,726,,,9.6,,,10.0,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,46.8,,,юго-восточный,,1,,,,,,,,,,,20.0,726,,,13.1,,,10.0,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,42.5,,,юго-западный,,2,,,,,,,,,,,20.0,725,,,15.6,,,9.0,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,35.7,,,западный,,2,,,,,,,,,,,20.0,724,,,17.2,,,7.0,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,38.9,,,юго-западный,17.7,2,,,,0,,,,,,,20.0,724,,,15.1,,,7.0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,11.0,,,,,,,,72.0,,,западный,,4,,,,,,,True,,,,10.0,725,,,9.7,,,9.0,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,77.0,,,юго-западный,,1,,,,,,,,,,,10.0,724,,,8.4,,True,9.0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,70.5,,,западный,,2,,,,,,,,,,,10.0,724,,,7.0,,True,7.0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,71.1,,6.7,юго-западный,,2,,,,0.4,,0.4,,,,,20.0,724,,,7.8,,,9.0,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,True,,,,57.7,,,западный,,2,,,,,,,,,,,20.0,724,,,10.7,,,9.0,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,14.0,,,,,,,,45.3,,,западный,,7,,,,,,,,,,,50.0,726,,,8.9,,True,6.0,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,15.0,,,,,,,,36.3,,,западный,,6,,,,,,,,,,,50.0,727,,,10.3,,True,6.0,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,14.0,,,,,,,,58.1,,,западный,11.4,6,,,,менее 0.1,,,,,,,50.0,728,,,5.7,,,7.0,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,11.0,,,,,,,,80.1,,,западный,,3,,,,,,,,,,,10.0,729,,,3.4,,True,9.0,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,True,,,,86.1,,,западный,,3,,,,,,,,,,,10.0,729,,,3.2,,,9.0,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,80.7,,,западный,,3,,,,,,,,,,,10.0,729,,,3.1,,True,7.0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,67.5,,2.9,южный,,2,,,,менее 0.1,,,,,,,20.0,729,,,4.8,,,10.0,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,89.3,,,юго-восточный,,2,,,,,,,True,,,,10.0,728,,,3.9,,,10.0,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,71.5,,,юго-западный,,3,,,,,,,,,,,20.0,728,,,9.8,,True,6.0,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,11.0,,,,,,,,46.2,,,западный,,4,,,,,,,,,,,50.0,728,,,13.3,,True,7.0,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,67.3,,,южный,13.4,3,,,,4,,,,,,,10.0,728,,,10.5,,,9.0,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,77.5,,,южный,,4,,,,,,,,,,,10.0,728,,,8.5,,,4.0,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,12.0,,,,,,,,81.0,,,западный,,4,,,,,,,,,,,10.0,729,,,5.9,,True,2.0,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,11.0,,,,,,,,76.3,,,западный,,3,,,,,,,,,,,10.0,731,,,4.3,,True,4.0,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,15.0,,,,,,,,65.0,,4.1,западный,,6,,,,менее 0.1,,4,,,,,50.0,733,,,4.6,,,9.0,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,14.0,,,,,,,,56.3,,,западный,,5,,,,,,,,,,,50.0,734,,,7.0,,,9.0,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,11.0,,,,,,,,50.1,,,западный,,4,,,,,,,,,,,50.0,735,,,8.6,,,9.0,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,40.3,,,западный,,4,,,,,,,,,,,50.0,736,,,12.1,,True,10.0,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,45.6,,,северо-западный,12.2,2,,,,менее 0.1,,,,,,,50.0,735,,,9.9,,,10.0,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,49.1,,,западный,,1,,,,,,,,,,,10.0,736,,,8.7,,,10.0,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,56.8,,,северо-восточный,,1,,,,,,,,,,,10.0,735,,,7.3,,,10.0,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,True,,,,82.7,,,восточный,,1,,,,,,,,,,,10.0,733,,,5.0,,,10.0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,True,,,,86.2,,4.5,,,0,,,,0.6,,0.6,,,,,20.0,733,,,4.7,,,10.0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,84.4,,4.0,северо-западный,,2,,,,,,,,,,,20.0,733,,,4.7,,True,10.0,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,86.2,,,северо-западный,,3,,,,,,,,,,,20.0,735,,,4.3,,,10.0,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,66.8,,,северо-западный,,2,,,,,,,,,,,20.0,736,,,6.1,,True,9.0,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,63.5,,,западный,7.0,3,,,,0.4,,,,,,,20.0,736,,,6.1,,,7.0,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,67.3,,,северо-западный,,2,,,,,,,,,,,10.0,736,,,3.9,,,6.0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,71.1,,,западный,,2,,,,,,,,,,,50.0,737,,,2.2,,,6.0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,75.3,,,северо-западный,,2,,,,,,,,,,,10.0,738,,,1.9,,,10.0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,71.2,,1.9,северо-западный,,3,,,,0,,0.4,,,,,20.0,739,,,2.9,,,10.0,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,53.7,,,северо-западный,,4,,,,,,,,,,,50.0,739,,,5.0,,True,9.0,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,44.1,,,северо-западный,,3,,,,,,,,,,,20.0,740,,,7.0,,,9.0,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,37.9,,,западный,,4,,,,,,,,,,,50.0,740,,,9.1,,,7.0,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,35.8,,,северо-западный,10.5,3,,,,менее 0.1,,,,,,,50.0,740,,,8.5,,,2.0,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,50.1,,,западный,,2,,,,,,,,,,,10.0,740,,,5.8,,,1.0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,57.8,,,северный,,1,,,,,,,,,,,10.0,742,,,3.1,,,0.0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,69.7,,,северо-западный,,2,,,,,,,,,,,10.0,743,,,0.6,,,2.0,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,59.0,,0.5,северо-западный,,2,,,,0,,,,,,,20.0,744,,,2.7,,,2.0,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,34.8,,,западный,,1,,,,,,,,,,,50.0,744,,,8.1,,,2.0,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,26.8,,,западный,,1,,,,,,,,,,,50.0,743,,,13.4,,,2.0,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,20.9,,,западный,,3,,,,,,,,,,,50.0,743,,,16.6,,,2.0,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,21.8,,,западный,17.7,1,,,,0,,,,,,,50.0,743,,,15.9,,,2.0,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,36.1,,,юго-восточный,,1,,,,,,,,,,,10.0,743,,,10.5,,,2.0,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,39.8,,,южный,,1,,,,,,,,,,,10.0,744,,,8.6,,,0.0,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,58.3,,,юго-восточный,,1,,,,,,,,,,,10.0,744,,,4.9,,,2.0,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,40.0,,4.6,западный,,1,,,,0,,,,,,,10.0,745,,,9.1,,,0.0,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,21.1,,,юго-западный,,1,,,,,,,,,,,50.0,745,,,19.8,,,0.0,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,21.0,,,северо-западный,,1,,,,,,,,,,,4.0,744,,,23.1,,,0.0,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,19.0,,,западный,,2,,,,,,,,,,,50.0,743,,,24.2,,,1.0,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,22.0,,,западный,24.9,2,,,,0,,,,,,,50.0,743,,,22.1,,,0.0,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,32.1,,,южный,,1,,,,,,,,,,,10.0,743,,,17.4,,,0.0,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,47.7,,,юго-восточный,,1,,,,,,,,,,,10.0,743,,,12.6,,,0.0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,53.7,,,южный,,1,,,,,,,,,,,10.0,743,,,10.6,,,0.0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,36.4,,10.3,юго-западный,,1,,,,0,,,,,,,20.0,743,,,15.9,,,0.0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,17.8,,,северо-западный,,3,,,,,,,,,,,50.0,743,,,23.0,,,2.0,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,15.4,,,юго-западный,,3,,,,,,,,,,,50.0,742,,,25.3,,,2.0,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,13.5,,,западный,,2,,,,,,,,,,,50.0,741,,,26.3,,,2.0,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,14.9,,,западный,26.6,2,,,,0,,,,,,,50.0,740,,,23.8,,,0.0,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,25.0,,,юго-восточный,,1,,,,,,,,,,,10.0,740,,,18.7,,,0.0,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,40.3,,,,,0,,,,,,,,,,,10.0,740,,,13.2,,,0.0,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,54.1,,,южный,,1,,,,,,,,,,,10.0,740,,,10.7,,,0.0,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,42.2,,10.0,юго-восточный,,1,,,,0,,,,,,,20.0,740,,,14.8,,,2.0,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,23.8,,,южный,,1,,,,,,,,,,,10.0,740,,,24.5,,,7.0,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,15.8,,,южный,,3,,,,,,,,,,,20.0,739,,,26.3,,,7.0,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,13.7,,,южный,,3,,,,,,,,,,,50.0,738,,,26.4,,,7.0,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,16.6,,,юго-восточный,27.2,2,,,,0,,,,,,,50.0,738,,,23.8,,,7.0,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,22.7,,,южный,,3,,,,,,,,,,,10.0,739,,,20.3,,,0.0,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,28.3,,,юго-восточный,,2,,,,,,,,,,,10.0,739,,,16.9,,,0.0,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,38.2,,,юго-восточный,,2,,,,,,,,,,,10.0,739,,,12.8,,,2.0,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,35.2,,12.2,юго-восточный,,1,,,,0,,,,,,,50.0,739,,,16.1,,,2.0,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,17.1,,,юго-восточный,,3,,,,,,,,,,,50.0,739,,,23.6,,,6.0,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,10.0,,,,,,,,13.6,,,юго-восточный,,4,,,,,,,,,,,50.0,738,,,25.9,,,6.0,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,10.0,,,,,,,,12.7,,,юго-восточный,,5,,,,,,,,,,,50.0,737,,,26.4,,,7.0,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,10.0,,,,,,,,15.9,,,юго-восточный,26.9,3,,,,0,,,,,,,20.0,737,,,23.7,,,7.0,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,21.1,,,юго-восточный,,2,,,,,,,,,,,10.0,738,,,19.8,,,7.0,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,27.6,,,юго-восточный,,2,,,,,,,,,,,10.0,738,,,16.8,,,7.0,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,36.9,,,юго-восточный,,2,,,,,,,,,,,20.0,738,,,13.3,,,2.0,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,34.4,,12.7,юго-восточный,,1,,,,0,,,,,,,20.0,739,,,17.0,,,2.0,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,15.7,,,юго-восточный,,4,,,,,,,,,,,20.0,738,,,24.9,,,0.0,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,14.1,,,южный,,3,,,,,,,,,,,50.0,737,,,26.9,,,0.0,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,16.0,,,юго-восточный,,4,,,,,,,,,,,50.0,736,,,27.2,,,1.0,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,19.2,,,юго-восточный,28.0,3,,,,0,,,,,,,50.0,735,,,24.7,,,2.0,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,27.5,,,юго-восточный,,1,,,,,,,,,,,10.0,735,,,19.9,,,1.0,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,34.2,,,юго-восточный,,1,,,,,,,,,,,10.0,735,,,17.2,,,6.0,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,40.9,,,юго-восточный,,1,,,,,,,,,,,10.0,734,,,15.4,,,6.0,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,37.9,,14.9,юго-восточный,,3,,,,0,,,,,,,20.0,734,,,17.5,,,10.0,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,33.2,,,юго-восточный,,3,,,,,,,,,,,20.0,733,,,19.3,,,9.0,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,21.8,,,южный,,4,,,,,,,,,,,20.0,732,,,25.6,,,4.0,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,21.6,,,южный,,3,,,,,,,,,,,20.0,732,,,24.8,,,6.0,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,29.5,,,юго-восточный,26.0,2,,,,0,,,,,,,20.0,732,,,21.3,,,7.0,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,44.5,,,юго-восточный,,2,,,,,,,,,,,10.0,732,,,17.4,,,6.0,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,49.4,,,южный,,1,,,,,,,,,,,10.0,732,,,16.1,,,9.0,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,62.9,,,западный,,1,,,,,,,,,,,20.0,733,,,14.9,,,10.0,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,64.7,,14.9,западный,,1,,,,0,,,,,,,20.0,733,,,17.0,,,9.0,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,52.8,,,северо-западный,,1,,,,,,,,,,,20.0,733,,,19.8,,,10.0,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,True,,,,61.5,,,северо-западный,,2,,,,,,,,,,,20.0,733,,,19.8,,,9.0,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,48.6,,,северо-западный,,3,,,,,,,,,,,50.0,733,,,19.5,,True,7.0,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,49.7,,,северо-западный,21.2,3,,,,менее 0.1,,,,,,,20.0,732,,,18.7,,,10.0,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,56.1,,,,,0,,,,,,,,,,,10.0,732,,,16.9,,,9.0,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,63.4,,,восточный,,1,,,,,,,,,,,10.0,731,,,15.3,,True,9.0,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,True,,,,69.1,,,,,0,,,,,,,,,,,10.0,731,,,14.6,,,10.0,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,70.6,,14.3,восточный,,1,,,,0.3,,,,,,,20.0,729,,,15.3,,True,7.0,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,42.4,,,юго-восточный,,3,,,,,,,,,,,20.0,729,,,23.6,,True,6.0,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,12.0,,,,,,,,35.1,,,южный,,5,,,,,,,,,,,50.0,729,,,25.1,,,10.0,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,13.0,,,,,,,,30.3,,,юго-восточный,,5,,,,,,,,,,,50.0,729,,,24.0,,True,7.0,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,12.0,,,,,,,,33.7,,,юго-восточный,25.4,4,,,,менее 0.1,,,,,,,20.0,730,,,21.1,,,10.0,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,41.6,,,западный,,2,,,,,,,,,,,10.0,731,,,16.7,,,6.0,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,52.4,,,юго-восточный,,1,,,,,,,,,,,10.0,732,,,14.2,,,6.0,,
