timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,756,,,13.5,78.8,,,,,,юго-восточный,7.0,,,2.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,756,,,14.4,73.9,,,,,,юго-восточный,6.0,,,5.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,11.0,,,,,,,,True,,,,,,,,,,,50.0,755,,,12.6,76.1,,,,,,юго-восточный,7.0,,,3.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,10.0,755,,,10.4,83.3,,,,,,юго-восточный,10.0,,15.0,2.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,756,,,9.8,85.6,,,,,,юго-восточный,10.0,,,2.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,755,,,9.8,89.8,True,,,,,,10.0,,,0.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,754,,,9.6,89.1,,,,,,юго-восточный,10.0,,,1.0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,,,,45.0,754,,,11.5,79.6,,,9.6,True,,,1.0,,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,753,,,14.1,72.8,,,,True,,северо-западный,10.0,,,2.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,13.5,73.7,,,,,,юго-восточный,9.0,,,3.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,752,,,11.9,77.0,,,,,,юго-восточный,4.0,,,5.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,752,,,9.6,83.3,,,,,,юго-восточный,10.0,,14.1,3.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,752,,,9.4,85.5,,,,,,восточный,10.0,,,1.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,752,,,9.1,96.0,,,,,,юго-восточный,10.0,,,1.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,2.0,751,,,9.4,91.6,,,,,,восточный,10.0,,,1.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,2.0,751,,,11.6,88.1,,,8.9,,,западный,10.0,,,1.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,751,,,14.8,74.4,,,,,,юго-западный,10.0,,,1.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,751,,,13.5,79.4,,,,,,юго-восточный,10.0,,,6.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,10.0,,,,,,,,True,,,,,,,,,,,10.0,751,,,12.7,83.1,,,,,,юго-восточный,10.0,,,4.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,10.0,752,,,10.9,89.9,,,,,,юго-восточный,10.0,,16.3,3.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,753,,,10.4,91.7,,,,,,юго-восточный,10.0,,,1.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,753,,,10.4,89.8,,,,,,восточный,10.0,,,1.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,754,,,10.6,90.4,,,,,,юго-восточный,10.0,,,1.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,10.0,754,,,11.8,87.0,,,10.2,,,юго-восточный,10.0,,,1.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,755,,,13.1,82.6,,,,,,южный,10.0,,,1.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,755,,,14.4,75.4,,,,,,юго-восточный,9.0,,,3.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,50.0,755,,,12.6,84.7,,,,,,юго-восточный,10.0,,,2.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,20.0,756,,,12.1,84.7,,,,True,,юго-восточный,10.0,,14.7,3.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,757,,,11.7,88.7,,,,True,,юго-восточный,10.0,,,1.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,757,,,11.8,88.7,,,,,,юго-восточный,10.0,,,1.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,757,,,11.8,91.1,,,,,,юго-восточный,10.0,,,1.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,менее 0.1,,,,True,,менее 0.1,,,,,,,,,4.0,757,,,13.1,88.2,,,,,,западный,10.0,,11.4,1.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,758,,,15.6,79.1,,,,,,,10.0,,,0.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,15.8,75.1,,,,,,юго-восточный,9.0,,,4.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,757,,,13.9,79.4,,,,,,юго-восточный,9.0,,,4.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,4.0,757,,,11.6,89.9,,,,,,юго-восточный,10.0,,17.5,3.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,4.0,758,,,10.9,93.5,,,,,,южный,10.0,,,1.0,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,2.0,757,,,11.0,93.6,,,,,,,10.0,,,0.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,True,,,,1.0,757,,,11.6,93.6,,,,,,северо-западный,10.0,,,2.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,,,True,,,1.0,757,,,12.1,93.0,,,10.7,,,северо-западный,,,,1.0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,True,,,,,,,,50.0,756,,,17.4,73.9,,,,,,южный,4.0,,,1.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,17.3,72.9,,,,,,юго-восточный,7.0,,,4.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,20.8,56.0,,,,,,юго-восточный,7.0,,,4.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,15.2,79.1,,,,,True,юго-восточный,2.0,,21.3,2.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,17.2,56.6,,,,,,северный,2.0,,,4.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,754,,,15.8,64.0,,,,,,северный,0.0,,,5.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,753,,,15.0,63.3,,,,,,северный,7.0,,,5.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,12.0,,,,0,,,,,,0,,,,,,,,,50.0,754,,,16.3,59.9,,,13.6,,,северный,9.0,,,6.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,753,,,21.9,49.9,,,,,,северный,9.0,,,4.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,23.5,43.3,,,,,,северный,10.0,,,2.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,753,,,18.9,56.2,,,,,,юго-восточный,6.0,,,5.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,16.3,68.1,,,,,,юго-восточный,7.0,,25.9,2.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,13.2,80.9,,,,,,восточный,4.0,,,1.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,13.0,83.7,,,,,,северный,5.0,,,1.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,12.1,84.1,,,,,,северный,6.0,,,5.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,754,,,16.6,66.8,,,11.8,,,северо-западный,6.0,,,4.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,16.1,68.5,,,,,,южный,10.0,,,1.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,13.7,82.6,,,,True,,юго-восточный,10.0,,,4.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,755,,,14.4,87.8,,,,,,юго-восточный,10.0,,,1.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,6,,,,,,,,,,,,,,,20.0,756,,,13.0,80.4,,,,True,,,9.0,,19.8,0.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,11.3,84.6,,,,True,,северо-восточный,4.0,,,1.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,11.2,88.1,,,,,,северный,2.0,,,2.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,11.8,78.0,,,,,,восточный,10.0,,,2.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,0,,,,,,6,,,,,,,,,20.0,757,,,12.1,85.8,,,10.6,,,северный,10.0,,,1.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,15.9,71.2,,,,,,западный,9.0,,,1.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,757,,,14.4,72.9,,,,,,юго-восточный,9.0,,,5.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,14.4,71.9,,,,True,,южный,10.0,,,1.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,0.6,,,,,,,,,,,,,,,50.0,758,,,13.4,74.2,,,,True,,юго-восточный,9.0,,17.9,3.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,12.7,76.1,,,,True,,юго-восточный,10.0,,,2.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,12.3,76.6,,,,,,юго-восточный,9.0,,,1.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,10.3,90.4,,,,,,северный,10.0,,,1.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,0,,,,,,0.6,,,,,,,,,50.0,757,,,13.1,73.6,,,9.9,,,северо-западный,2.0,,,2.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,17.7,53.7,,,,,,южный,7.0,,,1.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,16.1,69.9,,,,,,юго-восточный,9.0,,,2.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,758,,,14.0,71.3,,,,,,юго-восточный,9.0,,,4.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,,,,,,50.0,759,,,13.1,73.1,,,,True,,юго-восточный,7.0,,19.6,2.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,12.2,75.0,,,,True,,юго-восточный,7.0,,,4.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,11.8,80.7,,,,,,юго-восточный,9.0,,,1.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,11.1,81.7,,,,,,северный,5.0,,,3.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,0,,,,,,менее 0.1,,,,,,,,,50.0,761,,,14.8,69.6,,,10.2,,,северо-западный,1.0,,,3.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,18.1,57.6,,,,,,западный,2.0,,,1.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,15.9,68.0,,,,,,восточный,10.0,,,1.0,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,16.0,65.8,,,,,,юго-восточный,10.0,,,3.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,760,,,14.0,75.3,,,,,,северо-восточный,6.0,,19.5,1.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,12.0,85.8,,,,,,,2.0,,,0.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,11.8,89.3,,,,,,северный,10.0,,,2.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,11.2,88.1,,,,,,юго-восточный,9.0,,,2.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,761,,,14.4,79.5,,,10.9,,,,7.0,,,0.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,16.8,73.3,,,,,,южный,9.0,,,1.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,17.2,67.8,,,,,,южный,4.0,,,1.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,761,,,16.1,68.0,,,,,,юго-восточный,2.0,,,1.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,761,,,13.1,78.2,,,,,,юго-восточный,4.0,,19.7,3.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,762,,,11.1,83.4,,,,,,юго-восточный,4.0,,,2.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,762,,,11.5,81.2,,,,,,восточный,7.0,,,2.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,762,,,11.3,80.1,,,,,,восточный,10.0,,,2.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,10.0,762,,,12.0,77.0,,,11.0,,,,10.0,,,0.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,761,,,14.2,72.8,,,,,,западный,10.0,,,1.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,16.7,62.9,,,,,,южный,7.0,,,1.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,16.6,63.7,,,,,,южный,2.0,,,1.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,760,,,13.9,75.3,,,,,,юго-восточный,9.0,,17.6,2.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,11.6,83.5,,,,,,северный,7.0,,,1.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,12.1,83.6,,,,,,северный,10.0,,,2.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,759,,,12.1,85.3,,,,,,северный,10.0,,,3.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,759,,,16.0,73.2,,,11.3,,,северо-западный,9.0,,,3.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,758,,,17.9,68.4,,,,,,юго-западный,9.0,,,1.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,18.4,50.7,,,,,,юго-восточный,9.0,,,4.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,18.1,59.5,,,,,,юго-восточный,9.0,,,2.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,756,,,16.9,65.9,,,,,,юго-восточный,10.0,,20.5,1.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,756,,,15.1,77.5,,,,,,,10.0,,,0.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,756,,,14.4,82.7,,,,,,северный,10.0,,,2.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,16.0,70.8,,,,,,северный,9.0,,,3.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,756,,,16.8,77.8,,,14.2,,,северо-западный,9.0,,,3.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,20.5,66.3,,,,,,западный,7.0,,,1.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,20.3,60.4,,,,,,южный,10.0,,,1.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,21.9,42.2,,,,,,южный,7.0,,,2.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,755,,,18.7,47.1,,,,,,юго-восточный,9.0,,23.1,4.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,16.2,58.7,,,,,,восточный,7.0,,,1.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,14.0,82.7,,,,,,северный,7.0,,,2.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,13.7,85.4,,,,,,северо-западный,7.0,,,3.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,755,,,17.3,74.9,,,12.9,,,северо-западный,2.0,,,3.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,20.3,63.7,,,,,,южный,1.0,,,1.0,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,19.7,68.3,,,,,,юго-восточный,2.0,,,3.0,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,19.7,54.6,,,,,,юго-восточный,2.0,,,4.0,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,754,,,17.5,57.8,,,,,,юго-восточный,6.0,,21.8,3.0,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,15.0,78.5,,,,,,северный,4.0,,,2.0,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,14.4,80.0,,,,,,юго-восточный,2.0,,,1.0,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,14.5,87.2,,,,,,северный,4.0,,,1.0,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,753,,,16.8,72.3,,,13.7,,,северный,2.0,,,5.0,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,752,,,20.9,60.6,,,,,,северный,2.0,,,4.0,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,751,,,23.7,48.8,,,,,,юго-западный,6.0,,,1.0,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,750,,,23.7,48.5,,,,,,северо-западный,7.0,,,5.0,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,750,,,17.1,52.5,,,,,,северный,7.0,,25.5,6.0,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,751,,,15.0,60.8,,,,,,северный,5.0,,,7.0,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,20.0,750,,,14.7,54.0,,,,,,северный,7.0,,,6.0,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,750,,,14.4,59.4,,,,,,северный,9.0,,,6.0,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,11.0,,,,0,,,,,,0,,,,,,,,,50.0,750,,,16.1,61.5,,,14.4,,,северный,10.0,,,6.0,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,750,,,22.9,52.6,,,,,,северо-западный,9.0,,,3.0,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,749,,,21.2,61.1,,,,,,западный,7.0,,,5.0,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,749,,,21.9,53.4,,,,,,северный,9.0,,,2.0,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,749,,,20.0,47.5,,,,,,северный,10.0,,23.8,3.0,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,748,,,15.5,87.9,,,,,,,10.0,,,0.0,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,2.0,747,,,15.3,86.2,,,,,,,10.0,,,0.0,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,746,,,16.7,77.8,,,,,,южный,9.0,,,1.0,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,1,,,,,,,,,,,,,,,4.0,746,,True,15.0,88.4,,,,,,,10.0,,17.3,0.0,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,747,,,12.8,90.0,,,,True,,северо-западный,9.0,,,1.0,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,746,,,12.7,88.8,,,,,,северный,10.0,,,1.0,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,747,,,12.1,79.2,,,,True,,северный,7.0,,,3.0,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,10.0,,,,0.4,,,,,,2,,,,,,,,,50.0,748,,,14.2,69.5,,,12.0,,,северный,7.0,,,5.0,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,14.0,,,,,,,,,,,,,,,,,,,50.0,748,,,19.3,53.8,,,,,,северо-западный,7.0,,,8.0,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,13.0,,,,,,,,,,,,,,,,,,,50.0,749,,,21.5,45.1,,,,,,северный,9.0,,,6.0,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,751,,,20.7,46.4,,,,,,северо-западный,9.0,,,4.0,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,10.0,,,,0,,,,,,,,,,,,,,,50.0,753,,,16.8,54.9,,,,,,северный,6.0,,22.2,2.0,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,15.3,67.9,,,,,,юго-восточный,1.0,,,4.0,
