timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Снег умеренный непрерывный,"Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Снег,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,-0.3,,,93.0,,,,западный,,7.0,,,,1
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,0.8,1.0,,,0.8,,,10.0,742.0,,,,-0.9,,,92.2,True,-1.6,,юго-западный,,10.0,,,,1
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,2.1,,,83.5,,,,западный,True,9.0,,,,2
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,3.8,,,48.7,,,True,юго-западный,,9.0,,,,3
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,6.0,,,33.9,,,True,западный,,5.0,,,,3
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,743.0,,,,7.1,,,38.2,,,,юго-западный,,4.0,,,7.2,2
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,6.0,,,50.1,,,,юго-западный,,2.0,,,,1
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,5.3,,,53.4,,,,восточный,,10.0,,,,1
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,4.6,,,60.0,,,,восточный,,10.0,,,,3
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,True,1,,,,1,,,10.0,740.0,,,,4.3,,,88.7,,3.3,,восточный,,10.0,,,,2
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,10.6,,,56.8,,,True,южный,,10.0,,,,2
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,12.0,,,,,,,,,,10.0,739.0,,,,16.4,,,38.4,,,,юго-западный,,9.0,,,,3
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,15.0,,,,,,,,,,10.0,739.0,,,,17.5,,,30.6,,,,юго-западный,,10.0,,,,5
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,14.0,,,менее 0.1,,,,,,,10.0,740.0,,,,15.6,,,36.6,,,,юго-западный,,10.0,,,18.1,3
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,13.9,,,48.4,,,,юго-западный,,10.0,,,,2
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,14.3,,,42.7,,,,южный,,10.0,,,,2
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,12.5,,,39.8,,,,юго-западный,,10.0,,,,2
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,744.0,,,,10.8,,,49.7,,10.4,,юго-западный,,10.0,,,,3
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,10.0,,,,,,,,,,10.0,744.0,,,,15.7,,,37.1,,,,южный,,10.0,,,,2
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,744.0,,,,18.2,,,23.8,,,,юго-западный,,2.0,,,,4
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,743.0,,,,18.8,,,21.1,,,,юго-западный,,2.0,,,,3
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,742.0,,,,17.2,,,27.7,,,,южный,,2.0,,,19.1,2
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,14.3,,,31.9,,,,южный,,0.0,,,,1
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,12.5,,,35.9,,,,юго-западный,,0.0,,,,1
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,8.2,,,64.0,,,,восточный,,0.0,,,,2
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,0,,,,0,,,10.0,741.0,,,,7.7,,,73.2,,7.1,,восточный,,2.0,,,,3
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,13.8,,,51.2,,,,восточный,,2.0,,,,2
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,740.0,,,,16.4,,,32.3,,,,северо-западный,,5.0,,,,2
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,739.0,,,,17.8,,,29.6,,,,южный,,4.0,,,,2
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,738.0,,,,16.8,,,33.1,,,,восточный,,9.0,,,18.5,1
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,738.0,,,,14.3,,,48.9,,,,восточный,,10.0,,,,2
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,738.0,,,,11.4,,,65.2,,,,южный,,10.0,,,,1
1588032000,"Вторник, 28 апреля
00:00 (UTC)",True,,,,,,,,,,,,10.0,737.0,,,,9.9,,,81.6,,,,юго-восточный,,10.0,,,,2
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,0.4,,,,0.4,,,10.0,737.0,,,,8.4,,,79.2,,8.1,,юго-западный,,9.0,,,,2
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,737.0,,,,8.4,,,84.8,,7.9,,южный,,10.0,,,,2
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,737.0,,,,11.7,,,72.9,,,True,юго-западный,,7.0,,,,2
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,True,,,,10.0,738.0,,,,9.4,,,92.2,,,,западный,,9.0,,,,2
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,11.0,,,2,,,,,,,10.0,740.0,,,,7.2,,,71.5,,,,западный,,9.0,,,13.4,3
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,5.6,,,77.1,,,,западный,,0.0,,,,3
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,5.0,,,74.8,,,,западный,,0.0,,,,1
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,3.9,,,84.3,,,,западный,,0.0,,,,1
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,0,,,,2,,,10.0,745.0,,,,3.8,,,88.0,,2.8,,западный,,0.0,,,,2
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,8.6,,,61.8,,,,западный,,2.0,,,,2
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,11.6,,,40.7,,,,юго-западный,,6.0,,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,745.0,,,,14.2,,,32.1,,,,юго-западный,,2.0,,,,3
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,0,,,,,,,10.0,744.0,,,,14.8,,,32.8,,,,юго-западный,,9.0,,,14.8,2
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,744.0,,,,13.4,,,37.2,,,,южный,,7.0,,,,3
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,13.0,,,,,,,,,,10.0,743.0,,,,13.3,,,36.1,,,,юго-западный,,6.0,,,,3
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,11.0,,,,,,,,,,10.0,742.0,,,,13.5,,,37.5,,,,юго-западный,,10.0,,,,4
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,10.0,,,0,,,,0,,,10.0,743.0,,,,13.5,,,41.6,,12.9,,юго-западный,,9.0,,,,3
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,15.0,,,40.5,,,,западный,,10.0,,,,3
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,20.1,,,32.7,,,,юго-западный,,7.0,,,,3
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,14.0,,,,,,,,,,10.0,744.0,,,,21.6,,,29.2,,,,западный,,9.0,,,,4
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,10.0,,,0,,,,,,,10.0,746.0,,,,15.3,,,59.2,,,,северо-западный,,10.0,,,22.2,2
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,11.5,,,64.3,,,,,,0.0,,,,0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,9.8,,,57.5,,,,,,0.0,,,,0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,9.1,,,65.6,,,,северо-восточный,,2.0,,,,1
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,749.0,,,,8.6,,,69.8,,8.5,,восточный,,7.0,,,,3
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,12.7,,,59.4,,,,восточный,,7.0,,,,2
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,20.4,,,33.2,,,,западный,,0.0,,,,2
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,23.1,,,17.9,,,,юго-западный,,1.0,,,,3
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,746.0,,,,21.8,,,24.1,,,,юго-западный,,4.0,,,23.4,3
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,18.8,,,39.1,,,,южный,,2.0,,,,2
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,15.8,,,52.1,,,,западный,,0.0,,,,1
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,9.2,,,63.8,,,,северо-западный,,0.0,,,,2
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,747.0,,,,8.2,,,69.2,,7.5,,северный,,6.0,,,,1
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,9.9,,,68.6,,,,северо-восточный,,9.0,,,,2
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,12.8,,,57.0,,,,северный,,7.0,,,,2
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,15.0,,,40.8,,,,северный,,6.0,,,,2
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,750.0,,,,14.0,,,30.9,,,,северный,,0.0,,,15.3,2
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,10.1,,,40.0,,,,северо-восточный,,0.0,,,,2
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,8.6,,,44.5,,,,северо-восточный,,0.0,,,,2
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,6.7,,,50.7,,,,восточный,,0.0,,,,2
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,753.0,,,,8.2,,,48.2,,6.2,,северо-восточный,,0.0,,,,1
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,12.0,,,37.4,,,,восточный,,0.0,,,,2
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.1,,,29.1,,,,восточный,,0.0,,,,2
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,18.6,,,24.1,,,,восточный,,0.0,,,,2
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,753.0,,,,18.1,,,24.7,,,,восточный,,0.0,,,19.0,1
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,13.9,,,32.8,,,,восточный,,0.0,,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,12.5,,,34.6,,,,восточный,,0.0,,,,2
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,10.0,,,40.8,,,,восточный,,0.0,,,,3
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,755.0,,,,10.0,,,43.3,,8.6,,восточный,,0.0,,,,2
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,15.5,,,31.8,,,,восточный,,0.0,,,,2
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,20.0,,,18.5,,,,восточный,,0.0,,,,3
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,23.0,,,13.3,,,,восточный,,0.0,,,,2
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,753.0,,,,23.5,,,15.7,,,,северо-восточный,,0.0,,,24.0,1
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,18.9,,,26.4,,,,восточный,,0.0,,,,1
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,17.2,,,37.8,,,,восточный,,0.0,,,,3
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,14.7,,,48.6,,,,восточный,,0.0,,,,2
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,755.0,,,,14.6,,,45.6,,13.5,,восточный,,0.0,,,,3
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,21.2,,,26.1,,,,юго-восточный,,0.0,,,,2
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,23.7,,,16.6,,,,юго-восточный,,0.0,,,,3
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,24.9,,,17.7,,,,восточный,,0.0,,,,3
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,753.0,,,,23.5,,,17.6,,,,юго-восточный,,2.0,,,25.0,2
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,19.4,,,24.7,,,,восточный,,0.0,,,,2
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,15.8,,,34.8,,,,восточный,,0.0,,,,3
1588723200,"Среда, 6 мая
00:00 (UTC)",,,10.0,,,,,,,,,,10.0,753.0,,,,13.7,,,41.9,,,,восточный,,0.0,,,,3
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,752.0,,,,13.6,,,44.1,,12.5,,восточный,,7.0,,,,3
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,16.8,,,32.7,,,,юго-восточный,,10.0,,,,3
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,True,,,,,,,,10.0,752.0,,,,17.2,,,36.2,,,,юго-восточный,,10.0,,,,3
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,True,,,,,,,,10.0,750.0,,,,17.8,,,36.7,,,,восточный,,10.0,,,,3
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,749.0,,,,19.0,,,38.1,,,True,восточный,,9.0,,,19.0,2
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,17.9,,,36.4,,,True,восточный,,7.0,,,,2
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,16.1,,,40.0,,,,восточный,,7.0,,,,3
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,13.3,,,47.9,,,,восточный,,2.0,,,,3
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,747.0,,,,13.5,,,47.0,,12.1,,восточный,,6.0,,,,4
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,17.0,,,42.6,,,,восточный,,10.0,,,,4
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,24.8,,,22.6,,,,юго-восточный,,10.0,,,,4
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,746.0,,,,26.1,,,20.6,,,,юго-восточный,,10.0,,,,2
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,745.0,,,,24.5,,,21.4,,,,восточный,,10.0,,,26.6,2
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,21.3,,,25.6,,,,восточный,,10.0,,,,1
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,17.9,,,34.4,,,,восточный,,6.0,,,,3
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,15.2,,,41.5,,,,восточный,,2.0,,,,3
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,745.0,,,,15.2,,,42.4,,14.1,,восточный,,10.0,,,,3
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,21.4,,,31.9,,,,восточный,,9.0,,,,3
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,27.5,,,14.5,,,,юго-восточный,,2.0,,,,3
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,28.3,,,11.7,,,,южный,,0.0,,,,3
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,744.0,,,,26.8,,,14.8,,,,юго-восточный,,0.0,,,28.5,2
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,21.9,,,22.8,,,,восточный,,0.0,,,,1
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,18.1,,,30.3,,,,восточный,,0.0,,,,3
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,15.7,,,32.1,,,,восточный,,0.0,,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,744.0,,,,15.6,,,34.5,,14.8,,восточный,,0.0,,,,3
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,21.1,,,29.0,,,,восточный,,2.0,,,,2
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,742.0,,,,27.3,,,15.5,,,,юго-восточный,,7.0,,,,2
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,27.2,,,16.1,,,,юго-восточный,,9.0,,,,2
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,740.0,,,,26.3,,,21.7,,,,южный,,7.0,,,28.1,3
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,741.0,,,,18.0,,,65.7,,,True,западный,,6.0,,,,2
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,10.0,,,,,,,,,,10.0,742.0,,,,12.9,,,84.2,,,,юго-западный,,10.0,,,,4
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,10.0,,,,,,,,,,10.0,742.0,,,,10.0,,,97.4,,,True,юго-западный,,10.0,,,,2
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,5,,,,5,,,10.0,743.0,,,,8.8,,,95.4,,8.8,,южный,,10.0,,,,2
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,13.4,,,73.2,,,,южный,,6.0,,,,3
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,16.3,,,57.1,,,,юго-западный,,9.0,,,,2
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,18.5,,,42.7,,,,юго-западный,,9.0,,,,3
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,744.0,,,,17.3,,,42.1,,,,южный,,9.0,,,18.9,1
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,15.4,,,52.7,,,,южный,,9.0,,,,1
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,11.8,,,70.0,,,,восточный,,7.0,,,,1
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,11.0,,,70.8,,,,восточный,,0.0,,,,1
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,745.0,,,,12.0,,,72.9,,10.1,,восточный,,0.0,,,,1
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,16.7,,,48.9,,,,юго-восточный,,2.0,,,,2
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,17.4,,,41.5,,,,восточный,,9.0,,,,2
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,19.2,,,33.4,,,,южный,,7.0,,,,2
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,0,,,,,,,10.0,743.0,,,,18.4,,,33.8,,,,восточный,,7.0,,,19.7,1
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,16.6,,,41.3,,,,восточный,,7.0,,,,1
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,12.1,,,60.1,,,,западный,,2.0,,,,1
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,12.1,,,58.4,,,,северо-западный,,7.0,,,,1
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,0,,,,0,,,10.0,743.0,,,,12.9,,,58.6,,10.0,,северо-западный,,6.0,,,,1
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,15.3,,,56.5,,,,северо-западный,,7.0,,,,2
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,18.5,,,38.5,,,,северный,,9.0,,,,1
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,21.1,,,30.5,,,True,юго-западный,,6.0,,,4.2,2
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10.0,743.0,,,,19.9,,,33.3,,,,западный,,2.0,,,21.6,3
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,17.6,,,41.3,,,,южный,,0.0,,,,1
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,15.4,,,49.5,,,,южный,,0.0,,,,1
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,12.3,,,61.4,,,,восточный,,0.0,,,,1
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,10.0,742.0,,,,14.7,,,60.3,,11.0,,юго-восточный,,7.0,,,,1
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,17.3,,,55.8,,,,южный,,7.0,,,,1
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,18.8,,,55.8,,,,юго-западный,,10.0,,,,2
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,18.8,,,55.8,,,,западный,,10.0,,,,3
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,True,10.0,743.0,,,,16.5,,,64.1,,,,западный,,10.0,,,21.2,1
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,14.5,,,78.5,,,True,западный,,10.0,,,,1
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,True,10.0,746.0,,,,7.4,,,96.0,,,,северо-западный,,10.0,,,,3
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,10.0,,,,,,,,,True,10.0,747.0,,,,6.5,,,95.3,,,,северный,,10.0,,,,2
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,7,,,,7,,,10.0,748.0,,,,6.4,,,88.9,,6.2,True,северный,,10.0,,,,1
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,9.2,,,63.3,,,True,северный,,9.0,,,,2
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,12.3,,,48.0,,,,северо-западный,,2.0,,,,3
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,14.6,,,34.7,,,,северо-западный,,2.0,,,,3
