timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,29.4,,25.1,,,южный,0.0,,,1.0
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,0,,,,,,,,20.0,709.0,,,,29.3,,25.6,,,юго-западный,7.0,,30.1,1.0
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,23.2,,41.2,,,западный,2.0,,,2.0
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,20.6,,60.9,,,западный,0.0,,,3.0
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,17.8,,74.0,,,южный,0.0,,,1.0
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,0,,,0,,,,,20.0,712.0,,,,16.3,,76.2,16.2,,южный,10.0,,,1.0
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,22.2,,53.8,,,северо-западный,0.0,,,2.0
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,26.2,,40.1,,,северный,7.0,,,2.0
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,27.1,,33.8,,,северный,10.0,,,3.0
1598626800,"Пятница, 28 августа
15:00 (UTC)",,13.0,,менее 0.1,,,,,,,,10.0,712.0,,,,20.7,,62.6,,,северо-западный,10.0,True,27.6,1.0
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,17.5,True,90.9,,,юго-восточный,10.0,,,2.0
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,17.5,,90.9,,True,,7.0,,,0.0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,15.6,,90.8,,,южный,0.0,,,1.0
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,3,,,3,,,,,20.0,715.0,,,,13.4,,94.9,13.4,,,2.0,,,0.0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,21.1,,61.8,,,западный,1.0,,,2.0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,25.1,,40.6,,,северо-западный,1.0,,,4.0
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,50.0,715.0,,,,27.3,,31.0,,,западный,0.0,,,2.0
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,0,,,,,,,,50.0,716.0,,,,26.6,,28.8,,,северо-западный,0.0,,27.7,1.0
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,19.7,,52.4,,,южный,0.0,,,1.0
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,14.8,,72.9,,,южный,0.0,,,1.0
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,14.4,,72.4,,,восточный,0.0,,,1.0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,0,,,0,,,,,50.0,717.0,,,,14.5,,67.7,12.7,,южный,0.0,,,3.0
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,50.0,717.0,,,,21.5,,45.1,,,юго-восточный,0.0,,,2.0
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,10.0,,,,,,,,,,20.0,716.0,,,,27.7,,32.2,,,восточный,0.0,,,4.0
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,10.0,,,,,,,,,,20.0,715.0,,,,29.5,,27.3,,,восточный,0.0,,,5.0
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,11.0,,0,,,,,,,,20.0,714.0,,,,27.5,,31.9,,,восточный,0.0,,29.8,4.0
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,23.3,,42.9,,,восточный,0.0,,,1.0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,20.8,,44.6,,,юго-восточный,0.0,,,3.0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,15.9,,63.6,,,,0.0,,,0.0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,0,,,0,,,,,20.0,714.0,,,,13.2,,89.4,12.9,,южный,0.0,,,2.0
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,50.0,713.0,,,,22.5,,49.4,,,юго-восточный,0.0,,,1.0
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,13.0,,,,,,,,,,50.0,713.0,,,,27.8,,29.7,,,восточный,0.0,,,6.0
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,14.0,,,,,,,,,,50.0,712.0,,,,29.0,,25.5,,,восточный,0.0,,,6.0
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,13.0,,0,,,,,,,,50.0,712.0,,,,27.2,,26.5,,,восточный,0.0,,29.3,4.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,11.0,,,,,,,,,,4.0,712.0,,,,22.9,,33.0,,,юго-восточный,0.0,,,3.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,18.8,,48.8,,,южный,0.0,,,2.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,15.1,,76.0,,,южный,0.0,,,1.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,711.0,,,,14.8,,83.9,12.4,,южный,0.0,,,2.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,22.7,,47.3,,,восточный,0.0,,,2.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,29.1,,26.8,,,восточный,0.0,,,3.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,50.0,710.0,,,,29.3,,29.5,,,восточный,0.0,,,5.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,0,,,,,,,,50.0,710.0,,,,27.8,,34.0,,,восточный,0.0,,30.0,3.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,23.9,,43.1,,,юго-восточный,0.0,,,2.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,17.8,,70.7,,,южный,0.0,,,1.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,15.8,,77.6,,,южный,0.0,,,1.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,711.0,,,,14.7,,79.0,14.6,,,0.0,,,0.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,27.9,,32.0,14.5,,юго-восточный,0.0,,,1.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,32.8,,17.8,,,северо-восточный,2.0,,,2.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,33.1,,25.6,,,восточный,7.0,,,3.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,0,,,,,,,,50.0,712.0,,,,29.9,,31.3,,,восточный,10.0,,34.5,2.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,24.1,,52.9,,,южный,9.0,,,1.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,22.5,,42.4,,,южный,7.0,,,3.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,21.8,,40.8,,,южный,6.0,,,3.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,20.0,,46.8,19.9,,южный,7.0,,,3.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,27.6,,33.0,,,западный,0.0,,,1.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,30.7,,28.9,,,восточный,0.0,,,2.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,31.8,,31.6,,,восточный,0.0,,,4.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,716.0,,,,29.2,,37.7,,,восточный,0.0,,32.0,4.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,25.4,,47.4,,,юго-восточный,0.0,,,2.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,21.5,,63.1,,,юго-восточный,0.0,,,2.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,18.6,,75.6,,,южный,0.0,,,1.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,17.9,,72.5,17.8,,южный,0.0,,,2.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,23.3,,55.5,,,юго-восточный,0.0,,,2.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,12.0,,,,,,,,,,20.0,714.0,,,,28.9,,39.3,,,восточный,7.0,,,6.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,15.0,,,,,,,,,,20.0,713.0,,,,30.1,,32.0,,,восточный,2.0,,,6.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,15.0,,0,,,,,,,,20.0,712.0,,,,27.6,,38.7,,,восточный,10.0,,30.3,4.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,10.0,,,,,,,,,,4.0,712.0,,,,24.6,,41.9,,,юго-восточный,10.0,,,3.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,21.4,,46.3,,,восточный,10.0,,,4.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,18.0,,62.3,,,южный,0.0,,,2.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,0,,,0,,,,,10.0,711.0,,,,15.8,,89.1,15.8,,юго-восточный,10.0,,,2.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,20.4,,65.4,,,юго-восточный,10.0,,,3.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,26.8,,46.8,,,восточный,0.0,,,3.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,28.9,,36.8,,,восточный,5.0,,,5.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,26.5,,41.8,,,юго-восточный,7.0,,29.2,2.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,11.0,,,,,,,,,,4.0,709.0,,,,23.8,,51.5,,,юго-восточный,6.0,,,3.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,21.1,,64.7,,,юго-восточный,10.0,,,1.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,12.0,,,,,,,,,,4.0,710.0,,,,19.6,,89.4,,True,северный,10.0,,,2.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",True,,,4,,,4,,,,,10.0,712.0,,,,17.5,,96.3,17.5,,восточный,10.0,,,1.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,True,,,10.0,712.0,,,,18.0,,91.5,17.4,,,10.0,,,0.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,True,,,,,,10.0,710.0,,,,19.8,,86.0,,,северо-западный,9.0,,,1.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,710.0,,,,22.8,,64.2,,True,южный,7.0,,,3.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,6,,,,,,,,10.0,712.0,,,,21.4,,74.6,,,северо-восточный,6.0,,24.2,3.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,18.2,,93.3,,,юго-западный,7.0,,,1.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,16.1,,96.9,,,,2.0,,,0.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,14.7,,98.7,,,,2.0,,,0.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,0,,,6,,,,,10.0,713.0,,,,15.4,,98.1,14.3,,восточный,10.0,,,1.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,10.0,714.0,,,,20.6,,72.1,,,,5.0,,,0.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,714.0,,,,24.3,,55.4,,,северный,6.0,,,2.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,714.0,,,,26.4,,43.2,,,северный,7.0,,,1.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,714.0,,,,24.8,,49.7,,,восточный,10.0,,27.1,1.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,True,,,4.0,715.0,,,,20.4,,75.9,,,западный,10.0,,,4.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,19.5,,86.0,,True,южный,9.0,,,1.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,18.0,,94.5,,True,западный,9.0,,,1.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,3,,,3,,,,,20.0,715.0,,,,17.6,,94.5,17.4,,южный,10.0,,,1.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,21.1,,70.8,,,северо-восточный,9.0,,,1.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,26.6,,32.7,,,северо-восточный,5.0,,,2.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,27.4,,32.3,,,северный,6.0,,,2.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,715.0,,,,25.4,,42.6,,,северный,7.0,,28.6,1.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,22.3,,57.5,,True,западный,10.0,,,1.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,True,,,4.0,716.0,,,,20.2,,73.9,,,западный,10.0,,,3.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,True,,,4.0,716.0,,,,17.9,,95.1,,,южный,10.0,,,2.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,6,,,6,,,,,20.0,716.0,,,,18.6,,86.5,17.3,True,,10.0,,,0.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,10.0,716.0,,True,,19.6,,85.5,,,западный,9.0,,,1.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,24.8,,53.1,,,западный,6.0,,,2.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,22.5,,65.4,,,южный,7.0,,,2.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,1,,,,,,,,20.0,715.0,,,,23.0,,56.9,,,северо-западный,10.0,,25.2,2.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,20.2,,60.8,,,северо-западный,10.0,,,1.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,20.2,,60.8,,,северо-западный,10.0,,,2.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,17.3,,60.1,,,северо-западный,10.0,,,2.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,0,,,1,,,,,10.0,717.0,,,,15.3,,69.2,15.0,,,9.0,,,0.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,20.0,,51.1,14.4,,северо-восточный,0.0,,,1.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,23.5,,38.8,,,восточный,0.0,,,1.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,25.6,,28.1,,,,0.0,,,0.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,714.0,,,,24.4,,30.2,,,восточный,0.0,,26.0,1.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,18.9,,46.2,,,южный,0.0,,,1.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,16.3,,69.4,,,южный,0.0,,,1.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,15.3,,73.0,,,южный,0.0,,,3.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,0,,,0,,,,,20.0,713.0,,,,15.1,,70.6,12.1,,южный,0.0,,,3.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,20.9,,49.7,,,южный,0.0,,,3.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,50.0,713.0,,,,26.5,,37.1,,,восточный,0.0,,,1.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,29.4,,18.6,,,северо-восточный,1.0,,,2.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,713.0,,,,27.2,,26.6,,,восточный,2.0,,29.6,2.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,21.7,,40.8,,,юго-восточный,0.0,,,1.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,16.6,,70.0,,,юго-восточный,0.0,,,1.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,14.2,,77.4,,,южный,0.0,,,1.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,715.0,,,,15.6,,70.2,13.0,,южный,0.0,,,2.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,50.0,715.0,,,,23.5,,47.2,,,юго-восточный,0.0,,,1.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,28.4,,27.2,,,западный,0.0,,,1.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,30.4,,19.3,,,восточный,0.0,,,2.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,716.0,,,,27.4,,23.9,,,восточный,0.0,,30.6,2.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,22.6,,37.0,,,восточный,0.0,,,2.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,18.2,,58.4,,,юго-восточный,0.0,,,1.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,15.5,,71.6,,,южный,0.0,,,1.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,717.0,,,,14.9,,75.9,12.8,,южный,0.0,,,2.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,50.0,717.0,,,,22.4,,62.5,,,юго-восточный,1.0,,,5.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,12.0,,,,,,,,,,50.0,717.0,,,,24.7,,55.1,,,восточный,0.0,,,5.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,12.0,,,,,,,,,,20.0,716.0,,,,26.1,,47.3,,,восточный,0.0,,,6.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,12.0,,0,,,,,,,,20.0,716.0,,,,24.1,,53.6,,,восточный,0.0,,26.3,4.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,12.0,,,,,,,,,,4.0,716.0,,,,20.5,,60.5,,,южный,0.0,,,2.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,17.7,,71.1,,,юго-восточный,0.0,,,1.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,14.6,,85.5,,,южный,0.0,,,1.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,12.7,,94.3,12.7,,юго-западный,0.0,,,1.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,22.3,,53.1,12.6,,восточный,0.0,,,1.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,28.2,,35.7,,,северо-западный,0.0,,,5.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,12.0,,,,,,,,,,20.0,716.0,,,,28.7,,32.7,,,северо-западный,0.0,,,6.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,10.0,,0,,,,,,,,20.0,716.0,,,,25.7,,34.5,,,северо-западный,0.0,,29.4,3.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,21.5,,50.8,,,западный,0.0,,,2.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,16.6,,72.8,,,,0.0,,,0.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,17.3,,68.7,,,южный,7.0,,,1.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,0,,,0,,,,,10.0,717.0,,,,13.9,,82.7,13.8,,,2.0,,,0.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,718.0,,,,21.6,,55.1,,,северный,0.0,,,2.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,25.6,,25.7,,,северный,0.0,,,4.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,27.1,,25.4,,,северный,0.0,,,3.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,717.0,,,,24.0,,28.2,,,северный,0.0,,27.1,3.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,17.7,,43.7,,,южный,0.0,,,1.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,14.0,,58.1,,,южный,0.0,,,1.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,10.8,,68.8,,,,0.0,,,0.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,717.0,,,,10.5,,74.7,9.5,,южный,0.0,,,1.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,20.2,,45.6,,,юго-восточный,0.0,,,1.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,24.1,,27.9,,,северный,0.0,,,3.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,25.2,,27.8,,,северный,0.0,,,2.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,0,,,,,,,,20.0,717.0,,,,23.8,,32.2,,,северо-восточный,0.0,,25.8,1.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,718.0,,,,18.9,,46.5,,,восточный,0.0,,,1.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,718.0,,,,16.8,,44.7,,,юго-восточный,0.0,,,2.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,11.0,,,,,,,,,,4.0,717.0,,,,13.6,,53.0,,,южный,0.0,,,2.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,0,,,0,,,,,50.0,717.0,,,,12.0,,62.2,11.9,,юго-восточный,0.0,,,2.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,17.0,,40.8,10.8,,юго-восточный,0.0,,,3.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,11.0,,,,,,,,,,20.0,715.0,,,,23.2,,31.8,,,восточный,0.0,,,5.0
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,14.0,,,,,,,,,,20.0,714.0,,,,23.9,,30.5,,,восточный,0.0,,,6.0
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,13.0,,0,,,,,,,,20.0,713.0,,,,21.5,,32.4,,,восточный,0.0,,24.1,4.0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,17.3,,40.3,,,южный,0.0,,,1.0
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,13.0,,66.9,,,южный,0.0,,,1.0
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,11.8,,69.5,,,южный,0.0,,,2.0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,9.3,,88.5,8.9,,,1.0,,,0.0
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,23.8,,37.9,,,северо-восточный,0.0,,,1.0
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,25.4,,44.1,,,северный,7.0,,,2.0
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,27.7,,36.3,,,восточный,10.0,,,2.0
