timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,10.9,21.5,,,,западный,7.0,,14.1,2,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,9.4,26.1,,,,юго-западный,9.0,,,2,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,7.7,35.8,,,,юго-западный,6.0,,,1,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,733,,,,7.7,43.0,,7.6,,юго-западный,9.0,,,2,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,733,,,,10.6,36.4,,7.6,,юго-западный,7.0,,,3,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,732,,,,15.0,28.5,,,,западный,9.0,,,4,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,731,,,,16.7,22.0,,,,западный,9.0,,,4,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,729,,,,16.8,21.4,,,,западный,9.0,,,4,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,729,,,,14.2,20.7,,,,юго-западный,9.0,,17.7,2,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,729,,,,11.0,26.6,,,,западный,6.0,,,2,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,729,,,,8.9,34.3,,,,западный,9.0,,,1,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,729,,,,7.7,39.8,,7.1,,,9.0,,,0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,728,,,,12.3,31.1,,7.1,,южный,10.0,,,1,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,728,,,,15.2,30.6,,,,южный,9.0,,,3,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,15.0,,,,,,,,,,True,,,10.0,726,,,,17.2,25.7,,,,южный,10.0,,,4,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,12.0,,,менее 0.1,,,,,,,,,,10.0,726,,,,16.0,34.4,,,,южный,9.0,,,3,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,11.0,,,0.1,,,,,,,,,,10.0,727,,,,11.3,63.4,,,True,,10.0,,18.2,0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,726,,,,10.8,69.3,,,True,восточный,10.0,,,2,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,726,,,,10.7,66.9,,,,южный,10.0,,,3,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,11.0,,,1,,,,,1,,,,,10.0,726,,,,9.3,62.5,,8.7,,южный,10.0,,,1,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,1,,,,,,,,,,10.0,726,,,,9.9,56.3,,8.7,,южный,9.0,,,3,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,727,,,,11.5,50.9,,,,западный,10.0,,,1,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,727,,,,11.2,70.3,,,True,северный,10.0,,,2,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,0.4,,,,,,,,,True,4.0,728,,,,5.8,88.2,,,,северо-восточный,10.0,,,3,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,0.7,,,,,,,True,,,4.0,729,,,,4.0,88.7,,,,северный,10.0,,12.2,3,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,True,4.0,729,,,,3.7,90.6,,,,северный,10.0,,,2,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,True,4.0,729,,,,3.1,89.2,,,,северный,10.0,,,3,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,4,,,,,5,,,,True,10.0,730,,,,2.9,86.7,,2.8,,северный,10.0,,,3,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,4,,,,,,,,,,10.0,730,,,,4.5,75.8,,2.8,True,северный,10.0,,,3,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,731,,,,8.3,55.8,,,,северо-западный,9.0,,,3,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,9.6,40.1,,,True,северо-западный,9.0,,,3,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,0.1,,,,,,,,,,10.0,732,,,,10.7,29.3,,,,западный,7.0,,,3,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,734,,,,8.2,40.0,,,,северо-западный,9.0,,11.4,1,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,6.4,52.1,,,,северо-западный,9.0,,,1,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,3.4,60.6,,,,северо-западный,2.0,,,1,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,0,,,,,0.1,,,,,10.0,736,,,,2.1,66.9,,2.0,,северо-западный,4.0,,,1,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,7.8,44.3,,2.0,,северо-западный,0.0,,,3,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,9.8,34.6,,,,западный,7.0,,,3,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,12.5,30.0,,,,западный,7.0,,,3,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,13.3,29.8,,,,западный,7.0,,,3,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,11.6,37.0,,,,южный,9.0,,14.1,2,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,11.0,37.4,,,,южный,4.0,,,3,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,10.6,37.8,,,,южный,4.0,,,4,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,10.0,,,0,,,,,0,,,,,10.0,734,,,,9.4,41.9,,9.4,,южный,6.0,,,3,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,734,,,,12.6,44.4,,9.3,,юго-западный,2.0,,,4,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,733,,,,17.6,32.0,,,,юго-западный,4.0,,,5,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10.0,732,,,,21.0,20.9,,,,юго-западный,7.0,,,6,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,15.0,,,0,,,,,,,,,,10.0,732,,,,20.5,20.8,,,,юго-западный,7.0,,,5,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10.0,733,,,,16.8,31.7,,,,юго-западный,4.0,,21.1,3,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,733,,,,14.5,38.4,,,,юго-западный,0.0,,,4,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,734,,,,12.1,43.3,,,,юго-западный,0.0,,,4,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,734,,,,10.1,48.7,,9.9,,юго-западный,2.0,,,2,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,13.8,39.6,,9.9,,юго-западный,2.0,,,2,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,18.8,31.2,,,,южный,2.0,,,4,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,21.4,26.7,,,,южный,4.0,,,4,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,True,,,10.0,733,,,,20.3,30.3,,,,южный,9.0,,,3,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,734,,,,17.4,45.5,,,True,западный,10.0,,21.7,1,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,734,,,,12.2,75.0,,,,северо-восточный,10.0,,,2,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,9.4,82.1,,,True,восточный,9.0,,,2,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,3,,,,,3,,,,,10.0,734,,,,7.6,83.0,,7.6,True,северо-восточный,9.0,,,2,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,3,,,,,,,,,True,10.0,735,,,,7.9,79.6,,7.6,,северный,10.0,,,2,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,736,,,,10.1,76.2,,,,северный,9.0,,,2,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,13.3,71.2,,,True,северный,7.0,,,3,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,2,,,,,,,,,,10.0,735,,,,13.4,64.7,,,,северо-восточный,9.0,,,2,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,10.0,,,2,,,,,,,,,,10.0,737,,,,9.4,75.0,,,,северо-восточный,9.0,,14.5,2,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,7.8,81.9,,,,северо-восточный,9.0,,,3,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,6.8,88.3,,,,восточный,10.0,,,2,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,0,,,,,2,,,True,,2.0,736,,,,7.0,91.4,,6.7,,северо-восточный,10.0,,,2,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,,True,,4.0,737,,,,9.5,83.2,,6.7,,северо-восточный,10.0,,,1,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,15.2,65.1,,,,восточный,7.0,,,3,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,21.2,41.5,,,,юго-восточный,7.0,,,1,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,735,,,,19.3,47.0,,,,восточный,9.0,,,5,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,736,,,,15.3,54.9,,,True,восточный,9.0,,22.7,2,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,14.5,61.1,,,,восточный,9.0,,,2,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,15.5,51.3,,,,восточный,7.0,,,2,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,,,,10.0,735,,,,12.4,68.6,,12.4,,восточный,9.0,,,2,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,17.8,51.6,,12.4,,восточный,2.0,,,3,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,21.8,40.0,,,,восточный,2.0,,,4,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,735,,,,22.0,33.0,,,,юго-восточный,5.0,,,5,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,13.0,,,менее 0.1,,,,,,,,,,10.0,736,,,,18.2,53.1,,,True,юго-восточный,7.0,,,4,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,True,,,10.0,737,,,,16.2,61.1,,,,юго-восточный,9.0,,22.9,3,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,14.1,78.4,,,True,восточный,10.0,,,1,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,12.9,80.3,,,True,северо-восточный,10.0,,,1,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,0.3,,,,,0.3,,,,,10.0,736,,,,12.9,78.2,,12.7,,восточный,10.0,,,2,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,0.3,,,,,,,,,,10.0,736,,,,16.1,68.9,,12.7,,юго-восточный,9.0,,,3,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,,736,,,,18.6,57.3,,,,восточный,,,,4,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,736,,,,19.0,54.8,,,True,юго-восточный,9.0,,,4,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,736,,,,15.2,76.0,,,True,северо-западный,9.0,,,1,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,736,,,,15.6,71.6,,,True,юго-восточный,9.0,,19.2,2,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,14.8,76.4,,,,восточный,9.0,,,3,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,14.1,77.4,,,,юго-восточный,7.0,,,2,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,,,,10.0,735,,,,12.6,81.4,,12.3,,юго-восточный,9.0,,,1,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,17.7,63.1,,12.3,,юго-восточный,9.0,,,2,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,19.8,60.7,,,,юго-западный,9.0,,,2,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,19.6,57.9,,,True,юго-западный,9.0,,,2,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,5,,,,,,,,,,10.0,733,,,,16.3,81.9,,,True,северо-восточный,9.0,,,1,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,5,,,,,,,,,,10.0,733,,,,15.0,87.3,,,True,,10.0,,21.0,0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,14.1,89.5,,,,восточный,9.0,,,1,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,13.6,83.7,,,True,южный,9.0,,,2,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,менее 0.1,,,,,5,,,,,10.0,731,,,,12.5,86.4,,12.4,,южный,7.0,,,1,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,731,,,,16.6,70.0,,12.4,,южный,4.0,,,4,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,731,,,,17.1,62.6,,,,южный,9.0,,,4,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,730,,,,14.7,73.4,,,,юго-западный,9.0,,,2,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,730,,,,15.6,67.9,,,True,юго-западный,9.0,,,2,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,менее 0.1,,,,,,True,,,,10.0,731,,,,12.8,75.6,,,,,7.0,,18.9,0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,731,,,,12.7,76.1,,,,юго-восточный,4.0,,,1,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,730,,,,11.4,84.0,,,,южный,7.0,,,2,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,731,,,,11.0,85.7,,10.8,,юго-восточный,9.0,,,3,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,0.1,,,,,,,True,,,10.0,731,,,,11.2,78.5,,10.7,,южный,9.0,,,3,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,732,,,,11.9,57.2,,,,юго-западный,9.0,,,4,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,733,,,,14.0,45.5,,,,юго-западный,7.0,,,5,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,11.0,,,0.1,,,,,,,,,,10.0,733,,,,14.3,40.3,,,,юго-западный,7.0,,,4,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,11.2,53.1,,,,южный,5.0,,14.9,1,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,8.8,65.5,,,,,0.0,,,0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,7.9,71.7,,,,северо-восточный,7.0,,,1,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,0,,,,,0.1,,,,,10.0,734,,,,7.1,80.6,,5.8,,,10.0,,,0,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,1,,,,,,,,,True,10.0,735,,,,8.3,79.7,,5.8,,юго-восточный,10.0,,,3,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,,,,True,4.0,736,,,,9.4,86.1,,,,юго-западный,10.0,,,1,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,736,,,,10.7,73.7,,,,западный,10.0,,,1,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,5,,,,,,,,,True,10.0,736,,,,10.3,70.1,,,,восточный,10.0,,,2,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,4,,,,,,,,True,,4.0,737,,,,8.8,87.9,,,,северо-западный,10.0,,10.8,1,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,,True,,4.0,737,,,,8.2,84.8,,,,северо-западный,10.0,,,1,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,,,True,,4.0,736,,,,7.7,91.5,,,,северо-западный,10.0,,,1,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,0.3,,,,,6,,,,True,4.0,736,,,,8.0,91.5,,7.4,,северо-западный,10.0,,,1,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,2,,,,,,,,True,,4.0,736,,,,8.6,88.4,,7.4,,северо-западный,10.0,,,2,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,12.3,61.0,,,,северо-западный,9.0,,,2,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,,True,,,10.0,735,,,,9.9,81.6,,,,юго-западный,10.0,,,1,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,5,,,,,,,True,,,10.0,736,,,,9.3,74.5,,,,северный,10.0,,,4,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,3,,,,,,,,,True,10.0,736,,,,7.2,84.7,,,,северо-западный,10.0,,12.3,2,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,735,,,,6.8,90.8,,,,западный,10.0,,,1,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,7.1,90.2,,,True,юго-западный,9.0,,,2,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,2,,,,,6,,,,,10.0,733,,,,7.6,83.0,,6.8,,юго-западный,9.0,,,1,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,2,,,,,,,,,,10.0,734,,,,10.3,67.7,,6.8,,западный,9.0,,,2,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,13.1,58.3,,,,северо-западный,10.0,,,2,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,734,,,,10.4,80.5,,,,,10.0,,,0,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,2,,,,,,,,,True,10.0,735,,,,10.8,79.5,,,,восточный,10.0,,,1,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,2,,,,,,,,,,10.0,735,,,,10.2,79.4,,,True,западный,9.0,,13.3,1,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,9.9,75.1,,,,западный,0.0,,,1,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,8.5,65.5,,,,северо-западный,0.0,,,1,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,менее 0.1,,,,,2,,,,,10.0,736,,,,8.7,61.0,,7.0,,северо-западный,0.0,,,1,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,14.9,48.0,,7.0,,западный,0.0,,,1,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,19.0,33.1,,,,западный,2.0,,,2,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,21.0,28.8,,,,западный,2.0,,,3,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,21.6,25.8,,,,юго-западный,2.0,,,3,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,17.7,38.0,,,,южный,0.0,,22.1,1,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,,15.2,48.4,,,,южный,0.0,,,2,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,732,,,,14.6,50.4,,,,южный,7.0,,,2,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,731,,,,15.0,48.4,,14.2,,юго-западный,0.0,,,4,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,12.0,,,0,,,,,,,,,,10.0,730,,,,18.4,36.1,,14.2,,южный,9.0,,,5,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10.0,729,,,,21.1,31.4,,,,южный,9.0,,,5,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,16.0,,,,,,,,,,,,True,10.0,729,,,,14.5,77.9,,,,южный,10.0,,,4,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,10.0,,,2,,,,,,,,,True,10.0,729,,,,13.7,83.7,,,,юго-западный,10.0,,,3,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,4,,,,,,,,,True,10.0,728,,,,13.4,88.3,,,,юго-западный,10.0,,22.2,4,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,13.0,,,,,,,,,,,,,10.0,731,,,,5.6,80.4,,,True,западный,10.0,,,5,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,733,,,,2.8,70.1,,,True,северо-западный,10.0,,,4,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,12.0,,,3,,,,,6,,,,,10.0,736,,,,2.7,68.1,,2.5,,северо-западный,9.0,,,3,
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,12.0,,,1,,,,,,,,,,10.0,738,,,,6.0,56.5,,2.5,,северо-западный,2.0,,,4,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,13.0,,,,,,,,,,,,,10.0,740,,,,10.0,36.8,,,,северо-западный,4.0,,,4,
