timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,12.0,,,,,,,,40.9,,,северо-восточный,,,8.0,,,0,,,,,,,10,742,,,30.0,,,0.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,11.0,,,,,,,,57.1,,,северо-восточный,,33.1,5.0,,,0,,,,,,,10,743,,,23.7,,,0.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,75.2,,,северо-восточный,,,3.0,,,,,,,,,,10,742,,,19.5,,,0.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,70.9,,,юго-восточный,,,3.0,,,,,,,,,,10,742,,,19.0,,,0.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,65.8,,17.7,восточный,,,5.0,,,0,,,0,,,,10,741,,,18.2,,,0.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,38.0,,17.2,восточный,,,1.0,,,0,,,,,,,10,741,,,28.6,,,0.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,22.1,,,северо-восточный,,,6.0,,,,,,,,,,10,740,,,33.1,,,0.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,10.0,,,,,,,,24.1,,,северный,,,4.0,,,,,,,,,,10,740,,,33.7,,,0.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,11.0,,,,,,,,41.1,,,западный,,,5.0,,,0,,,,,,,10,740,,,28.6,,,0.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,60.2,,,южный,,34.7,2.0,,,0,,,,,,,10,740,,,22.4,,,0.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,46.1,,,юго-восточный,,,1.0,,,,,,,,,,10,740,,,23.0,,,0.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,56.1,,,юго-восточный,,,2.0,,,,,,,,,,10,741,,,19.9,,,0.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,62.1,,18.2,юго-восточный,,,2.0,,,0,,,0,,,,10,741,,,18.9,,,0.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,38.9,,18.2,западный,,,3.0,,,0,,,,,,,10,742,,,25.5,,,0.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,38.1,,,западный,,,2.0,,,,,,,,,,10,743,,,29.9,,,0.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,43.9,,,западный,,,5.0,,,,,,,,,,10,743,,,32.0,,,0.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,45.0,,,западный,,,6.0,,,0,,,,,,,10,743,,,29.9,,,0.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,58.1,,,южный,,34.0,3.0,,,0,,,,,,,10,745,,,24.9,,,0.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,59.9,,,южный,,,2.0,,,,,,,,,,10,745,,,23.0,,,0.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,69.1,,,юго-восточный,,,2.0,,,,,,,,,,10,746,,,21.6,,,0.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,67.0,,19.8,юго-восточный,,,1.0,,,0,,,0,,,,10,746,,,21.7,,,4.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,51.9,,19.5,восточный,,,2.0,,,0,,,,,,,10,746,,,26.9,,,10.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,36.1,,,восточный,,,2.0,,,,,,,,,,10,746,,,32.9,,,10.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,56.9,,,западный,,,6.0,,,,,,,,,,10,746,,,30.4,,,10.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,67.1,,,западный,,,5.0,,,0,,,,,,,10,746,,,26.7,,,10.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,97.0,,,юго-западный,,34.8,2.0,,,0,,,,,,,10,746,,,22.2,,,4.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,98.8,,,южный,,,3.0,,,,,,,,,,10,746,,,21.6,,,4.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,True,,,,,,,98.8,,,юго-восточный,,,2.0,,,,,,,,,,10,745,,,19.9,,,4.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,True,,,,,,,98.2,,19.3,восточный,,,3.0,,,0,,,0,,,,10,745,,,19.9,,,10.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,86.9,,19.3,северо-восточный,,,1.0,,,0,,,,,,,10,744,,,23.3,,True,10.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,59.9,,,северо-восточный,,,2.0,,,,,,,,,,10,743,,,27.7,,,10.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,64.8,,,западный,,,7.0,,,,,,,,,,10,743,,,27.3,,,10.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,10.0,,,,,,,,77.0,,,западный,,,6.0,,,0,,,,,,,10,743,,,24.5,,,10.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,71.0,,,северо-восточный,,29.8,1.0,,,0,,,,,,,10,742,,,24.6,,,10.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,True,,,,,98.8,,,западный,,,3.0,,,,,,,,,,10,742,,,19.9,,,10.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",True,,,,,,,,,98.8,,18.0,юго-восточный,,,4.0,,,22,,,22,,,,6,742,,,18.1,,,10.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,14.0,,,,,,,,77.0,,18.0,юго-западный,,,5.0,,,25,True,,,,,,10,741,,,21.5,,,10.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,59.9,,,западный,,,4.0,,,,,,,,,,10,741,,,24.6,,,10.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,85.1,,,юго-западный,,,4.0,,,,,,,True,,,10,741,,,20.8,,,10.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,True,,,,,88.9,,,восточный,,,3.0,,,4,,,,,,,10,741,,,20.7,,,9.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,True,,,,,92.2,,,восточный,,25.2,4.0,,,1,,,,,,,10,741,,,18.9,,,10.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,98.8,,,северо-восточный,,,4.0,,,,,,,,,,10,741,,,18.4,,True,6.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,98.8,,,западный,,,2.0,,,,,,,,,,10,741,,,18.4,,True,10.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,98.8,,17.5,северо-западный,,,4.0,True,,0.2,,,5,,,,3,741,,,18.2,,,10.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,95.7,,17.5,северо-восточный,,,2.0,,,0.1,True,,,,,,10,741,,,19.7,,,9.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,77.2,,,северный,,,4.0,,,,,,,,,,10,742,,,23.0,,,7.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,57.9,,,северо-западный,,,4.0,,,,,,,,,,10,741,,,25.6,,,7.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,10.0,,,True,,,,,73.2,,,северо-восточный,,,5.0,,,1,,,,,,,10,742,,,24.1,,,4.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,92.9,,,северо-восточный,,26.8,3.0,,,1,True,,,,,,10,744,,,20.9,,,4.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,98.8,,,восточный,,,3.0,,,,,,,,,,10,744,,,18.8,,,0.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,100.0,,,северо-восточный,,,3.0,,,,,,,,,,0,745,True,,18.6,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,100.0,,18.1,северо-восточный,,,4.0,,,0,,,1,,,True,0,745,,,18.8,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,87.9,,18.1,северо-восточный,,,4.0,,,0,True,,,,,,10,746,,,21.6,,,2.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,68.0,,,северо-восточный,,,3.0,,,,,,,,,,10,746,,,24.8,,,4.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,54.1,,,северо-восточный,,,4.0,,,,,,,,,,10,746,,,27.6,,,4.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,58.0,,,северо-восточный,,,4.0,,,0,,,,,,,10,746,,,26.0,,,4.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,83.1,,,восточный,,28.0,4.0,,,0,,,,,,,10,747,,,21.8,,,0.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,96.9,,,восточный,,,3.0,,,,,,,,,,10,747,,,19.3,,,0.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,98.1,,,восточный,,,2.0,,,,,,,,,,10,747,,,17.9,,,0.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,98.1,,17.0,восточный,,,3.0,,,0,,,0,,,,10,747,,,17.5,,,4.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,86.3,,17.0,северо-восточный,,,3.0,,,0,,,,,,,10,748,,,21.9,,,2.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,61.0,,,северный,,,3.0,,,,,,,,,,10,748,,,26.0,,,4.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,54.1,,,северный,,,3.0,,,,,,,,,,10,748,,,27.7,,,4.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,61.1,,,западный,,,3.0,,,0,,,,,,,10,748,,,26.6,,,4.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,60.8,,,юго-западный,,28.9,1.0,,,0,,,,,,,10,749,,,23.6,,,2.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,67.8,,,северо-восточный,,,4.0,,,,,,,,,,10,750,,,19.6,,,0.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,77.2,,,северо-восточный,,,4.0,,,,,,,,,,10,751,,,16.6,,,0.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,76.9,,14.6,северо-восточный,,,5.0,,,0,,,0,,,,10,751,,,14.6,,,0.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,62.1,,14.4,северо-восточный,,,7.0,,,0,,,,,,,10,751,,,18.7,,,0.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,36.1,,,северный,,,6.0,,,,,,,,,,10,751,,,22.8,,,0.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,29.0,,,северный,,,3.0,,,,,,,,,,10,751,,,24.7,,,0.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,30.0,,,северный,,,2.0,,,0,,,,,,,10,750,,,24.4,,,0.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,45.9,,,северный,,25.4,2.0,,,0,,,,,,,10,750,,,18.9,,,0.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,65.0,,,юго-восточный,,,3.0,,,,,,,,,,10,750,,,16.4,,,0.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,66.9,,,юго-восточный,,,3.0,,,,,,,,,,10,750,,,15.1,,,0.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,62.2,,14.5,восточный,,,3.0,,,0,,,0,,,,10,749,,,15.6,,,0.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,56.9,,14.5,северо-восточный,,,3.0,,,0,,,,,,,10,749,,,21.6,,,0.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,29.1,,,южный,,,1.0,,,,,,,,,,10,748,,,25.7,,,0.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,28.1,,,юго-западный,,,2.0,,,,,,,,,,10,747,,,27.7,,,0.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,44.9,,,западный,,,5.0,,,0,,,,,,,10,746,,,24.0,,,0.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,74.0,,,южный,,28.1,3.0,,,0,,,,,,,10,746,,,17.9,,,0.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,84.0,,,южный,,,3.0,,,,,,,,,,10,746,,,16.3,,,0.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,85.1,,,юго-восточный,,,2.0,,,,,,,,,,10,745,,,15.7,,,0.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,81.1,,14.3,восточный,,,3.0,,,0,,,0,,,,10,745,,,14.7,,,0.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,57.0,,14.3,северо-восточный,,,5.0,,,0,,,,,,,10,745,,,21.9,,,0.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,12.0,,,,,,,,40.0,,,северо-восточный,,,7.0,,,,,,,,,,10,746,,,26.6,,,0.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,12.0,,,,,,,,36.1,,,северо-восточный,,,6.0,,,,,,,,,,10,745,,,28.7,,,0.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,11.0,,,,,,,,32.9,,,северо-восточный,,,6.0,,,0,,,,,,,10,745,,,27.3,,,0.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,49.1,,,восточный,,29.2,3.0,,,0,,,,,,,10,746,,,21.1,,,0.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,59.9,,,северо-восточный,,,3.0,,,,,,,,,,10,746,,,18.0,,,0.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,62.8,,,северо-восточный,,,4.0,,,,,,,,,,10,747,,,16.5,,,0.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,63.2,,15.7,восточный,,,4.0,,,0,,,0,,,,10,747,,,16.2,,,0.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,10.0,,,,,,,,69.0,,14.7,северо-восточный,,,7.0,,,0,,,,,,,10,748,,,23.3,,,0.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,12.0,,,,,,,,46.9,,,северо-восточный,,,8.0,,,,,,,,,,10,749,,,28.1,,,0.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,13.0,,,,,,,,36.9,,,восточный,,,10.0,,,,,,,,,,10,748,,,29.2,,,0.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,14.0,,,,,,,,45.0,,,восточный,,,10.0,,,0,,,,,,,10,749,,,25.7,,,0.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,13.0,,,,,,,,61.8,,,восточный,,29.9,5.0,,,0,,,,,,,10,749,,,21.1,,,0.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,10.0,,,,,,,,65.9,,,восточный,,,6.0,,,,,,,,,,10,749,,,18.7,,,0.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,69.0,,,восточный,,,5.0,,,,,,,,,,10,749,,,18.6,,,0.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,83.1,,16.5,восточный,,,6.0,,,0,,,0,,,,10,748,,,17.3,,,7.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,12.0,,,,,,,,68.0,,16.5,восточный,,,9.0,,,0,,,,,,,10,749,,,22.4,,,6.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,12.0,,,,,,,,47.1,,,северо-восточный,,,9.0,,,,,,,,,,10,749,,,27.7,,,10.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,13.0,,,,,,,,37.0,,,северо-восточный,,,8.0,,,,,,,,,,10,748,,,29.4,,,10.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,12.0,,,,,,,,51.1,,,северо-восточный,,,7.0,,,0,,,,,,,10,748,,,26.1,,,10.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,77.8,,,северо-восточный,,30.2,5.0,,,0,,,,,,,10,749,,,20.4,,,0.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,78.0,,,восточный,,,4.0,,,,,,,,,,10,749,,,18.0,,,0.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,98.7,,,восточный,,,3.0,,,,,,,,,,10,750,,,16.7,,,0.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,98.7,,15.5,восточный,,,3.0,,,0,,,0,,,,10,750,,,15.7,,,0.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,66.1,,15.4,северо-восточный,,,4.0,,,0,,,,,,,10,751,,,21.6,,,0.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,31.0,,,северо-восточный,,,7.0,,,,,,,,,,10,751,,,27.2,,,0.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,12.0,,,,,,,,27.1,,,северо-восточный,,,5.0,,,,,,,,,,10,751,,,29.5,,,0.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,12.0,,,,,,,,31.0,,,северный,,,4.0,,,0,,,,,,,10,750,,,28.1,,,0.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,47.9,,,северный,,30.0,3.0,,,0,,,,,,,10,751,,,21.6,,,0.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,63.0,,,восточный,,,4.0,,,,,,,,,,10,752,,,18.9,,,0.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,70.0,,,восточный,,,4.0,,,,,,,,,,10,752,,,16.8,,,0.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,79.0,,14.7,восточный,,,4.0,,,0,,,0,,,,10,752,,,14.8,,,0.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,64.0,,14.3,северо-восточный,,,7.0,,,0,,,,,,,10,752,,,19.8,,,0.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,12.0,,,,,,,,38.9,,,северо-восточный,,,7.0,,,,,,,,,,10,752,,,25.5,,,1.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,12.0,,,,,,,,35.1,,,северо-восточный,,,7.0,,,,,,,,,,10,752,,,27.0,,,1.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,12.0,,,,,,,,43.0,,,северо-восточный,,,5.0,,,0,,,,,,,10,751,,,24.8,,,0.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,54.2,,,восточный,,27.4,3.0,,,0,,,,,,,10,751,,,20.9,,,0.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,69.1,,,северный,,,2.0,,,,,,,,,,10,751,,,16.9,,,0.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,68.2,,,восточный,,,2.0,,,,,,,,,,10,751,,,16.9,,,0.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,74.2,,15.6,восточный,,,4.0,,,0,,,0,,,,10,750,,,16.2,,,2.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,60.8,,15.4,восточный,,,4.0,,,0,,,,,,,10,751,,,22.0,,,0.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,42.9,,,северо-восточный,,,6.0,,,,,,,,,,10,750,,,26.2,,,0.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,13.0,,,,,,,,36.9,,,северо-восточный,,,7.0,,,,,,,,,,10,749,,,28.4,,,0.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,11.0,,,,,,,,48.9,,,северо-восточный,,,8.0,,,0,,,,,,,10,749,,,25.3,,,0.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,10.0,,,,,,,,69.2,,,восточный,,28.8,5.0,,,0,,,,,,,10,749,,,19.8,,,0.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,70.1,,,восточный,,,6.0,,,,,,,,,,10,749,,,17.6,,,0.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,67.2,,,восточный,,,3.0,,,,,,,,,,10,748,,,16.4,,,0.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,77.8,,13.6,восточный,,,4.0,,,0,,,0,,,,10,747,,,13.7,,,2.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,46.1,,13.3,восточный,,,5.0,,,0,,,,,,,10,747,,,22.9,,,0.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,13.0,,,,,,,,31.0,,,восточный,,,7.0,,,,,,,,,,10,746,,,28.0,,,0.0
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,12.0,,,,,,,,28.1,,,северо-восточный,,,6.0,,,,,,,,,,10,745,,,29.8,,,2.0
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,11.0,,,,,,,,44.0,,,северный,,,2.0,,,0,,,,,,,10,745,,,26.0,,,4.0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,81.1,,,южный,,30.4,3.0,,,0,,,,,,,10,745,,,18.7,,,0.0
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,75.9,,,южный,,,4.0,,,,,,,,,,10,745,,,17.6,,,0.0
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,70.0,,,южный,,,3.0,,,,,,,,,,10,744,,,16.8,,,0.0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,73.0,,14.8,юго-восточный,,,2.0,,,0,,,0,,,,10,744,,,15.2,,,0.0
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,68.1,,14.1,северо-восточный,,,4.0,,,0,,,,,,,10,745,,,20.7,,,9.0
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,51.1,,,северный,,,4.0,,,,,,,,,,10,746,,,22.3,,,10.0
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,44.0,,,северо-западный,,,5.0,,,,,,,,,,10,746,,,23.0,,,2.0
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,34.0,,,северо-западный,,,6.0,,,0,,,,,,,10,746,,,19.6,,,7.0
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,10.0,,,,,,,,46.1,,,северный,,24.0,3.0,,,0,,,,,,,10,748,,,14.0,,,6.0
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,53.0,,,северо-восточный,,,6.0,,,,,,,,,,10,749,,,12.3,,,4.0
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,66.2,,,восточный,,,3.0,,,,,,,,,,10,749,,,9.7,,,0.0
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,67.9,,8.4,северный,,,1.0,,,0,,,0,,,,10,750,,,8.8,,,2.0
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,55.8,,8.2,северо-восточный,,,3.0,,,0,,,,,,,10,750,,,12.9,,,4.0
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,47.1,,,северо-восточный,,,4.0,,,,,,,,,,10,750,,,16.2,,,4.0
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,41.0,,,северо-восточный,,,2.0,,,,,,,,,,10,750,,,18.5,,,1.0
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,42.9,,,северный,,,2.0,,,0,,,,,,,10,749,,,18.2,,,1.0
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,56.0,,,северо-восточный,,19.5,3.0,,,0,,,,,,,10,749,,,13.3,,,0.0
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,66.1,,,восточный,,,3.0,,,,,,,,,,10,749,,,11.2,,,0.0
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,75.1,,,восточный,,,3.0,,,,,,,,,,10,749,,,9.6,,,0.0
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,76.1,,8.9,восточный,,,4.0,,,0,,,0,,,,10,749,,,9.4,,,2.0
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,47.9,,8.9,восточный,,,4.0,,,0,,,,,,,10,749,,,16.9,,,4.0
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,32.1,,,северный,,,5.0,,,,,,,,,,10,749,,,20.5,,,4.0
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,31.0,,,северо-восточный,,,6.0,,,,,,,,,,10,748,,,22.8,,,4.0
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,11.0,,,,,,,,34.0,,,северо-восточный,,,7.0,,,0,,,,,,,10,748,,,21.4,,,1.0
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,45.1,,,восточный,,23.4,4.0,,,0,,,,,,,10,749,,,17.2,,,0.0
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,54.9,,,восточный,,,3.0,,,,,,,,,,10,749,,,13.6,,,0.0
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,64.2,,,северо-восточный,,,4.0,,,,,,,,,,10,749,,,11.0,,,0.0
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,72.2,,10.0,восточный,,,3.0,,,0,,,0,,,,10,750,,,10.8,,,2.0
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,52.9,,10.0,северо-восточный,,,4.0,,,0,,,,,,,10,750,,,17.4,,,0.0
