timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1598583600,"Пятница, 28 августа
03:00 (UTC)",,11.0,,,,,,,,,,100.0,,,южный,,,6.0,,,,,,,,,,True,0,739,,,,22.0,,,,,,,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,8.0,,,,,,,,,,True,1,738,,,,21.8,,,,,,,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,22.1,7.0,,,0.5,,,,,,,,0,738,,True,,21.4,,,,,,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,True,0,740,,,,21.6,,,,,,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,10.0,,,,,,,,,,100.0,,,юго-восточный,,,5.0,,,,,,,,,,True,0,740,,,,21.4,,,,,,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,,,True,0,739,,,,21.7,,,,,,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,100.0,,21.1,юго-восточный,,,3.0,,,0,,,,0.5,,,True,0,740,,,,21.9,,,,,,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,100.0,,,восточный,,,2.0,,,,,,,,,,,1,741,,True,,22.1,,,,,,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,16.0,,,,,,,,,,96.9,,,юго-восточный,,,10.0,,,,,,,,True,,,10,741,,,,19.1,,,,,10.0,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,14.0,True,,,,,,,,,96.9,,,юго-восточный,,,10.0,,,,,,,,,,,10,740,,,,19.2,,,,,10.0,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,14.0,True,,,,,,,,,98.8,,,юго-западный,,22.5,3.0,,,24,,,,,,,,10,742,,,,18.1,,,,,10.0,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,True,,98.8,,,западный,,,3.0,,,,,,,,,,,4,743,,,,18.3,,,,,10.0,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,True,,,,,,,,,100.0,,,юго-западный,,,5.0,,,,,,,,,,,1,743,,,,18.1,,,,,,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,True,,,,,,,,,100.0,,,юго-западный,,,4.0,,,,,,,,,,,10,743,,,,18.2,,,,,10.0,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,100.0,,17.2,юго-западный,,,5.0,,,12,,,,35,,,True,1,744,,,,17.2,,,,,,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,98.1,,16.7,юго-западный,,,5.0,,,,,,,,,,,50,745,,,,16.9,,,True,,10.0,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,,,89.2,,,юго-западный,,,6.0,,,,,,,,,,,50,745,,,,17.7,,,,,10.0,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,11.0,,,,,,,,,,76.1,,,южный,,,7.0,,,,,,,,,,,50,745,,,,18.8,,,,,6.0,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,11.0,,,,,,,,,,87.4,,,южный,,19.2,5.0,,,0,,,,,,,,50,746,,,,16.5,,,,,7.0,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,95.0,,,южный,,,4.0,,,,,,,,,,,50,747,,,,16.0,,,,,7.0,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,93.8,,,южный,,,4.0,,,,,,,,,,,50,747,,,,16.3,,,,,7.0,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,91.4,,,южный,,,2.0,,,,,,,,,,,50,747,,,,16.4,,,,,10.0,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,95.6,,15.9,южный,,,4.0,,,0,,,,0,,,,50,747,,,,16.2,,,,,10.0,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,85.8,,,южный,,,5.0,,,,,,,,,,,50,747,,,,17.1,,,,,10.0,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,10.0,,,,,,,,,,82.5,,,южный,,,7.0,,,,,,,,,,,50,747,,,,17.3,,,,,9.0,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,13.0,,,,,,,,,,83.0,,,южный,,,9.0,,,,,,,,,,,50,746,,,,16.8,,,,,10.0,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,17.0,,,,,,,,,,85.1,,,южный,,17.7,11.0,,,0,,,,,,,,50,746,,,,15.9,,,,,9.0,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,16.0,,,,,,,,,,86.7,,,южный,,,12.0,,,,,,,,,,,50,746,,,,15.4,,,,,10.0,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,19.0,,,,,,,,,,89.0,,,южный,,,12.0,,,,,,,,,,,50,745,,,,14.9,,,,,10.0,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,19.0,,,,,,,,,,90.2,,,юго-восточный,,,12.0,,,,,,,,,,,50,744,,,,15.5,,,,,10.0,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,16.0,,,,,,,,,,93.2,,14.8,юго-восточный,,,10.0,,,0,,,,0,,,,50,743,,,,15.7,,,,,10.0,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,16.0,,,,,,,,,,88.6,,,юго-восточный,,,11.0,,,,,,,,,,,50,743,,,,17.5,,,,,9.0,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,19.0,,,,,,,,,,91.5,,,южный,,,12.0,,,,,,,,,,,50,742,,,,17.5,,,,,10.0,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,20.0,,,,,,,,,,92.6,,,юго-восточный,,,14.0,,,,,,,,,,,50,742,,,,17.0,,,,,10.0,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,18.0,,,,,,,,,,92.7,,,южный,,18.4,11.0,,,менее 0.1,,,True,,,,,50,742,,,,17.2,,,,,10.0,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,16.0,,,,,,,,,,96.3,,,юго-восточный,,,10.0,,,,,,,,,,,50,742,,,,17.3,,,True,,10.0,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,16.0,True,,,,,,,,,98.7,,,юго-восточный,,,10.0,,,,,,,,,,,10,742,,,,16.6,,,,,10.0,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,14.0,True,,,,,,,,,98.7,,,юго-восточный,,,8.0,,,,,,,,,,,10,742,,,,16.9,,,,,10.0,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,11.0,,,,,,,,,,98.7,,16.5,юго-восточный,,,7.0,,,3,,,,3,,,,50,742,,,,17.5,,,True,,10.0,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,11.0,True,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,,1,743,,,,17.1,,,,,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,11.0,True,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,,10,743,,,,17.5,,,,,10.0,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,True,,,,100.0,,,южный,,,6.0,,,,,,,,,,,20,743,,,,17.8,,,,,10.0,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,True,,,,,,,,,100.0,,,южный,,18.0,4.0,,,9,,,,,,,,10,742,,,,17.7,,,,,10.0,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,True,,,,,,,,,100.0,,,южный,,,3.0,,,,,,,,,,,10,742,,,,17.8,,,,,10.0,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,True,,,,,,,,,100.0,,,северо-восточный,,,2.0,,,,,,,,,,,10,742,,,,17.7,,,,,10.0,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,True,,,,,,,,,100.0,,,северный,,,7.0,,,,,,,,,,,1,738,,,,17.7,,,,,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,11.0,True,,,,,,,,,100.0,,17.3,северный,,,6.0,,,11,,,,20,,,,10,736,,,,17.6,,,,,10.0,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,11.0,,,,,,,,,,98.8,,,северо-восточный,,,4.0,,,,,,,,True,,,10,734,,,,18.6,,,,,10.0,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,20.0,,,True,,,,,,,94.1,,,юго-восточный,,,10.0,,,,,,,,,,,50,730,,,,23.4,,,,,10.0,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,41.0,,,,,,,,,,92.9,,,,,,,,,,,,,,True,,,20,725,,,,22.7,,,,,10.0,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,39.0,,,,,,,,,,88.4,,,юго-восточный,,24.5,22.0,,,5,,,,,,,,20,727,,,,21.5,,,True,,10.0,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,31.0,,,,,,,,,,82.9,,,южный,,,23.0,,,,,,,,,,,20,728,,,,20.2,,,True,,10.0,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,30.0,,,,,,,,,,91.0,,,южный,,,10.0,,,,,,,,,,,20,733,,,,18.3,,,,,10.0,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,14.0,,,,,,,,,,97.5,,,юго-восточный,,,8.0,,,,,,,,,,,20,736,,,,17.4,,,,,7.0,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,15.0,,,,,,,,,,95.7,,17.3,южный,,,7.0,,,0,,,,5,,,,50,737,,,,17.4,,,,,2.0,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,13.0,,,,,,,,,,83.4,,,южный,,,9.0,,,,,,,,,,,50,739,,,,20.0,,,,,1.0,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,19.0,,,,,,,,,,85.6,,,южный,,,12.0,,,,,,,,,,,50,740,,,,20.6,,,,,4.0,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,18.0,,,,,,,,,,83.5,,,южный,,,10.0,,,,,,,,,,,50,740,,,,20.6,,,,,1.0,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,17.0,,,,,,,,,,87.1,,,южный,,20.9,10.0,,,0,,,,,,,,50,741,,,,19.0,,,,,2.0,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,17.0,,,,,,,,,,86.4,,,южный,,,9.0,,,,,,,,,,,50,742,,,,18.2,,,,,0.0,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,14.0,,,,,,,,,,93.8,,,южный,,,7.0,,,,,,,,,,,50,743,,,,17.2,,,,,0.0,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,10.0,,,,,,,,,,98.7,,,юго-восточный,,,7.0,,,,,,,,,,,50,743,,,,16.9,,,,,4.0,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,13.0,,,,,,,,,,98.7,,16.6,юго-восточный,,,8.0,,,0,,,,0,,,,50,745,,,,16.8,,,,,2.0,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,10.0,,,,,,,,,,84.9,,,юго-восточный,,,6.0,,,,,,,,,,,50,746,,,,19.5,,,,,2.0,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,13.0,,,,,,,,,,83.9,,,южный,,,7.0,,,,,,,,,,,50,745,,,,20.0,,,,,7.0,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,83.4,,,южный,,,6.0,,,,,,,,,,,50,745,,,,20.5,,,,,9.0,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,95.1,,,юго-восточный,,21.5,6.0,,,0,,,,,,,,50,745,,,,18.5,,,,,10.0,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,98.8,,,юго-восточный,,,3.0,,,,,,,,,,,50,745,,,,17.9,,,,,10.0,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,6.0,,,,,,,,,,True,1,745,,,,17.7,,,,,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,4.0,,,,,,,,,,True,1,745,,,,17.6,,,,,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,98.1,,17.2,южный,,,3.0,,,0,,,,0,,,,10,745,,,,17.4,,,True,,10.0,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,86.0,,,южный,,,5.0,,,,,,,,,,,10,745,,,,19.2,,,True,,10.0,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,79.3,,,южный,,,3.0,,,,,,,,,,,50,745,,,,20.6,,,,,10.0,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,70.2,,,южный,,,5.0,,,,,,,,,,,50,744,,,,20.1,,,,,9.0,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,78.1,,,южный,,21.0,4.0,,,0,,,,,,,,50,744,,,,18.9,,,,,9.0,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,84.3,,,западный,,,1.0,,,,,,,,,,,50,744,,,,18.5,,,,,10.0,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,73.6,,,юго-восточный,,,3.0,,,,,,,,,,,50,743,,,,18.7,,,,,9.0,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,94.5,,,северный,,,4.0,,,,,,,,True,,,10,743,,,,17.6,,,,,10.0,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,90.9,,16.8,северный,,,3.0,,,1,,,,1,True,,,10,742,,,,16.8,,,,,10.0,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,98.1,,15.6,северный,,,4.0,,,,,,,,True,,,20,742,,,,15.8,,,,,10.0,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,5.0,,,,,,,,True,,,10,740,,,,16.1,,,,,10.0,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,12.0,,,,,,,,,,98.8,,,северный,,,8.0,,,,,,,,,,,10,737,,,,17.7,,,True,,10.0,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,15.0,,,,,,,,,,100.0,,,северный,,17.7,8.0,,,24,,,,,True,,,1,734,,,,17.2,,,,,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,19.0,,,,,,,,,,98.2,,,юго-восточный,,,11.0,,,,,,,,True,,,10,733,,,,20.9,,,,,10.0,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,29.0,,,True,,,,,,,91.8,,,,,,,,,,,,,,,,,10,730,,,,22.1,,,,,10.0,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,29.0,,,,,,,,,,98.2,,,южный,,,20.0,,,,,,,,True,,,10,730,,,,19.4,,,,,10.0,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,29.0,True,,,,,,,,,98.8,,17.2,юго-восточный,,,18.0,,,21,,,,45,,,,10,730,,,,18.6,,,,,10.0,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,24.0,,,,,,,,,,98.8,,,южный,,,15.0,,,,,,,,,,,10,731,,,,18.0,,,True,,10.0,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,22.0,,,,,,,,,,88.2,,,южный,,,13.0,,,,,,,,,,,20,732,,,,19.3,,,,,7.0,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,25.0,,,,,,,,,,85.0,,,южный,,,18.0,,,,,,,,,,,20,731,,,,19.8,,,,,6.0,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,24.0,,,,,,,,,,92.7,,,южный,,19.9,14.0,,,2,,,,,,,,20,732,,,,17.9,,,,,10.0,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,18.0,,,True,,,,,,,98.7,,,южный,,,7.0,,,,,,,,,,,20,733,,,,17.3,,,,,10.0,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,10.0,,,,,,,,,,97.5,,,юго-восточный,,,5.0,,,,,,,,,,,20,734,,,,17.5,,,,,9.0,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,11.0,,,,,,,,,,98.1,,,юго-восточный,,,7.0,,,,,,,,,,,20,735,,,,17.4,,,,,9.0,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,10.0,,,,,,,,,,74.1,,17.1,южный,,,7.0,,,менее 0.1,,,,2,,,,50,736,,,,18.6,,,,,4.0,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,66.9,,,южный,,,5.0,,,,,,,,,,,50,738,,,,21.3,,,,,4.0,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,11.0,,,,,,,,,,71.7,,,юго-восточный,,,7.0,,,,,,,,,,,50,737,,,,21.2,,,,,4.0,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,11.0,,,,,,,,,,66.9,,,юго-восточный,,,6.0,,,,,,,,,,,50,737,,,,21.2,,,,,4.0,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,11.0,,,,,,,,,,92.7,,,юго-восточный,,22.6,7.0,,,0,,,,,,,,50,738,,,,18.1,,,,,7.0,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,13.0,,,,,,,,,,95.1,,,юго-восточный,,,9.0,,,,,,,,,,,50,739,,,,17.5,,,,,10.0,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,11.0,,,,,,,,,,95.1,,,юго-восточный,,,6.0,,,,,,,,,,,50,739,,,,17.3,,,,,10.0,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,11.0,,,,,,,,,,95.7,,,юго-восточный,,,5.0,,,,,,,,,,,50,739,,,,17.0,,,,,2.0,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,93.8,,16.6,восточный,,,3.0,,,0,,,,0,,,,50,739,,,,16.8,,,,,7.0,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,69.6,,,юго-восточный,,,3.0,,,,,,,,,,,50,740,,,,19.5,,,,,9.0,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,65.1,,,северо-западный,,,1.0,,,,,,,,,,,50,740,,,,23.1,,,,,9.0,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,79.2,,,южный,,,3.0,,,,,,,,,,,50,741,,,,19.6,,,,,10.0,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,95.7,,,юго-восточный,,23.2,5.0,,,0,,,,,,,,20,742,,,,17.8,,,,,10.0,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,4.0,,,,,,,,,,,20,743,,,,17.5,,,,,10.0,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,98.7,,,северо-западный,,,3.0,,,,,,,,True,,,10,745,,,,17.0,,,,,10.0,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,12.0,,,True,,,,,,,98.7,,,северный,,,7.0,,,,,,,,,,,10,746,,,,15.2,,,,,10.0,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,13.0,,,,,,,,,,100.0,,14.4,северный,,,7.0,,,4,,,,4,,,,50,747,,,,14.4,,,,,10.0,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,14.0,,,,,,,,,,96.8,,14.2,северный,,,9.0,,,,,,,,,,,50,749,,,,14.5,,,,,10.0,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,13.0,,,,,,,,,,88.5,,,северный,,,8.0,,,,,,,,,,,50,750,,,,16.3,,,,,7.0,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,14.0,,,,,,,,,,85.8,,,северный,,,8.0,,,,,,,,,,,50,750,,,,17.2,,,,,7.0,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,14.0,,,,,,,,,,88.5,,,северный,,17.6,7.0,,,менее 0.1,,,,,True,,,50,751,,,,16.1,,,,,10.0,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,13.0,,,,,,,,,,97.4,,,северный,,,6.0,,,,,,,,True,,,10,752,,,,13.7,,,,,10.0,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,11.0,,,,,,,,,,98.7,,,северный,,,7.0,,,,,,,,,,,10,752,,,,13.4,,,True,,10.0,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,98.7,,,северный,,,6.0,,,,,,,,,,,10,752,,,,13.8,,,True,,10.0,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,98.7,,13.4,северный,,,4.0,,,3,,,,3,,,,20,752,,,,14.2,,,,,10.0,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,93.1,,,северный,,,6.0,,,,,,,,,,,50,752,,,,14.7,,,,,10.0,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,10.0,,,,,,,,,,80.8,,,северный,,,6.0,,,,,,,,,,,50,751,,,,16.1,,,,,10.0,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,11.0,,,,,,,,,,76.7,,,северный,,,7.0,,,,,,,,,,,50,750,,,,16.6,,,,,10.0,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,11.0,,,,,,,,,,86.2,,,северный,,16.7,6.0,,,менее 0.1,,,,,True,,,50,750,,,,15.4,,,,,10.0,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,12.0,True,,,,,,,,,82.8,,,северный,,,6.0,,,,,,,,,,,10,749,,,,14.9,,,,,10.0,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,13.0,True,,,,,,,,,80.5,,,северный,,,8.0,,,,,,,,,,,10,748,,,,14.3,,,,,10.0,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,16.0,,,,,,,,,,78.9,,,северный,,,9.0,,,,,,,,,,,10,747,,,,13.7,,,True,,10.0,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,18.0,,,,,,,,,,85.8,,12.2,северный,,,10.0,,,0.4,,,,0.4,True,,,20,747,,,,12.3,,,,,10.0,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,17.0,,,,,,,,,,92.3,,11.7,северный,,,9.0,,,,,,,,True,,,20,746,,,,11.7,,,,,10.0,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,17.0,,,,,,,,,,97.4,,,северный,,,7.0,,,,,,,,True,,,20,746,,,,12.0,,,,,10.0,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,18.0,,,,,,,,,,96.1,,,северный,,,9.0,,,,,,,,True,,,10,745,,,,12.0,,,,,10.0,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,17.0,,,,,,,,,,100.0,,,северный,,12.6,9.0,,,9,,,,,True,,,1,745,,,,10.6,,,,,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,17.0,,,,,,,,,,100.0,,,северный,,,9.0,,,,,,,,True,,,1,744,,,,10.7,,,,,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,17.0,,,,,,,,,,100.0,,,северный,,,10.0,,,,,,,,True,,,1,743,,,,10.8,,,,,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,16.0,,,True,,,,,,,100.0,,,северный,,,9.0,,,,,,,,,,,1,742,,,,10.8,,,,,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,17.0,,,,,,,,,,98.7,,10.5,северный,,,9.0,,,8,,,,16,,,,50,742,,,,11.0,,,True,,10.0,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,15.0,,,,,,,,,,98.0,,,северный,,,8.0,,,,,,,,True,,,50,742,,,,11.7,,,,,9.0,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,17.0,,,,,,,,,,93.0,,,северный,,,11.0,,,,,,,,,,,50,742,,,,13.1,,,True,,9.0,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,17.0,,,,,,,,,,90.7,,,северный,,,10.0,,,,,,,,,,,50,742,,,,13.9,,,True,,9.0,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,17.0,,,,,,,,,,96.8,,,северный,,14.2,8.0,,,1,,,,,,,,50,742,,,,13.6,,,,,9.0,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,14.0,,,,,,,,,,98.1,,,северный,,,8.0,,,,,,,,,,,10,743,,,,13.5,,,True,,10.0,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,13.0,,,,,,,,,,98.7,,,северный,,,7.0,,,,,,,,,,,10,743,,,,13.2,,,,,10.0,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,12.0,,,,,,,,,,98.7,,,северный,,,6.0,,,,,,,,,,,10,743,,,,12.9,,,,,10.0,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,11.0,,,,,,,,,,97.4,,12.8,северный,,,6.0,,,менее 0.1,,,,1,,,,50,743,,,,13.0,,,,,7.0,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,12.0,,,,,,,,,,90.1,,,северный,,,7.0,,,,,,,,,,,50,743,,,,14.4,,,,,7.0,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,11.0,,,,,,,,,,74.4,,,северный,,,6.0,,,,,,,,,,,50,744,,,,17.3,,,,,7.0,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,11.0,,,,,,,,,,58.1,,,северный,,,4.0,,,,,,,,,,,50,743,,,,20.2,,,,,2.0,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,60.2,,,северный,,20.4,2.0,,,0,,,,,,,,50,743,,,,19.4,,,,,2.0,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,88.0,,,юго-западный,,,2.0,,,,,,,,,,,50,744,,,,16.4,,,,,0.0,,
