timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10.0,,,,,,,,10,743,,,,31.0,18.2,,,,восточный,0.0,,,,7.0,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,16.0,,,,,,,,10,743,,,,33.5,13.2,,,,юго-восточный,0.0,,,,9.0,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,16.0,0,,,,,,,10,743,,,,32.4,16.2,,,,восточный,6.0,,,,7.0,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,0,,,,,,,10,743,,,,25.5,27.9,,,,восточный,7.0,,,33.6,4.0,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,10,744,,,,21.8,38.4,,,,северо-восточный,0.0,,,,4.0,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,10,745,,,,22.0,53.4,,,,восточный,6.0,,,,6.0,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,0,,,0,,,,10,745,,,,18.9,65.5,,18.9,,восточный,9.0,,,,6.0,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,11.0,0,,,,,,,10,745,,,,22.2,52.1,,18.9,,восточный,9.0,,,,6.0,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,10,746,,,,30.0,31.3,,,,восточный,7.0,,,,5.0,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,10,746,,,,32.6,19.9,,,,юго-восточный,9.0,,,,5.0,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,12.0,0,,,,,,,10,746,,,,30.8,25.5,,,,восточный,9.0,,,,5.0,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,0,,,,,,,10,746,,,,25.1,31.4,,,,восточный,7.0,,,33.2,5.0,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,10,746,,,,21.3,39.8,,,,восточный,0.0,,,,5.0,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,10,746,,,,20.5,36.2,,,,юго-восточный,0.0,,,,6.0,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,10.0,0,,,0,,,,10,745,,,,19.6,31.6,,19.6,,юго-восточный,9.0,,,,7.0,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,10.0,0,,,,,,,10,746,,,,20.7,27.5,,19.1,,юго-восточный,9.0,,,,7.0,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,12.0,,,,,,,,10,745,,,,23.6,28.9,,,,юго-восточный,9.0,,,,7.0,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,12.0,,,,,,,,10,744,,,,26.0,25.9,,,,юго-восточный,9.0,,,,8.0,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,12.0,0,,,,,,,10,744,,,,25.3,26.3,,,,восточный,9.0,,,,6.0,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,12.0,0,,,,,,,10,744,,,,22.9,20.8,,,,восточный,9.0,,,27.7,8.0,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,10.0,,,,,,,,10,744,,,,20.4,25.5,,,,юго-восточный,9.0,,,,3.0,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,10,743,,,,18.9,29.2,,,,восточный,9.0,,,,5.0,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,0,,,0,,,,10,744,,,,16.9,34.9,,16.9,,северо-восточный,9.0,,,,4.0,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,0,,,,,,,10,744,,,,17.6,33.9,,16.8,,восточный,9.0,,,,4.0,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,True,,,10,744,,,,19.3,34.8,,,,восточный,9.0,,,,5.0,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,10,744,,,,20.9,37.6,,,True,северо-восточный,9.0,,,,4.0,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,менее 0.1,,,,,,,10,743,,,,21.0,35.1,,,,восточный,9.0,,,,4.0,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,менее 0.1,,,,,,,10,743,,,,17.7,37.4,,,,восточный,9.0,,,21.9,4.0,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,10,743,,,,16.5,35.8,,,,восточный,7.0,,,,4.0,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,10,743,,,,13.7,45.4,,,,северо-восточный,6.0,,,,3.0,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,0,,,менее 0.1,,,,10,743,,,,12.2,54.1,,11.8,,северо-восточный,6.0,,,,4.0,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,0,,,,,,,10,743,,,,18.3,32.9,,11.8,,восточный,6.0,,,,3.0,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,10,742,,,,27.3,18.5,,,,юго-восточный,7.0,,,,6.0,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,10.0,,,,,,,,10,742,,,,27.0,20.2,,,,юго-восточный,9.0,,,,5.0,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,0,,,,,,,10,742,,,,25.7,21.5,,,,южный,9.0,,,,4.0,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,0,,,,,,,10,743,,,,21.6,33.3,,,,юго-восточный,9.0,,,28.7,2.0,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,10,744,,,,20.2,30.5,,,,юго-восточный,9.0,,,,2.0,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,10,744,,,,16.6,44.6,,,,северо-восточный,7.0,,,,2.0,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,0,,,0,,,,10,745,,,,15.4,48.2,,15.3,,северо-восточный,7.0,,,,3.0,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,0,,,,,,,10,745,,,,17.8,36.9,,15.3,,восточный,7.0,,,,1.0,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,10,745,,,,25.9,18.0,,,,восточный,2.0,,,,3.0,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,10,745,,,,27.9,15.2,,,,юго-восточный,4.0,,,,2.0,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,0,,,,,,,10,745,,,,27.0,15.5,,,,юго-восточный,2.0,,,,3.0,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,0,,,,,,,10,745,,,,20.1,21.6,,,,юго-восточный,0.0,,,27.9,3.0,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,10,745,,,,19.3,22.7,,,,южный,0.0,,,,2.0,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,10,744,,,,16.3,25.3,,,,юго-восточный,0.0,,,,2.0,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,0,,,0,,,,10,743,,,,14.1,38.0,,13.5,,южный,2.0,,,,2.0,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,0,,,,,,,10,743,,,,18.1,38.1,,13.5,,южный,9.0,,,,2.0,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,13.0,,,,,,,,10,744,,,,20.5,50.6,,,,северо-западный,9.0,,,,9.0,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,16.0,,,,,,,True,10,745,,,,12.7,85.9,,,,северо-западный,9.0,,,,6.0,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,12.0,0.3,,,,True,,,10,745,,,,16.5,53.4,,,,северо-западный,2.0,,,,7.0,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,11.0,0.3,True,,,,,,10,746,,,,12.6,67.7,,,,западный,5.0,,,24.7,3.0,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,10,746,,,,11.9,68.1,,,,западный,5.0,,,,3.0,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,10,745,,,,11.1,70.3,,,,юго-западный,5.0,,,,3.0,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,0,,,0.3,,,,10,744,,,,10.5,75.7,,10.4,,юго-западный,7.0,,,,4.0,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,10.0,0,,,,,,,10,743,,,,15.0,58.0,,10.4,,западный,9.0,,,,6.0,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,12.0,,,,,,,,10,743,,,,18.2,54.2,,,,западный,7.0,,,,7.0,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,13.0,,,,,,,,10,743,,,,20.6,42.4,,,,северо-западный,6.0,,,,8.0,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,14.0,0,,,,,,,10,743,,,,20.1,39.2,,,,северо-западный,2.0,,,,7.0,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,10.0,0,,,,,,,10,744,,,,14.8,54.8,,,,северо-западный,2.0,,,21.9,3.0,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,10,744,,,,13.6,62.6,,,,западный,0.0,,,,2.0,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,10,744,,,,12.6,67.7,,,,западный,0.0,,,,3.0,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,0,,,0,,,,10,744,,,,11.8,70.0,,11.2,,юго-западный,0.0,,,,3.0,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,0,,,,,,,10,743,,,,15.8,50.7,,11.2,,юго-западный,0.0,,,,4.0,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,12.0,,,,,,,,10,742,,,,22.1,34.2,,,,юго-западный,1.0,,,,6.0,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,12.0,,,,,,,,10,741,,,,25.2,26.3,,,,юго-западный,2.0,,,,6.0,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,12.0,0,,,,,,,10,740,,,,24.7,27.1,,,,юго-западный,6.0,,,,5.0,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,0,,,,,,,10,740,,,,21.0,45.8,,,,юго-западный,4.0,,,26.0,2.0,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,10,739,,,,18.8,51.5,,,,юго-западный,4.0,,,,3.0,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,11.0,,,,,,,,10,741,,,,16.0,69.8,,,,северный,6.0,,,,6.0,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,0,,,0,,,,10,742,,,,14.0,68.0,,14.0,,северный,7.0,,,,2.0,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,0,,,,,,,10,743,,,,15.5,52.8,,13.1,,северный,2.0,,,,4.0,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,10,744,,,,19.0,28.6,,,,северный,1.0,,,,4.0,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,10.0,,,,,,,,10,744,,,,20.6,24.3,,,,северо-западный,0.0,,,,4.0,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,0,,,,,,,10,745,,,,18.9,21.2,,,,северо-западный,1.0,,,,5.0,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,0,,,,,,,10,746,,,,12.1,34.0,,,,северный,0.0,,,20.8,3.0,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,10,747,,,,10.5,45.1,,,,северный,0.0,,,,3.0,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,10,747,,,,8.8,51.3,,,,северный,0.0,,,,2.0,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,0,,,0,,,,10,748,,,,6.6,63.6,,6.6,,северный,0.0,,,,2.0,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,0,,,,,,,10,749,,,,12.4,50.8,,5.6,,северо-восточный,0.0,,,,1.0,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,10,750,,,,18.2,32.6,,,,северный,0.0,,,,2.0,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,10,749,,,,20.5,25.0,,,,северо-восточный,0.0,,,,2.0,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,0,,,,,,,10,749,,,,19.2,27.9,,,,восточный,0.0,,,,2.0,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,0,,,,,,,10,749,,,,15.8,36.4,,,,северо-восточный,0.0,,,21.0,2.0,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,10,750,,,,13.4,41.5,,,,восточный,0.0,,,,2.0,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,10,749,,,,9.3,57.3,,,,восточный,0.0,,,,2.0,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,0,,,0,,,,10,749,,,,8.2,58.7,,8.1,,юго-восточный,2.0,,,,2.0,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,0,,,,,,,10,749,,,,14.0,45.8,,8.1,,южный,0.0,,,,2.0,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,10,749,,,,21.8,24.1,,,,южный,0.0,,,,5.0,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,10,748,,,,23.9,21.5,,,,юго-западный,1.0,,,,3.0,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,0,,,,,,,10,746,,,,23.4,22.2,,,,юго-западный,5.0,,,,3.0,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,0,,,,,,,10,746,,,,18.8,26.4,,,,юго-западный,2.0,,,24.4,3.0,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,10,745,,,,17.0,28.5,,,,юго-западный,2.0,,,,4.0,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,10,745,,,,15.6,33.3,,,,западный,5.0,,,,4.0,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,0,,,0,,,,10,745,,,,14.1,62.7,,13.7,,северо-западный,9.0,,,,4.0,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,0,,,,,,,10,747,,,,16.9,50.3,,13.1,,северный,6.0,,,,5.0,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,10.0,,,,,,,,10,747,,,,20.2,30.5,,,,северо-западный,2.0,,,,6.0,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,11.0,,,,,,,,10,747,,,,21.9,25.6,,,,северо-западный,0.0,,,,7.0,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,12.0,0,,,,,,,10,746,,,,20.8,28.9,,,,северо-западный,0.0,,,,6.0,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,10.0,0,,,,,,,10,747,,,,17.3,46.1,,,,северо-западный,5.0,,,22.0,4.0,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,10.0,,,,,,,,10,747,,,,17.5,63.1,,,,северо-западный,9.0,,,,6.0,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,10,747,,,,13.7,75.2,,,,западный,5.0,,,,3.0,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,0,,,0,,,,10,747,,,,12.5,84.2,,12.5,,западный,5.0,,,,4.0,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,0,,,,,,,10,748,,,,16.4,65.4,,12.2,,северо-западный,2.0,,,,5.0,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,12.0,,,,,,,,10,748,,,,20.7,45.5,,,,северо-западный,7.0,,,,6.0,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,11.0,,,,,,,,10,747,,,,22.4,37.2,,,,северо-западный,7.0,,,,7.0,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,11.0,0,,,,,,,10,746,,,,20.7,46.4,,,,северо-западный,9.0,,,,6.0,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,11.0,0,,,,,,,10,747,,,,16.9,61.3,,,,северо-западный,4.0,,,23.3,6.0,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,10,747,,,,13.7,74.2,,,,северо-западный,0.0,,,,5.0,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,10,747,,,,13.1,82.6,,,,северо-западный,0.0,,,,4.0,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,0,,,0,,,,10,748,,,,13.3,85.4,,12.8,,северный,7.0,,,,3.0,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,0,,,,,,,10,748,,,,14.8,78.5,,12.8,,северо-восточный,9.0,,,,3.0,,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,10,749,,,,18.5,62.5,,,,северный,9.0,,,,3.0,,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,10,748,,,,22.1,44.6,,,,северный,7.0,,,,2.0,,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,0,,,,,,,10,747,,,,20.1,53.2,,,,северо-западный,2.0,,,,3.0,,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,0,,,,,,,10,747,,,,17.9,59.9,,,,западный,2.0,,,22.6,1.0,,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,10,747,,,,15.3,71.6,,,,юго-восточный,2.0,,,,2.0,,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,10,746,,,,13.7,76.8,,,,южный,2.0,,,,2.0,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,0,,,0,,,,10,746,,,,13.6,75.2,,12.1,,южный,2.0,,,,3.0,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,0,,,,,,,10,745,,,,17.0,58.9,,12.1,,юго-западный,2.0,,,,4.0,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,11.0,,,,,,,,10,744,,,,23.1,38.5,,,,южный,2.0,,,,7.0,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,12.0,,,,,,,,10,742,,,,25.4,33.3,,,,южный,2.0,,,,7.0,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,11.0,0,,,,,,,10,739,,,,24.7,34.5,,,,южный,2.0,,,,6.0,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,0,,,,,,,10,739,,,,21.8,39.2,,,,южный,2.0,,,25.7,5.0,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,13.0,,,,,,,,10,738,,,,18.2,62.4,,,,северо-западный,6.0,,,,6.0,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,12.0,,,,,,,,10,739,,,,11.5,69.9,,,,северо-западный,7.0,,,,7.0,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,10.0,0,,,0,,,,10,739,,,,8.7,82.0,,8.7,,западный,2.0,,,,4.0,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,0,,,,,,,10,739,,,,10.0,68.6,,8.1,,западный,7.0,,,,5.0,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,10.0,,,,,,,,10,739,,,,11.4,57.9,,,,западный,9.0,,,,6.0,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,13.0,,,,,,,,10,739,,,,12.7,47.7,,,,северо-западный,7.0,,,,8.0,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,13.0,0,,,,,,,10,739,,,,11.3,56.6,,,,западный,7.0,,,,8.0,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,11.0,0.3,,,,,,,10,740,,,,8.7,72.3,,,True,северо-западный,7.0,,,13.3,6.0,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,12.0,,,,,,,,10,741,,,,7.9,79.1,,,,северо-западный,7.0,,,,7.0,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,10.0,,,,,,,,10,741,,,,7.7,84.8,,,,северо-западный,7.0,,,,6.0,,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,0.3,,,0.3,,,,10,742,,,,8.1,80.8,,7.3,,северо-западный,7.0,,,,5.0,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,11.0,0,,,,,,,10,743,,,,8.9,68.4,,7.3,,северо-западный,7.0,,,,7.0,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,11.0,,,,,,,,10,743,,,,12.3,44.6,,,,северо-западный,2.0,,,,7.0,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,11.0,,,,,,,,10,743,,,,17.0,32.5,,,,северо-западный,1.0,,,,6.0,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,12.0,0,,,,,,,10,742,,,,16.4,44.6,,,,западный,6.0,,,,6.0,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,0,,,,,,,10,743,,,,14.3,47.2,,,,западный,6.0,,,17.3,4.0,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,10,743,,,,10.9,56.1,,,,западный,4.0,,,,3.0,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,10,743,,,,7.6,72.1,,,,западный,2.0,,,,3.0,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,0,,,0,,,,10,743,,,,5.8,78.8,,5.8,,западный,2.0,,,,3.0,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,0,,,,,,,10,744,,,,10.8,72.7,,5.4,,северо-западный,2.0,,,,4.0,,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,10.0,,,,,,,,10,745,,,,15.2,42.4,,,,северо-западный,5.0,,,,7.0,,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,12.0,,,,,,,,10,745,,,,15.8,33.6,,,,северо-западный,2.0,,,,6.0,,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,10.0,0,,,,,,,10,746,,,,13.8,39.3,,,,северный,2.0,,,,4.0,,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,0,,,,,,,10,747,,,,9.0,55.6,,,,северный,0.0,,,16.5,3.0,,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,10,747,,,,8.9,58.1,,,,северо-западный,0.0,,,,1.0,,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,10,748,,,,6.2,68.8,,,,западный,0.0,,,,1.0,,,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,0,,,0,,,,10,748,,,,4.6,75.8,,4.6,,западный,0.0,,,,3.0,,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,0,,,,,,,10,748,,,,10.3,55.2,,4.5,,западный,1.0,,,,2.0,,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,10,748,,,,15.5,36.3,,,,западный,1.0,,,,3.0,,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,10,747,,,,18.3,30.4,,,,западный,2.0,,,,4.0,,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,11.0,0,,,,,,,10,746,,,,16.7,33.6,,,,западный,9.0,,,,3.0,,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,0,,,,,,,10,747,,,,13.8,43.2,,,,западный,6.0,,,18.5,2.0,,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,10,746,,,,11.9,50.3,,,,западный,0.0,,,,3.0,,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,10,747,,,,9.1,59.8,,,,западный,0.0,,,,3.0,,,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,0,,,0,,,,10,747,,,,7.2,67.1,,7.0,,западный,2.0,,,,2.0,,,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,0,,,,,,,10,748,,,,11.0,54.2,,7.0,,юго-западный,7.0,,,,2.0,,,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,10,748,,,,18.9,29.2,,,,юго-западный,6.0,,,,3.0,,,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,10,747,,,,21.6,22.8,,,,западный,0.0,,,,3.0,,,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,0,,,,,,,10,746,,,,20.0,30.4,,,,юго-западный,0.0,,,,3.0,,,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,0,,,,,,,10,746,,,,15.6,46.9,,,,юго-западный,0.0,,,21.9,2.0,,,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,10,746,,,,13.5,51.8,,,,юго-западный,0.0,,,,3.0,,,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,10,746,,,,12.8,51.3,,,,западный,5.0,,,,3.0,,,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,0,,,0,,,,10,746,,,,10.6,57.3,,10.6,,западный,2.0,,,,2.0,,,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,0,,,,,,,10,746,,,,14.1,43.0,,9.4,,западный,0.0,,,,1.0,,,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,,,10,746,,,,22.6,22.0,,,,юго-западный,1.0,,,,1.0,,,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,10,745,,,,23.5,20.1,,,,юго-восточный,0.0,,,,1.0,,,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,0,,,,,,,10,744,,,,21.2,24.3,,,,юго-восточный,2.0,,,,2.0,,,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,0,,,,,,,10,744,,,,17.7,30.2,,,,юго-восточный,2.0,,,24.0,2.0,,,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,10,744,,,,12.6,48.1,,,,восточный,0.0,,,,1.0,,,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,10,744,,,,10.3,55.2,,,,северо-восточный,0.0,,,,3.0,,,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,0,,,0,,,,10,744,,,,7.2,67.1,,7.2,,северо-восточный,0.0,,,,2.0,,,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,0,,,,,,,10,744,,,,14.4,47.5,,7.0,,восточный,0.0,,,,2.0,,,
