timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1586473200,"Четверг, 9 апреля
23:00 (UTC)",,12.0,,,,,,,,,79.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,737,,,6.0,,,,,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,12.0,,,,,,,,,83.9,,,,,северо-западный,,,2,,,,,,,,,,,,,10.0,737,,,5.3,,True,,7.0,
1586480400,"Пятница, 10 апреля
01:00 (UTC)",,,,,,,,,,,82.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,737,,,4.1,,,,,
1586484000,"Пятница, 10 апреля
02:00 (UTC)",,,,,,,,,,,87.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,737,,,2.9,,,,,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,,,91.2,,,2.7,,северо-западный,,,2,,,,0.5,,,,менее 0.1,True,,,,4.0,737,,,3.0,,,,6.0,
1586491200,"Пятница, 10 апреля
04:00 (UTC)",,,,,,,,,,,90.5,,,,,северо-западный,,,3,,,,,,,,,,,,,,738,,,3.4,,,,,
1586494800,"Пятница, 10 апреля
05:00 (UTC)",,,,,,,,,,,81.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,4.1,,,,,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,,,,,,,,,69.1,,,2.7,,северо-западный,,,3,,,,0.5,,,,,,,,,10.0,739,,,5.4,,,,2.0,
1586502000,"Пятница, 10 апреля
07:00 (UTC)",,,,,,,,,,,55.1,,,,,северо-западный,,,3,,,,,,,,,,,,,,739,,,7.0,,,,,
1586505600,"Пятница, 10 апреля
08:00 (UTC)",,,,,,,,,,,45.6,,,,,северо-западный,,,3,,,,,,,,,,,,,,740,,,7.5,,,,,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,,,,,,,,,,37.3,,,,,северный,,,4,,,,,,,,,,,,,10.0,740,,,8.1,,,,5.0,
1586512800,"Пятница, 10 апреля
10:00 (UTC)",,,,,,,,,,,35.4,,,,,северо-западный,,,3,,,,,,,,,,,,,,740,,,8.0,,,,,
1586516400,"Пятница, 10 апреля
11:00 (UTC)",,,,,,,,,,,36.5,,,,,северный,,,3,,,,,,,,,,,,,,740,,,8.1,,,,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,,,,,,,,,32.2,,,,,северо-западный,,,4,,,,,,,,,,,,,10.0,740,,,8.6,,,,7.0,
1586523600,"Пятница, 10 апреля
13:00 (UTC)",,,,,,,,,,,31.6,,,,,северо-западный,,,3,,,,,,,,,,,,,,741,,,8.2,,,,,
1586527200,"Пятница, 10 апреля
14:00 (UTC)",,,,,,,,,,,28.5,,,,,северо-западный,,,3,,,,,,,,,,,,,,740,,,8.0,,,,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,,,31.2,,,,,северо-западный,,,2,,,,0,,,,,,,,,10.0,740,,,7.8,,,,4.0,
1586538000,"Пятница, 10 апреля
17:00 (UTC)",,,,,,,,,,,42.7,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,5.6,,,,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,54.3,,,,,северо-западный,,9.5,1,,,,0,,,,,,,,,10.0,741,,,4.1,,,,4.0,
1586545200,"Пятница, 10 апреля
19:00 (UTC)",,,,,,,,,,,61.6,,,,,,,,0,,,,,,,,,,,,,,741,,,2.1,,,,,
1586548800,"Пятница, 10 апреля
20:00 (UTC)",,,,,,,,,,,67.1,,,,,западный,,,1,,,,,,,,,,,,,,741,,,0.8,,,,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,67.5,,,,,западный,,,1,,,,,,,,,,,,,10.0,741,,,0.3,,,,7.0,
1586556000,"Пятница, 10 апреля
22:00 (UTC)",,,,,,,,,,,69.1,,,,,западный,,,1,,,,,,,,,,,,,,741,,,0.4,,,,,
1586559600,"Пятница, 10 апреля
23:00 (UTC)",,,,,,,,,,,67.8,,,,,западный,,,1,,,,,,,,,,,,,,741,,,1.3,,,,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,73.4,,,,,западный,,,1,,,,,,,,,,,,,10.0,741,,,0.3,,,,10.0,
1586566800,"Суббота, 11 апреля
01:00 (UTC)",,,,,,,,,,,75.0,,,,,западный,,,1,,,,,,,,,,,,,,741,,,0.3,,,,,
1586570400,"Суббота, 11 апреля
02:00 (UTC)",,,,,,,,,,,83.1,,,,,западный,,,1,,,,,,,,,,,,,,741,,,-1.4,,,,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,81.4,,,-1.5,,западный,,,1,,,,0,,,,0.5,,,,,10.0,741,,,-0.1,,,,10.0,
1586577600,"Суббота, 11 апреля
04:00 (UTC)",,,,,,,,,,,78.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,741,,,0.7,,,,,
1586581200,"Суббота, 11 апреля
05:00 (UTC)",,,,,,,,,,,85.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,741,,,0.5,,,,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,95.0,,,-1.5,,северо-западный,,,2,,True,,0.4,,2.0,,,,,,,1.0,742,,,0.3,,,,10.0,
1586588400,"Суббота, 11 апреля
07:00 (UTC)",,,,,,,,,,,95.1,,,,,северный,,,2,,,,,,,,,,,,,,742,,,0.6,,,,,
1586592000,"Суббота, 11 апреля
08:00 (UTC)",,,,,,,,,,,93.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,743,,,0.5,,,,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,True,,,,,80.0,,,,,северный,,,2,,,,,,,,,,,,,10.0,743,,,2.6,,,,9.0,
1586599200,"Суббота, 11 апреля
10:00 (UTC)",,,,,,,,,,,64.6,,,,,северо-западный,,,3,,,,,,,,,,,,,,743,,,4.6,,,,,
1586602800,"Суббота, 11 апреля
11:00 (UTC)",,,,,,,,,,,53.9,,,,,северо-западный,,,4,,,,,,,,,,,,,,743,,,5.6,,,,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,,,,,,,52.9,,,,,северный,,,3,,,,,,,,,,,,,10.0,744,,,4.8,,True,,7.0,
1586610000,"Суббота, 11 апреля
13:00 (UTC)",,,,,,,,,,,66.0,,,,,северо-западный,,,3,,,,,,,,,,,,,,744,,,4.5,,,,,
1586613600,"Суббота, 11 апреля
14:00 (UTC)",,,,,,,,,,,60.3,,,,,северо-западный,,,3,,,,,,,,,,,,,,745,,,4.2,,,,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,11.0,,,,,,,,,59.9,,,,True,северо-западный,,,2,,,,3,,,,,,,,,10.0,745,,,4.4,,,,9.0,
1586620800,"Суббота, 11 апреля
16:00 (UTC)",,,,,,,,,,,42.9,,,,,северо-западный,,,2,,,,,,,,,,,,,,745,,,4.1,,,,,
1586624400,"Суббота, 11 апреля
17:00 (UTC)",,,,,,,,,,,37.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,746,,,3.5,,,,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,True,,,40.2,,,,,северо-западный,,6.8,2,,,,3,,,,,,,,,10.0,746,,,2.9,,,,0.0,
1586631600,"Суббота, 11 апреля
19:00 (UTC)",,,,,,,,,,,50.6,,,,,северо-западный,,,1,,,,,,,,,,,,,,746,,,1.1,,,,,
1586635200,"Суббота, 11 апреля
20:00 (UTC)",,,,,,,,,,,56.5,,,,,северо-западный,,,1,,,,,,,,,,,,,,746,,,-0.3,,,,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,63.6,,,,,западный,,,1,,,,,,,,,,,,,10.0,746,,,-1.7,,,,0.0,
1586642400,"Суббота, 11 апреля
22:00 (UTC)",,,,,,,,,,,63.5,,,,,,,,0,,,,,,,,,,,,,,746,,,-2.1,,,,,
1586646000,"Суббота, 11 апреля
23:00 (UTC)",,,,,,,,,,,63.9,,,,,западный,,,1,,,,,,,,,,,,,,746,,,-2.3,,,,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,66.3,,,,,западный,,,1,,,,,,,,,,,,,,746,,,-2.7,,,,,
1586653200,"Воскресенье, 12 апреля
01:00 (UTC)",,,,,,,,,,,67.3,,,,,западный,,,1,,,,,,,,,,,,,,746,,,-3.0,,,,,
1586656800,"Воскресенье, 12 апреля
02:00 (UTC)",,,,,,,,,,,64.8,,,,,,,,0,,,,,,,,,,,,,,746,,,-2.6,,,,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,63.2,,,-3.2,,западный,,,1,,,,0,,,,3,,,,,10.0,746,,,-1.2,,,,10.0,
1586664000,"Воскресенье, 12 апреля
04:00 (UTC)",,,,,,,,,,,57.0,,,,,западный,,,1,,,,,,,,,,,,,,746,,,0.0,,,,,
1586667600,"Воскресенье, 12 апреля
05:00 (UTC)",,,,,,,,,,,52.7,,,,,западный,,,2,,,,,,,,,,,,,,746,,,1.3,,,,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,46.8,,,-3.2,,западный,,,2,,,,0,,,,,,,,,10.0,746,,,3.4,,,,7.0,
1586674800,"Воскресенье, 12 апреля
07:00 (UTC)",,,,,,,,,,,35.1,,,,,западный,,,3,,,,,,,,,,,,,,746,,,6.4,,,,,
1586678400,"Воскресенье, 12 апреля
08:00 (UTC)",,,,,,,,,,,32.2,,,,,западный,,,3,,,,,,,,,,,,,,745,,,8.7,,,,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,,,29.6,,,,,западный,,,4,,,,,,,,,,,,,10.0,745,,,9.7,,,,6.0,
1586685600,"Воскресенье, 12 апреля
10:00 (UTC)",,,,,,,,,,,28.5,,,,,северо-западный,,,3,,,,,,,,,,,,,,745,,,9.7,,,,,
1586689200,"Воскресенье, 12 апреля
11:00 (UTC)",,,,,,,,,,,26.7,,,,,западный,,,3,,,,,,,,,,,,,,744,,,10.7,,,,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,,,,,,,,,25.6,,,,,западный,,,2,,,,,,,,,,,,,10.0,744,,,11.1,,,,6.0,
1586696400,"Воскресенье, 12 апреля
13:00 (UTC)",,,,,,,,,,,23.6,,,,,западный,,,3,,,,,,,,,,,,,,743,,,11.7,,,,,
1586700000,"Воскресенье, 12 апреля
14:00 (UTC)",,,,,,,,,,,24.0,,,,,юго-западный,,,3,,,,,,,,,,,,,,742,,,11.8,,,,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,,,26.8,,,,,западный,,,2,,,,0,,,,,,,,,10.0,742,,,10.5,,,,7.0,
1586707200,"Воскресенье, 12 апреля
16:00 (UTC)",,,,,,,,,,,27.8,,,,,юго-западный,,,3,,,,,,,,,,,,,,742,,,9.6,,,,,
1586710800,"Воскресенье, 12 апреля
17:00 (UTC)",,,,,,,,,,,32.3,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,7.4,,,,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,37.1,,,,,южный,,12.1,1,,,,0,,,,,,,,,10.0,741,,,5.6,,,,7.0,
1586718000,"Воскресенье, 12 апреля
19:00 (UTC)",,,,,,,,,,,37.1,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,5.4,,,,,
1586721600,"Воскресенье, 12 апреля
20:00 (UTC)",,,,,,,,,,,37.0,,,,,южный,,,1,,,,,,,,,,,,,,740,,,5.3,,,,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,36.9,,,,,юго-западный,,,2,,,,,,,,,,,,,10.0,740,,,5.6,,,,9.0,
1586728800,"Воскресенье, 12 апреля
22:00 (UTC)",,,,,,,,,,,36.0,,,,,юго-западный,,,2,,,,,,,,,,,,,,739,,,5.6,,,,,
1586732400,"Воскресенье, 12 апреля
23:00 (UTC)",,,,,,,,,,,38.4,,,,,южный,,,2,,,,,,,,,,,,,,739,,,4.8,,,,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,37.3,,,,,южный,,,2,,,,,,,,,,,,,10.0,738,,,5.3,,,,9.0,
1586739600,"Понедельник, 13 апреля
01:00 (UTC)",,,,,,,,,,,35.8,,,,,южный,,,3,,,,,,,,,,,,,,738,,,5.8,,,,,
1586743200,"Понедельник, 13 апреля
02:00 (UTC)",,,,,,,,,,,35.2,,,,,южный,,,3,,,,,,,,,,,,,,737,,,5.7,,,,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,34.4,,,4.8,,южный,,,3,,,,0,,,,0,,,,,10.0,736,,,5.6,,,,9.0,
1586750400,"Понедельник, 13 апреля
04:00 (UTC)",,,,,,,,,,,33.7,,,,,южный,,,3,,,,,,,,,,,,,,736,,,6.0,,,,,
1586754000,"Понедельник, 13 апреля
05:00 (UTC)",,,,,,,,,,,33.1,,,,,южный,,,3,,,,,,,,,,,,,,735,,,6.6,,,,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,,,30.8,,,4.8,,южный,,,3,,,,0,,,,,,,,,10.0,735,,,8.1,,,,9.0,
1586761200,"Понедельник, 13 апреля
07:00 (UTC)",,,,,,,,,,,28.5,,,,,южный,,,3,,,,,,,,,,,,,,734,,,10.5,,,,,
1586764800,"Понедельник, 13 апреля
08:00 (UTC)",,,,,,,,,,,27.5,,,,,южный,,,3,,,,,,,,,,,,,,734,,,12.2,,,,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,11.0,,,,,,,,,24.4,,,,,южный,,,4,,,,,,,,,,,,,20.0,733,,,14.3,,,,2.0,
1586772000,"Понедельник, 13 апреля
10:00 (UTC)",,13.0,,,,,,,,,20.9,,,,,южный,,,4,,,,,,,,,,,,,,732,,,16.3,,,,,
1586775600,"Понедельник, 13 апреля
11:00 (UTC)",,13.0,,,,,,,,,21.6,,,,,южный,,,4,,,,,,,,,,,,,,731,,,16.8,,,,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,13.0,,,,,,,,,21.0,,,,,южный,,,5,,,,,,,,,,,,,20.0,730,,,17.8,,,,0.0,
1586782800,"Понедельник, 13 апреля
13:00 (UTC)",,,,,,,,,,,21.9,,,,,юго-западный,,,4,,,,,,,,,,,,,,729,,,18.5,,,,,
1586786400,"Понедельник, 13 апреля
14:00 (UTC)",,,,,,,,,,,24.6,,,,,южный,,,4,,,,,,,,,,,,,,729,,,17.8,,,,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,11.0,,,,,,,,,25.2,,,,,южный,,,3,,,,0,,,,,,,,,10.0,728,,,17.4,,,,7.0,
1586793600,"Понедельник, 13 апреля
16:00 (UTC)",,,,,,,,,,,27.2,,,,,юго-западный,,,2,,,,,,,,,,,,,,728,,,16.8,,,,,
1586797200,"Понедельник, 13 апреля
17:00 (UTC)",,12.0,,,,,,,,,43.1,,,,,юго-западный,,,2,,,,,,,,,,,,,,728,,,14.6,,,,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,12.0,,,,,,,,,56.2,,,,,южный,,18.7,2,,,,0.3,,,,,,True,,,10.0,728,,,12.8,,,,10.0,
1586804400,"Понедельник, 13 апреля
19:00 (UTC)",,12.0,,,,,,,,,63.6,,,,,юго-западный,,,3,,,,,,,,,,,,,,728,,,12.1,,,,,
1586808000,"Понедельник, 13 апреля
20:00 (UTC)",,12.0,,,,,,,,,93.3,,,,,северо-западный,,,3,,,,,,,,,,,,,,728,,,6.2,,,,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,11.0,,,,,True,,,,95.2,,,,,западный,,,2,,,,,,,,,,,,,10.0,728,,,5.4,,,,10.0,
1586815200,"Понедельник, 13 апреля
22:00 (UTC)",,12.0,,,,,,,,,92.6,,,,,западный,,,2,,,,,,,,,,,,,,729,,,4.4,,,,,
1586818800,"Понедельник, 13 апреля
23:00 (UTC)",,,,,,,,,,,93.8,,,,,западный,,,1,,,,,,,,,,,,,,729,,,3.9,,,,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,,91.9,,,,,западный,,,3,,,,,,,,,,,,,10.0,729,,,3.9,,True,,10.0,
1586826000,"Вторник, 14 апреля
01:00 (UTC)",,,,,,,,,,,89.2,,,,,западный,,,2,,,,,,,,,,,,,,730,,,3.3,,,,,
1586829600,"Вторник, 14 апреля
02:00 (UTC)",,,,,,,,,,,86.7,,,,,западный,,,2,,,,,,,,,,,,,,730,,,3.0,,,,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,,,,,,86.6,,,2.2,,западный,,,2,,,,,,,,0.3,,,,,10.0,731,,,2.2,,,,10.0,
1586836800,"Вторник, 14 апреля
04:00 (UTC)",,,,,,,,,,,85.3,,,,,западный,,,3,,,,,,,,,,,,,,731,,,1.3,,,,,
1586840400,"Вторник, 14 апреля
05:00 (UTC)",,,,,,,,,,,83.4,,,,,западный,,,3,,,,,,,,,,,,,,732,,,1.5,,,,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,77.6,,,1.3,,западный,,,2,,,,5,,,,,,,,,10.0,732,,,2.1,,,,10.0,
1586847600,"Вторник, 14 апреля
07:00 (UTC)",,,,,,,,,,,70.0,,,,,западный,,,3,,,,,,,,,,,,,,733,,,2.4,,,,,
1586851200,"Вторник, 14 апреля
08:00 (UTC)",,,,,,,,,,,66.5,,,,,западный,,,4,,,,,,,,,,,,,,733,,,2.6,,,,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,,59.3,,,,,западный,,,2,,,,,,,,,,,,,10.0,733,,,3.7,,,,10.0,
1586858400,"Вторник, 14 апреля
10:00 (UTC)",,,,,,,,,,,54.3,,,,,западный,,,2,,,,,,,,,,,,,,733,,,4.0,,,,,
1586862000,"Вторник, 14 апреля
11:00 (UTC)",,,,,,,,,,,50.9,,,,,западный,,,2,,,,,,,,,,,,,,733,,,4.7,,,,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,,,,,,,43.9,,,,True,юго-западный,,,2,,,,,,,,,,,,,10.0,733,,,5.4,,,,9.0,
1586869200,"Вторник, 14 апреля
13:00 (UTC)",,,,,,,,,,,31.7,,,,,западный,,,2,,,,,,,,,,,,,,733,,,6.9,,,,,
1586872800,"Вторник, 14 апреля
14:00 (UTC)",,,,,,,,,,,39.4,,,,,западный,,,3,,,,,,,,,,,,,,734,,,5.2,,,,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,11.0,,,,,,,,,31.7,,,,,западный,,,3,,,,менее 0.1,,,,,,,,,10.0,733,,,6.3,,,,7.0,
1586880000,"Вторник, 14 апреля
16:00 (UTC)",,,,,,,,,,,35.9,,,,,западный,,,2,,,,,,,,,,,,,,733,,,5.4,,,,,
1586883600,"Вторник, 14 апреля
17:00 (UTC)",,,,,,,,,,,41.6,,,,,западный,,,1,,,,,,,,,,,,,,734,,,4.1,,,,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,52.5,,,,,юго-западный,,7.6,1,,,,менее 0.1,,,,,,,,,10.0,734,,,2.0,,,,4.0,
1586890800,"Вторник, 14 апреля
19:00 (UTC)",,,,,,,,,,,57.8,,,,,западный,,,1,,,,,,,,,,,,,,734,,,1.3,,,,,
1586894400,"Вторник, 14 апреля
20:00 (UTC)",,,,,,,,,,,58.1,,,,,западный,,,2,,,,,,,,,,,,,,734,,,2.3,,,,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,,69.2,,,,,западный,,,1,,,,,,,,,,,,,10.0,734,,,0.7,,,,2.0,
1586901600,"Вторник, 14 апреля
22:00 (UTC)",,,,,,,,,,,81.2,,,,,западный,,,1,,,,,,,,,,,,,,734,,,-1.4,,,,,
1586905200,"Вторник, 14 апреля
23:00 (UTC)",,,,,,,,,,,83.7,,,,,западный,,,1,,,,,,,,,,,,,,733,,,-1.2,,,,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,88.9,,,,,западный,,,2,,,,,,,,,,,,,10.0,733,,,-0.7,,,,4.0,
1586912400,"Среда, 15 апреля
01:00 (UTC)",,,,,,,,,,,88.9,,,,,западный,,,2,,,,,,,,,,,,,,733,,,-0.2,,,,,
1586916000,"Среда, 15 апреля
02:00 (UTC)",,,,,,,,,,,88.9,,,,,западный,,,1,,,,,,,,,,,,,,733,,,-0.3,,,,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,90.9,,,-1.6,,западный,,,2,,,,менее 0.1,,,,5,,,,,4.0,733,,,-0.3,,,,10.0,True
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,78.1,,,-1.6,,западный,,,3,,,,менее 0.1,,,,,,,,,4.0,732,,,1.4,,,,10.0,True
1586934000,"Среда, 15 апреля
07:00 (UTC)",,,,,,,,,,,76.4,,,,,западный,,,3,,,,,,,,,,,,,,732,,,1.6,,,,,
1586937600,"Среда, 15 апреля
08:00 (UTC)",,,,,,,,,,,79.4,,,,,западный,,,3,,,,,,,,,,,,,,732,,,2.2,,,,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,55.1,,,,,западный,,,4,,,,,,,,,,,,,10.0,731,,,4.2,,True,,9.0,
1586944800,"Среда, 15 апреля
10:00 (UTC)",,,,,,,,,,,51.3,,,,,западный,,,3,,,,,,,,,,,,,,731,,,4.7,,,,,
1586948400,"Среда, 15 апреля
11:00 (UTC)",,,,,,,,,,,73.9,,,,,западный,,,4,,,,,,,,,,,,,,731,,,3.1,,,,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,11.0,,,,,,,,,89.8,,,,True,западный,,,3,,,,,,,,,,,,,10.0,731,,,2.1,,,,10.0,
1586955600,"Среда, 15 апреля
13:00 (UTC)",,,,,,,,,,,92.4,,,,,юго-западный,,,3,,,,,,,,,,,,,,731,,,2.2,,,,,
1586959200,"Среда, 15 апреля
14:00 (UTC)",,,,,,,,,,,92.4,,,,,юго-западный,,,2,,,,,,,,,,,,,,731,,,2.4,,,,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,,,,91.1,,,,,западный,,,3,,,,2,,,,,,True,,,4.0,731,,,2.6,,,,10.0,
1586966400,"Среда, 15 апреля
16:00 (UTC)",,,,,,,,,,,91.8,,,,,западный,,,3,,,,,,,,,,,,,,731,,,2.3,,,,,
1586970000,"Среда, 15 апреля
17:00 (UTC)",,,,,,,,,,,91.1,,,,,западный,,,3,,,,,,,,,,,,,,730,,,2.2,,,,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,True,,,,,,,,93.8,,,,,западный,,4.8,2,,,,2,,,,,,,,,4.0,731,,,2.0,,,,10.0,
1586977200,"Среда, 15 апреля
19:00 (UTC)",,,,,,,,,,,95.8,,,,,западный,,,2,,,,,,,,,,,,,,730,,,1.7,,,,,
1586980800,"Среда, 15 апреля
20:00 (UTC)",,,,,,,,,,,95.1,,,,,западный,,,2,,,,,,,,,,,,,,730,,,2.3,,,,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,True,,,,,,,,94.5,,,,,западный,,,3,,,,,,,,,,,,,4.0,730,,,2.8,,,,10.0,
1586988000,"Среда, 15 апреля
22:00 (UTC)",,,,,,,,,,,93.8,,,,,западный,,,2,,,,,,,,,,,,,,730,,,2.8,,,,,
1586991600,"Среда, 15 апреля
23:00 (UTC)",,,,,,,,,,,92.5,,,,,западный,,,2,,,,,,,,,,,,,,730,,,2.6,,,,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,91.1,,,,,западный,,,2,,,,,,,,,,,,,10.0,731,,,2.1,,True,,0.0,
1586998800,"Четверг, 16 апреля
01:00 (UTC)",,,,,,,,,,,94.4,,,,,западный,,,2,,,,,,,,,,,,,,731,,,1.2,,,,,
1587002400,"Четверг, 16 апреля
02:00 (UTC)",,,,,,,,,,,92.4,,,,,западный,,,2,,,,,,,,,,,,,,730,,,1.2,,,,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,,93.7,,,1.1,,западный,,,2,,,,0.4,,,,2,,,,,10.0,730,,,1.5,,,,9.0,
1587009600,"Четверг, 16 апреля
04:00 (UTC)",,,,,,,,,,,94.5,,,,,юго-западный,,,2,,,,,,,,,,,,,,729,,,2.7,,,,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,86.2,,,1.1,,юго-западный,,,4,,,,0.4,,,,,,,,,10.0,727,,,4.3,,,,10.0,
1587020400,"Четверг, 16 апреля
07:00 (UTC)",,,,,,,,,,,82.7,,,,,юго-западный,,,4,,,,,,,,,,,,,,725,,,4.9,,,,,
1587024000,"Четверг, 16 апреля
08:00 (UTC)",,,,,,,,,,,87.5,,,,,юго-западный,,,4,,,,,,,,,,,,,,724,,,4.9,,,,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,12.0,,,,,,,,,91.3,,,,,юго-западный,,,4,,,,,,,,,,True,,,4.0,723,,,4.7,,,,10.0,
1587031200,"Четверг, 16 апреля
10:00 (UTC)",,,,,,,,,,,90.7,,,,,западный,,,4,,,,,,,,,,,,,,723,,,5.0,,,,,
1587034800,"Четверг, 16 апреля
11:00 (UTC)",,,,,,,,,,,84.6,,,,,западный,,,5,,,,,,,,,,,,,,722,,,6.0,,,,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,12.0,,,,,,,,,81.1,,,,,западный,,,4,,,,,,,,,,True,,,4.0,723,,,6.3,,,,10.0,
1587042000,"Четверг, 16 апреля
13:00 (UTC)",,14.0,,,,,,,,,78.5,,,,,западный,,,4,,,,,,,,,,,,,,723,,,7.5,,,,,
1587045600,"Четверг, 16 апреля
14:00 (UTC)",,14.0,,,,,,,,,60.5,,,,,западный,,,4,,,,,,,,,,,,,,723,,,8.6,,,,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,14.0,,,,,True,,,,83.4,,,,,западный,,,2,,,,4,,,,,,,,,10.0,723,,,5.8,,,,7.0,
1587052800,"Четверг, 16 апреля
16:00 (UTC)",,14.0,,,,,,,,,67.1,,,,,западный,,,3,,,,,,,,,,,,,,724,,,7.3,,,,,
1587056400,"Четверг, 16 апреля
17:00 (UTC)",,14.0,,,,,,,,,48.2,,,,,западный,,,5,,,,,,,,,,,,,,725,,,7.0,,,,,
