timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Поземок (слабый или умеренный),Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый,Туман (с отложением изморози). Небо не видно
1586239200,"Вторник, 7 апреля
06:00 (UTC)",,11.0,,,,,,,,46.1,,,северный,,,7.0,,,,,,,,10,756,,,1.1,,,,,2.0,,,
1586250000,"Вторник, 7 апреля
09:00 (UTC)",,11.0,,,,,,,,30.7,,,северный,,,6.0,,,,,,,,10,755,,,3.8,,,,,6.0,,,
1586260800,"Вторник, 7 апреля
12:00 (UTC)",,11.0,,,,,,,,24.0,,,северо-западный,,,6.0,,,,,,,,10,754,,,4.8,,,,,7.0,,,
1586271600,"Вторник, 7 апреля
15:00 (UTC)",,11.0,,,,,,,,26.3,,,северо-западный,,5.4,6.0,,0,,,,,,10,753,,,3.8,,,,,2.0,,,
1586282400,"Вторник, 7 апреля
18:00 (UTC)",,9.0,,,,,,,,41.6,,,юго-западный,,,4.0,,,,,,,,10,752,,,-1.1,,,,,6.0,,,
1586293200,"Вторник, 7 апреля
21:00 (UTC)",,5.0,,,,,,,,41.2,,,западный,,,3.0,,,,,,,,10,751,,,-0.1,,,,,10.0,,,
1586304000,"Среда, 8 апреля
00:00 (UTC)",,7.0,,,,,,,,41.1,,,западный,,,4.0,,,,,,,,10,749,,,0.6,,,,,10.0,,,
1586314800,"Среда, 8 апреля
03:00 (UTC)",,7.0,,,,,,,,45.1,-1.9,,южный,,,2.0,,0,,0,,,,10,747,,,1.4,,,,,10.0,,,
1586325600,"Среда, 8 апреля
06:00 (UTC)",,10.0,,,,,,,,42.2,,,западный,,,7.0,,,,,,,,10,744,,,8.3,,,,,7.0,,,
1586336400,"Среда, 8 апреля
09:00 (UTC)",,11.0,,,,,,,,28.2,,,западный,,,8.0,,,,,,,,20,742,,,15.3,,,,,7.0,,,
1586347200,"Среда, 8 апреля
12:00 (UTC)",,14.0,,,,,,,,20.8,,,западный,,,9.0,,,,,,,,20,741,,,16.9,,,,,7.0,,,
1586358000,"Среда, 8 апреля
15:00 (UTC)",,13.0,,,,,,,,25.3,,,северо-западный,,17.5,7.0,,0,,,,,,20,740,,,15.0,,,,,10.0,,,
1586368800,"Среда, 8 апреля
18:00 (UTC)",,9.0,,,,,,,,43.2,,,западный,,,4.0,,,,,,,,10,741,,,8.5,,,,,6.0,,,
1586379600,"Среда, 8 апреля
21:00 (UTC)",,6.0,,,,,,,,47.4,,,северо-западный,,,4.0,,,,,,,,10,742,,,9.2,,,,,7.0,,,
1586390400,"Четверг, 9 апреля
00:00 (UTC)",,6.0,,,,,,,,60.2,,,северный,,,2.0,,,,,,,,10,743,,,5.4,,,,,7.0,,,
1586401200,"Четверг, 9 апреля
03:00 (UTC)",,4.0,,,,,,,,68.9,3.0,,северо-западный,,,2.0,,0,,0,,,,10,744,,,4.1,,,,,7.0,,,
1586412000,"Четверг, 9 апреля
06:00 (UTC)",,3.0,,,,,,,,49.5,,,северный,,,2.0,,,,,,,,10,745,,,10.1,,,,,5.0,,,
1586422800,"Четверг, 9 апреля
09:00 (UTC)",,7.0,,,,,,,,32.2,,,западный,,,2.0,,,,,,,,10,744,,,15.3,,,,,2.0,,,
1586433600,"Четверг, 9 апреля
12:00 (UTC)",,9.0,,,,,,,,30.1,,,западный,,,6.0,,,,,,,,10,743,,,16.6,,,,,5.0,,,
1586444400,"Четверг, 9 апреля
15:00 (UTC)",,10.0,,,,,,,,36.5,,,западный,,17.5,4.0,,0,,,,,,10,742,,,14.5,,,,,5.0,,,
1586455200,"Четверг, 9 апреля
18:00 (UTC)",,6.0,,,,,,,,49.3,,,юго-западный,,,5.0,,,,,,,,10,742,,,9.6,,,,,4.0,,,
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,7.0,,,,,,,,59.3,,,юго-западный,,,5.0,,,,,,,,10,742,,,7.2,,,,,4.0,,,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,9.0,,,,,,,,63.4,,,южный,,,7.0,,,,,,,,10,741,,,5.7,,,,,2.0,,,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,10.0,,,,,,,,57.4,5.4,,юго-западный,,,8.0,,0,,0,,,,10,740,,,6.4,,,,,10.0,,,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,14.0,,,,,,,,45.2,,,юго-западный,,,10.0,,,,,,,,10,739,,,10.9,,,,,10.0,,,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,16.0,,,,,,,,36.4,,,юго-западный,,,11.0,,,,,,,,10,739,,,15.2,,,,,10.0,,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,,,,,,,,33.1,,,юго-западный,,,11.0,,,,,,,,10,738,,,15.7,,,,,10.0,,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,17.0,,,,,,,,74.1,,,западный,,16.5,7.0,,0.3,,,True,,,4,739,,,9.9,,,,,10.0,,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,5.0,,,,True,,,,94.0,,,западный,,,1.0,,,,,,,,4,740,,,7.6,,,,,10.0,,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,7.0,True,,,,,,,95.2,,,северный,,,4.0,,,,,,,,4,739,,,5.4,,,,,10.0,,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,8.0,True,,,,,,,93.2,,,северный,,,5.0,,,,,,,,4,739,,,3.4,,,,,10.0,,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,9.0,True,,,,,,,94.5,2.5,,северо-восточный,,,4.0,,10,,10,,,,4,739,,,2.6,,,,,10.0,,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,8.0,,,,,,,,96.5,1.1,,северо-восточный,,,5.0,,,,,,,,4,739,,,1.2,,,True,,10.0,,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,9.0,,,,,,,,97.9,,,северо-восточный,,,4.0,,,,,,,,1,739,,,0.5,,True,,,10.0,,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,11.0,,,,,,,,97.8,,,северный,,,6.0,,,,,,,,1,739,,,-0.1,,True,,,10.0,,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,11.0,,,,,,,,97.1,,,северо-восточный,,2.6,7.0,,13,,,,,,1,739,,,-0.7,,True,,,10.0,,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,11.0,,,,,,,,98.6,,,северо-восточный,,,7.0,,,,,,,,1,739,,,-0.9,,True,,,10.0,,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,11.0,,,,,,,,97.1,,,северо-восточный,,,8.0,,,,,,,,1,738,,,-0.7,,True,,,10.0,,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,13.0,,,,,,,,97.1,,,северный,,,9.0,,,,,,,,1,737,,,-0.8,,True,,,10.0,,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,15.0,,,,,,,,100.0,-1.4,,северный,,,10.0,,11,12.0,11,,,,1,737,,,-1.2,,True,,,,,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,16.0,,,,,,,,94.3,-1.5,,северный,,,10.0,,,,,,,,1,738,,,-1.4,,True,,,,,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,17.0,,,,,,,,82.0,,,северный,,,12.0,,,,,,,,4,739,,,0.1,,,True,,10.0,,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,19.0,,,,,,,,79.2,,,северный,,,11.0,,,,,,,,10,739,,,0.9,,,,True,10.0,,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,20.0,,,,,,,,62.0,,,северный,,2.2,10.0,,3,,,,,,10,740,,,1.9,,,,,10.0,,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,17.0,,,,,,,,54.7,,,северный,,,10.0,,,,,,,,10,741,,,0.9,,,,,6.0,,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,13.0,,,,,,,,56.4,,,северный,,,7.0,,,,,,,,10,742,,,-0.6,,,,,6.0,,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,10.0,,,,,,,,59.3,,,северо-западный,,,4.0,,,,,,,,10,742,,,-3.2,,,,,2.0,,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,9.0,,,,,,,,54.5,-4.1,,северный,,,6.0,,0,9.0,3,,,,10,742,,,-2.7,,,,,0.0,,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,9.0,,,,,,,,46.5,,,северо-западный,,,5.0,,,,,,,,10,743,,,1.2,,,,,0.0,,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,11.0,,,,,,,,35.4,,,северный,,,6.0,,,,,,,,10,743,,,3.8,,,,,0.0,,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,9.0,,,,,,,,31.3,,,западный,,,2.0,,,,,,,,10,742,,,7.3,,,,,0.0,,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,8.0,,,,,,,,58.1,,,юго-западный,,8.0,6.0,,0,,,,,,10,742,,,2.5,,,,,2.0,,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,8.0,,,,,,,,59.2,,,южный,,,5.0,,,,,,,,10,742,,,1.4,,,,,4.0,,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,8.0,,,,,,,,62.6,,,южный,,,6.0,,,,,,,,10,741,,,2.2,,,,,10.0,,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,7.0,,,,,,,,63.1,,,южный,,,3.0,,,,,,,,10,740,,,2.5,,,,,10.0,,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,8.0,,,,,,,,62.6,0.5,,юго-восточный,,,3.0,,0,5.0,0,,,,10,740,,,2.2,,,,,10.0,,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,7.0,,,,,,,,58.9,,,юго-восточный,,,3.0,,,,,,,,10,740,,,5.4,,,,,7.0,,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,11.0,,,,,,,,57.1,,,юго-западный,,,8.0,,,,,,,,10,739,,,8.6,,,,,7.0,,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,11.0,,,,,,,,53.6,,,южный,,,8.0,,,,,,,,10,738,,,11.8,,,,,10.0,,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,11.0,,,,,,,,57.9,,,южный,,12.6,8.0,,0,,,,,,10,738,,,9.8,,,,,10.0,,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,10.0,,,,,,,,65.3,,,юго-западный,,,7.0,,,,,,,,10,738,,,7.8,,,,,10.0,,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,11.0,,,,,,,,65.0,,,южный,,,8.0,,,,,,,,10,738,,,6.5,,,,,7.0,,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,11.0,,,,,,,,71.0,,,южный,,,7.0,,,,,,,,10,737,,,4.6,,,,,7.0,,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,11.0,,,,,,,,55.9,4.3,,южный,,,6.0,,0,1.0,0,,,,10,736,,,5.6,,,,,10.0,,,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,11.0,,,,,,,,49.1,,,южный,,,8.0,,,,,,,,10,734,,,8.9,,,,,7.0,,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,11.0,,,True,,,,,56.4,,,южный,,,8.0,,,,,,,,10,732,,,8.8,,,,,10.0,,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,15.0,True,,,,,,,84.1,,,южный,,,9.0,,,,,,,,4,730,,,7.0,,,,,10.0,,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,15.0,,,,,,,,94.4,,,западный,,9.4,9.0,,4,,,,,,4,731,,,0.8,,,True,,10.0,,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,13.0,,,,,,,,88.4,,,западный,,,5.0,,,,,,True,,4,733,,,0.5,,,,,2.0,,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,11.0,,,,,,,,92.3,,,западный,,,7.0,,,,,,True,,4,734,,,0.5,,,,,7.0,,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,10.0,,,,,,,,91.6,,,западный,,,6.0,,,,,,True,,4,734,,,-0.5,,,,,0.0,,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,9.0,,,,,,,,87.6,-0.8,,юго-западный,,,6.0,,менее 0.1,,4,,True,,4,734,,,-0.3,,,,,2.0,,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,11.0,,,,,,,,82.3,,,юго-западный,,,9.0,,,,,,,,10,734,,,2.4,,,,,10.0,,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,14.0,,,,,,,,74.1,,,юго-западный,,,11.0,,,,,,,,10,733,,,4.3,,,,,10.0,,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,16.0,,,,,,,,69.1,,,юго-западный,,,9.0,,,,,,,,10,732,,,5.3,,,,,10.0,,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,15.0,,,,,,,,74.1,,,юго-западный,,6.1,8.0,,0,,,,,,10,731,,,4.4,,,,,10.0,,,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,15.0,True,,,,,,,87.9,,,южный,,,10.0,,,,,,,,4,729,,,3.0,,,,,10.0,,,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,14.0,True,,,,,,,93.1,,,юго-западный,,,9.0,,,,,,,,4,726,,,2.9,,,,,10.0,,,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,13.0,True,,,,,,,94.5,,,южный,,,8.0,,,,,,,,4,724,,,2.9,,,,,10.0,,,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,10.0,True,,,,,,,91.9,2.4,,западный,,,6.0,,3,,3,,,,4,724,,,4.0,,,,,10.0,,,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,11.0,,,,,,,,79.1,,,западный,,,7.0,,,,,,,,10,725,,,4.6,,,,True,10.0,,,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,11.0,,,,True,,,,78.8,,,западный,,,8.0,,,,,,,,4,727,,,6.3,,,,,10.0,,,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,14.0,,,,,,,,74.8,,,северо-западный,,,9.0,,,,,,,,10,729,,,5.2,,,,True,10.0,,,
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,13.0,,,,,,,,62.9,,,западный,,7.5,7.0,,0.4,,,,,,10,731,,,5.3,,,,,9.0,,,
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,11.0,,,,,,,,82.4,,,западный,,,4.0,,,,,,,,10,733,,,2.7,,,,,10.0,,,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,8.0,,,,,,,,81.7,,,западный,,,6.0,,,,,,,,10,733,,,2.1,,,,,10.0,,,
1587168000,"Суббота, 18 апреля
00:00 (UTC)",,8.0,,,,,,,,94.4,,,западный,,,5.0,,,,,,True,,4,733,,,1.2,,,,,10.0,,,
1587178800,"Суббота, 18 апреля
03:00 (UTC)",,8.0,,,,,,,,89.1,1.0,,западный,,,5.0,,0.3,,0.7,,True,,4,734,,,1.8,,,,,10.0,,,
1587189600,"Суббота, 18 апреля
06:00 (UTC)",,10.0,,,,,,,,81.2,,,западный,,,7.0,,,,,,,,10,735,,,3.0,,,,,10.0,,,
1587200400,"Суббота, 18 апреля
09:00 (UTC)",,10.0,,,,,,,,53.8,,,западный,,,6.0,,,,,,,,10,736,,,6.6,,,,,9.0,,,
1587211200,"Суббота, 18 апреля
12:00 (UTC)",,13.0,,,,,,,,59.9,,,западный,,,5.0,,,,,,,,10,736,,,6.2,,,,True,10.0,,,
1587222000,"Суббота, 18 апреля
15:00 (UTC)",,11.0,,,,,,,,63.4,,,западный,,8.4,7.0,,3,,,,,,10,737,,,5.5,,,,True,7.0,,,
1587232800,"Суббота, 18 апреля
18:00 (UTC)",,11.0,,,,,,,,84.6,,,западный,,,4.0,,,,,,,,10,739,,,1.0,,,,True,6.0,,,
1587243600,"Суббота, 18 апреля
21:00 (UTC)",,6.0,,,,,,,,83.9,,,юго-западный,,,5.0,,,,,,,,10,740,,,0.2,,,,,2.0,,,
1587254400,"Воскресенье, 19 апреля
00:00 (UTC)",,7.0,,,,,,,,84.4,,,западный,,,4.0,,,,,,,,10,741,,,-1.1,,,,,4.0,,,
1587265200,"Воскресенье, 19 апреля
03:00 (UTC)",,6.0,,,,,,,,83.9,-1.4,,юго-западный,,,3.0,,0,,3,,,,10,742,,,0.2,,,,,4.0,,,
1587276000,"Воскресенье, 19 апреля
06:00 (UTC)",,7.0,,,,,,,,73.2,,,юго-западный,,,6.0,,,,,,,,10,742,,,5.1,,,,,6.0,,,
1587286800,"Воскресенье, 19 апреля
09:00 (UTC)",,10.0,,,,,,,,54.4,,,юго-западный,,,6.0,,,,,,,,10,743,,,7.4,,,,,10.0,,,
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,9.0,,,,,,,,47.4,,,юго-западный,,,5.0,,,,,,,,10,743,,,8.0,,,,,10.0,,,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,9.0,,,,,,,,51.5,,,западный,,8.4,3.0,,0,,,,,,10,743,,,6.9,,,,,10.0,,,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,3.0,,,,,,,,68.3,,,южный,,,1.0,,,,,,,,10,744,,,3.6,,,,,10.0,,,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,6.0,,,,,,,,72.9,,,южный,,,3.0,,,,,,,,10,744,,,3.5,,,,,7.0,,,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,5.0,,,,,,,,77.2,,,юго-восточный,,,2.0,,,,,,,,10,743,,,2.8,,,,,7.0,,,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,3.0,,,,,,,,78.2,1.0,,юго-восточный,,,1.0,,0,,0,,,,10,743,,,2.1,,,,,6.0,,,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,6.0,,,,,,,,61.7,,,юго-восточный,,,3.0,,,,,,,,10,743,,,7.8,,,,,10.0,,,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,5.0,,,,,,,,55.7,,,южный,,,1.0,,,,,,,,10,743,,,7.7,,,,,10.0,,,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,9.0,,,,,,,,55.6,,,северо-восточный,,,4.0,,,,,,,,10,742,,,9.0,,,,,10.0,,,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,7.0,,,,,,,,62.6,,,северо-восточный,,9.6,4.0,,0,,,,,,10,742,,,7.9,,,,,10.0,,,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,7.0,,,,,,,,78.8,,,восточный,,,4.0,,,,,,,,10,742,,,6.0,,,,,10.0,,,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,8.0,True,,,,,,,82.7,,,восточный,,,6.0,,,,,,,,4,740,,,5.2,,,,,10.0,,,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,11.0,True,,,,,,,89.9,,,северо-восточный,,,7.0,,,,,,,,4,738,,,3.9,,,,,10.0,,,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,14.0,,,,,,,,96.5,0.8,,северо-восточный,,,8.0,,5,,5,,,,4,736,,,0.9,,,True,,10.0,,,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,16.0,True,,,,,,,93.1,0.6,,северо-восточный,,,9.0,,,,,,,,4,734,,,2.2,,,,,10.0,,,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,17.0,True,,,,,,,93.1,,,северо-восточный,,,7.0,,,,,,,,4,733,,,2.1,,,,,10.0,,,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,9.0,,,,,,,,93.2,,,северо-восточный,,,6.0,,,,,,True,,4,733,,,3.3,,,,,10.0,,,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,8.0,,,,,,,,95.2,,,северо-восточный,,4.3,5.0,,5,,,,True,,4,733,,,3.3,,,,,10.0,,,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,9.0,True,,,,,,,96.5,,,северный,,,6.0,,,,,,,,4,732,,,1.6,,,,,10.0,,,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,11.0,,,,,,,,97.9,,,северный,,,6.0,,,,,,,,2,731,,,0.8,,,,,10.0,True,,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,10.0,,,,,,,,96.5,,,северный,,,6.0,,,,,,,,4,730,,,0.8,,,True,,10.0,,,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,10.0,,,,,,,,97.9,0.2,,северо-западный,,,5.0,,7,,12,,,,2,729,,True,0.5,,,,,10.0,,,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,13.0,,,,,,,,92.4,,,северо-западный,,,8.0,,,,,,,,4,729,,,1.4,,,,,10.0,,True,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,17.0,,,,,,,,91.1,,,северо-западный,,,9.0,,,,,,,,4,730,,,1.9,,,,,10.0,,True,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,18.0,,True,,,,,,82.4,,,северный,,,11.0,,,,,,,,10,732,,,2.6,,,,,10.0,,,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,18.0,,,,,,,,82.8,,,северный,,2.8,9.0,,2,,,,,,4,734,,,1.3,,,,,10.0,,True,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,15.0,,,,,,,,87.6,,,северный,,,8.0,,,,,,,,4,736,,,-0.2,,,,,10.0,,True,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,11.0,,,,,,,,77.2,,,западный,,,4.0,,,,,,,,10,737,,,-0.7,,,,True,6.0,,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,10.0,,,,,,,,62.4,,,северо-западный,,,6.0,,,,,,,,10,737,,,-0.5,,,,True,2.0,,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,9.0,,,,,,,,70.3,-2.5,,западный,,,5.0,,0.4,,2,,,,10,737,,,-1.3,,,,,2.0,,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,11.0,,,,,,,,52.1,,,северо-западный,,,6.0,,,,,,,,10,738,,,2.0,,,,,4.0,,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,14.0,,,,,,,,49.1,,,западный,,,9.0,,,,,,,,4,736,,,3.6,,,True,,10.0,,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,19.0,,,,,,,,93.7,,,северный,,,7.0,,,,,,,,4,737,,,0.1,,,,,9.0,,True,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,12.0,,,,,,,,82.7,,,северо-западный,,6.4,4.0,,2,,,,,,10,737,,,0.8,,,,True,7.0,,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,5.0,,,,,,,,89.6,,,западный,,,3.0,,,,,,True,,4,737,,,-0.6,,,,,6.0,,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,7.0,,,,,,,,88.9,,,западный,,,3.0,,,,,,True,,4,737,,,-1.1,,,,,10.0,,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,4.0,,,,,,,,88.8,,,северо-восточный,,,1.0,,,,,,True,,4,737,,,-2.4,,,,,7.0,,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,4.0,,,,,,,,91.5,-4.0,,западный,,,2.0,,0,,2,,True,,4,737,,,-2.3,,,,,10.0,,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,9.0,,,,,,,,67.4,,,западный,,,5.0,,,,,,,,10,737,,,1.9,,,,,7.0,,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,14.0,,,,,,,,37.9,,,северо-западный,,,9.0,,,,,,,,20,737,,,5.2,,,,,7.0,,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,13.0,,,,,,,,33.5,,,северо-западный,,,5.0,,,,,,,,20,736,,,7.2,,,,,10.0,,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,8.0,,,,,,,,40.0,,,юго-западный,,8.7,2.0,,0,,,,,,20,736,,,7.3,,,,,10.0,,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,5.0,,,,,,,,51.7,,,южный,,,3.0,,,,,,,,10,735,,,4.8,,,,,10.0,,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,9.0,,,,,,,,73.8,,,юго-западный,,,6.0,,,,,,,,10,733,,,5.6,,,,,10.0,,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,9.0,,,,,,,,74.8,,,южный,,,6.0,,,,,,,,10,731,,,5.3,,,,,10.0,,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,11.0,,,,,,,,78.8,3.8,,южный,,,8.0,,0,,0,,,,10,730,,,5.8,,,,,10.0,,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,11.0,,,,,,,,57.4,,,западный,,,9.0,,,,,,,,10,730,,,11.1,,,,,10.0,,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,14.0,,,,,,,,40.9,,,западный,,,10.0,,,,,,,,10,731,,,14.4,,,,,10.0,,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,14.0,,,,,,,,36.1,,,западный,,,8.0,,,,,,,,10,732,,,14.9,,,,,10.0,,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,12.0,,,,,,,,37.6,,,юго-западный,,16.1,6.0,,0,,,,,,10,732,,,14.7,,,,,10.0,,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,9.0,,,,,,,,48.4,,,юго-западный,,,7.0,,,,,,,,10,732,,,11.4,,,,,10.0,,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,11.0,,,,,,,,61.9,,,юго-западный,,,6.0,,,,,,,,10,732,,,8.8,,,,,10.0,,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,9.0,,,,,,,,67.9,,,юго-западный,,,5.0,,,,,,,,10,732,,,8.8,,,,,10.0,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,9.0,,,,,,,,65.8,8.4,,юго-западный,,,6.0,,0,,0,,,,10,732,,,9.9,,,,,10.0,,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,11.0,,,,,,,,58.8,,,юго-западный,,,8.0,,,,,,,,10,733,,,11.8,,,,,10.0,,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,16.0,,,,,,,,37.9,,,юго-западный,,,12.0,,,,,,,,10,733,,,17.3,,,,,7.0,,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,22.0,,,True,,,,,36.6,,,западный,,,10.0,,,,,,,,10,733,,,16.8,,,,,10.0,,,
