timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,3.7,,54.2,,,,северо-восточный,0.0,,,,2.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,722.0,,,,6.9,,43.4,2.5,,,,9.0,,,,0.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,15.4,,17.3,,,,юго-восточный,6.0,,,,2.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,20.8,,12.3,,,,южный,9.0,,,,1.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,21.2,,13.8,,,,западный,6.0,,,,2.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,721.0,,,,11.5,,28.6,,,,юго-восточный,10.0,,,22.3,3.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,,,,,722.0,,,,6.7,,40.1,,,,юго-восточный,10.0,,,,3.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,5.0,,47.6,,,,юго-восточный,10.0,,,,3.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,5.1,,44.5,,,,юго-восточный,10.0,,,,2.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,724.0,,,,7.2,,40.0,4.7,,,юго-восточный,10.0,,,,2.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,15.1,,28.2,,,,юго-восточный,7.0,,,,2.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,23.1,,20.1,,,,юго-западный,10.0,,,,1.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,24.0,,22.2,,,,южный,4.0,,,,2.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,12.0,,0,,,,,,,,,50.0,722.0,,,,11.0,,35.7,,,,южный,10.0,,,24.9,4.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,12.0,,,,,,,,,,,,722.0,,,,7.0,,42.1,,,,юго-восточный,7.0,,,,6.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,11.0,,,,,,,,,,,,722.0,,,,5.7,,47.8,,,,юго-восточный,7.0,,,,3.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,722.0,,,,5.0,,46.9,,,,юго-восточный,4.0,,,,2.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,10.0,,0,,,,0,,,,,50.0,723.0,,,,6.8,,42.7,4.5,,,юго-восточный,10.0,,,,4.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,14.8,,27.6,,,,юго-восточный,10.0,,,,3.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,21.7,,21.9,,,,юго-восточный,4.0,,,,3.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,25.3,,16.9,,,,юго-восточный,2.0,,,,2.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,721.0,,,,18.1,,26.8,,,,юго-восточный,7.0,,,25.4,3.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,16.3,,36.0,,,,западный,10.0,,,,2.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,14.4,,46.5,,,,западный,10.0,,,,3.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,723.0,,,,10.9,,53.4,,,,западный,7.0,,,,2.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,724.0,,,,11.4,,49.8,10.3,,,северо-западный,10.0,,,,2.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,723.0,,,,15.9,,37.2,,,,северо-западный,10.0,,,,3.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,18.0,,34.2,,,,западный,10.0,,,,2.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,18.7,,30.7,,,,северо-западный,10.0,,,,2.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,10.0,,0,,,,,,,,,50.0,721.0,,,,15.3,,45.2,,,,северо-западный,10.0,,,19.0,3.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,,,722.0,,,,11.5,,65.2,,,,северо-западный,10.0,,,,2.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,9.1,,77.6,,,,западный,10.0,,,,1.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,True,,,,721.0,,,,8.8,,82.0,,,,,10.0,,,,0.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,0.8,,,,0.8,,True,,,20.0,721.0,,,,8.6,,86.0,8.5,,,северо-западный,10.0,,,,1.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,True,,,20.0,721.0,,,,9.9,,78.3,,,,западный,10.0,,,,1.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,14.1,,57.3,,True,,северо-западный,9.0,,,,1.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,17.0,,44.4,,,,юго-западный,6.0,,,,1.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,0.1,,,,,,,,,50.0,718.0,,,,13.9,,53.4,,,,юго-восточный,0.0,,,17.4,3.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,8.6,,73.8,,,,юго-восточный,0.0,,,,2.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,7.3,,79.0,,,,юго-восточный,0.0,,,,4.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,6.3,,81.1,,,,юго-восточный,0.0,,,,3.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,менее 0.1,,,,0.1,,True,,,50.0,714.0,,,,8.3,,74.3,5.8,,,юго-восточный,10.0,,,,3.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,16.6,,46.2,,True,,юго-западный,6.0,,,,1.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,22.8,,27.7,,True,,северо-западный,6.0,,,,3.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,,50.0,713.0,,,,23.9,,24.8,,,,северо-западный,7.0,,,,2.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,713.0,,,,21.1,,29.9,,,,юго-восточный,9.0,,,24.0,1.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,16.0,,43.2,,,,южный,6.0,,,,2.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,13.1,,51.7,,,,юго-восточный,4.0,,,,3.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,708.0,,,,13.0,,53.6,,,,юго-восточный,10.0,,,,4.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,709.0,,,,16.9,,43.5,12.7,,,южный,10.0,,,,1.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,18.6,,42.5,,,,северо-западный,10.0,,,,1.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,50.0,709.0,,,,23.2,,32.4,,,,северо-западный,10.0,,,,2.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,50.0,709.0,,,,25.4,,29.6,,,,западный,9.0,,,,1.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,14.0,,2,,,,,,,,,50.0,712.0,,,,18.1,,60.3,,True,,северо-западный,10.0,,,26.0,2.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,14.0,,,,,,,,,,,,716.0,,,,16.3,,38.6,,,,северо-западный,7.0,,,,3.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,13.0,,,,,,,,,,,,717.0,,,,12.0,,51.4,,,,северо-западный,4.0,,,,3.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,8.3,,67.8,,,,,6.0,,,,0.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,0,,,,2,,,,,50.0,718.0,,,,11.4,,55.9,7.8,,,,10.0,,,,0.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,16.0,,45.1,,,,восточный,10.0,,,,1.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,18.5,,31.3,,,,юго-западный,10.0,,,,1.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,19.6,,26.2,,,,северный,10.0,,,,2.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,0.1,,,,,,True,,,20.0,715.0,,,,15.9,,42.0,,,,северо-восточный,10.0,,,20.5,1.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,14.0,,,,,,,,True,,,,717.0,,,,9.8,,84.4,,,,западный,10.0,,,,4.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,14.0,,,,,,,,True,,,,719.0,,,,7.5,,86.5,,,,западный,10.0,,,,4.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,11.0,,,,,,,,True,,,,720.0,,,,6.6,,86.4,,,,северо-западный,10.0,,,,3.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,5,,,,5,,,,,50.0,721.0,,,,7.1,,81.2,6.5,True,,северо-западный,10.0,,,,2.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,12.6,,54.2,,,,северо-западный,6.0,,,,2.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,15.7,,28.5,,,,северный,7.0,,,,2.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,18.1,,26.4,,,,западный,9.0,,,,1.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,718.0,,,,11.1,,46.9,,,,юго-восточный,10.0,,,18.1,3.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,5.6,,70.7,,,,южный,10.0,,,,2.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,4.8,,75.3,,,,южный,10.0,,,,2.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,4.1,,81.4,,,,южный,10.0,,,,2.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,721.0,,,,5.2,,73.7,3.4,,,юго-восточный,10.0,,,,3.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,11.9,,52.9,,True,,северный,10.0,,,,2.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,14.1,,45.2,,True,,северо-восточный,7.0,,,,3.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,True,,,,,,50.0,720.0,,,,14.8,,41.9,,,,северный,9.0,,,,2.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,720.0,,,,12.8,,44.8,,True,,северный,10.0,,,15.2,1.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,10.1,,63.5,,True,,южный,10.0,,,,1.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,7.6,,69.6,,True,,юго-восточный,9.0,,,,2.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,721.0,,,,4.9,,83.8,,,,юго-восточный,7.0,,,,1.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,0.7,,,,0.7,,,,,50.0,721.0,,,,7.9,,66.3,3.9,,,юго-восточный,2.0,,,,1.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,15.9,,39.6,,,,южный,0.0,,,,2.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,20.1,,26.6,,,,южный,6.0,,,,3.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,22.2,,19.3,,,,юго-западный,7.0,,,,2.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,0,,,,,,,,,50.0,715.0,,,,14.5,,37.8,,,,южный,7.0,,,22.3,2.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,9.7,,48.3,,,,южный,9.0,,,,1.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,7.5,,49.1,,,,юго-восточный,7.0,,,,1.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,6.6,,57.9,,,,юго-восточный,9.0,,,,1.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,711.0,,,,9.8,,50.5,5.4,,,южный,10.0,,,,1.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,15.1,,35.4,,,,юго-западный,10.0,,,,1.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,15.9,,35.3,,,,северный,10.0,,,,2.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,18.5,,33.4,,,,северо-западный,7.0,,,,3.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,13.0,,0,,,,,,,,,50.0,717.0,,,,9.6,,68.1,,,,северо-западный,10.0,,,19.8,5.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,14.0,,,,,,,,True,,,,718.0,,,,7.4,,86.5,,,,западный,10.0,,,,3.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,True,,,,719.0,,,,6.6,,89.5,,,,северо-западный,10.0,,,,2.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,True,,,,720.0,,,,5.2,,90.7,,,,юго-западный,10.0,,,,1.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,6,,,,6,,True,,,20.0,721.0,,,,6.2,,89.5,5.1,,,северо-западный,10.0,,,,1.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,9.0,,66.0,,True,,северо-западный,10.0,,,,2.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,True,,,,,,50.0,720.0,,,,12.4,,36.9,,,,северо-западный,7.0,,,,2.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,13.0,,,,,True,,,,,,50.0,720.0,,,,11.6,,39.8,,,,западный,7.0,,,,3.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,11.0,,менее 0.1,,,,,,,,,50.0,722.0,,,,9.4,,41.0,,True,,северный,4.0,,,13.4,3.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,10.0,,,,,,,,True,,,,724.0,,,,6.6,,62.3,,,,северо-западный,10.0,,,,1.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,4.0,,71.4,,True,,,2.0,,,,0.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,724.0,,,,2.5,,72.2,,,,западный,0.0,,,,1.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,50.0,724.0,,,,8.5,,49.0,2.4,,,,0.0,,,,0.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,13.2,,25.0,,,,северо-западный,4.0,,,,3.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,15.3,,24.1,,,,южный,6.0,,,,3.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,18.4,,19.8,,,,юго-западный,10.0,,,,2.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,15.0,,0,,,,,,,,,50.0,716.0,,,,15.5,,22.0,,,,северо-западный,10.0,,,18.6,4.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,17.0,,,,,,,,,,,,718.0,,,,10.8,,48.2,,,,северо-западный,10.0,,,,1.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,7.9,,61.2,,,,северо-западный,10.0,,,,1.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,5.4,,74.3,,,,,10.0,,,,0.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,менее 0.1,,,,,,,,,,,,,True,10.5,,9.0,,,,,4.0,,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,10.0,,,,,,,,,,,50.0,721.0,,,,6.4,,77.2,3.5,True,,северо-западный,10.0,,,,3.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,721.0,,,,8.4,,61.4,,True,,северо-западный,10.0,,,,3.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,11.0,,,,,,,,,,,50.0,721.0,,,,9.8,,51.6,,,,западный,10.0,,,,3.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,11.0,,4,,,,,,,,,50.0,722.0,,,,7.9,,57.0,,,,северо-западный,9.0,,,11.1,3.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,11.0,,,,,,,,True,,,,724.0,,,,4.9,,84.4,,,,северо-западный,10.0,,,,3.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,725.0,,,,4.8,,83.2,,True,,северо-западный,10.0,,,,3.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,4.6,,81.4,,,,северо-западный,10.0,,,,3.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,10.0,,0.7,,,,5,,,,,50.0,727.0,,,,4.4,,80.3,4.3,,,северо-западный,10.0,,,,3.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,728.0,,,,6.1,,71.8,,,,северо-западный,10.0,,,,2.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,10.0,,,,,,,,,,,50.0,726.0,,,,12.0,,40.5,,,,северо-западный,7.0,,,,3.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,11.0,,,,,,,,,,,50.0,726.0,,,,11.2,,45.6,,True,,северо-западный,4.0,,,,2.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,11.0,,0.3,,,,,,,,,50.0,726.0,,,,8.4,,60.9,,True,,западный,4.0,,,12.2,3.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,5.3,,74.3,,,,западный,2.0,,,,1.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,3.1,,84.2,,,,северо-восточный,0.0,,,,1.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,726.0,,,,1.0,,89.1,,,,юго-восточный,6.0,,,,1.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,0,,,,0.3,,,,,50.0,726.0,,,,5.5,,69.2,0.7,,,юго-восточный,6.0,,,,1.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,724.0,,,,15.4,,32.5,,,,северо-западный,10.0,,,,2.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,50.0,722.0,,,,18.7,,29.4,,,,северо-западный,10.0,,,,4.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,10.0,,,,,,,,,,,50.0,721.0,,,,19.6,,29.7,,True,,северо-западный,10.0,,,,3.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,11.0,,менее 0.1,,,,,,,,,50.0,719.0,,,,17.6,,35.1,,True,,западный,10.0,,,20.7,1.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,11.0,,,,,,,,,,,,719.0,,,,18.0,,32.8,,,,западный,10.0,,,,4.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,15.0,,,,,,,,,,,,719.0,,,,19.0,,31.0,,,,северо-западный,7.0,,,,3.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,11.0,,,,,,,,,,,50.0,721.0,,,,15.6,,41.0,,,,северо-западный,10.0,,,,2.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,722.0,,,,15.8,,17.5,14.4,,,северо-западный,10.0,,,,3.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,722.0,,,,18.4,,14.2,,,,северо-западный,2.0,,,,4.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,50.0,722.0,,,,20.2,,11.5,,,,северо-западный,6.0,,,,5.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,720.0,,,,21.4,,12.6,,,,северо-западный,2.0,,,,3.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,10.0,,0,,,,,,,,,50.0,720.0,,,,19.2,,15.1,,,,северный,9.0,,,21.6,1.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,12.0,,33.7,,,,северный,7.0,,,,1.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,6.8,,55.0,,,,юго-восточный,6.0,,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,4.8,,61.4,,,,восточный,4.0,,,,1.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,718.0,,,,10.3,,41.5,4.2,,,юго-восточный,9.0,,,,1.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,19.9,,18.7,,,,восточный,6.0,,,,2.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,24.2,,15.1,,,,северный,7.0,,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,23.5,,19.1,,,,северный,10.0,,,,2.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,11.0,,0,,,,,,,,,50.0,714.0,,,,18.1,,44.1,,,,западный,10.0,,,25.3,2.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,15.0,,56.8,,,,западный,10.0,,,,2.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,13.4,,60.4,,,,северо-западный,6.0,,,,2.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,11.7,,66.2,,,,северо-западный,7.0,,,,1.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,713.0,,,,16.2,,50.1,10.6,,,западный,2.0,,,,2.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,10.0,,,,,,,,,,,50.0,712.0,,,,21.3,,31.4,,,,северо-западный,7.0,,,,4.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,,13.0,,,,,,,,,,,50.0,710.0,,,,22.3,,26.4,,,,северо-западный,10.0,,,,4.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,,15.0,,,,,,,,,,,50.0,712.0,,,,17.5,,23.4,,True,,северный,10.0,,,,4.0
1589371200,"Среда, 13 мая
12:00 (UTC)",,,12.0,,менее 0.1,,,,,,,,,50.0,715.0,,,,13.2,,26.8,,True,,северо-западный,10.0,,,22.4,3.0
