timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег слабый,Ливневый дождь со снегом
1598518800,"Четверг, 27 августа
09:00 (UTC)",True,,,,,,,,,,,,,,,10,744,,,17.8,84.8,,,,юго-восточный,10,,,1,,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,1,,,,,,,True,,,,,20,744,,,17.8,91.5,,,,юго-восточный,10,,19.0,1,,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,,,,,,,,,10,745,,,14.3,98.1,,,,юго-западный,10,,,1,,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,True,,,,,,,,,,,1,745,,,14.1,98.7,,,,северо-западный,10,,,1,,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,,,,,,,1,746,,,14.0,99.4,,,True,северный,10,,,2,,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,0,,,,,1,,,True,,,,4,746,,,13.5,99.4,13.3,,,северный,10,,,1,,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,14.0,94.9,,,,северный,10,,,1,,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,17.1,77.8,,,,северо-западный,9,,,3,,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,20.2,58.5,,,,северо-западный,7,,,3,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,0,,,,,,,,,,,,20,748,,,20.0,53.6,,,,северный,7,,21.4,1,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,12.4,94.9,,,,юго-западный,6,,,1,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,750,,,10.7,96.7,,,,юго-западный,2,,,1,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,750,,,9.1,98.7,,,,западный,6,,,1,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,0,True,,,,0,,,,,,,1,751,,,8.4,99.3,7.5,,,,5,,,0,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,,,,,,,,,10,751,,,15.6,88.5,,True,,юго-восточный,2,,,1,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,21.5,43.9,,True,,западный,2,,,2,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,22.7,39.7,,,,западный,4,,,2,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,0,,,,,,,,,,,,20,751,,,19.8,66.6,,,,юго-западный,7,,23.4,1,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,14.5,91.3,,,,,6,,,0,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,,,,4,751,True,,15.3,87.9,,,,юго-западный,10,,,2,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,14.2,95.6,,True,,юго-восточный,7,,,1,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,5,,,,,5,,,,,,,10,750,,,13.9,97.4,13.8,True,,южный,9,,,3,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,16.4,89.7,,,,южный,10,,,2,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,,,,50,750,,,21.7,62.0,,,,южный,9,,,1,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,True,,,,,20,750,,,19.9,77.2,,,,юго-восточный,10,,,1,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,0.3,,,,,,,,,,,,20,750,,,21.1,67.3,,True,,южный,9,,22.1,1,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,14.1,96.8,,,,юго-западный,7,,,1,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,True,,,,,,,,,,,0,751,,,13.2,98.7,,,,,4,,,0,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,,,,0,751,,,12.1,99.3,,,True,,10,,,0,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,0.3,,,,True,0.6,,,,,,,0,751,,,12.1,99.3,11.8,,,,10,,,0,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,,,,,,0,752,,,13.0,100.0,,,True,восточный,10,,,1,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,True,,,,4,752,,,16.1,98.1,,,,восточный,7,,,1,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,22.2,48.1,,,,юго-восточный,2,,,1,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,0,,,,,,,,,,,,20,750,,,21.7,55.8,,,,юго-восточный,0,,23.0,1,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,15.1,91.3,,,,южный,0,,,1,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,13.2,90.6,,,,юго-восточный,0,,,1,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,11.3,97.4,,,,южный,0,,,1,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,0,,,,,0,,,,,,,10,747,,,11.4,96.1,11.0,,,южный,7,,,2,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,746,,,17.3,84.2,,,,южный,7,,,3,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,22.8,50.2,,,,южный,10,,,4,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,18.9,81.7,,,,южный,10,,,2,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,2,,,,,,,,,True,,,10,742,,,16.5,93.2,,,,юго-западный,10,,23.0,2,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,15.2,91.9,,True,,западный,4,,,2,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,13.9,94.9,,True,,западный,6,,,1,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,13.0,94.9,,,,юго-западный,2,,,2,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,менее 0.1,,,,,2,,,,,,,20,745,,,12.5,94.2,12.2,,,юго-западный,7,,,2,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,14.3,90.1,,,,юго-западный,10,,,2,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,17.8,72.5,,,,юго-западный,10,,,3,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,20.6,52.7,,True,,западный,10,,,3,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,0.3,,,,,,,,,True,,,10,744,,,16.6,89.1,,,,южный,10,,20.7,1,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,15.4,96.8,,,,южный,10,,,1,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,14.8,98.1,,,,восточный,7,True,,1,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,14.6,97.5,,,,юго-восточный,7,,,1,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,5,,,,,5,,,,,,,20,739,,,18.0,81.0,13.4,,,южный,6,,,4,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,10.0,,,,,,,,,,,,,,20,738,,,22.6,61.4,,,,южный,7,,,5,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,11.0,,,,,,,,,,,,,,20,736,,,27.4,41.3,,,,южный,7,,,5,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,13.0,,,,,,,,,,,,,,20,737,,,25.7,40.5,,,,южный,9,,,3,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,10.0,,менее 0.1,,,,,,,,,,,,20,737,,,24.3,48.0,,True,,южный,7,,28.5,2,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,20.8,53.8,,,,юго-западный,4,,,3,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,16.2,75.2,,,,северный,10,,,2,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,True,,,,,20,740,,,12.3,87.0,,,,северо-западный,10,,,2,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,0.1,,,,,0.1,,,,True,,,10,741,,,10.2,91.0,10.0,,,западный,10,,,2,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,11.0,76.3,,True,,западный,10,,,3,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,13.3,63.0,,True,,западный,10,,,2,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,12.7,68.2,,,,западный,10,,,2,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,менее 0.1,,,,,,,,,,,,20,743,,,13.4,61.3,,True,,южный,7,,14.6,2,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,7.3,92.1,,,,юго-западный,4,,,1,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,7.5,83.6,,,,юго-западный,4,,,1,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,7.7,81.3,,,,южный,10,,,2,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,0.6,,,,,0.6,,,,,,,20,745,,,6.6,93.3,6.0,True,,южный,10,,,2,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,,True,,,10,746,,,7.9,89.6,,,,юго-западный,10,,,2,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,13.0,,,,,,,,,,,True,,,10,746,,,9.2,86.1,,,,западный,10,,,3,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,747,,,9.9,79.9,,,,южный,10,,,3,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,4,,,,,,,True,,,,,20,748,,,9.8,78.8,,,,юго-западный,10,,10.8,2,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,8.7,89.7,,True,,южный,10,,,2,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,8.1,89.0,,True,,южный,10,,,2,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,8.0,91.5,,,,южный,10,,,2,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,1,,,,,5,,,,,,,20,748,,,7.9,90.9,7.8,,,южный,10,,,2,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,9.3,86.7,7.8,,,южный,10,,,2,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,11.4,71.8,,,,южный,10,,,3,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,12.5,57.3,,,,южный,9,,,4,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,11.9,60.1,,,,юго-восточный,6,,13.6,1,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,5.9,95.3,,,,западный,5,,,1,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,6.8,96.6,,,,,9,,,0,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,4,748,True,,7.5,97.3,,,,западный,10,,,1,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,3,,,,,3,,,True,,,,4,748,,,7.1,98.0,5.1,,,южный,10,,,1,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,True,,,,4,749,,,10.4,94.8,,,,юго-восточный,10,,,1,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,True,,,,,10,748,,,12.0,74.4,,,,северо-западный,10,,,2,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,10,749,,,14.0,52.7,,True,,западный,10,,,1,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,0.3,,,,,,,,,,,,10,750,,,12.8,65.5,,True,,восточный,7,,14.8,1,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,True,,,,,10,750,,,8.8,91.5,,,,западный,10,,,1,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,750,,,6.4,97.3,,True,,,10,,,0,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,750,,,5.9,97.9,,,,южный,10,,,1,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,менее 0.1,,,,,0.3,,,True,,,,4,749,,,5.5,98.6,5.1,,,,9,,,0,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,749,,,10.0,84.4,,,,юго-восточный,10,,,2,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,True,,,10,748,,,12.0,73.9,,,,южный,10,,,1,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,True,,,10,748,,,11.3,84.6,,,,юго-восточный,10,,,2,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,11.0,,3,,,,,,,,,True,,,10,748,,,7.9,92.8,,,,юго-западный,10,,12.8,1,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,6.1,96.6,,,,южный,0,,,2,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,2.8,99.3,,,,северо-восточный,7,,,1,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,True,,,10,749,,,6.2,99.3,,,,юго-восточный,10,,,1,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,5,,,,,8,,,,,,,4,748,True,,7.3,98.6,2.3,,,южный,10,,,1,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,,,,True,,,10,749,,,8.1,94.0,,,,западный,10,,,2,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,9.2,84.4,,True,,западный,10,,,1,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,True,,,,,20,750,,,9.5,82.7,,,,юго-западный,10,,,2,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,0.8,,,,,,,,,True,,,10,750,,,9.8,90.4,,,,юго-западный,7,,11.2,1,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,8.1,94.7,,True,,западный,10,,,1,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,8.0,96.0,,True,,,10,,,0,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,8.0,96.7,,,,западный,9,,,1,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,менее 0.1,,,,,0.8,,,,,,,10,752,,,8.2,96.7,7.8,,,западный,10,,,1,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,752,,,11.0,83.4,,,,западный,7,,,1,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,True,,,,,10,753,,,10.7,82.3,,,,северо-восточный,10,,,1,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,12.5,73.5,,,,юго-восточный,7,,,1,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,0.4,,,,,,,,,,,,20,753,,,9.8,89.2,,True,,юго-западный,6,,12.6,1,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,8.0,91.5,,,,северный,5,,,1,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,5.3,98.6,,,,южный,2,,,1,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,6.0,97.9,,,,западный,2,,,1,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,0,True,,,,0.4,,,,,,,0,756,,,5.9,99.3,4.1,,,,2,,,0,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,0,757,,,7.6,98.6,,,True,восточный,10,,,1,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,757,,,10.9,87.5,,True,,восточный,10,,,1,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,757,,,13.6,70.3,,,,юго-восточный,2,,,1,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,757,,,13.7,61.8,,,,юго-восточный,2,,14.9,1,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,758,,,7.2,96.6,,,,,10,,,0,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,758,,,5.4,97.9,,,,юго-восточный,0,,,1,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,True,,,,,,,,,,,0,759,,,3.2,100.0,,,,южный,0,,,1,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,0,,,True,,0,,,,,,,1,759,,,1.4,100.0,1.3,,,южный,7,,,1,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,True,,,,1,759,,,6.1,100.0,,,,юго-восточный,7,,,1,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,758,,,15.4,46.2,,True,,юго-восточный,4,,,2,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,757,,,17.1,35.4,,,,южный,4,,,2,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,757,,,13.9,59.3,,,,западный,2,,17.9,1,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,10,757,,,6.2,92.7,,,,,1,,,0,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,756,,,4.6,98.6,,,,,0,,,0,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,True,,,,2,756,,,2.8,99.3,,,,,0,,,0,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,0,,,,,0,,,,,,,0,757,,,1.3,100.0,1.1,,True,,0,,,0,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,756,,,10.1,74.1,,True,,,0,,,0,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,17.0,38.3,,True,,западный,2,,,1,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,18.7,32.5,,,,юго-западный,0,,,1,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,754,,,14.2,59.8,,,,западный,0,,19.6,1,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,10,754,,,6.5,88.9,,,,западный,0,,,1,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,754,,,5.0,97.3,,,,,0,,,0,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,True,,,,4,754,,,2.3,98.6,,,,,0,,,0,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,0,,,,,0,,,True,,,,1,754,,,1.3,100.0,1.0,,,,0,,,0,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,754,,,10.4,76.8,1.0,,,,1,,,0,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,753,,,17.5,42.1,,,,юго-восточный,4,,,2,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,19.6,31.6,,,,восточный,6,,,1,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,751,,,14.4,68.6,,,,западный,9,,20.0,1,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,8.0,93.4,,,,,5,,,0,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,5.6,97.3,,,,,2,,,0,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,True,,,,4,749,,,4.2,99.3,,,,,2,,,0,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,0,,,,,0,,,True,,,,4,749,,,1.4,100.0,1.4,,,,4,,,0,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,11.1,77.9,1.4,True,,,9,,,0,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,15.5,53.5,,True,,южный,10,,,1,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,19.7,41.0,,,,северный,9,,,1,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,745,,,14.8,81.7,,,,западный,10,,20.1,1,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,10.2,94.8,,,,западный,7,,,1,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,7.8,97.3,,,,,1,,,0,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,True,,,,2,742,,,6.0,99.3,,,,,2,,,0,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,0,,,,,0,,,True,,,,4,742,,,4.8,99.3,4.8,,,,10,,,0,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,12.6,84.2,4.6,,,юго-восточный,10,,,2,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.0,47.5,,,,южный,10,,,4,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.3,49.2,,,,юго-восточный,10,,,2,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,10,741,,,17.2,61.7,,,,западный,10,,21.0,2,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,,True,,,10,742,,,13.0,94.3,,,,северо-западный,10,,,2,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,True,,,,4,741,,,12.0,98.7,,,,юго-западный,10,,,1,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,True,,,10,740,,,11.8,99.3,,,,северо-западный,10,,,1,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,5,,,,,5,,,,,,,10,741,,,11.4,99.3,10.4,True,,западный,10,,,1,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,14.3,94.3,,,,юго-восточный,9,,,2,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,18.4,74.1,,,,юго-восточный,10,,,3,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,20.7,54.8,,,,южный,9,,,3,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,0,,,,,,,,,,,,20,740,,,18.0,63.2,,,,южный,10,,21.3,1,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,741,,,14.3,86.6,,,,южный,10,,,3,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,12.0,,,,,,,,,,,True,,,10,742,,,11.1,84.0,,,,южный,10,,,3,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,9.7,87.9,,True,,южный,7,,,2,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,2,,,,,2,,,,,,,20,743,,,9.8,94.8,8.5,True,,южный,10,,,1,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,12.9,71.6,,,,южный,7,,,4,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,13.0,,,,,,,,,,,,,,20,744,,,15.3,50.5,,,,южный,9,,,4,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,12.0,,,,,,,,,,,True,,,10,745,,,12.0,74.4,,,,юго-западный,7,,,2,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,11.0,,0.6,,,,,,,,,True,,,10,746,,,11.1,85.7,,,,юго-западный,7,,16.7,2,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,10.2,83.9,,True,,южный,7,,,3,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,9.1,90.9,,True,,южный,2,,,3,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,7.7,92.1,,,,южный,2,,,3,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,менее 0.1,,,,,0.6,,,,,,,20,749,,,8.8,90.3,7.7,,,южный,7,,,3,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,,True,,,10,750,,,10.0,91.6,,,,юго-западный,10,,,4,,
