timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C",Снег умеренный непрерывный,"Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,12.0,,,,,,,,,10,745,,,,19.3,,,56.7,,,,западный,6,,,4
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,0,,,0,,,,10,747,,,,18.2,,,63.2,,18.0,,южный,7,,,2
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,10,747,,,,20.0,,,60.4,,17.3,,,6,,,0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,24.4,,,41.5,,,,юго-западный,7,,,3
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,True,,,,,10,748,,,,25.5,,,39.4,,,,северо-западный,7,,,2
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10,749,,,,24.6,,,41.9,,,,западный,4,,27.1,2
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,21.9,,,49.3,,,,северо-западный,2,,,4
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,18.7,,,56.2,,,,северо-западный,0,,,2
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,16.7,,,63.3,,,,западный,0,,,2
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,15.9,,,68.9,,14.3,,северо-западный,0,,,2
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,10,754,,,,20.0,,,58.0,,,,северо-западный,4,,,2
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,10,754,,,,23.3,,,41.8,,,,северо-восточный,5,,,2
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,10,754,,,,25.7,,,32.9,,,,северо-западный,6,,,3
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,0,,,,,,,10,754,,,,23.5,,,42.1,,,,восточный,7,,26.2,1
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,10,754,,,,16.1,,,70.3,,,,,4,,,0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,10,754,,,,14.4,,,76.9,,,,южный,0,,,1
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,10,754,,,,15.3,,,85.6,,,,южный,0,,,2
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,0,,,0,,,,10,754,,,,14.2,,,92.5,,12.2,,юго-восточный,0,,,1
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,10,755,,,,23.7,,,45.1,,,,южный,0,,,3
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,10,754,,,,27.7,,,33.9,,,,южный,0,,,2
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,10,753,,,,28.7,,,28.8,,,,южный,0,,,2
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,27.7,,,29.1,,,,южный,0,,29.2,1
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,20.1,,,49.1,,,,юго-восточный,0,,,1
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,21.1,,,42.9,,,,южный,0,,,1
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.9,,,52.3,,,,северо-восточный,0,,,1
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,16.5,,,76.2,,14.5,,южный,0,,,2
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,25.7,,,44.7,,,,юго-восточный,0,,,2
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,10,751,,,,30.2,,,21.5,,,,южный,0,,,3
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,10,751,,,,31.8,,,19.9,,,,южный,1,,,3
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,750,,,,30.1,,,24.9,,,,южный,1,,32.3,1
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,10,751,,,,20.3,,,49.5,,,,западный,0,,,1
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,18.4,,,53.2,,,,,0,,,0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,18.3,,,48.0,,,,юго-западный,0,,,1
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,19.6,,,45.1,,17.5,,северо-восточный,0,,,1
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,25.6,,,31.6,,,,северный,0,,,3
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,10,754,,,,29.3,,,35.1,,,,северный,0,,,3
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,10,754,,,,29.3,,,37.2,,,,северный,2,,,5
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,10.0,,0,,,,,,,10,755,,,,22.8,,,48.9,,,,северо-восточный,0,,30.1,3
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,10,758,,,,17.6,,,57.8,,,,северо-восточный,0,,,3
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,10,759,,,,14.8,,,68.7,,,,северный,0,,,2
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,10,759,,,,12.3,,,80.3,,,,северо-восточный,0,,,1
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,760,,,,11.0,,,84.6,,10.0,,северо-восточный,0,,,1
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,10,761,,,,15.9,,,59.4,,,,восточный,1,,,3
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,10,761,,,,19.3,,,42.7,,,,северо-восточный,0,,,3
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,10,760,,,,21.2,,,33.5,,,,северо-восточный,0,,,3
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,760,,,,19.6,,,38.8,,,,северо-восточный,0,,21.8,2
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,10,761,,,,12.1,,,68.6,,,,,0,,,0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,10,761,,,,10.8,,,76.3,,,,,0,,,0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,10,761,,,,9.3,,,87.3,,,,северо-западный,0,,,1
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,761,,,,9.0,,,86.7,,8.2,,северо-западный,0,,,1
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,10,761,,,,16.7,,,51.6,,,,восточный,0,,,2
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10,760,,,,19.9,,,38.9,,,,северо-восточный,2,,,3
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,10,759,,,,21.2,,,33.2,,,,восточный,4,,,3
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,758,,,,18.8,,,39.7,,,,,7,,22.0,0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,10,758,,,,12.2,,,70.5,,,,северо-западный,6,,,1
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,10,757,,,,10.9,,,76.3,,,,,6,,,0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,10,757,,,,9.5,,,78.2,,,,северо-западный,2,,,2
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,756,,,,10.2,,,69.1,,8.8,,северо-западный,7,,,2
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,16.8,,,47.2,,,,северо-восточный,7,,,3
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,10,755,,,,20.4,,,36.4,,,,восточный,7,,,4
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,10,755,,,,24.2,,,26.7,,,,северо-восточный,6,,,4
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,754,,,,20.8,,,34.5,,,,северо-восточный,4,,24.2,2
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,10,754,,,,15.3,,,47.5,,,,северо-западный,2,,,1
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,10,755,,,,13.9,,,48.1,,,,северный,0,,,1
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,10,755,,,,12.8,,,50.2,,,,восточный,0,,,1
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,755,,,,9.6,,,70.0,,9.3,,северо-западный,10,,,1
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,16.6,,,47.2,,,,восточный,7,,,1
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,10,755,,,,23.6,,,20.8,,,,южный,4,,,2
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,10,755,,,,26.4,,,17.0,,,,северо-восточный,4,,,2
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,754,,,,22.7,,,25.8,,,,северо-восточный,4,,26.6,1
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,10,755,,,,14.9,,,52.6,,,,западный,0,,,1
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,10,755,,,,14.6,,,49.3,,,,южный,7,,,1
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,10,756,,,,11.7,,,61.7,,,,северо-западный,4,,,1
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,756,,,,10.5,,,66.8,,9.7,,северо-западный,4,,,1
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,10,757,,,,19.3,,,41.5,,,,северо-восточный,4,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10,756,,,,24.9,,,21.5,,,,восточный,2,,,3
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,10,756,,,,26.3,,,17.9,,,,северо-восточный,2,,,3
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,755,,,,23.2,,,24.0,,,,северо-восточный,4,,26.6,1
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,10,756,,,,15.3,,,51.3,,,,северо-западный,1,,,1
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,10,756,,,,14.5,,,48.6,,,,,0,,,0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,10,755,,,,10.7,,,63.2,,,,,0,,,0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,756,,,,9.5,,,75.6,,9.1,,,6,,,0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,10,755,,,,18.7,,,33.7,,,,юго-восточный,9,,,2
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,10,754,,,,24.3,,,27.5,,,,южный,7,,,3
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,10,753,,,,26.8,,,21.1,,,,южный,7,,,3
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,24.2,,,33.9,,,,южный,10,,27.1,2
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,22.6,,,33.9,,,,южный,7,,,3
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,22.2,,,34.0,,,,западный,10,,,3
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,17.9,,,72.1,,,,северо-западный,10,,,2
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,10,749,,,,14.6,,,69.1,,14.6,True,западный,10,,,5
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,14.0,,,64.4,,13.5,,северо-западный,10,,,3
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,True,,,,,10,749,,,,15.0,,,64.7,,,,западный,10,,,4
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,,10,748,,,,17.2,,,53.2,,,True,западный,10,,,3
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,менее 0.1,,,,,True,,10,748,,,,14.0,,,76.3,,,,западный,10,,17.6,2
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,10,747,,,,13.9,,,77.3,,,True,западный,7,,,2
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,10,748,,,,12.2,,,83.0,,,,западный,0,,,3
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,10.8,,,89.8,,,,западный,0,,,2
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,10,749,,,,12.3,,,88.2,,10.8,,северо-западный,9,,,3
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,10,750,,,,14.3,,,81.6,,,,северо-западный,7,,,3
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,10,750,,,,17.6,,,56.7,,,,западный,7,,,3
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,10,750,,,,20.4,,,43.3,,,,западный,6,,,3
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,750,,,,18.6,,,53.2,,,,юго-западный,6,,20.6,1
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,10,749,,,,16.4,,,69.5,,,,южный,4,,,1
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,10,748,,,,16.9,,,61.3,,,,южный,6,,,3
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,15.4,,,76.5,,,,южный,6,,,3
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,746,,,,16.8,,,48.2,,15.0,,юго-западный,7,,,2
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,10.0,,,,,,,,,10,746,,,,21.0,,,43.1,,,,западный,7,,,3
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,11.0,,,,,,,,,10,748,,,,19.7,,,42.5,,,,северо-западный,7,,,5
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,22.3,,,26.8,,,,западный,0,,,4
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,750,,,,18.7,,,30.3,,,,северо-западный,0,,22.9,4
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,10,751,,,,14.3,,,43.0,,,,северо-западный,0,,,3
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,10.5,,,61.9,,,,северо-западный,0,,,2
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,10,753,,,,8.5,,,73.8,,,,северо-западный,0,,,1
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,755,,,,8.0,,,80.2,,7.2,,северо-западный,2,,,1
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,13.9,,,61.4,,,,северо-западный,10,,,3
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10,756,,,,17.6,,,40.7,,,,северо-западный,10,,,4
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,10,756,,,,19.0,,,38.1,,,,северо-западный,5,,,3
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,757,,,,17.4,,,39.5,,,,северный,2,,19.7,2
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,10,757,,,,10.6,,,66.9,,,,западный,0,,,1
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,10,758,,,,8.6,,,73.8,,,,северо-западный,0,,,1
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,10,759,,,,7.5,,,81.8,,,,северо-западный,0,,,1
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,759,,,,7.0,,,87.1,,6.9,,северо-западный,0,,,1
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,10,759,,,,17.9,,,45.3,,,,юго-восточный,0,,,1
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,10,758,,,,19.9,,,36.0,,,,южный,0,,,3
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,10,757,,,,21.2,,,33.7,,,,южный,0,,,3
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,756,,,,19.7,,,35.4,,,,южный,2,,21.3,1
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,10,755,,,,17.2,,,36.5,,,,юго-западный,0,,,2
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,10,753,,,,17.7,,,34.1,,,,юго-западный,0,,,4
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,10.0,,,,,,,,,10,751,,,,16.0,,,37.5,,,,юго-западный,0,,,5
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,12.0,,0,,,0,,,,10,749,,,,16.4,,,36.8,,14.8,,юго-западный,10,,,5
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,13.0,,,,,,,True,,10,749,,,,12.4,,,77.1,,12.3,,западный,10,,,4
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,11.0,,,,,,,,,10,750,,,,15.3,,,68.3,,,True,северо-западный,9,,,6
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,11.0,,,,,,,,,10,749,,,,19.0,,,38.1,,,True,северо-западный,6,,,6
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,11.0,,0.5,,,,,,,10,750,,,,16.9,,,40.8,,,,северо-западный,2,,19.0,4
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,14.1,,,51.6,,,,северо-западный,2,,,3
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,13.5,,,56.0,,,,северо-западный,7,,,3
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,10,750,,,,13.1,,,67.4,,,,западный,10,,,3
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,0,,,0.5,,,,10,750,,,,10.8,,,82.8,,10.8,,западный,2,,,4
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,10,751,,,,13.1,,,74.1,,10.8,,северо-западный,2,,,5
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,12.0,,,,,,,,,10,750,,,,18.0,,,38.9,,,,северо-западный,5,,,6
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,12.0,,,,,,,,,10,749,,,,19.1,,,30.4,,,,северо-западный,6,,,7
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,12.0,,0,,,,,,,10,748,,,,16.3,,,39.5,,,,северо-западный,4,,19.7,5
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,10,749,,,,13.0,,,58.3,,,True,северо-западный,2,,,3
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,11.7,,,63.9,,,,северо-западный,2,,,4
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,10.7,,,72.7,,,,северо-западный,1,,,4
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,10,749,,,,8.3,,,83.1,,8.3,,северо-западный,0,,,5
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,13.0,,,,,,,,,10,751,,,,12.6,,,60.7,,,,северо-западный,1,,,7
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,14.0,,,,,,,,,10,751,,,,15.5,,,44.9,,,,северо-западный,6,,,6
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,13.0,,,,,,,,,10,752,,,,16.3,,,38.6,,,,северо-западный,6,,,6
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,15.0,,0,,,,,,,10,753,,,,13.8,,,45.4,,,,северо-западный,4,,16.5,5
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,10,754,,,,10.5,,,60.1,,,,северо-западный,2,,,3
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,10,754,,,,8.7,,,66.0,,,,северо-западный,0,,,3
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,10,755,,,,7.7,,,69.1,,,,северо-западный,0,,,3
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,755,,,,6.3,,,75.0,,6.3,,западный,2,,,1
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,10,756,,,,12.3,,,54.5,,5.6,,западный,5,,,2
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,10,755,,,,16.5,,,39.8,,,,западный,6,,,2
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,10,753,,,,18.5,,,39.6,,,,южный,9,,,2
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,16.3,,,48.4,,,,южный,7,,19.0,1
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,14.1,,,58.1,,,,южный,0,,,1
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,12.6,,,71.1,,,,южный,0,,,2
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,11.5,,,72.3,,,,южный,0,,,2
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,0,,,0,,,,10,748,,,,12.8,,,49.2,,11.1,,южный,7,,,3
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,10.0,,,,,,,,,10,747,,,,15.8,,,49.6,,,,южный,10,,,3
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,20.0,,,34.1,,,,южный,9,,,4
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,12.0,,,,,,,,,10,745,,,,20.4,,,31.2,,,,южный,9,,,4
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,10.0,,0,,,,,,,10,743,,,,19.6,,,45.8,,,,южный,9,,20.4,3
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,True,,10,743,,,,14.3,,,62.3,,,,северо-западный,10,,,4
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742,,True,,10.4,,,91.7,,,,северо-западный,10,,,2
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,,10,741,,,,10.3,,,92.3,,,True,северо-западный,10,,,4
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,13,,,13,,,,10,741,,,,8.4,,,94.1,,8.4,,северо-западный,10,,,5
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,12.0,,,,,,,,,10,741,,,,10.9,,,80.6,,,,северо-западный,7,,,7
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,15.0,,,,,,,,,10,742,,,,12.1,,,71.0,,,,северо-западный,9,,,8
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,15.0,,,,,,,,,10,742,,,,11.4,,,71.3,,,,северо-западный,9,,,7
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,13.0,,0,,,,,,,10,743,,,,9.4,,,83.2,,,,северо-западный,9,,13.1,7
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,16.0,,,,,,,,,10,744,,,,9.3,,,78.7,,,,северо-западный,7,,,6
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,10.0,,,,,,,,,10,744,,,,9.2,,,78.7,,,,северо-западный,10,,,6
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,10.0,,,,,,,,,10,744,,,,7.5,,,84.2,,,,северо-западный,6,,,5
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,10.0,,0,,,0,,,,10,744,,,,7.6,,,86.5,,7.2,,западный,4,,,4
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,10.0,,,,,,,,,10,745,,,,10.4,,,74.7,,,True,западный,2,,,4
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,13.0,,,,,,,,,10,745,,,,12.2,,,64.0,,,,северо-западный,7,,,7
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,18.0,,,,True,,,,,10,746,,,,11.6,,,61.7,,,,северо-западный,7,,,9
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,15.0,,менее 0.1,,,,True,,,10,748,,,,10.0,,,60.9,,,,северо-западный,2,,14.1,6
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,11.0,,,,,,,,,10,750,,,,8.5,,,65.5,,,True,северо-западный,2,,,5
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,7.5,,,70.6,,,,северо-западный,2,,,4
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,6.9,,,69.5,,,,западный,0,,,4
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,10.0,,0,,,менее 0.1,,,,10,752,,,,5.9,,,73.9,,5.9,,западный,2,,,4
