timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно)
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,16.9,,64.6,15.7,,юго-западный,0.0,,,2,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,25.8,,41.1,,,восточный,0.0,,,2,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,,,,,20.0,721,,,28.6,,32.0,,,восточный,0.0,,,3,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,30.2,,23.5,,,восточный,0.0,,,3,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,0,,,,,,,20.0,720,,,28.0,,31.4,,,северо-восточный,0.0,,30.7,1,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,,,10.0,721,,,22.9,,40.8,,,юго-западный,2.0,,,3,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,,,10.0,721,,,18.9,,55.5,,,западный,0.0,,,3,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,,,10.0,721,,,17.3,,63.9,,,западный,0.0,,,2,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,16.7,,67.2,15.8,,западный,2.0,,,2,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,25.5,,44.7,,,северо-западный,4.0,,,4,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,27.9,,37.8,,,северо-западный,2.0,,,2,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,29.3,,33.5,,,юго-восточный,5.0,,,1,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,0,,,,,,,10.0,722,,,27.3,,38.4,,,юго-восточный,10.0,,30.2,1,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,23.1,,57.3,,,северо-западный,9.0,,,3,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,11.0,,,,,,,,,10.0,725,,,19.4,,70.0,,,юго-восточный,7.0,,,2,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,18.8,,72.7,,,южный,6.0,,,1,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,726,,,17.9,,72.1,15.9,,юго-западный,5.0,,,2,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,20.0,727,,,24.8,,45.7,,,северный,0.0,,,2,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,20.0,726,,,27.6,,40.3,,,северо-восточный,2.0,,,2,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,20.0,726,,,29.3,,36.0,,,северо-восточный,7.0,,,1,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,0,,,,,,,20.0,727,,,25.8,,44.2,,,восточный,2.0,,29.4,1,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,21.5,,64.8,,,юго-западный,0.0,,,2,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,19.6,,68.3,,,западный,0.0,,,3,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,17.5,,77.4,,,юго-западный,0.0,,,2,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,728,,,15.9,,82.4,15.5,,западный,0.0,,,1,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,24.8,,45.1,,,,0.0,,,0,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,28.0,,39.1,,,восточный,2.0,,,3,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,20.0,727,,,29.9,,33.7,,,восточный,1.0,,,4,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,0,,,,,,,20.0,727,,,28.0,,32.5,,,северо-восточный,0.0,,30.0,3,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,10.0,727,,,22.0,,49.6,,,юго-восточный,2.0,,,1,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,10.0,727,,,17.2,,76.3,,,западный,0.0,,,2,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,14.3,,84.4,,,западный,0.0,,,2,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,726,,,14.5,,85.5,13.6,,юго-западный,0.0,,,1,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,20.0,726,,,24.0,,52.9,,,восточный,0.0,,,3,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,20.0,726,,,27.8,,32.4,,,восточный,0.0,,,4,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,20.0,725,,,29.9,,28.3,,,восточный,0.0,,,3,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,0,,,,,,,20.0,724,,,28.1,,26.2,,,восточный,0.0,,30.1,2,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,17.5,,55.5,,,северный,0.0,,,1,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,16.3,,74.7,,,западный,0.0,,,3,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,14.8,,80.6,,,,0.0,,,0,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,723,,,13.0,,88.2,13.0,,северный,0.0,,,1,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,20.0,,67.9,,,северо-восточный,0.0,,,2,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,24.0,,52.2,,,восточный,0.0,,,2,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.3,,36.0,,,северо-восточный,0.0,,,2,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,27.5,,38.7,,,восточный,0.0,,29.1,1,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,20.9,,65.1,,,юго-западный,0.0,,,3,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,17.7,,75.9,,,западный,0.0,,,3,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,721,,,16.8,,77.3,,,западный,0.0,,,2,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,15.2,,85.6,15.2,,,6.0,,,0,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,22.3,,67.1,,,северо-восточный,4.0,,,1,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,27.5,,52.1,,,северо-восточный,2.0,,,2,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,724,,,28.6,,45.0,,,,7.0,,,0,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,723,,,26.1,,56.9,,,восточный,10.0,,29.7,3,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,724,,,21.5,,71.3,,,юго-западный,4.0,,,2,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,726,,,17.6,,81.5,,,западный,6.0,,,2,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,19.0,,66.4,,,западный,0.0,,,1,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,727,,,15.4,,83.4,15.4,,северо-западный,6.0,,,1,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,23.3,,59.6,15.0,,северо-западный,0.0,,,1,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,28.5,,51.0,,,северо-восточный,0.0,,,2,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,728,,,30.8,,41.4,,,восточный,0.0,,,2,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,728,,,28.1,,49.7,,,северо-восточный,0.0,,30.8,1,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,22.7,,72.5,,,западный,0.0,,,2,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,18.5,,86.5,,,западный,0.0,,,2,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,17.5,,86.9,,,северо-западный,0.0,,,1,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,727,,,16.3,,85.7,16.0,,северный,2.0,,,1,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,22.0,,59.3,16.0,,северо-восточный,0.0,,,1,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,727,,,27.3,,50.1,,,восточный,0.0,,,2,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,726,,,31.1,,31.6,,,восточный,2.0,,,3,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,725,,,27.9,,34.7,,,юго-восточный,2.0,,31.4,1,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,21.2,,59.1,,,,0.0,,,0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,725,,,17.6,,67.4,,,северо-западный,0.0,,,1,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,15.1,,84.5,,,западный,0.0,,,2,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,0,,,0,,True,,4.0,724,,,17.2,,85.8,15.0,,западный,10.0,,,1,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,10.0,723,,,20.0,,76.8,,,северо-западный,10.0,,,1,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,723,,,24.3,,59.8,,,северо-восточный,4.0,,,2,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,722,,,27.4,,48.2,,,восточный,0.0,,,3,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,722,,,26.2,,51.1,,,юго-восточный,2.0,,27.9,1,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,21.8,,70.0,,,юго-западный,2.0,,,2,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,18.6,,79.1,,,,10.0,,,0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,17.9,,76.9,,,северный,10.0,,,2,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,менее 0.1,,,менее 0.1,True,,,10.0,722,,,17.8,,85.8,16.7,,юго-западный,10.0,,,2,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,13.0,,,,,,True,,,10.0,724,,,18.6,,85.9,,,северо-западный,10.0,,,1,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,True,,,,,10.0,723,,,21.7,,79.5,,,восточный,9.0,,,2,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,True,,,,,,10.0,722,,,23.9,,63.3,,,северо-восточный,7.0,,,1,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,2,,,,,,,10.0,722,,,22.2,,69.7,,,,6.0,,25.9,0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,18.8,,84.3,,,западный,0.0,,,2,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,18.8,,85.9,,,юго-западный,9.0,,,2,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,723,,True,18.3,,89.3,,,южный,10.0,,,2,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,менее 0.1,,,2,,,,10.0,724,,,18.0,,87.5,17.0,True,западный,10.0,,,1,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,724,,,23.0,,61.1,,True,северный,4.0,,,1,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,725,,,24.7,,56.9,,,северный,0.0,,,2,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,725,,,26.6,,53.9,,,юго-восточный,9.0,,,1,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,725,,,23.7,,67.4,,,юго-западный,7.0,,27.1,2,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,726,,,21.6,,69.6,,,юго-западный,7.0,,,3,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,725,,,20.9,,65.5,,,юго-западный,7.0,,,3,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,18.4,,72.2,,,юго-западный,0.0,,,2,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,726,,,18.2,,69.3,17.2,,юго-западный,0.0,,,2,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,726,,,25.5,,43.5,,,южный,6.0,,,1,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,726,,,29.0,,30.8,,,восточный,5.0,,,2,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,725,,,29.7,,31.9,,,северо-восточный,4.0,,,2,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,725,,,25.5,,47.4,,,юго-западный,7.0,,30.6,3,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,True,,,10.0,726,,,21.9,,66.6,,,западный,9.0,,,6,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,10.0,,,,,,,,,10.0,726,,,19.7,,74.3,,True,юго-западный,10.0,,,2,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,19.3,,75.2,,True,северный,10.0,,,2,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,0.3,,,0.3,,,,10.0,727,,,19.2,,77.6,18.6,,северо-восточный,10.0,,,1,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,True,,,10.0,728,,,18.0,,92.7,17.6,,южный,10.0,,,4,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,True,,,,,,10.0,727,,,22.3,,67.1,,,южный,7.0,,,2,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,727,,True,23.1,,69.4,,,западный,7.0,,,3,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,18,,True,,,,,10.0,726,,,22.8,,69.8,,,юго-западный,7.0,,26.4,3,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,727,,,21.1,,68.6,,True,юго-западный,7.0,,,4,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,727,,,20.6,,65.9,,,западный,10.0,,,3,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,18.3,,67.6,,,,9.0,,,0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,0,,,18,,,,10.0,728,,,17.8,,71.6,16.9,,юго-западный,10.0,,,1,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,22.5,,53.5,,,северо-восточный,0.0,,,2,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,727,,,24.8,,32.9,,,восточный,0.0,,,3,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,727,,,25.5,,31.5,,,восточный,0.0,,,3,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,726,,,23.0,,39.8,,,северо-восточный,0.0,,25.8,1,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,726,,,17.4,,66.9,,,юго-западный,0.0,,,2,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,725,,,15.8,,68.9,,,западный,0.0,,,2,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,14.9,,73.9,,,юго-западный,0.0,,,2,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,725,,,13.0,,84.2,12.8,,юго-западный,0.0,,,1,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,725,,,22.6,,47.5,,,восточный,0.0,,,2,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,725,,,25.3,,36.6,,,восточный,0.0,,,3,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,724,,,27.5,,31.3,,,юго-восточный,0.0,,,2,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,724,,,24.9,,34.3,,,северо-восточный,2.0,,28.0,1,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,725,,,19.1,,66.9,,,западный,6.0,,,3,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,725,,True,17.7,,75.9,,,,10.0,,,0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,14.9,,83.3,,True,западный,2.0,,,3,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,менее 0.1,,,менее 0.1,,,,20.0,726,,,16.1,,70.8,13.8,,юго-западный,2.0,,,1,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,727,,,22.9,,52.6,,,северный,0.0,,,2,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,727,,,26.7,,47.1,,,северо-восточный,0.0,,,2,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,727,,,28.2,,37.6,,,северный,0.0,,,2,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,728,,,25.6,,47.1,,,восточный,0.0,,28.6,1,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,21.4,,66.0,,,юго-западный,2.0,,,2,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,729,,,16.9,,83.6,,,западный,0.0,,,2,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,729,,,16.5,,80.8,,,юго-западный,0.0,,,1,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,729,,,14.8,,85.5,14.1,,юго-западный,2.0,,,2,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,730,,,21.9,,68.7,,,северо-восточный,2.0,,,1,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,729,,,24.4,,61.4,,,восточный,7.0,,,3,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,729,,,26.3,,53.1,,,северо-восточный,6.0,,,4,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,728,,,23.7,,53.8,,,восточный,6.0,,27.0,2,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,21.3,,64.3,,,восточный,7.0,,,1,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,16.0,,86.8,,,,0.0,,,0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,14.6,,90.7,,,западный,0.0,,,1,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,0,,,0,,,True,0.0,727,,,14.8,,95.0,13.3,,северный,,,,1,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,True,,1.0,727,,,15.9,,95.6,,,северный,10.0,,,1,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,10.0,727,,,21.3,,71.8,,,северный,2.0,,,2,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,726,,,27.5,,46.4,,,северный,0.0,,,1,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,727,,,25.4,,56.0,,,восточный,2.0,,28.2,1,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,21.0,,76.9,,,юго-западный,0.0,,,2,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,728,,,17.7,,84.2,,,западный,0.0,,,3,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,18.7,,69.9,,,юго-западный,7.0,,,2,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,728,,,18.0,,69.8,17.3,,юго-западный,2.0,,,2,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,24.4,,45.0,,,северный,0.0,,,2,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,26.8,,35.5,,,северо-восточный,2.0,,,2,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,10.0,727,,,28.3,,24.1,,,западный,2.0,,,1,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,0,,,,,,,10.0,727,,,24.8,,31.6,,,южный,2.0,,28.4,1,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,728,,,17.3,,66.0,,,западный,0.0,,,2,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,729,,,16.8,,59.6,,,юго-западный,0.0,,,2,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,728,,,15.1,,60.8,,,юго-западный,0.0,,,2,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,728,,,14.3,,62.3,12.1,,юго-западный,0.0,,,2,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,728,,,22.4,,37.7,,,северо-восточный,0.0,,,1,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,25.7,,28.3,,,восточный,0.0,,,2,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,728,,,26.6,,26.5,,,северо-западный,0.0,,,3,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,728,,,23.3,,36.0,,,юго-восточный,4.0,,27.2,1,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,729,,,19.3,,57.9,,,западный,6.0,,,1,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,730,,,14.5,,62.0,,,северо-западный,0.0,,,1,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,730,,,12.3,,70.1,,,западный,0.0,,,2,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,0,,,0,,,,20.0,729,,,11.5,,75.9,10.5,,юго-западный,0.0,,,1,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,729,,,18.4,,49.3,,,восточный,0.0,,,2,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,728,,,21.8,,40.2,,,восточный,0.0,,,3,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,727,,,25.0,,29.3,,,восточный,0.0,,,3,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,726,,,21.7,,34.6,,,восточный,0.0,,25.2,3,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,726,,,14.9,,65.5,,,западный,0.0,,,1,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,725,,,12.0,,79.1,,,западный,0.0,,,3,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,11.5,,82.9,,,южный,0.0,,,1,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,723,,,11.3,,84.6,9.8,,западный,7.0,,,1,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,18.0,,60.3,,,северо-восточный,7.0,,,1,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,24.4,,41.0,,,северный,2.0,,,2,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,27.6,,35.8,,,северо-восточный,2.0,,,2,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,24.2,,44.9,,,юго-восточный,4.0,,27.6,1,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,21.0,,57.9,,,юго-западный,4.0,,,3,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,20.4,,64.6,,,юго-западный,6.0,,,1,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,20.0,,66.2,,,северо-западный,9.0,,,3,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,0,,,0,,,,10.0,723,,,17.8,,72.1,17.8,,северный,10.0,,,1,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,10.0,724,,,17.4,,63.0,16.6,,северный,10.0,,,1,
