timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Мгла,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,Зарница,Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,74.5,,,,восточный,,,1,,,,,,,,,,,,,50,749,,,,20.8,,,,,,,7.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,66.3,,,,южный,,,4,,,,,,,,,,,,,50,749,,,,20.4,,,,,,,9.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,85.8,,,,восточный,,,1,,,,,,,,,,,,,50,750,,,,17.2,,,,,,,10.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,96.2,,,13.9,северный,,,1,,,,,0,,,,,0,,,20,751,,,,14.1,,,,,,,0.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,73.4,,,,юго-восточный,,,1,,,,,,,,,,,,,20,752,,,,20.2,,,,,,,0.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,60.7,,,,юго-восточный,,,5,,,,,,,,,,,,,50,752,,,,23.1,,,,,,,2.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,58.7,,,,южный,,,4,,,,,,,,,,,,,50,751,,,,24.2,,,,,,,4.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,66.7,,,,южный,,24.4,1,,,,,0,,,,,,,,50,751,,,,22.4,,,,,,,4.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,83.7,,,,,,,0,,,,,,,,,,,,,50,752,,,,18.0,,,,,,,5.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,93.8,,,,,,,0,,,,,,,,,,,,,50,751,,,,15.8,,,,,,,10.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,95.0,,,,северо-восточный,,,1,,,,,,,,,,,,,50,752,,,,15.6,,,,,,,10.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,,14.9,северный,,,1,,,,,0,,,,,0,,,10,752,,,,15.0,,,,,,,10.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,85.9,,,,,,,0,,,,,,,,,,,,,10,753,,,,18.4,,,,,,,9.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,65.0,,,,южный,,,2,,,,,,,,,,,,,20,752,,,,24.2,,,,,,,2.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,56.5,,,,южный,,,3,,,,,,,,,,,,,20,751,,,,25.8,,,,,,,2.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,73.0,,,,юго-западный,,26.0,1,,,,,0,,,,,,,,20,752,,,,23.1,,,,,,,2.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,90.9,,,,южный,,,1,,,,,,,,,,,,,20,753,,,,17.0,,,,True,,,7.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,96.8,,,,,,,0,,,,,,,,,,,,,20,753,,,,14.6,,,,,True,,0.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,96.2,,,,северный,,,1,,,,,,,,,,,,,20,753,,,,14.4,,,,,True,,2.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,,13.5,,,,0,,,,,0,,,,,0,,,10,753,,,,13.5,,,,,,,2.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,77.6,,,,северный,,,1,,,,,,,,,,,,,10,754,,,,19.3,,,,,,,5.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,64.2,,,,восточный,,,1,,,,,,,,,,,,,20,753,,,,24.3,,,,,,,6.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,57.6,,,,юго-восточный,,,1,,,,,,,,,,,,,20,752,,,,26.0,,,,,,,9.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,72.6,,,,,,26.3,0,,,,,0,,,,,,,,20,752,,,,23.3,,,,,,,10.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,92.7,,,,северный,,,1,,,,,,,,,,,,,20,752,,,,18.7,,,,,,,10.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,91.6,,,,северный,,,1,,,,,,,,,,,,,20,751,,,,18.7,,,,,,,10.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,92.1,,,,северо-восточный,,,2,,,,,,,,,,,True,,4,750,,,,17.9,,,,,,,10.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,92.1,,,17.7,северо-восточный,,,4,,,,,3,,,,,3,True,,4,750,,,,18.2,,,,,,,10.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,10.0,,,,,,,,,,93.9,,,17.1,северо-восточный,,,5,,,,,,,,,,,,,2,749,True,,,17.3,,,,,,,10.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,14.0,,,,,,,,,,92.7,,,,северо-восточный,,,5,,,,,,,,,,,True,,2,747,,,,17.3,,,,,,,10.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,15.0,,,True,,,,,,,87.5,,,,северо-восточный,,,5,,,,,,,,,,,,,20,745,,,,17.9,,,,,,,10.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,13.0,,,,,,,,,,86.4,,,,северо-восточный,,18.3,4,,,,,22,,,,,,True,,20,745,,,,18.0,,,,,,,10.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,12.0,,,,,,,,,,94.4,,,,восточный,,,2,,,,,,,,,,,True,,2,745,,,,16.8,,,,,,,10.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,96.2,,,,северо-восточный,,,3,,,,,,,,,,,True,,4,745,,,,16.2,,,,,,,10.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,94.4,,,,северо-восточный,,,3,,,,,,,,,,,True,,10,745,,,,16.0,,,,,,,10.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,10.0,,,,,,,,,,94.3,,,14.5,северо-восточный,,,4,,,,,23,,,,,45,True,,2,745,,,,14.5,,,,,,,10.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,94.3,,,14.4,северо-восточный,,,3,,,,,,,,,,,,,2,747,True,,,14.6,,,,,,,10.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,10.0,,,,,,,,,,93.1,,,,северо-восточный,,,4,,,,,,,,,,,True,,2,747,,,,14.9,,,,,,,10.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,11.0,,,,,,,,,,82.9,,,,северо-восточный,,,4,,,,,,,,,,,,,10,748,,,,15.7,,,,True,,,10.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,,,81.7,,,,северо-восточный,,15.8,3,,,,,7,,,,,,,,10,750,,,,15.1,,,,True,,,10.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,83.3,,,,северо-восточный,,,1,,,,,,,,,,,,,10,751,,,,14.3,,,,True,,,10.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,,76.4,,,,северо-восточный,,,2,,,,,,,,,,,,,10,752,,,,14.3,,,,,,,10.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,81.0,,,,северо-восточный,,,1,,,,,,,,,,,,,10,753,,,,13.7,,,,,,,10.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,77.7,,,13.0,северо-восточный,,,2,,,,,0,,,,,7,,,50,754,,,,13.0,,,,,,,9.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,68.7,,,12.8,северо-восточный,,,2,,,,,,,,,,,,,50,755,,,,14.8,,,,,,,7.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,12.0,,,,,,,,,,46.2,,,,северо-восточный,,,5,,,,,,,,,,,,,50,755,,,,19.0,,,,,,,7.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,10.0,,,,,,,,,,43.1,,,,восточный,,,5,,,,,,,,,,,,,50,756,,,,19.8,,,,,,,5.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,54.0,,,,восточный,,20.3,3,,,,,0,,,,,,,,50,757,,,,16.2,,,,,,,4.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,71.8,,,,северо-восточный,,,1,,,,,,,,,,,,,50,759,,,,11.5,,,,,,,2.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,77.8,,,,северный,,,2,,,,,,,,,,,,,50,760,,,,10.0,,,,,,,2.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,87.2,,,,северо-западный,,,1,,,,,,,,,,,,,50,761,,,,8.4,,,,,,,0.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,86.6,,,7.3,северный,,,2,,,,,0,,,,,0,,,50,762,,,,8.0,,,,,,,0.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,62.8,,,,северо-восточный,,,3,,,,,,,,,,,,,50,763,,,,14.6,,,,,,,0.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,45.1,,,,северо-восточный,,,2,,,,,,,,,,,,,50,763,,,,18.5,,,,,,,0.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,37.8,,,,восточный,,,1,,,,,,,,,,,,,50,763,,,,19.8,,,,,,,0.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,53.4,,,,,,20.2,0,,,,,0,,,,,,,,50,763,,,,18.1,,,,,,,0.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,96.7,,,,,,,0,,,,,,,,,,,,,50,765,,,,9.3,,,,,,,0.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,97.3,,,,северо-западный,,,1,,,,,,,,,,,,,50,766,,,,9.4,,,,,,,0.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,94.1,,,,северный,,,2,,,,,,,,,,,,,50,766,,,,8.5,,,,,,,0.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,94.7,,,7.6,северо-западный,,,1,,,,,0,,,,,0,,,50,766,,,,7.7,,,,,,,0.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,67.6,,,,юго-западный,,,1,,,,,,,,,,,,,50,767,,,,14.2,,,,,,,0.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,50.7,,,,западный,,,1,,,,,,,,,,,,,50,765,,,,19.8,,,,,,,0.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,41.0,,,,юго-западный,,,1,,,,,,,,,,,,,50,763,,,,22.5,,,,,,,1.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,56.8,,,,юго-восточный,,22.6,1,,,,,0,,,,,,,,50,763,,,,19.7,,,,,,,1.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,95.5,,,,,,,0,,,,,,,,,,,,,50,763,,,,12.0,,,,,,,1.0,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,95.4,,,,,,,0,,,,,,,,,,,,,50,762,,,,10.9,,,,,,,0.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,96.7,,,,,,,0,,,,,,,,,,,,,50,762,,,,10.3,,,,,,,0.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,97.4,,,9.3,северо-западный,,,1,,,,,0,,,,,0,,,20,762,,,,10.1,,,,,,,10.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,80.6,,,,северный,,,1,,,,,,,,,,,,,50,762,,,,14.6,,,,,,,9.0,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,59.0,,,,северный,,,2,,,,,,,,,,,,,50,761,,,,20.7,,,,,,,9.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,46.7,,,,северо-восточный,,,1,,,,,,,,,,,,,50,759,,,,22.8,,,,,,,9.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,71.4,,,,,,22.9,0,,,,,0,,,,,,,,50,758,,,,19.2,,,,,,,10.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,96.8,,,,западный,,,1,,,,,,,,,,,,,50,758,,,,13.3,,,,,,,0.0,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,,,96.8,,,,северный,,,1,,,,,,,,,,,,,50,757,,,,12.9,,,,,,,0.0,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,95.5,,,,северный,,,1,,,,,,,,,,,,,50,756,,,,12.3,,,,,,,0.0,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,97.4,,,11.2,,,,0,,,,,0,,,,,0,,,50,756,,,,11.2,,,,,,,10.0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,76.8,,,11.1,северный,,,2,,,,,,,,,,,,,50,756,,,,17.3,,,,,,,9.0,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,55.6,,,,северо-восточный,,,3,,,,,,,,,,,,,50,754,,,,22.4,,,,,,,9.0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,52.6,,,,юго-восточный,,,2,,,,,,,,,,,,,50,753,,,,21.7,,,,,,,9.0,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,75.9,,,,северо-западный,,23.6,1,,,,,0,,,,,,,,50,753,,,,17.6,,,,,,,9.0,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,95.5,,,,,,,0,,,,,,,,,,,,,50,754,,,,13.6,,,,,,,9.0,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,96.1,,,,,,,0,,,,,,,,,,,,,50,754,,,,12.8,,,,,,,10.0,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,94.9,,,,,,,0,,,,,,,,,,,,,50,754,,,,13.1,,,,,,,10.0,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,95.5,,,12.6,западный,,,1,,,,,0.9,,,,,0.9,True,,10,754,,,,13.0,,,,,,,10.0,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,88.9,,,,,,,0,,,,,,,,,,,True,,10,754,,,,14.5,,,,,,,10.0,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,92.5,,,,юго-восточный,,,1,,,,,,,,,,,True,,2,753,,,,15.0,,,,,,,10.0,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,True,,,,,,,92.5,,,,юго-восточный,,,2,,,,,,,,,,,,,10,753,,,,15.1,,,,,,,10.0,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,91.4,,,,юго-восточный,,15.7,1,,,,,3,,,,,,,,20,753,,,,15.2,,,,,,,9.0,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,96.8,,,,северо-восточный,,,1,,,,,,,,,,,,,20,753,,,,12.2,,,,,,,6.0,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,97.4,,,,,,,0,,,,,,True,,,,,,,1,753,,,,12.6,,,,,,,0.0,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,97.4,,,,юго-западный,,,1,,,,,,,,,,,,True,2,752,,,,13.3,,,,,,,2.0,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,97.4,,,11.7,северо-восточный,,,1,,,,,0,True,,,,3,,,1,752,,,,13.0,,,,,,,10.0,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,95.6,,,,северо-восточный,,,1,,,,,,,,,,,,True,4,752,,,,14.4,,,,,,,10.0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,83.0,,,,северо-восточный,,,2,,,,,,,,,,,,,50,751,,,,16.3,,,,,,,10.0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,75.9,,,,северо-восточный,,,2,,,,,,,,,,,,,50,751,,,,17.7,,,,,,,10.0,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,84.0,,,,северо-восточный,,17.9,2,,,,,0,,,,,,,,50,750,,,,16.2,,,,,,,10.0,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,90.1,,,,восточный,,,2,,,,,,,,,,,,,50,750,,,,14.9,,,,,,,10.0,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,94.3,,,,восточный,,,2,,,,,,,,,,,True,,10,750,,,,14.7,,,,,,,10.0,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,96.2,,,,восточный,,,3,,,,,,,,,,,,,2,749,True,,,14.5,,,,,,,10.0,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,,14.5,восточный,,,2,,,,,13,,,,,13,,,2,747,True,,,15.0,,,,,,,10.0,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,96.8,,,,восточный,,,2,,,,,,,,,,,,,1,747,True,,,14.8,,,,,,,10.0,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,88.6,,,,южный,,,2,,,,,,,,,,,,,20,746,,,,17.3,,,,True,,,10.0,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,75.7,,,,восточный,,,3,,,,,,,,,,,,,20,745,,,,19.2,,,,True,,,9.0,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,80.5,,,,восточный,,20.2,2,,,,,10,,,,,,,,50,745,,,,18.0,,,,,,,2.0,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,89.1,,,,юго-восточный,True,,2,,,,,,,,,,,,,20,745,,,,16.1,,,,,,,9.0,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,True,,,,,,,96.2,,,,северо-восточный,,,1,,,,,,,,,,,,,20,746,,,,14.9,,,,,,,10.0,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,96.8,,,,,,,0,,,,,,,,,,,,,20,745,,,,13.8,,,,True,,,10.0,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,,12.9,восточный,,,1,,,,,0.3,,,,,11,,,10,745,,,,12.9,,,,,True,,2.0,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,87.3,,,12.1,западный,,,1,,,,,,,,,,,,True,2,746,,,,15.3,,,,,,,9.0,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,,,,,,71.1,,,,северо-восточный,,,2,,,,,,,,,,,,,50,745,,,,17.8,,,,,,,9.0,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,86.2,,,,восточный,,,2,,,,,,,,,,,,,20,745,,,,15.9,True,,,,,,10.0,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",True,,,,,,,,,,,91.8,,,,северо-восточный,,18.8,3,,,,,0.6,,,,,,,,20,746,,,,13.3,,,,,,,10.0,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,94.9,,,,северо-восточный,,,1,,,,,,,,,,,,,20,747,,,,12.4,,,,True,,,10.0,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,93.6,,,,северный,,,1,,,,,,,,,,,,,20,747,,,,12.1,,,,,,,10.0,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,91.1,,,,северо-восточный,,,2,,,,,,,,,,,,,20,747,,,,11.8,,,,,,,7.0,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,True,,,,,,,,,95.4,,,10.7,северо-восточный,,,2,,,,,8,,,,,8,,,4,747,,,,10.7,,,,,,,10.0,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,True,,,,,,,,,94.2,,,10.4,северо-восточный,,,2,,,,,,,,,,,,,2,748,,,,10.7,,,,,,,10.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,81.9,,,,северо-восточный,,,2,True,,,,,,,,,,,,20,749,,,,12.2,,,,,,,10.0,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,True,,,,,,67.2,,,,юго-восточный,,,2,,,,,,,,,,,,,20,749,,,,14.6,,,,,,,9.0,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,True,,,,,,,91.2,,,,северо-восточный,,14.7,1,,,,,5,,,,,,,,20,751,,,,12.3,,,,,,,10.0,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,96.7,,,,северо-восточный,,,1,,,,,,,,,,,,,20,752,,,,10.9,,,,True,,,10.0,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,95.4,,,,,,,0,,,,,,,,,,,,,20,753,,,,10.3,,,,,,,9.0,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,94.1,,,,,,,0,,,,,,,,,,,,,20,753,,,,10.3,,,,,,,10.0,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,96.0,,,9.1,северо-западный,,,1,,,,,0,,,,,5,,,50,754,,,,9.2,,,,,,,7.0,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,75.6,,,9.1,северо-восточный,,,1,,,,,,,,,,,,,50,755,,,,13.0,,,,,,,4.0,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,53.6,,,,северо-восточный,,,1,,,,,,,,,,,,,50,755,,,,15.9,,,,,,,9.0,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,63.1,,,,,,,0,,,,,,,,,,,True,,20,755,,,,14.1,,,,,,,10.0,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,89.3,,,,северо-западный,,16.0,2,,,,,0.5,,,,,,True,,50,755,,,,12.0,,,,,,,10.0,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,91.1,,,,северо-западный,,,1,,,,,,,,,,,,,50,756,,,,11.2,,,,True,,,10.0,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,,93.5,,,,северо-западный,,,1,,,,,,,,,,,True,,10,756,,,,10.4,,,,,,,10.0,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,91.6,,,,северо-западный,,,1,,,,,,,,,,,,,10,757,,,,10.3,,,,True,,,10.0,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,93.5,,,9.9,,,,0,,,,,0.3,,,,,0.8,,,50,757,,,,9.9,,,,,,,9.0,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,83.0,,,,западный,,,1,,,,,,,,,,,,,50,758,,,,12.3,,,,,,,9.0,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,,57.0,,,,юго-западный,,,1,,,,,,,,,,,,,50,758,,,,15.9,,,,,,,7.0,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,,54.7,,,,юго-западный,,,3,,,,,,,,,,,,,50,757,,,,17.3,,,,,,,6.0,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,,70.8,,,,юго-западный,,18.3,1,,,,,0,,,,,,,,50,758,,,,13.9,,,,,,,2.0,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,,96.7,,,,юго-западный,,,1,,,,,,,,,,,,,50,759,,,,8.3,,,,,,,0.0,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,,98.0,,,,северный,,,1,,,,,,,,,,,,,50,760,,,,7.1,,,,,,,0.0,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,,96.6,,,,северо-западный,,,1,,,,,,,,,,,,,50,760,,,,5.9,,,,,,,0.0,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,97.9,,,4.6,северный,,,1,,,,,0,,,,,0,,,50,761,,,,4.6,,,,,True,,1.0,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,79.5,,,4.6,северный,,,1,,,,,,,,,,,,,50,761,,,,10.9,,,,,,,4.0,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,,57.3,,,,северный,,,1,,,,,,,,,,,,,50,761,,,,17.2,,,,,,,2.0,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,,45.9,,,,восточный,,,2,,,,,,,,,,,,,50,760,,,,17.8,,,,,,,7.0,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,,68.4,,,,восточный,,18.2,1,,,,,0,,,,,,,,20,760,,,,13.7,,,,,,,9.0,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,,95.4,,,,северный,,,1,,,,,,,,,,,,,20,761,,,,8.9,,,,,,,10.0,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,,91.6,,,,северный,,,1,,,,,,,,,,,,,20,761,,,,9.0,,,,,,,7.0,
