timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,13.0,,,,,,,,,,,,10,738,,,,22.1,67.0,,,западный,7.0,,,6.0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,11.0,,,,,,,,,,,,10,740,,,,20.2,72.5,,,,10.0,,,0.0
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,1,,True,1,,,,,,10,740,,,,18.4,93.3,18.4,,южный,9.0,,,1.0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,True,,,,,20,740,,,,24.6,57.3,18.3,,западный,0.0,,,2.0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,28.5,40.8,,,западный,2.0,,,2.0
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,29.8,36.1,,,северный,2.0,,,2.0
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,27.4,44.6,,,восточный,5.0,,30.4,2.0
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,20.5,71.6,,,восточный,0.0,,,1.0
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,18.5,83.2,,,восточный,0.0,,,1.0
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,16.6,88.0,,,восточный,0.0,,,1.0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,17.3,81.5,15.9,,южный,0.0,,,1.0
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,24.3,55.0,,,юго-западный,0.0,,,1.0
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,29.7,37.8,,,северо-восточный,0.0,,,1.0
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,30.6,34.1,,,северо-восточный,0.0,,,2.0
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,28.1,35.2,,,восточный,0.0,,31.3,1.0
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,22.9,55.4,,,восточный,0.0,,,3.0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,20.7,59.4,,,восточный,0.0,,,2.0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,15.8,81.3,,,,0.0,,,0.0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,740,,,,14.2,91.9,13.4,,,0.0,,,0.0
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,23.5,51.7,,,восточный,0.0,,,2.0
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,29.0,32.3,,,восточный,0.0,,,3.0
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,30.7,23.5,,,восточный,0.0,,,4.0
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,738,,,,27.4,33.8,,,восточный,0.0,,31.4,3.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,21.7,50.2,,,восточный,0.0,,,2.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,15.1,78.0,,,восточный,0.0,,,1.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,13.4,91.2,,,восточный,0.0,,,1.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,13.1,93.0,12.6,,восточный,0.0,,,1.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,21.5,65.2,,,северный,0.0,,,2.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.8,40.3,,,восточный,0.0,,,1.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,30.5,38.0,,,восточный,0.0,,,1.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,26.7,61.1,,,восточный,0.0,,31.3,2.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,21.2,83.5,,,,0.0,,,0.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,18.7,93.3,,,восточный,0.0,,,1.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,17.2,93.8,,,восточный,0.0,,,1.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,16.1,93.8,15.6,,восточный,0.0,,,1.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,23.5,69.9,,,юго-западный,0.0,,,1.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,28.4,56.8,,,западный,0.0,,,2.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,30.5,48.1,,,северо-восточный,7.0,,,1.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,738,,,,26.7,59.3,,,восточный,7.0,,31.7,2.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,22.0,81.0,,,восточный,2.0,,,1.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,20.3,87.7,,,,0.0,,,0.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,18.6,95.1,,,,2.0,,,0.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,741,,,,18.6,95.7,18.4,,,2.0,,,0.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,24.9,69.3,,,западный,2.0,,,1.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,28.7,55.4,,,юго-восточный,9.0,,,2.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,31.0,36.2,,,восточный,7.0,,,2.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,742,,,,27.6,52.1,,,восточный,5.0,,31.6,3.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,22.2,67.1,,,,0.0,,,0.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,18.5,88.1,,,восточный,0.0,,,1.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,17.3,93.9,,,,0.0,,,0.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,741,,,,16.2,96.2,16.0,,,0.0,,,0.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,22.3,69.3,,,северо-восточный,0.0,,,2.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,28.3,50.0,,,восточный,0.0,,,4.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,10.0,,,,,,,,,,,,20,739,,,,29.8,45.6,,,восточный,0.0,,,4.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,739,,,,25.2,47.9,,,восточный,0.0,,31.2,4.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,20.3,74.9,,,юго-восточный,0.0,,,1.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,18.4,95.7,,,,2.0,,,0.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,17.5,98.1,,,,7.0,,,0.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,0,,,0,,,True,,,4,737,,,,17.3,96.3,16.8,,западный,10.0,,,1.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,19.4,83.9,,,западный,10.0,,,1.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,25.0,59.2,,,восточный,5.0,,,3.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,29.1,47.4,,,южный,4.0,,,2.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,26.2,43.7,,,восточный,2.0,,29.9,3.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,20.7,65.5,,,южный,0.0,,,1.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,18.8,92.7,,,юго-восточный,0.0,,,1.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,17.8,98.1,,,,0.0,,,0.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,18.2,94.5,16.9,,северо-западный,5.0,,,2.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,21.9,76.6,16.8,,западный,7.0,,,2.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.3,60.4,,,северо-западный,2.0,,,2.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,25.9,58.3,,,юго-восточный,10.0,,,1.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,23.5,72.2,,,,10.0,,26.4,0.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,21.6,79.0,,,,9.0,,,0.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,True,,,,,,,,,,,,,,10,737,,,,21.0,83.0,,,,10.0,,,0.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,True,,,,,,,,,,,,,,10,737,,,,19.9,85.5,,,,10.0,,,0.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,2,,True,2,,,,,,10,738,,,,19.0,96.3,18.9,,,10.0,,18.9,0.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,True,,,,,20,738,,,,20.3,93.4,,,северо-восточный,9.0,,,1.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,24.4,69.7,,,западный,9.0,,,2.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,26.9,56.0,,,западный,7.0,,,2.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,0.7,,,,,,,,,20,739,,,,24.4,65.0,,,южный,9.0,,27.7,2.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,21.4,79.5,,,южный,2.0,,,2.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,18.4,89.3,,,восточный,0.0,,,1.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,19.2,81.7,,,,0.0,,,0.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,0,,,0.7,,,,,,20,740,,,,17.5,89.2,17.5,,юго-восточный,0.0,,,1.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,23.9,62.5,,,юго-западный,0.0,,,1.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,29.1,46.6,,,восточный,2.0,,,2.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,29.5,44.3,,,северо-восточный,2.0,,,2.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,739,,,,26.0,61.0,,,восточный,5.0,,30.4,2.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,22.0,80.0,,,западный,9.0,,,2.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,20.8,86.1,,,,9.0,,,0.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,19.4,88.8,,,,9.0,,,0.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,2,,True,2,,,,,,10,740,,,,18.4,92.1,18.4,,,10.0,,,0.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,True,,,,,20,741,,,,23.2,73.5,,,западный,7.0,,,3.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,True,,,,4,742,,,,18.7,93.9,,,западный,10.0,,,2.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,True,,,,,20,741,,,,21.3,78.4,,,западный,9.0,,,2.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,2,,,,,,,,,20,740,,,,22.4,72.0,,,юго-западный,2.0,,24.4,1.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,20.3,82.9,,,,0.0,,,0.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,19.3,78.7,,,,0.0,,,0.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,18.1,87.0,,,,0.0,,,0.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,0,,,2,,,,,,20,742,,,,16.7,72.8,16.7,,,9.0,,,0.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,21.8,45.5,16.5,,северо-западный,7.0,,,2.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,24.9,30.3,,,восточный,2.0,,,2.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,26.0,28.8,,,северо-восточный,0.0,,,2.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,740,,,,22.9,36.6,,,восточный,0.0,,26.6,2.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,19.2,51.6,,,восточный,0.0,,,3.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,13.5,80.4,,,восточный,0.0,,,1.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,12.2,88.8,,,восточный,0.0,,,1.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,739,,,,11.7,91.1,11.2,,восточный,0.0,,,1.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,19.9,59.2,,,юго-западный,0.0,,,1.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,25.1,44.9,,,северо-восточный,0.0,,,2.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,28.2,37.4,,,южный,0.0,,,1.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,738,,,,23.5,60.8,,,восточный,0.0,,28.6,3.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,18.4,83.7,,,,0.0,,,0.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,16.5,90.3,,,восточный,0.0,,,1.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,17.2,89.7,,,юго-восточный,7.0,,,1.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,740,,,,15.1,95.0,14.9,,,0.0,,,0.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,22.0,67.5,,,северо-западный,2.0,,,1.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,26.9,51.9,,,северо-западный,0.0,,,2.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,29.2,38.4,,,северный,0.0,,,2.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,24.6,55.5,,,,0.0,,30.0,0.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,21.8,64.4,,,северный,0.0,,,2.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,17.2,86.9,,,восточный,0.0,,,1.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,16.0,92.6,,,,0.0,,,0.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,743,,,,15.2,95.6,14.3,,восточный,0.0,,,1.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,20.7,77.9,,,восточный,2.0,,,3.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,24.9,63.1,,,восточный,5.0,,,3.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,26.9,50.9,,,восточный,2.0,,,3.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,742,,,,24.0,56.8,,,восточный,7.0,,27.7,2.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,20.1,74.4,,,восточный,0.0,,,3.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,17.1,94.4,,,,0.0,,,0.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,True,,,4,742,,,,16.8,96.9,,,,10.0,,,0.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,True,,1,741,,,,16.2,98.7,15.8,,западный,,,,1.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,True,,1,741,,,,16.6,98.7,,,,,,,0.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,True,,,,,20,741,,,,23.9,68.3,,,западный,0.0,,,1.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,27.5,50.8,,True,северо-западный,0.0,,,2.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,740,,,,24.6,64.6,,,восточный,0.0,,28.7,1.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,19.3,77.2,,,восточный,0.0,,,1.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,18.1,86.4,,,восточный,0.0,,,1.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,19.2,78.6,,,,9.0,,,0.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,18.1,83.2,17.2,,,5.0,,,0.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,23.4,49.7,,,северный,6.0,,,1.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,25.9,36.2,,,северо-западный,7.0,,,2.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,28.8,27.4,,,северо-западный,5.0,,,2.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,23.0,47.7,,,восточный,2.0,,29.4,1.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,19.7,51.0,,,восточный,2.0,,,1.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,16.0,67.1,,,восточный,0.0,,,1.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,14.8,70.1,,,юго-восточный,0.0,,,1.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,14.5,68.6,13.6,,южный,0.0,,,1.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,21.2,51.4,,,западный,0.0,,,2.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,26.1,30.2,,,северо-западный,0.0,,,2.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,27.7,28.1,,,северо-западный,0.0,,,3.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,742,,,,24.0,39.3,,,западный,2.0,,27.9,1.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,,21.5,43.9,,,восточный,9.0,,,2.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,744,,,,17.4,45.1,,,восточный,2.0,,,3.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,744,,,,15.4,54.6,,,восточный,0.0,,,2.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,744,,,,14.2,58.2,12.0,,восточный,0.0,,,2.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,,19.2,46.3,,,восточный,0.0,,,3.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,22.8,36.3,,,восточный,0.0,,,4.0
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,24.4,37.6,,,восточный,0.0,,,4.0
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,741,,,,20.0,57.6,,,восточный,0.0,,24.8,4.0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,16.3,78.7,,,юго-восточный,0.0,,,1.0
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,13.1,92.4,,,,0.0,,,0.0
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,11.6,94.8,,,,0.0,,,0.0
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,11.7,92.3,11.3,,восточный,0.0,,,1.0
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,17.5,77.4,,,западный,7.0,,,1.0
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,23.1,55.1,,,юго-западный,7.0,,,1.0
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,25.9,47.5,,,западный,9.0,,,1.0
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,22.0,66.2,,,восточный,2.0,,26.7,1.0
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,18.4,75.0,,,,0.0,,,0.0
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,18.0,73.0,,,южный,0.0,,,1.0
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,16.4,78.2,,,,0.0,,,0.0
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,17.0,76.3,15.4,,западный,10.0,,,1.0
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,18.8,63.8,,,западный,10.0,,,2.0
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,18.0,49.6,,,северо-западный,10.0,,,1.0
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,18.7,49.4,,,западный,10.0,,,3.0
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,0,,,,,,,,,20,739,,,,17.3,60.1,,,южный,2.0,,19.9,1.0
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,13.4,73.2,,,восточный,6.0,,,1.0
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,14.5,62.0,,,,9.0,,,0.0
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,13.2,64.7,,,,9.0,,,0.0
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,742,,,,8.3,81.4,8.1,,восточный,0.0,,,1.0
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,15.3,49.5,,,западный,0.0,,,2.0
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,19.4,41.8,,,южный,0.0,,,1.0
