timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) умеренный с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1598486400,"Четверг, 27 августа
00:00 (UTC)",,,,,,,,53.5,,,юго-восточный,,,3,,,,,,,,,,,10.0,699,,,17.1,,,0.0,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,,54.6,,16.4,юго-восточный,,,2,,,,0,,0,,,,,50.0,699,,,16.8,,,0.0,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,40.7,,,юго-восточный,,,2,,,,,,,,,,,50.0,700,,,23.4,,,0.0,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,28.3,,,северный,,,2,,,,,,,,,,,50.0,698,,,27.1,,,0.0,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,24.1,,,северо-восточный,,,2,,,,,,,,,,,50.0,698,,,28.1,,,0.0,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,29.1,,,восточный,,28.6,2,,,,0,,,,,,,50.0,698,,,25.6,,,0.0,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,56.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,18.7,,,0.0,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,52.8,,,южный,,,1,,,,,,,,,,,10.0,699,,,18.4,,,0.0,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,54.1,,,южный,,,2,,,,,,,,,,,10.0,698,,,18.0,,,0.0,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,64.5,,15.9,южный,,,1,,,,0,,0,,,,,50.0,699,,,16.3,,,4.0,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,50.2,,,западный,,,2,,,,,,,,,,,50.0,700,,,22.7,,,0.0,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,44.8,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,24.8,,,1.0,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,40.6,,,западный,,,2,,,,,,,,,,,20.0,699,,,26.8,,,4.0,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,49.1,,,западный,,27.6,2,,,,0,,,,,,,20.0,699,,,25.0,,,6.0,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,71.9,,,южный,,,1,,,,,,,,,,,10.0,700,,,19.6,,,7.0,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,70.3,,,западный,,,2,,,,,,,,,,,10.0,702,,,18.6,,,10.0,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,72.5,,,южный,,,1,,,,,,,,,,,10.0,703,,,17.7,,,10.0,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,79.3,,16.1,юго-восточный,,,1,,,,0,,0,,,,,20.0,703,,,16.4,,,7.0,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,45.9,,,восточный,,,1,,,,,,,,,,,20.0,704,,,23.4,,,1.0,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,40.5,,,восточный,,,1,,,,,,,,,,,20.0,703,,,25.7,,,2.0,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,34.7,,,западный,,,2,,,,,,,,,,,20.0,703,,,27.0,,,4.0,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,45.4,,,западный,,27.8,2,,,,0,,,,,,,20.0,704,,,24.9,,,5.0,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,71.8,,,южный,,,1,,,,,,,,,,,10.0,705,,,18.8,,,0.0,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,67.1,,,южный,,,1,,,,,,,,,,,10.0,705,,,18.0,,,0.0,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,67.3,,,южный,,,2,,,,,,,,,,,10.0,705,,,17.1,,,0.0,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,70.3,,15.9,южный,,,1,,,,0,,0,,,,,50.0,705,,,16.0,,,0.0,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,46.6,,,восточный,,,1,,,,,,,,,,,50.0,705,,,23.8,,,0.0,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,41.6,,,восточный,,,1,,,,,,,,,,,50.0,705,,,26.7,,,1.0,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,35.0,,,северный,,,2,,,,,,,,,,,20.0,704,,,27.5,,,2.0,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,43.2,,,восточный,,28.4,3,,,,0,,,,,,,20.0,704,,,25.5,,,5.0,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,66.5,,,южный,,,1,,,,,,,,,,,10.0,704,,,19.7,,,0.0,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,69.7,,,южный,,,1,,,,,,,,,,,10.0,704,,,17.9,,,0.0,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,66.9,,,юго-восточный,,,2,,,,,,,,,,,10.0,703,,,17.4,,,0.0,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,65.0,,15.7,южный,,,1,,,,0,,0,,,,,50.0,703,,,16.4,,,0.0,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,46.3,,,северо-восточный,,,1,,,,,,,,,,,50.0,703,,,23.6,,,0.0,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,38.9,,,северный,,,1,,,,,,,,,,,50.0,702,,,26.4,,,0.0,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,38.1,,,северо-восточный,,,2,,,,,,,,,,,50.0,702,,,27.1,,,2.0,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,36.3,,,восточный,,28.4,2,,,,0,,,,,,,50.0,702,,,25.1,,,2.0,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,51.0,,,южный,,,1,,,,,,,,,,,10.0,702,,,19.7,,,0.0,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,66.1,,,южный,,,1,,,,,,,,,,,10.0,701,,,17.7,,,0.0,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,74.6,,,южный,,,1,,,,,,,,,,,10.0,700,,,16.0,,,0.0,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,78.0,,14.8,южный,,,1,,,,0,,0,,,,,50.0,700,,,15.0,,,0.0,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,46.4,,,,,,0,,,,,,,,,,,50.0,700,,,24.0,,,0.0,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,39.5,,,северо-западный,,,2,,,,,,,,,,,20.0,700,,,26.9,,,0.0,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,37.8,,,северо-западный,,,2,,,,,,,,,,,20.0,699,,,28.1,,,0.0,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,43.6,,,северный,,28.6,1,,,,0,,,,,,,20.0,699,,,25.6,,,0.0,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,76.1,,,южный,,,1,,,,,,,,,,,10.0,699,,,19.2,,,0.0,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,78.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,17.5,,,0.0,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,78.8,,,,,,0,,,,,,,,,,,10.0,699,,,16.5,,,0.0,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,78.6,,14.9,южный,,,1,,,,0,,0,,,,,20.0,699,,,15.3,,,0.0,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,52.2,,,северный,,,1,,,,,,,,,,,20.0,700,,,23.9,,,1.0,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,45.6,,,северо-западный,,,2,,,,,,,,,,,20.0,700,,,26.8,,,4.0,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,65.5,,,южный,,,1,,,,,,,,,,,20.0,701,,,24.9,,,10.0,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,60.5,,,южный,,28.6,1,,,,0,,,,,,,20.0,702,,,24.1,,,10.0,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,56.1,,,восточный,,,1,,,,,,,,,,,10.0,702,,,22.8,,,9.0,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,58.6,,,,,,0,,,,,,,,,,,10.0,703,,,19.1,,,5.0,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,63.0,,,южный,,,1,,,,,,,,,,,10.0,703,,,17.2,,,2.0,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,57.5,,16.4,южный,,,1,,,,0,,0,,,,,20.0,704,,,17.9,,,10.0,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,51.3,,,,,,0,,,,,,,,,,,20.0,705,,,23.3,,,6.0,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,47.1,,,северный,,,2,,,,,,,,,,,20.0,705,,,27.9,,,7.0,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,35.5,,,северный,,,1,,,,,,,,,,,20.0,705,,,29.9,,,2.0,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,56.3,,,восточный,,30.5,2,,,,0,,,,,,,20.0,705,,,26.4,,,2.0,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,67.8,,,южный,,,1,,,,,,,,,,,10.0,705,,,21.8,,,0.0,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,67.1,,,южный,,,1,,,,,,,,,,,10.0,705,,,20.2,,,0.0,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,62.2,,,южный,,,1,,,,,,,,,,,10.0,705,,,19.2,,,0.0,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,66.0,,17.3,южный,,,1,,,,0,,0,,,,,50.0,704,,,17.3,,,0.0,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,47.3,,,западный,,,1,,,,,,,,,,,20.0,704,,,24.1,,,0.0,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,45.2,,,северо-восточный,,,1,,,,,,,,,,,50.0,703,,,27.4,,,0.0,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,38.2,,,северный,,,2,,,,,,,,,,,20.0,703,,,28.6,,,1.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,49.9,,,восточный,,29.1,2,,,,0,,,,,,,20.0,702,,,25.5,,,5.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,69.4,,,южный,,,1,,,,,,,,,,,10.0,702,,,20.6,,,0.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,77.5,,,,,,0,,,,,,,,,,,10.0,701,,,18.1,,,0.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,82.9,,,,,,0,,,,,,,,,,,10.0,700,,,16.0,,,0.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,86.1,,14.9,юго-восточный,,,1,,,,0,,0,,,,,50.0,700,,,15.2,,,4.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,61.9,,,северо-западный,,,1,,,,,,,,,,,50.0,700,,,21.5,,,5.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,53.4,,,северо-западный,,,2,,,,,,,,,,,20.0,700,,,24.9,,,9.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,49.0,,,северо-восточный,,,1,,,,,,,,,,,20.0,699,,,26.8,,,7.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,52.8,,,восточный,,28.2,1,,,,0,,,,,,,10.0,699,,,24.9,,,7.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,79.9,,,южный,,,1,,,,,,,,,,,10.0,699,,,20.7,,,7.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,83.3,,,южный,,,1,,,,,,,,,,,10.0,698,,,18.9,,,0.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,80.6,,,юго-западный,,,1,,,,,,,,,,,10.0,698,,,18.8,,,5.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,78.9,,16.8,юго-восточный,,,1,,,,0,,0,,,,,10.0,699,,,17.8,,,9.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,78.0,,,западный,,,4,,,,,,,,,,,10.0,701,,,18.4,,,10.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,75.3,,,юго-восточный,,,2,,,,,,,,,,,20.0,700,,,19.7,,,10.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,54.0,,,северо-западный,,,1,,,,,,,,,,,20.0,699,,,24.2,,,7.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,74.0,,,западный,,24.5,1,,,,0,,,,,,,10.0,700,,,20.7,,,9.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,86.4,,,,,,0,,,,,,,,,,,10.0,700,,,17.6,,,5.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,87.5,,,южный,,,1,,,,,,,,,,,10.0,700,,,17.2,,,10.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",True,,,,,,,86.9,,,северо-западный,,,1,,,,,,,,,,,10.0,701,,,17.5,,,10.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,89.1,,16.8,юго-восточный,,,1,,,,14,,14,,,,,10.0,702,,,16.9,True,,10.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,82.2,,16.5,западный,,,1,,,,,,,,,,,20.0,701,,,18.8,,True,10.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,74.9,,,северо-западный,,,1,,,,,,,,,,,20.0,702,,,20.5,,,7.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,63.4,,,западный,,,1,,,,,,,,,,,10.0,702,,,22.8,,,10.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,72.7,,,,,23.7,0,,,,1,,,,,,,20.0,703,,,21.4,,,9.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,82.2,,,южный,,,1,,,,,,,,,,,10.0,703,,,18.9,,,7.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,77.4,,,юго-восточный,,,2,,,,,,,,,,,10.0,703,,,17.9,,,5.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,74.3,,,юго-восточный,,,2,,,,,,,,,,,10.0,703,,,16.7,,,2.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,72.3,,16.2,юго-восточный,,,2,,,,0,,менее 0.1,,,,,50.0,703,,,16.3,,,0.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,51.2,,,юго-восточный,,,1,,,,,,,,,,,50.0,703,,,23.0,,,1.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,43.8,,,северный,,,2,,,,,,,,,,,20.0,703,,,26.4,,,5.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,43.7,,,северный,,,1,,,,,,,,,,,20.0,702,,,26.0,,,7.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,63.4,,,восточный,,27.8,1,,,,0,,,,,,,20.0,703,,,22.5,,,10.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",True,,,,,,,88.7,,,южный,,,2,,,,,,,,,,,4.0,704,,,18.2,,,10.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,75.1,,,юго-восточный,,,3,,,,,,,,,,,10.0,703,,,18.5,,True,9.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,74.9,,,юго-восточный,,,2,,,,,,,,,,,10.0,703,,,17.8,,True,10.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,79.3,,16.9,южный,,,1,,,,14,,14,,,,,20.0,704,,,16.9,,,9.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,78.1,,16.8,северо-западный,,,2,,,,,,,,,,,10.0,704,,,19.1,,,10.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,89.8,,,западный,,,1,,,,,,,True,,,,10.0,705,,,17.4,,,10.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,67.8,,,южный,,,1,,,,,,,,,,,20.0,704,,,21.8,,True,7.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,78.7,,,,,22.9,0,,,,5,,,,,,,20.0,704,,,19.8,,,5.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,85.2,,,южный,,,1,,,,,,,,,,,10.0,704,,,16.5,,,6.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,77.8,,,южный,,,1,,,,,,,,,,,10.0,704,,,17.0,,,6.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,78.9,,,западный,,,1,,,,,,,,,,,10.0,704,,,17.2,,,7.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,77.1,,15.8,,,,0,,,,0,,5,,,,,10.0,705,,,15.9,,,7.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,55.0,,,северный,,,1,,,,,,,,,,,20.0,705,,,19.9,,,1.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,52.1,,,восточный,,,2,,,,,,,,,,,20.0,704,,,22.4,,,6.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,36.6,,,северо-восточный,,,1,,,,,,,,,,,20.0,703,,,23.8,,,2.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,46.0,,,северный,,24.6,1,,,,0,,,,,,,20.0,703,,,21.4,,,0.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,72.1,,,южный,,,1,,,,,,,,,,,10.0,703,,,15.7,,,0.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,77.9,,,южный,,,1,,,,,,,,,,,10.0,702,,,14.0,,,0.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,80.3,,,южный,,,1,,,,,,,,,,,10.0,702,,,12.8,,,0.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,81.9,,11.5,южный,,,1,,,,0,,0,,,,,50.0,702,,,11.9,,,0.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,52.7,,,северо-западный,,,1,,,,,,,,,,,50.0,702,,,20.6,,,0.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,42.1,,,северный,,,1,,,,,,,,,,,50.0,701,,,24.5,,,0.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,37.1,,,западный,,,1,,,,,,,,,,,50.0,701,,,26.3,,,0.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,50.9,,,,,26.7,0,,,,0,,,,,,,20.0,701,,,23.0,,,2.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,75.4,,,южный,,,1,,,,,,,,,,,10.0,702,,,17.5,,,2.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,74.3,,,,,,0,,,,,,,,,,,10.0,702,,,16.9,,,2.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,72.7,,,южный,,,1,,,,,,,,,,,10.0,702,,,16.0,,,0.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,83.2,,13.3,южный,,,1,,,,0,,0,,,,,50.0,703,,,13.6,,,2.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,49.1,,,северо-западный,,,1,,,,,,,,,,,50.0,704,,,22.6,,,2.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,40.1,,,северо-западный,,,1,,,,,,,,,,,50.0,704,,,25.9,,,1.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,36.7,,,северный,,,1,,,,,,,,,,,50.0,704,,,28.3,,,1.0,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,49.0,,,восточный,,28.5,1,,,,0,,,,,,,20.0,705,,,24.6,,,0.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,75.6,,,южный,,,1,,,,,,,,,,,10.0,706,,,18.6,,,0.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,78.2,,,южный,,,1,,,,,,,,,,,10.0,706,,,16.5,,,0.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,78.6,,,южный,,,1,,,,,,,,,,,10.0,706,,,15.7,,,0.0,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,79.5,,14.5,южный,,,1,,,,0,,0,,,,,50.0,706,,,14.5,,,0.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,51.0,,,,,,0,,,,,,,,,,,50.0,706,,,22.1,,,0.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,52.9,,,северо-восточный,,,1,,,,,,,,,,,20.0,706,,,24.0,,,6.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,56.1,,,восточный,,,2,,,,,,,,,,,10.0,705,,,24.3,,,7.0,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,64.9,,,восточный,,25.7,2,,,,0,,,,,,,10.0,705,,,21.8,,,9.0,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,75.2,,,,,,0,,,,,,,,,,,10.0,705,,,19.2,,,6.0,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,83.1,,,южный,,,1,,,,,,,,,,,10.0,704,,,17.2,,,7.0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,89.6,,,,,,0,,,,,,,,,,,10.0,704,,,15.2,,,0.0,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,90.1,,14.1,юго-восточный,,,1,,,,0,,0,,,,,20.0,704,,,14.1,,,0.0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,60.5,,,юго-западный,,,1,,,,,,,,,,,20.0,704,,,22.1,,,0.0,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,53.6,,,южный,,,1,,,,,,,,,,,20.0,703,,,25.5,,,0.0,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,31.1,,,западный,,,2,,,,,,,,,,,20.0,703,,,28.6,,,0.0,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,51.6,,,,,29.2,0,,,,0,,,,,,,20.0,704,,,23.0,,,0.0,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,68.0,,,юго-восточный,,,1,,,,,,,,,,,10.0,705,,,18.2,,,0.0,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,70.9,,,южный,,,1,,,,,,,,,,,10.0,704,,,16.9,,,0.0,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,70.7,,,южный,,,1,,,,,,,,,,,10.0,705,,,17.8,,,6.0,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,77.2,,16.5,,,,0,,,,0,,0,,,,,10.0,705,,,16.6,,,10.0,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,53.4,,,,,,0,,,,,,,,,,,20.0,705,,,23.5,,,4.0,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,39.3,,,восточный,,,1,,,,,,,,,,,20.0,705,,,26.1,,,5.0,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,35.4,,,западный,,,2,,,,,,,,,,,20.0,704,,,26.2,,,5.0,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,46.4,,,западный,,26.8,1,,,,0,,,,,,,20.0,705,,,21.7,,,7.0,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,63.8,,,южный,,,1,,,,,,,,,,,10.0,705,,,19.1,,,7.0,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,77.1,,,южный,,,1,,,,,,,,,,,10.0,705,,,16.0,,,5.0,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,83.2,,,южный,,,1,,,,,,,,,,,10.0,705,,,13.5,,,2.0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,81.9,,12.3,южный,,,1,,,,0,,0,,,,,50.0,705,,,12.5,,,0.0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,46.8,,,северо-западный,,,1,,,,,,,,,,,50.0,705,,,20.9,,,0.0,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,31.7,,,западный,,,2,,,,,,,,,,,20.0,705,,,23.8,,,1.0,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,31.7,,,западный,,,2,,,,,,,,,,,20.0,705,,,24.5,,,1.0,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,43.3,,,западный,,25.1,1,,,,0,,,,,,,20.0,705,,,20.7,,,2.0,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,55.6,,,южный,,,1,,,,,,,,,,,10.0,706,,,17.8,,,10.0,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,71.9,,,юго-восточный,,,1,,,,,,,,,,,10.0,705,,,14.5,,,2.0,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,73.7,,,западный,,,1,,,,,,,,,,,10.0,706,,,13.3,,,0.0,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,81.7,,10.9,юго-восточный,,,1,,,,0,,0,,,,,20.0,706,,,10.9,,,0.0,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,53.6,,,северо-восточный,,,1,,,,,,,,,,,20.0,706,,,17.3,,,0.0,
