timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C",Дождь со снегом (ледяной дождь),"Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,,,71.1,,,17.4,северо-западный,,,,1,,,0,,,,0,,,10.0,739,,17.8,,,,7.0
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,63.5,,,,западный,,,,1,,,,,,,,,,10.0,739,,19.4,,,,7.0
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,37.0,,,,северо-западный,,,,1,,,,,,,,,,10.0,739,,27.0,,,,9.0
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,31.0,,,,юго-западный,,,,2,,,,,,,,,,10.0,739,,27.3,,,,9.0
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,35.5,,,,,,27.7,,0,,,0,,,,,,,10.0,739,,25.9,,,,9.0
1598637600,"Пятница, 28 августа
18:00 (UTC)",,10.0,,,,,,,,74.4,,,,юго-восточный,True,,,1,,,,,,,,,,10.0,740,,17.6,,,,7.0
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,81.2,,,,западный,,,,1,,,,,,,,,,10.0,740,,15.2,,,,4.0
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,87.8,,,,западный,,,,2,,,,,,,,,True,4.0,741,,14.2,,,,0.0
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,,,89.5,,,12.9,юго-западный,,,,1,,,менее 0.1,,,,менее 0.1,,True,4.0,742,,14.1,,,,9.0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,74.9,,,,западный,,,,2,,,,,,,,,,10.0,743,,17.8,,,,7.0
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,51.5,,,,западный,,,,3,,,,,,,,,,10.0,743,,22.6,,,,7.0
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,46.0,,,,западный,,,,4,,,,,,,,,,10.0,744,,23.6,,,,6.0
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,,43.4,,,,северо-западный,,25.5,,4,,,0,,,,,,,10.0,745,,22.8,,,,6.0
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,62.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,16.5,,,,4.0
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,81.9,,,,западный,,,,1,,,,,,,,,,10.0,748,,12.6,,,,5.0
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,87.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,10.5,,,,0.0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,96.7,,,8.7,юго-западный,,,,1,,,0,,,,0,,,10.0,750,,9.2,,,,0.0
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,63.6,,,,северо-западный,,,,1,,,,,,,,,,10.0,750,,17.9,,,,6.0
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,46.9,,,,западный,,,,2,,,,,,,,,,10.0,750,,21.3,,,,5.0
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,36.1,,,,западный,,,,2,,,,,,,,,,10.0,750,,24.5,,,,4.0
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,38.9,,,,западный,,24.8,,1,,,0,,,,,,,10.0,749,,23.8,,,,4.0
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,64.6,,,,западный,,,,1,,,,,,,,,,10.0,750,,16.7,,,,2.0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,68.3,,,,,,,,0,,,,,,,,,,10.0,750,,15.2,,,,0.0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,79.3,,,,,,,,0,,,,,,,,,,10.0,749,,13.1,,,,0.0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,82.6,,,12.5,,,,,0,,,0,,,,0,,,10.0,750,,13.2,,,,0.0
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,45.2,,,,юго-западный,,,,3,,,,,,,,,,10.0,750,,23.2,,,,0.0
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,30.1,,,,юго-западный,,,,4,,,,,,,,,,10.0,749,,28.7,,,,0.0
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,11.0,,,,,,,,24.2,,,,юго-западный,,,,4,,,,,,,,,,10.0,748,,30.5,,,,0.0
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,30.3,,,,юго-западный,,30.8,,2,,,0,,,,,,,10.0,747,,28.5,,,,2.0
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,42.6,,,,южный,,,,2,,,,,,,,,,10.0,747,,23.1,,,,0.0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,56.6,,,,юго-западный,,,,1,,,,,,,,,,10.0,747,,18.8,,,,0.0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,69.4,,,,восточный,,,,1,,,,,,,,,,10.0,747,,16.0,,,,0.0
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,72.0,,,14.3,,,,,0,,,0,,,,0,,,10.0,747,,15.0,,,,2.0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,32.3,,,,юго-западный,,,,3,,,,,,,,,,10.0,747,,25.9,,,,0.0
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,12.0,,,,,,,,21.2,,,,юго-западный,,,,5,,,,,,,,,,10.0,746,,30.7,,,,2.0
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,11.0,,,,,,,,17.9,,,,юго-западный,,,,4,,,,,,,,,,10.0,746,,31.8,,,,2.0
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,10.0,,,,,,,,23.4,,,,юго-западный,,32.3,,2,,,0,,,,,,,10.0,746,,29.4,,,,1.0
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,42.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,21.2,,,,0.0
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,62.6,,,,южный,,,,1,,,,,,,,,,10.0,747,,17.1,,,,0.0
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,65.6,,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,19.5,,,,0.0
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,78.8,,,15.4,северо-восточный,,,,2,,,0,,,,0,,,10.0,750,,16.9,,,,2.0
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,73.4,,,,северо-восточный,,,,2,,,,,,,,,,10.0,751,,17.1,,,,6.0
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,54.0,,,,северо-восточный,,,,3,,,,,,,,,,10.0,752,,20.3,,,,2.0
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,51.2,,,,северо-восточный,,,,3,,,,,,,,,,10.0,753,,20.4,,,,0.0
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,55.1,,,,восточный,,20.8,,2,,,0,,,,,,,10.0,754,,18.8,,,,0.0
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,64.0,,,,северо-восточный,,,,3,,,,,,,,,,10.0,755,,15.8,,,,0.0
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,69.8,,,,северо-восточный,,,,3,,,,,,,,,,10.0,756,,13.4,,,,0.0
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,83.4,,,,северо-восточный,,,,2,,,,,,,,,,10.0,757,,10.8,,,,0.0
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,86.1,,,8.6,северо-восточный,,,,2,,,0,,,,0,,,10.0,757,,8.8,,,,2.0
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,66.2,,,,восточный,,,,1,,,,,,,,,,10.0,758,,13.8,,,,1.0
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,36.8,,,,восточный,,,,2,,,,,,,,,,10.0,758,,20.0,,,,1.0
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,30.9,,,,восточный,,,,3,,,,,,,,,,10.0,757,,21.1,,,,1.0
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,35.0,,,,восточный,,21.7,,2,,,0,,,,,,,10.0,757,,19.9,,,,1.0
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,58.2,,,,юго-восточный,,,,2,,,,,,,,,,10.0,757,,14.2,,,,0.0
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,70.8,,,,восточный,,,,1,,,,,,,,,,10.0,758,,11.2,,,,0.0
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,82.5,,,,восточный,,,,1,,,,,,,,,,10.0,758,,8.5,,,,0.0
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,83.6,,,7.9,восточный,,,,2,,,0,,,,0,,,10.0,757,,8.1,,,,1.0
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,63.9,,,,восточный,,,,2,,,,,,,,,,10.0,757,,15.5,,,,4.0
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,39.7,,,,восточный,,,,2,,,,,,,,,,10.0,756,,19.8,,,,6.0
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,31.7,,,,восточный,,,,2,,,,,,,,,,10.0,755,,21.4,,,,7.0
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,40.6,,,,восточный,,21.6,,1,,,0,,,,,,,10.0,754,,20.2,,,,9.0
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,62.1,,,,восточный,,,,1,,,,,,,,,,10.0,754,,15.2,,,,7.0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,82.2,,,,,,,,0,,,,,,,,,,10.0,754,,10.4,,,,6.0
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,85.5,,,,восточный,,,,2,,,,,,,,,,10.0,754,,9.3,,,,2.0
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,92.1,,,7.8,северо-восточный,,,,1,,,0,,,,0,,,10.0,754,,8.1,,,,0.0
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,62.0,,,,северо-восточный,,,,1,,,,,,,,,,10.0,753,,14.7,,,,7.0
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,32.3,,,,юго-восточный,,,,2,,,,,,,,,,10.0,753,,20.5,,,,9.0
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,24.5,,,,восточный,,,,3,,,,,,,,,,10.0,752,,22.1,,,,9.0
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,34.2,,,,восточный,,22.5,,2,,,0,,,,,,,10.0,751,,19.6,,,,9.0
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,52.6,,,,восточный,,,,2,,,,,,,,,,10.0,751,,15.0,,,,5.0
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,43.7,,,,восточный,,,,2,,,,,,,,,,10.0,752,,14.6,,,,7.0
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,56.2,,,,восточный,,,,2,,,,,,,,,,10.0,751,,12.8,,,,7.0
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,62.2,,,11.8,восточный,,,,1,,,0,,,,0,,,10.0,751,,11.9,,,,7.0
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,53.6,,,,юго-восточный,,,,2,,,,,,,,,,10.0,751,,16.0,,,,5.0
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,38.3,,,,восточный,,,,2,,,,,,,,,,10.0,751,,21.5,,,,6.0
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,17.3,,,,юго-западный,,,,2,,,,,,,,,,10.0,750,,27.0,,,,2.0
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,26.8,,,,юго-восточный,,27.2,,2,,,0,,,,,,,10.0,750,,23.8,,,,2.0
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,34.4,,,,юго-западный,,,,2,,,,,,,,,,10.0,751,,18.6,,,,0.0
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,52.1,,,,,,,,0,,,,,,,,,,10.0,751,,14.5,,,,2.0
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,72.7,,,,восточный,,,,2,,,,,,,,,,10.0,752,,13.4,,,,7.0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,68.5,,,11.6,юго-восточный,,,,1,,,0,,,,0,,,10.0,752,,11.6,,,,2.0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,38.5,,,11.5,северо-западный,,,,1,,,,,,,,,,10.0,753,,21.2,,,,0.0
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,20.0,,,,юго-восточный,,,,2,,,,,,,,,,10.0,752,,26.0,,,,1.0
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,18.9,,,,юго-восточный,,,,2,,,,,,,,,,10.0,752,,26.8,,,,2.0
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,32.1,,,,юго-восточный,,27.1,,1,,,0,,,,,,,10.0,752,,22.9,,,,7.0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,64.1,,,,восточный,,,,1,,,,,,,,,,10.0,752,,16.5,,,,0.0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,81.5,,,,северо-восточный,,,,1,,,,,,,,,,10.0,752,,13.3,,,,0.0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,84.7,,,,восточный,,,,2,,,,,,,,,,10.0,751,,12.4,,,,9.0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,84.2,,,11.2,восточный,,,,2,,,0,,,,0,,,10.0,751,,12.5,,,,7.0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,54.0,,,,восточный,,,,3,,,,,,,,,,10.0,751,,17.3,,,,7.0
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,24.1,,,,южный,,,,4,,,,,,,,,,10.0,749,,25.1,,,,9.0
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,11.0,,,,,,,,31.6,,,,южный,,,,4,,,,,,,,,,10.0,747,,25.8,,,,10.0
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,35.0,,,,юго-восточный,,26.5,,4,,,0,,,,,,,10.0,745,,23.3,,,,10.0
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,13.0,,,,,,,,46.9,,,,западный,,,,5,,,,,,,,,,10.0,745,,21.5,,,,10.0
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,11.0,,,,,,,,84.9,,,,юго-западный,,,,2,,,,,,,,,,10.0,745,,13.8,,,True,10.0
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,82.3,,,,западный,,,,4,,,,,,,,,,10.0,745,,11.3,,,True,10.0
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,91.6,,,9.7,юго-западный,,,,3,,,0.6,,,,0.6,,,10.0,745,,9.8,,,,10.0
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,81.4,,,,западный,,,,3,,,,,,,,,,10.0,744,,12.4,,,,9.0
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,67.8,,,,западный,,,,5,,,,,,,,,,10.0,743,,14.9,,,,10.0
1599652800,"Среда, 9 сентября
12:00 (UTC)",,10.0,,,,,True,,,71.3,,,,западный,,,,3,,,,,,,,,,4.0,743,,13.9,,,,10.0
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,91.8,,,,юго-западный,,15.9,,3,True,,1,,,,,,,10.0,742,,12.3,,,,10.0
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,True,,,,95.5,,,,западный,,,,2,,,,,,,,,,10.0,743,,11.8,,,,7.0
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,96.7,,,,западный,,,,2,,,,,,,,,True,4.0,743,,10.9,,,,7.0
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,98.0,,,,западный,,,,2,,,,,,,,,True,4.0,744,,11.0,,,,9.0
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,97.4,,,9.5,юго-западный,,,,2,,,0,,,,1,,,10.0,745,,10.6,,,,7.0
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,80.8,,,,западный,,,,3,,,,,,,,,,10.0,746,,12.5,,,,9.0
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,59.2,,,,юго-западный,,,,3,,,,,,,,,,10.0,746,,16.6,,,,5.0
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,55.3,,,,юго-западный,,,,3,,,,,,,,,,10.0,745,,18.2,,,,4.0
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,10.0,,,,,,,,60.5,,,,южный,,19.1,,2,,,0,,,,,,,10.0,744,,17.3,,,,7.0
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,66.1,,,,южный,,,,2,,,,,,,,,,10.0,743,,15.7,,,True,7.0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,57.6,,,,южный,,,,2,True,,,,,,,,,10.0,741,,16.6,,,,10.0
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,True,,,,53.8,,,,юго-западный,,,,4,,,,,,,,,,10.0,740,,16.7,,,,6.0
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,10.0,True,,,,,,,80.0,,,14.0,западный,,,,2,,,менее 0.1,,,,менее 0.1,,,4.0,741,,14.0,,,,10.0
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,True,,,,70.9,,,12.8,западный,,,,4,,,,,,,,,,10.0,743,,14.3,,,,6.0
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,47.7,,,,западный,,,,4,,,,,,,,,,10.0,744,,17.4,,,,4.0
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,10.0,,,,,,,,34.9,,,,западный,,,,5,,,,,,,,,,10.0,745,,18.6,,,,1.0
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,44.4,,,,северо-западный,,18.6,,4,,,менее 0.1,,,,,,,10.0,746,,15.8,,,,1.0
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,63.1,,,,западный,,,,1,,,,,,,,,,10.0,748,,11.9,,,,1.0
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,71.3,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,11.0,,,,9.0
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,75.3,,,,юго-западный,,,,1,,,,,,,,,,10.0,749,,10.9,,,,9.0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,80.0,,,9.7,юго-западный,,,,2,,,0,,,,менее 0.1,,,10.0,751,,10.1,,,,10.0
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,65.8,,,,западный,,,,2,,,,,,,,,,10.0,752,,14.2,,,,7.0
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,40.0,,,,северо-западный,,,,3,,,,,,,,,,10.0,752,,17.9,,,,7.0
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,36.6,,,,северный,,,,2,,,,,,,,,,10.0,753,,18.5,,,,7.0
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,40.1,,,,северо-западный,,19.5,,1,,,0,,,,,,,10.0,753,,17.5,,,,2.0
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,76.6,,,,западный,,,,1,,,,,,,,,,10.0,754,,9.4,,,,0.0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,86.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,754,,6.0,,,,0.0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,93.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,755,,4.7,,,,0.0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,92.6,,,3.8,западный,,,,1,,,0,,,,0,,,10.0,755,,4.6,,,,0.0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,54.4,,,,юго-западный,,,,2,,,,,,,,,,10.0,755,,14.9,,,,0.0
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,34.5,,,,юго-западный,,,,4,,,,,,,,,,10.0,753,,19.7,,,,0.0
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,11.0,,,,,,,,29.2,,,,юго-западный,,,,5,,,,,,,,,,10.0,752,,21.0,,,,6.0
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,11.0,,,,,,,,34.9,,,,юго-западный,,21.2,,3,,,0,,,,,,,10.0,750,,18.6,,,,4.0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,46.0,,,,юго-западный,,,,2,,,,,,,,,,10.0,749,,14.7,,,,6.0
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,41.3,,,,юго-западный,,,,4,,,,,,,,,,10.0,747,,15.7,,,,7.0
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,41.5,,,,юго-западный,,,,4,,,,,,,,,,10.0,744,,15.4,,,,7.0
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,True,,,,,,,95.4,,,10.7,западный,,,,2,,,1,,,,1,,,4.0,745,,10.7,,,,10.0
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,True,,,,86.4,,,10.5,западный,,,,4,,,,,,,,,,10.0,745,,12.2,,,,7.0
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,10.0,,,,,,,,57.1,,,,северо-западный,,,,5,,,,,,,,,,10.0,745,,16.1,,,,7.0
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,10.0,,,,,,,,40.6,,,,северо-западный,,,,4,,,,,,,,,,10.0,745,,18.1,,,,5.0
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,10.0,,,,,,,,45.3,,,,западный,,18.3,,4,,,5,,,,,,,10.0,745,,15.7,,,,2.0
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,74.0,,,,западный,,,,1,,,,,,,,,,10.0,745,,9.5,,,,2.0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,77.8,,,,западный,,,,2,,,,,,,,,,10.0,745,,10.1,,,,2.0
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,89.6,,,,западный,,,,2,,,,,,,,,,10.0,746,,8.2,,,,2.0
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,95.3,,,7.2,западный,,,,2,,,0,,,,5,,True,4.0,746,,7.2,,,,0.0
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,83.4,,,7.1,западный,,,,3,,,,,,,,,,10.0,746,,11.2,,,,7.0
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,11.0,,,,,,,,48.9,,,,северо-западный,,,,5,,,,,,,,,,10.0,745,,16.8,,,,7.0
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,13.0,,,,,,,,42.8,,,,северо-западный,,,,5,,,,,,,,,,10.0,744,,16.7,,,,7.0
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,15.0,,,True,,,,,62.9,,,,северо-западный,,18.0,,3,,,менее 0.1,,,,,,,10.0,745,,13.0,,,,7.0
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,78.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,745,,8.6,,,,2.0
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,79.7,,,,юго-западный,,,,2,,,,,,,,,,10.0,745,,8.3,,,,0.0
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,84.2,,,,западный,,,,2,,,,,,,,,,10.0,745,,7.5,,,,0.0
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,88.8,,,5.9,западный,,,,2,,,0,,,,менее 0.1,,,10.0,746,,6.0,,,,0.0
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,76.6,,,,северо-западный,,,,2,,,,,,,,,,10.0,747,,9.5,,,,6.0
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,55.5,,,,северный,,,,3,,,,,,,,,,10.0,748,,13.1,,,,4.0
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,51.2,,,,северный,,,,3,,,,,,,,,,10.0,749,,13.8,,,,9.0
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,51.9,,,,северный,,13.9,,3,,,0,,,,,,,10.0,750,,12.3,,,,9.0
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,63.5,,,,северо-западный,,,,2,,,,,,,,,,10.0,751,,10.1,,,,1.0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,85.6,,,,юго-западный,,,,1,,,,,,,,,,10.0,751,,4.3,,,,0.0
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,85.5,,,,юго-западный,,,,2,,,,,,,,,,10.0,751,,3.5,,,,0.0
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,91.1,,,2.1,юго-западный,,,,2,,,0,,,,0,,,10.0,751,,2.1,,,,1.0
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,65.8,,,2.1,западный,,,,2,,,,,,,,,,10.0,751,,10.2,,,,7.0
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,46.5,,,,юго-западный,,,,3,,,,,,,,,,10.0,750,,15.3,,,,9.0
