timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1600887600,"Среда, 23 сентября
19:00 (UTC)",,,,,,,,,,,96.1,,,,,,,0,,,,,,,,748,,,11.4,,,,
1600891200,"Среда, 23 сентября
20:00 (UTC)",,,,,,,,,,,96.7,,,,,,,0,,,,,,,,748,,,11.1,,,,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,True,,749,,,10.6,,,4.0,
1600898400,"Среда, 23 сентября
22:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,,,749,,,10.6,,,,
1600902000,"Среда, 23 сентября
23:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,,,749,,,10.4,,,,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,True,,749,,,9.9,,,7.0,
1600909200,"Четверг, 24 сентября
01:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,,,749,,,9.6,,,,
1600912800,"Четверг, 24 сентября
02:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,,,749,,,9.3,,,,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,,,,98.0,,,8.4,,,,0,,0,,0,,True,,749,,,8.4,,,2.0,
1600920000,"Четверг, 24 сентября
04:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,True,2.0,749,,,8.8,,,5.0,
1600923600,"Четверг, 24 сентября
05:00 (UTC)",,,,,,,,,,,98.7,,,,,,,0,,,,,,True,4.0,750,,,10.4,,,7.0,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,,,,97.4,,,8.4,,,,0,,0,,,,True,4.0,750,,,13.1,,,7.0,
1600930800,"Четверг, 24 сентября
07:00 (UTC)",,,,,,,,,,,71.5,,,,,,,0,,,,,,True,10.0,750,,,17.5,,,6.0,
1600934400,"Четверг, 24 сентября
08:00 (UTC)",,,,,,,,,,,55.0,,,,,,,0,,,,,,,10.0,750,,,19.8,,,6.0,
1600938000,"Четверг, 24 сентября
09:00 (UTC)",,,,,,,,,,,43.4,,,,,,,0,,,,,,,10.0,750,,,21.9,,,7.0,
1600941600,"Четверг, 24 сентября
10:00 (UTC)",,,,,,,,,,,38.8,,,,юго-западный,,,1,,,,,,,10.0,750,,,22.5,,,7.0,
1600945200,"Четверг, 24 сентября
11:00 (UTC)",,,,,,,,,,,46.5,,,,юго-восточный,,,1,,,,,,,10.0,750,,,22.2,,,9.0,
1600948800,"Четверг, 24 сентября
12:00 (UTC)",,,,,,,,,,,45.8,,,,,,,0,,,,,,,10.0,750,,,20.8,,,9.0,
1600952400,"Четверг, 24 сентября
13:00 (UTC)",,,,,,,,,,,47.3,,,,,,,0,,,,,,,10.0,750,,,20.6,,,9.0,
1600956000,"Четверг, 24 сентября
14:00 (UTC)",,,,,,,,,,,58.8,,,,,,,0,,,,,,,10.0,750,,,18.4,,,9.0,
1600959600,"Четверг, 24 сентября
15:00 (UTC)",,,,,,,,,,,76.1,,,,,,,0,,0,,,,,10.0,750,,,15.6,,,7.0,
1600963200,"Четверг, 24 сентября
16:00 (UTC)",,,,,,,,,,,78.9,,,,,,,0,,,,,,,,750,,,13.8,,,4.0,
1600966800,"Четверг, 24 сентября
17:00 (UTC)",,,,,,,,,,,89.9,,,,,,,0,,,,,,,,750,,,11.7,,,2.0,
1600970400,"Четверг, 24 сентября
18:00 (UTC)",,,,,,,,,,,93.6,,,,,,23.0,0,,0,,,,True,,750,,,11.1,,,2.0,
1600974000,"Четверг, 24 сентября
19:00 (UTC)",,,,,,,,,,,94.8,,,,,,,0,,,,,,,,750,,,10.5,,,,
1600977600,"Четверг, 24 сентября
20:00 (UTC)",,,,,,,,,,,96.1,,,,,,,0,,,,,,,,751,,,10.2,,,,
1600981200,"Четверг, 24 сентября
21:00 (UTC)",,,,,,,,,,,97.4,,,,,,,0,,,,,,True,,751,,,9.7,,,0.0,
1600984800,"Четверг, 24 сентября
22:00 (UTC)",,,,,,,,,,,96.7,,,,,,,0,,,,,,,,751,,,9.2,,,,
1600988400,"Четверг, 24 сентября
23:00 (UTC)",,,,,,,,,,,97.3,,,,,,,0,,,,,,,,751,,,9.1,,,,
1600992000,"Пятница, 25 сентября
00:00 (UTC)",,,,,,,,,,,97.3,,,,,,,0,,,,,,True,,751,,,8.5,,,0.0,
1600995600,"Пятница, 25 сентября
01:00 (UTC)",,,,,,,,,,,97.3,,,,,,,0,,,,,,,,751,,,8.3,,,,
1600999200,"Пятница, 25 сентября
02:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,,,751,,,7.9,,,,
1601002800,"Пятница, 25 сентября
03:00 (UTC)",,,,,,,,,,,98.0,,,7.6,,,,0,,0,,0,,True,,751,,,7.7,,,0.0,
1601006400,"Пятница, 25 сентября
04:00 (UTC)",,,,,,,,,,,98.0,,,,,,,0,,,,,,True,2.0,751,,,8.2,,,0.0,
1601010000,"Пятница, 25 сентября
05:00 (UTC)",,,,,,,,,,,98.7,,,,,,,0,,,,,,True,4.0,751,,,10.4,,,0.0,
1601013600,"Пятница, 25 сентября
06:00 (UTC)",,,,,,,,,,,78.9,,,7.6,,,,0,,0,,,,True,10.0,751,,,13.7,,,0.0,
1601017200,"Пятница, 25 сентября
07:00 (UTC)",,,,,,,,,,,62.2,,,,,,,0,,,,,,,10.0,751,,,17.2,,,2.0,
1601020800,"Пятница, 25 сентября
08:00 (UTC)",,,,,,,,,,,52.4,,,,,,,0,,,,,,,10.0,751,,,19.7,,,2.0,
1601024400,"Пятница, 25 сентября
09:00 (UTC)",,,,,,,,,,,47.5,,,,юго-восточный,,,1,,,,,,,10.0,751,,,20.2,,,2.0,
1601028000,"Пятница, 25 сентября
10:00 (UTC)",,,,,,,,,,,44.4,,,,юго-восточный,,,1,,,,,,,10.0,751,,,21.1,,,7.0,
1601031600,"Пятница, 25 сентября
11:00 (UTC)",,,,,,,,,,,40.8,,,,южный,,,1,,,,,,,10.0,751,,,22.0,,,5.0,
1601035200,"Пятница, 25 сентября
12:00 (UTC)",,,,,,,,,,,44.1,,,,юго-восточный,,,1,,,,,,,10.0,750,,,22.2,,,7.0,
1601038800,"Пятница, 25 сентября
13:00 (UTC)",,,,,,,,,,,46.5,,,,юго-восточный,,,1,,,,,,,10.0,750,,,21.2,,,6.0,
1601042400,"Пятница, 25 сентября
14:00 (UTC)",,,,,,,,,,,50.8,,,,юго-восточный,,,1,,,,,,,10.0,750,,,20.2,,,6.0,
1601046000,"Пятница, 25 сентября
15:00 (UTC)",,,,,,,,,,,61.1,,,,,,,0,,0,,,,,10.0,751,,,18.0,,,6.0,
1601049600,"Пятница, 25 сентября
16:00 (UTC)",,,,,,,,,,,72.1,,,,,,,0,,,,,,,,751,,,15.5,,,5.0,
1601053200,"Пятница, 25 сентября
17:00 (UTC)",,,,,,,,,,,77.9,,,,,,,0,,,,,,,,751,,,14.1,,,2.0,
1601056800,"Пятница, 25 сентября
18:00 (UTC)",,,,,,,,,,,82.6,,,,,,22.3,0,,0,,,,,,751,,,13.1,,,4.0,
1601060400,"Пятница, 25 сентября
19:00 (UTC)",,,,,,,,,,,92.3,,,,,,,0,,,,,,,,751,,,11.2,,,,
1601064000,"Пятница, 25 сентября
20:00 (UTC)",,,,,,,,,,,94.2,,,,,,,0,,,,,,,,751,,,10.8,,,,
1601067600,"Пятница, 25 сентября
21:00 (UTC)",,,,,,,,,,,89.2,,,,,,,0,,,,,,True,,751,,,10.8,,,0.0,
1601071200,"Пятница, 25 сентября
22:00 (UTC)",,,,,,,,,,,89.2,,,,,,,0,,,,,,,,751,,,10.4,,,,
1601074800,"Пятница, 25 сентября
23:00 (UTC)",,,,,,,,,,,92.8,,,,,,,0,,,,,,,,751,,,9.4,,,,
1601078400,"Суббота, 26 сентября
00:00 (UTC)",,,,,,,,,,,91.6,,,,,,,0,,,,,,True,,751,,,9.6,,,0.0,
1601082000,"Суббота, 26 сентября
01:00 (UTC)",,,,,,,,,,,90.3,,,,,,,0,,,,,,,,751,,,9.2,,,,
1601085600,"Суббота, 26 сентября
02:00 (UTC)",,,,,,,,,,,91.6,,,,,,,0,,,,,,,,751,,,9.0,,,,
1601089200,"Суббота, 26 сентября
03:00 (UTC)",,,,,,,,,,,82.2,,,8.8,,,,0,,0,,0,,True,,751,,,10.5,,,7.0,
1601092800,"Суббота, 26 сентября
04:00 (UTC)",,,,,,,,,,,77.9,,,,,,,0,,,,,,,10.0,752,,,11.1,,,10.0,
1601096400,"Суббота, 26 сентября
05:00 (UTC)",,,,,,,,,,,73.0,,,,,,,0,,,,,,,10.0,752,,,12.2,,,7.0,
1601100000,"Суббота, 26 сентября
06:00 (UTC)",,,,,,,,,,,69.7,,,8.8,юго-восточный,,,1,,0,,,,,10.0,752,,,12.8,,,7.0,
1601103600,"Суббота, 26 сентября
07:00 (UTC)",,,,,,,,,,,61.5,,,,юго-восточный,,,1,,,,,,,10.0,752,,,14.4,,,7.0,
1601107200,"Суббота, 26 сентября
08:00 (UTC)",,,,,,,,,,,57.2,,,,юго-восточный,,,1,,,,,,,10.0,752,,,16.5,,,7.0,
1601110800,"Суббота, 26 сентября
09:00 (UTC)",,,,,,,,,,,54.0,,,,юго-восточный,,,1,,,,,,,10.0,752,,,17.4,,,6.0,
1601114400,"Суббота, 26 сентября
10:00 (UTC)",,,,,,,,,,,47.2,,,,юго-восточный,,,2,,,,,,,10.0,752,,,19.2,,,2.0,
1601118000,"Суббота, 26 сентября
11:00 (UTC)",,,,,,,,,,,40.4,,,,юго-восточный,,,1,,,,,,,10.0,752,,,20.6,,,1.0,
1601121600,"Суббота, 26 сентября
12:00 (UTC)",,,,,,,,,,,37.1,,,,юго-восточный,,,2,,,,,,,10.0,752,,,21.0,,,0.0,
1601125200,"Суббота, 26 сентября
13:00 (UTC)",,,,,,,,,,,37.9,,,,юго-восточный,,,1,,,,,,,10.0,752,,,20.2,,,0.0,
1601128800,"Суббота, 26 сентября
14:00 (UTC)",,,,,,,,,,,47.4,,,,,,,0,,,,,,,10.0,752,,,18.5,,,4.0,
1601132400,"Суббота, 26 сентября
15:00 (UTC)",,,,,,,,,,,51.6,,,,юго-восточный,,,1,,0,,,,,10.0,752,,,17.7,,,6.0,
1601136000,"Суббота, 26 сентября
16:00 (UTC)",,,,,,,,,,,59.8,,,,,,,0,,,,,,,,752,,,16.0,,,2.0,
1601139600,"Суббота, 26 сентября
17:00 (UTC)",,,,,,,,,,,66.4,,,,,,,0,,,,,,,,752,,,14.7,,,1.0,
1601143200,"Суббота, 26 сентября
18:00 (UTC)",,,,,,,,,,,66.7,,,,,,21.0,0,,0,,,,,,753,,,14.3,,,1.0,
1601146800,"Суббота, 26 сентября
19:00 (UTC)",,,,,,,,,,,68.4,,,,,,,0,,,,,,,,753,,,13.7,,,,
1601150400,"Суббота, 26 сентября
20:00 (UTC)",,,,,,,,,,,70.7,,,,,,,0,,,,,,,,753,,,13.1,,,,
1601154000,"Суббота, 26 сентября
21:00 (UTC)",,,,,,,,,,,85.1,,,,,,,0,,,,,,,,753,,,10.8,,,1.0,
1601157600,"Суббота, 26 сентября
22:00 (UTC)",,,,,,,,,,,85.7,,,,,,,0,,,,,,,,753,,,10.5,,,,
1601161200,"Суббота, 26 сентября
23:00 (UTC)",,,,,,,,,,,86.8,,,,,,,0,,,,,,,,754,,,10.4,,,,
1601164800,"Воскресенье, 27 сентября
00:00 (UTC)",,,,,,,,,,,75.5,,,,,,,0,,,,,,,,754,,,12.1,,,9.0,
1601168400,"Воскресенье, 27 сентября
01:00 (UTC)",,,,,,,,,,,72.4,,,,,,,0,,,,,,,,754,,,11.8,,,,
1601172000,"Воскресенье, 27 сентября
02:00 (UTC)",,,,,,,,,,,73.7,,,,,,,0,,,,,,,,754,,,10.9,,,,
1601175600,"Воскресенье, 27 сентября
03:00 (UTC)",,,,,,,,,,,73.6,,,10.3,,,,0,,0,,0,,,,754,,,10.3,,,1.0,
1601179200,"Воскресенье, 27 сентября
04:00 (UTC)",,,,,,,,,,,67.3,,,,,,,0,,,,,,,10.0,755,,,10.4,,,1.0,
1601182800,"Воскресенье, 27 сентября
05:00 (UTC)",,,,,,,,,,,56.0,,,,юго-восточный,,,1,,,,,,,10.0,755,,,12.0,,,4.0,
1601186400,"Воскресенье, 27 сентября
06:00 (UTC)",,,,,,,,,,,49.3,,,9.8,юго-восточный,,,2,,0,,,,,10.0,755,,,13.4,,,2.0,
1601190000,"Воскресенье, 27 сентября
07:00 (UTC)",,,,,,,,,,,45.3,,,,юго-восточный,,,2,,,,,,,10.0,755,,,14.6,,,2.0,
1601193600,"Воскресенье, 27 сентября
08:00 (UTC)",,,,,,,,,,,41.1,,,,южный,,,2,,,,,,,10.0,756,,,16.0,,,0.0,
1601197200,"Воскресенье, 27 сентября
09:00 (UTC)",,,,,,,,,,,39.2,,,,юго-восточный,,,2,,,,,,,10.0,756,,,17.1,,,2.0,
1601200800,"Воскресенье, 27 сентября
10:00 (UTC)",,,,,,,,,,,37.0,,,,юго-восточный,,,2,,,,,,,10.0,756,,,18.0,,,2.0,
1601204400,"Воскресенье, 27 сентября
11:00 (UTC)",,,,,,,,,,,35.0,,,,юго-восточный,,,3,,,,,,,10.0,755,,,18.0,,,2.0,
1601208000,"Воскресенье, 27 сентября
12:00 (UTC)",,,,,,,,,,,35.7,,,,юго-восточный,,,2,,,,,,,10.0,755,,,18.1,,,2.0,
1601211600,"Воскресенье, 27 сентября
13:00 (UTC)",,,,,,,,,,,37.0,,,,юго-восточный,,,2,,,,,,,10.0,755,,,17.2,,,2.0,
1601215200,"Воскресенье, 27 сентября
14:00 (UTC)",,,,,,,,,,,40.2,,,,юго-восточный,,,1,,,,,,,10.0,756,,,16.7,,,7.0,
1601218800,"Воскресенье, 27 сентября
15:00 (UTC)",,,,,,,,,,,40.9,,,,юго-восточный,,,1,,0,,,,,10.0,756,,,16.4,,,7.0,
1601222400,"Воскресенье, 27 сентября
16:00 (UTC)",,,,,,,,,,,41.7,,,,юго-восточный,,,1,,,,,,,,756,,,15.9,,,7.0,
1601226000,"Воскресенье, 27 сентября
17:00 (UTC)",,,,,,,,,,,45.1,,,,юго-восточный,,,1,,,,,,,,756,,,15.0,,,9.0,
1601229600,"Воскресенье, 27 сентября
18:00 (UTC)",,,,,,,,,,,46.5,,,,юго-восточный,,18.4,1,,0,,,,,,756,,,14.2,,,7.0,
1601233200,"Воскресенье, 27 сентября
19:00 (UTC)",,,,,,,,,,,46.7,,,,юго-восточный,,,1,,,,,,,,756,,,13.7,,,,
1601236800,"Воскресенье, 27 сентября
20:00 (UTC)",,,,,,,,,,,53.0,,,,,,,0,,,,,,,,756,,,12.2,,,,
1601240400,"Воскресенье, 27 сентября
21:00 (UTC)",,,,,,,,,,,59.3,,,,,,,0,,,,,,,,756,,,10.6,,,7.0,
1601244000,"Воскресенье, 27 сентября
22:00 (UTC)",,,,,,,,,,,63.0,,,,,,,0,,,,,,,,756,,,9.6,,,,
1601247600,"Воскресенье, 27 сентября
23:00 (UTC)",,,,,,,,,,,61.3,,,,,,,0,,,,,,,,756,,,9.9,,,,
1601251200,"Понедельник, 28 сентября
00:00 (UTC)",,,,,,,,,,,64.2,,,,,,,0,,,,,,,,756,,,9.2,,,5.0,
1601254800,"Понедельник, 28 сентября
01:00 (UTC)",,,,,,,,,,,64.6,,,,,,,0,,,,,,,,756,,,8.8,,,,
1601258400,"Понедельник, 28 сентября
02:00 (UTC)",,,,,,,,,,,65.9,,,,,,,0,,,,,,,,755,,,8.4,,,,
1601262000,"Понедельник, 28 сентября
03:00 (UTC)",,,,,,,,,,,61.9,,,8.1,,,,0,,0,,0,,,,755,,,8.8,,,2.0,
1601265600,"Понедельник, 28 сентября
04:00 (UTC)",,,,,,,,,,,61.0,,,,юго-восточный,,,1,,,,,,,10.0,755,,,8.8,,,7.0,
1601269200,"Понедельник, 28 сентября
05:00 (UTC)",,,,,,,,,,,56.3,,,,юго-восточный,,,1,,,,,,,10.0,755,,,10.0,,,9.0,
1601272800,"Понедельник, 28 сентября
06:00 (UTC)",,,,,,,,,,,50.2,,,8.1,юго-восточный,,,1,,0,,,,,10.0,756,,,11.4,,,9.0,
1601276400,"Понедельник, 28 сентября
07:00 (UTC)",,,,,,,,,,,48.3,,,,юго-восточный,,,2,,,,,,,10.0,756,,,12.1,,,9.0,
1601280000,"Понедельник, 28 сентября
08:00 (UTC)",,,,,,,,,,,48.4,,,,юго-восточный,,,2,,,,,,,10.0,756,,,12.7,,,10.0,
1601283600,"Понедельник, 28 сентября
09:00 (UTC)",,,,,,,,,,,46.7,,,,юго-восточный,,,2,,,,,,,10.0,755,,,13.7,,,10.0,
1601287200,"Понедельник, 28 сентября
10:00 (UTC)",,,,,,,,,,,51.7,,,,юго-восточный,,,2,,,,,True,,4.0,756,,,13.0,,,10.0,
1601290800,"Понедельник, 28 сентября
11:00 (UTC)",,,,,,,True,,,,56.2,,,,южный,,,2,,,,,,,10.0,756,,,12.9,,,10.0,
1601294400,"Понедельник, 28 сентября
12:00 (UTC)",,,,,,,,,,,80.0,,,,юго-восточный,,,2,,,,,True,,4.0,756,,,10.2,,,10.0,
1601298000,"Понедельник, 28 сентября
13:00 (UTC)",,,,,,,,,,,89.8,,,,,,,0,,,,,True,,4.0,756,,,9.6,,,10.0,
1601301600,"Понедельник, 28 сентября
14:00 (UTC)",,,,,,,True,,,,84.5,,,,юго-восточный,,,1,,,,,,,10.0,756,,,10.3,,,10.0,
1601305200,"Понедельник, 28 сентября
15:00 (UTC)",,,,,,,,,,,80.6,,,,юго-восточный,,,1,,3,,,,,10.0,756,,,10.5,,True,10.0,
1601308800,"Понедельник, 28 сентября
16:00 (UTC)",,,,,,,,,,,77.4,,,,юго-восточный,,,1,,,,,,,,756,,,11.0,,,10.0,
1601312400,"Понедельник, 28 сентября
17:00 (UTC)",,,,,,,,,,,74.8,,,,юго-восточный,,,1,,,,,,,,756,,,11.3,,,10.0,
1601316000,"Понедельник, 28 сентября
18:00 (UTC)",,,,,,,,,,,74.8,,,,юго-восточный,,13.7,1,,3,,,,,,756,,,11.3,,True,10.0,
1601319600,"Понедельник, 28 сентября
19:00 (UTC)",,,,,,,,,,,72.8,,,,,,,0,,,,,,,,756,,,11.4,,,,
1601323200,"Понедельник, 28 сентября
20:00 (UTC)",,,,,,,,,,,77.9,,,,,,,0,,,,,,,,756,,,10.6,,,,
1601326800,"Понедельник, 28 сентября
21:00 (UTC)",,,,,,,,,,,82.7,,,,,,,0,,,,,,,,756,,,10.0,,,9.0,
1601330400,"Понедельник, 28 сентября
22:00 (UTC)",,,,,,,,,,,80.5,,,,,,,0,,,,,,,,756,,,10.1,,,,
1601334000,"Понедельник, 28 сентября
23:00 (UTC)",,,,,,,,,,,87.9,,,,,,,0,,,,,,,,756,,,9.3,,,,
1601337600,"Вторник, 29 сентября
00:00 (UTC)",,,,,,,,,,,85.5,,,,,,,0,,,,,,True,,755,,,9.4,,,10.0,
1601341200,"Вторник, 29 сентября
01:00 (UTC)",,,,,,,,,,,86.1,,,,,,,0,,,,,,,,755,,,9.5,,,,
1601344800,"Вторник, 29 сентября
02:00 (UTC)",,,,,,,,,,,78.9,,,,,,,0,,,,,,,,755,,,10.3,,,,
1601348400,"Вторник, 29 сентября
03:00 (UTC)",,,,,,,,,,,76.1,,,9.2,,,,0,,0,,3,,,10.0,755,,,9.4,,,10.0,
1601352000,"Вторник, 29 сентября
04:00 (UTC)",,,,,,,,,,,74.1,,,,,,,0,,,,,,,10.0,755,,,10.1,,,10.0,
1601355600,"Вторник, 29 сентября
05:00 (UTC)",,,,,,,,,,,64.8,,,,,,,0,,,,,,,10.0,755,,,11.9,,,9.0,
1601359200,"Вторник, 29 сентября
06:00 (UTC)",,,,,,,,,,,57.4,,,9.2,юго-восточный,,,1,,0,,,,,10.0,755,,,12.8,,,9.0,
1601362800,"Вторник, 29 сентября
07:00 (UTC)",,,,,,,,,,,53.7,,,,южный,,,2,,,,,,,10.0,755,,,13.6,,,9.0,
1601366400,"Вторник, 29 сентября
08:00 (UTC)",,,,,,,,,,,51.3,,,,юго-восточный,,,2,,,,,,,10.0,755,,,14.2,,,7.0,
1601370000,"Вторник, 29 сентября
09:00 (UTC)",,,,,,,,,,,48.9,,,,южный,,,1,,,,,,,10.0,755,,,15.6,,,9.0,
1601373600,"Вторник, 29 сентября
10:00 (UTC)",,,,,,,,,,,52.0,,,,юго-восточный,,,1,,,,,,,10.0,755,,,15.4,,,9.0,
1601377200,"Вторник, 29 сентября
11:00 (UTC)",,,,,,,,,,,44.2,,,,юго-восточный,,,2,,,,,,,10.0,755,,,16.2,,,9.0,
1601380800,"Вторник, 29 сентября
12:00 (UTC)",,,,,,,,,,,45.0,,,,юго-восточный,,,2,,,,,,,10.0,755,,,16.8,,,9.0,
1601384400,"Вторник, 29 сентября
13:00 (UTC)",,,,,,,,,,,47.5,,,,юго-восточный,,,1,,,,,,,10.0,754,,,16.5,,,9.0,
1601388000,"Вторник, 29 сентября
14:00 (UTC)",,,,,,,,,,,39.2,,,,юго-восточный,,,1,,,,,,,10.0,754,,,16.4,,,10.0,
1601391600,"Вторник, 29 сентября
15:00 (UTC)",,,,,,,,,,,44.8,,,,юго-восточный,,,1,,0,,,,,10.0,754,,,15.1,,,10.0,
1601395200,"Вторник, 29 сентября
16:00 (UTC)",,,,,,,,,,,47.9,,,,юго-восточный,,,1,,,,,,,,754,,,14.4,,,10.0,
1601398800,"Вторник, 29 сентября
17:00 (UTC)",,,,,,,,,,,52.9,,,,,,,0,,,,,,,,755,,,13.2,,,10.0,
1601402400,"Вторник, 29 сентября
18:00 (UTC)",,,,,,,,,,,55.8,,,,,,16.8,0,,0,,,,,,755,,,12.7,,,10.0,
1601406000,"Вторник, 29 сентября
19:00 (UTC)",,,,,,,,,,,59.6,,,,,,,0,,,,,,,,754,,,11.6,,,,
1601409600,"Вторник, 29 сентября
20:00 (UTC)",,,,,,,,,,,70.0,,,,,,,0,,,,,,,,754,,,9.5,,,,
1601413200,"Вторник, 29 сентября
21:00 (UTC)",,,,,,,,,,,71.3,,,,,,,0,,,,,,,,754,,,8.7,,,2.0,
1601416800,"Вторник, 29 сентября
22:00 (UTC)",,,,,,,,,,,85.9,,,,,,,0,,,,,,,,754,,,6.9,,,,
1601420400,"Вторник, 29 сентября
23:00 (UTC)",,,,,,,,,,,85.8,,,,,,,0,,,,,,,,754,,,6.6,,,,
1601424000,"Среда, 30 сентября
00:00 (UTC)",,,,,,,,,,,85.8,,,,,,,0,,,,,,True,,754,,,6.1,,,7.0,
1601427600,"Среда, 30 сентября
01:00 (UTC)",,,,,,,,,,,90.1,,,,,,,0,,,,,,,,754,,,5.5,,,,
1601431200,"Среда, 30 сентября
02:00 (UTC)",,,,,,,,,,,85.8,,,,,,,0,,,,,,,,754,,,5.8,,,,
1601434800,"Среда, 30 сентября
03:00 (UTC)",,,,,,,,,,,88.1,,,5.1,,,,0,,0,,0,,True,,754,,,5.1,,,7.0,
1601438400,"Среда, 30 сентября
04:00 (UTC)",,,,,,,,,,,75.1,,,,,,,0,,,,,,True,10.0,754,,,6.7,,,9.0,
1601442000,"Среда, 30 сентября
05:00 (UTC)",,,,,,,,,,,68.3,,,,,,,0,,,,,,,10.0,754,,,8.4,,,9.0,
1601445600,"Среда, 30 сентября
06:00 (UTC)",,,,,,,,,,,62.6,,,5.1,,,,0,,0,,,,,10.0,754,,,10.1,,,7.0,
1601449200,"Среда, 30 сентября
07:00 (UTC)",,,,,,,,,,,54.2,,,,юго-восточный,,,1,,,,,,,10.0,754,,,12.4,,,7.0,
1601452800,"Среда, 30 сентября
08:00 (UTC)",,,,,,,,,,,53.6,,,,,,,0,,,,,,,10.0,754,,,13.2,,,9.0,
1601456400,"Среда, 30 сентября
09:00 (UTC)",,,,,,,,,,,47.7,,,,восточный,,,1,,,,,,,10.0,754,,,16.0,,,7.0,
1601460000,"Среда, 30 сентября
10:00 (UTC)",,,,,,,,,,,35.7,,,,юго-восточный,,,3,,,,,,,10.0,754,,,18.0,,,7.0,
1601463600,"Среда, 30 сентября
11:00 (UTC)",,,,,,,,,,,31.9,,,,юго-восточный,,,2,,,,,,,10.0,754,,,19.0,,,7.0,
1601467200,"Среда, 30 сентября
12:00 (UTC)",,,,,,,,,,,33.7,,,,юго-восточный,,,2,,,,,,,10.0,754,,,18.0,,,7.0,
1601470800,"Среда, 30 сентября
13:00 (UTC)",,,,,,,,,,,34.5,,,,юго-восточный,,,1,,,,,,,10.0,754,,,18.1,,,9.0,
1601474400,"Среда, 30 сентября
14:00 (UTC)",,,,,,,,,,,37.1,,,,юго-восточный,,,1,,,,,,,10.0,754,,,17.5,,,9.0,
1601478000,"Среда, 30 сентября
15:00 (UTC)",,,,,,,,,,,43.3,,,,юго-восточный,,,1,,0,,,,,10.0,754,,,16.2,,,9.0,
1601481600,"Среда, 30 сентября
16:00 (UTC)",,,,,,,,,,,50.8,,,,,,,0,,,,,,,,754,,,14.8,,,7.0,
1601485200,"Среда, 30 сентября
17:00 (UTC)",,,,,,,,,,,60.7,,,,,,,0,,,,,,,,754,,,12.8,,,7.0,
1601488800,"Среда, 30 сентября
18:00 (UTC)",,,,,,,,,,,54.9,,,,юго-восточный,,19.2,1,,0,,,,,,755,,,13.9,,,2.0,
1601492400,"Среда, 30 сентября
19:00 (UTC)",,,,,,,,,,,61.4,,,,,,,0,,,,,,,,755,,,12.2,,,,
1601496000,"Среда, 30 сентября
20:00 (UTC)",,,,,,,,,,,76.6,,,,,,,0,,,,,,,,755,,,9.5,,,,
1601499600,"Среда, 30 сентября
21:00 (UTC)",,,,,,,,,,,84.2,,,,,,,0,,,,,,,,755,,,7.8,,,0.0,
1601503200,"Среда, 30 сентября
22:00 (UTC)",,,,,,,,,,,76.6,,,,,,,0,,,,,,,,755,,,9.4,,,,
1601506800,"Среда, 30 сентября
23:00 (UTC)",,,,,,,,,,,73.0,,,,,,,0,,,,,,,,755,,,9.5,,,,
1601510400,"Четверг, 1 октября
00:00 (UTC)",,,,,,,,,,,78.6,,,,,,,0,,,,,,,,755,,,8.2,,,9.0,
1601514000,"Четверг, 1 октября
01:00 (UTC)",,,,,,,,,,,83.0,,,,,,,0,,,,,,,,755,,,7.3,,,,
1601517600,"Четверг, 1 октября
02:00 (UTC)",,,,,,,,,,,87.7,,,,,,,0,,,,,,,,755,,,6.7,,,,
1601521200,"Четверг, 1 октября
03:00 (UTC)",,,,,,,,,,,93.3,,,5.8,,,,0,,0,,0,,True,,755,,,5.8,,,2.0,
1601524800,"Четверг, 1 октября
04:00 (UTC)",,,,,,,,,,,94.6,,,,,,,0,,,,,,True,4.0,756,,,5.3,,,0.0,
