timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Пыльная или песчаная буря (сильная) началась (усилилась),"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Гроза сильная (возможен град),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Туман начался (усилился). Небо не видно,"Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,18.0,,,84.2,17.1,,западный,0.0,,,1
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,23.9,,,69.1,,,юго-восточный,0.0,,,2
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,24.5,,,69.7,,,юго-восточный,0.0,,,3
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,24.2,,,72.7,,,юго-восточный,0.0,,,3
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,0,,,,,,10.0,758.0,,,,,22.3,,,80.6,,,южный,0.0,,25.2,3
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,21.6,,,81.0,,,южный,0.0,,,1
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,20.5,,,84.5,,,южный,0.0,,,1
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,17.5,,,88.1,,,западный,0.0,,,1
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,0,,0,,,,10.0,759.0,,,,,17.7,,,83.1,16.8,,северо-западный,0.0,,,2
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,26.3,,,50.1,,,северный,4.0,,,3
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,25.7,,,60.9,,,юго-восточный,0.0,,,2
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,25.8,,,66.1,,,южный,0.0,,,3
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,0,,,,,,20.0,759.0,,,,,23.9,,,70.0,,,южный,0.0,,27.3,2
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,21.3,,,83.0,,,,0.0,,,0
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,21.1,,,68.6,,,северо-западный,0.0,,,1
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,20.0,,,,,,,,,,10.0,763.0,,,,,22.6,,,61.0,,,северо-западный,7.0,,,7
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,13.0,,,,0,,0,,,,20.0,764.0,,,,,22.0,,,58.9,20.6,,северо-западный,9.0,,,2
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,26.4,,,46.1,,,северо-западный,6.0,,,5
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,764.0,,,,,30.1,,,30.3,,,северный,2.0,,,4
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,25.0,,,60.8,,,южный,2.0,,,3
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,0,,,,,,10.0,765.0,,,,,22.7,,,72.9,,,южный,0.0,,30.4,3
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,21.8,,,79.5,,,южный,7.0,,,2
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,20.1,,,76.8,,,северо-западный,0.0,,,1
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,,765.0,,,,,19.8,,,69.2,,,северо-западный,,,,1
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,0,,0,,,,,766.0,,,,,20.0,,,67.0,17.9,,северо-западный,,,,2
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,28.8,,,35.2,,,северный,0.0,,,2
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,28.7,,,51.1,,,восточный,0.0,,,2
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,27.0,,,55.7,,,юго-восточный,2.0,,,2
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,0,,,,,,20.0,765.0,,,,,24.5,,,68.4,,,юго-восточный,0.0,,30.5,2
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,22.7,,,84.2,,,юго-восточный,0.0,,,1
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,18.5,,,85.4,,,северный,0.0,,,1
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,16.0,,,82.4,,,западный,0.0,,,1
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,0,,0,,,,20.0,765.0,,,,,15.5,,,77.6,15.5,,северо-западный,0.0,,,1
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,25.4,,,50.2,,,юго-восточный,0.0,,,2
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,27.0,,,53.3,,,восточный,0.0,,,2
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,25.9,,,59.4,,,юго-восточный,0.0,,,2
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,0,,,,,,10.0,763.0,,,,,24.1,,,70.0,,,юго-восточный,0.0,,27.4,3
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,22.7,,,67.6,,,южный,0.0,,,3
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,21.7,,,70.0,,,южный,0.0,,,3
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,,21.3,,,66.0,,,южный,0.0,,,5
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,0,,0,,,,10.0,761.0,,,,,20.8,,,78.4,20.8,,южный,0.0,,,4
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,20.0,762.0,,,,,24.4,,,73.7,,,юго-восточный,4.0,,,4
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,12.0,,,,,,,,,,10.0,761.0,,,,,24.4,,,75.5,,,юго-восточный,4.0,,,5
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,15.0,,,,,,,,,,10.0,760.0,,,,,24.0,,,74.5,,,юго-восточный,4.0,,,7
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,17.0,,,,0,,,,,,10.0,759.0,,,,,22.9,,,76.7,,,южный,0.0,,24.6,7
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,15.0,,,,,,,,,,10.0,760.0,,,,,22.9,,,72.1,,,южный,0.0,,,6
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,13.0,,,,,,,,,,10.0,760.0,,,,,21.9,,,72.3,,,южный,0.0,,,5
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,12.0,,,,,,,,,,10.0,760.0,,,,,20.5,,,79.3,,,южный,0.0,,,5
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,12.0,,,,0,,0,,,,20.0,760.0,,,,,20.6,,,79.8,20.5,,южный,0.0,,,4
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,10.0,761.0,,,,,24.1,,,63.7,,,южный,0.0,,,6
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,761.0,,,,,25.4,,,62.0,,,юго-восточный,0.0,,,3
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,761.0,,,,,24.3,,,71.4,,,юго-восточный,0.0,,,5
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,10.0,,,,0,,,,,,10.0,762.0,,,,,22.7,,,77.7,,,юго-восточный,7.0,,25.7,3
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,22.1,,,81.6,,,юго-восточный,6.0,,,2
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,,763.0,,,,,22.5,,,77.6,,,южный,,,,3
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,763.0,,,,,21.5,,,83.6,,,юго-восточный,,,,2
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,0,,0,,,,,765.0,,,,,21.6,,,84.1,21.5,,южный,,,,1
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,25.6,,,68.6,,,восточный,7.0,,,1
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,27.3,,,66.8,,,восточный,5.0,,,2
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,27.5,,,68.1,,,юго-восточный,6.0,,,2
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,0,,,,,,10.0,766.0,,,,,24.0,,,83.8,,,юго-восточный,7.0,,28.5,3
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,22.9,,,83.7,,,южный,6.0,,,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,21.1,,,80.4,,,южный,5.0,,,1
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,18.0,,,85.3,,,северо-западный,0.0,,,1
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,0,,0,,,,10.0,766.0,,,,,16.6,,,84.6,16.5,,западный,9.0,,,1
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,25.3,,,74.3,,,юго-восточный,0.0,,,2
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,26.2,,,68.3,,,юго-восточный,0.0,,,3
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,26.0,,,67.8,,,юго-восточный,0.0,,,3
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,0,,,,,,10.0,764.0,,,,,23.8,,,77.3,,,юго-восточный,0.0,,27.1,3
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,22.6,,,82.7,,,юго-восточный,0.0,,,2
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,22.3,,,81.1,,,южный,0.0,,,2
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,21.5,,,80.5,,,южный,0.0,,,2
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,0,,0,,,,10.0,761.0,,,,,20.9,,,83.5,20.9,,юго-восточный,0.0,,,2
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,,24.1,,,73.6,,,юго-восточный,0.0,,,4
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,25.6,,,71.6,,,юго-восточный,4.0,,,5
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,20.0,760.0,,,,,25.8,,,69.5,,,юго-восточный,7.0,,,6
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,10.0,,,,0,,,,,,20.0,760.0,,,,,24.3,,,76.9,,,юго-восточный,9.0,,25.9,4
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,23.2,,,77.7,,,юго-восточный,7.0,,,3
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,22.5,,,85.8,,,южный,7.0,,,2
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,21.9,,,83.6,,,южный,7.0,,,2
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,18.0,,,79.0,18.0,,западный,7.0,,,1
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,25.1,,,68.5,17.9,,юго-восточный,7.0,,,3
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,26.9,,,69.3,,,восточный,4.0,,,2
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,26.7,,,70.1,,,юго-восточный,9.0,,,3
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,0,,,,,,10.0,759.0,,,,,24.3,,,80.8,,,юго-восточный,0.0,,27.9,3
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,23.8,,,81.3,,,юго-восточный,6.0,,,2
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,21.5,,,84.6,,,северо-западный,9.0,,,1
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,21.5,,,85.7,,,южный,9.0,,,1
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,762.0,,,,,21.3,,,85.7,21.0,,западный,9.0,,,3
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,26.2,,,65.8,,True,юго-восточный,9.0,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,26.7,,,71.0,,,восточный,7.0,,,2
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,True,,10.0,762.0,,,,,25.3,,,71.1,,,восточный,10.0,,,1
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,True,,,,,0.4,,,,,,10.0,763.0,,,,,24.1,,,78.8,,,северный,10.0,,27.7,1
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,True,,10.0,764.0,,,,,21.7,,,83.1,,,северный,10.0,,,1
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,20.1,,,87.7,,True,северо-западный,4.0,,,1
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,19.1,,,89.3,,True,западный,0.0,,,1
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,2,,2,,,,10.0,764.0,,,,,18.8,,,90.4,18.4,,южный,0.0,,,1
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,25.7,,,64.5,,,южный,0.0,,,3
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,764.0,,,,,26.4,,,64.6,,,юго-восточный,0.0,,,4
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,763.0,,,,,25.9,,,63.7,,,юго-восточный,0.0,,,4
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,11.0,,,,0,,,,,,10.0,763.0,,,,,24.2,,,65.8,,,южный,0.0,,27.2,4
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,23.1,,,74.4,,,южный,0.0,,,3
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,22.7,,,68.0,,,южный,0.0,,,3
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,22.2,,,69.2,,,южный,7.0,,,2
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,0,,0,,,,,764.0,,,,,19.8,,,79.2,19.8,,западный,,,,1
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,4.0,764.0,,True,,,21.0,,,83.0,,,северо-западный,10.0,,,1
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,24.6,,,70.1,,True,юго-восточный,9.0,,,2
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,764.0,,,,True,25.6,,,60.1,,,северный,9.0,,,4
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,14,,,,,,10.0,764.0,,,,,24.0,,,69.6,,True,южный,9.0,,26.2,1
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,20.5,,,86.7,,True,западный,9.0,,,1
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,19.7,,,83.9,,,западный,7.0,,,1
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,20.5,,,73.5,,,северо-западный,7.0,,,3
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,0,,14,,,,20.0,766.0,,,,,19.9,,,65.3,19.5,,северо-западный,7.0,,,3
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,24.1,,,39.5,,,северный,7.0,,,3
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,26.4,,,29.1,,,восточный,7.0,,,2
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,766.0,,,,,25.1,,,41.7,,,юго-восточный,,,,3
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,0,,,,,,20.0,766.0,,,,,22.9,,,50.5,,,юго-восточный,4.0,,26.6,3
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,21.8,,,54.8,,,южный,2.0,,,3
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,21.4,,,57.2,,,южный,2.0,,,2
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,21.1,,,59.1,,,южный,0.0,,,2
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,763.0,,,,,21.1,,,64.3,20.8,,южный,0.0,,,3
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,23.9,,,61.7,,,южный,1.0,,,5
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,763.0,,,,,24.8,,,59.6,,,юго-восточный,0.0,,,5
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,763.0,,,,,24.4,,,59.5,,,юго-восточный,0.0,,,4
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,12.0,,,,0,,,,,,20.0,763.0,,,,,23.3,,,59.6,,,южный,0.0,,25.1,4
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,21.9,,,72.3,,,южный,0.0,,,3
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,21.7,,,74.6,,,южный,0.0,,,3
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,764.0,,,,,21.3,,,69.1,,,южный,,,,2
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,764.0,,,,,21.7,,,70.0,21.2,,южный,6.0,,,3
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,25.0,,,69.3,,,юго-восточный,4.0,,,2
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,25.9,,,69.1,,,юго-восточный,2.0,,,3
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,24.9,,,70.6,,,юго-восточный,0.0,,,4
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,0,,,,,,10.0,765.0,,,,,24.0,,,70.9,,,южный,0.0,,26.0,3
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,22.9,,,78.2,,,южный,0.0,,,3
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,767.0,,,,,22.1,,,80.6,,,южный,0.0,,,1
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,767.0,,,,,18.7,,,89.3,,,северо-западный,0.0,,,1
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,0,,0,,,True,1.0,768.0,,,,,18.4,,,91.0,18.4,,северо-западный,,,,1
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,True,,,4.0,769.0,,,,,22.1,,,84.2,18.3,,северо-западный,10.0,,,1
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,768.0,,,,,26.2,,,57.3,,,восточный,7.0,,,2
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,768.0,,,,,24.6,,,65.9,,,юго-восточный,7.0,,,2
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,0,,,,,,10.0,768.0,,,,,23.0,,,69.8,,,юго-восточный,4.0,,26.5,2
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,767.0,,,,,22.2,,,72.8,,,южный,4.0,,,2
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,767.0,,,,,22.3,,,74.3,,,юго-восточный,7.0,,,2
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,22.2,,,72.8,,,южный,10.0,,,1
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,0,,0,,,,10.0,766.0,,,,,22.1,,,75.2,21.4,,юго-восточный,7.0,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,23.7,,,67.8,,,юго-восточный,9.0,,,2
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,25.1,,,63.9,,,юго-восточный,4.0,,,4
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,24.5,,,66.3,,,юго-восточный,2.0,,,3
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,0,,,,,,20.0,764.0,,,,,22.9,,,72.1,,,юго-восточный,4.0,,25.4,3
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,22.2,,,76.1,,,южный,2.0,,,2
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,19.3,,,84.9,,,западный,0.0,,,1
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,19.3,,,82.8,,,северо-западный,2.0,,,2
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,765.0,,,,,20.8,,,73.5,19.1,,западный,4.0,,,2
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,24.2,,,45.8,,,северный,9.0,,,5
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,24.6,,,56.5,,,северо-восточный,4.0,,,4
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,24.6,,,46.8,,,восточный,0.0,,,2
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,0,,,,,,20.0,766.0,,,,,22.0,,,51.0,,,юго-восточный,0.0,,27.2,2
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,21.3,,,56.1,,,южный,0.0,,,2
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,16.9,,,72.8,,,северо-западный,0.0,,,1
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,17.6,,,64.4,,,северо-западный,0.0,,,2
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,765.0,,,,,17.0,,,59.3,16.9,,северо-западный,0.0,,,2
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,23.6,,,37.6,16.8,,северо-западный,0.0,,,3
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,20.0,766.0,,,,,27.3,,,25.8,,,северный,0.0,,,5
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,764.0,,,,,28.7,,,23.7,,,северный,0.0,,,6
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,0,,,,,,20.0,765.0,,,,,25.4,,,29.4,,,северо-восточный,2.0,,28.7,2
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,22.4,,,51.4,,,северный,2.0,,,1
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,20.0,768.0,,,,,20.0,,,44.6,,,северный,4.0,,,3
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,20.0,769.0,,,,,17.7,,,48.1,,,северо-западный,4.0,,,1
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,0,,0,,,,20.0,769.0,,,,,14.9,,,64.2,14.9,,северо-западный,0.0,,,1
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,,,20.0,769.0,,,,,21.7,,,41.9,,,восточный,0.0,,,1
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,20.0,768.0,,,,,23.5,,,39.6,,,юго-восточный,0.0,,,4
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,767.0,,,,,23.0,,,50.6,,,юго-восточный,0.0,,,5
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,12.0,,,,0,,,,,,10.0,766.0,,,,,21.8,,,62.8,,,южный,4.0,,23.9,5
